seed,size,mode,policy,reason,solverAttempts,timeoutChecks,viableTemplates,validationErrors,qualityErrors
"4","7","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","24","99","24","[]","[]"
"4","9","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","27","6","[]","[]"
"4","9","en_to_ar","compatibility","solver_deadline_observed_root_cause_unestablished","2","58","6","[]","[]"
"4","9","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","136","45","24","[]","[]"
"4","11","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","35","6","[]","[]"
"4","11","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","392","30","24","[]","[]"
"4","13","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","26","6","[]","[]"
"4","13","ar_to_en","approved-only","bounded_search_no_solution_reason_unestablished","480","0","24","[]","[]"
"5","7","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","24","126","24","[]","[]"
"5","9","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","37","6","[]","[]"
"5","9","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","149","46","24","[]","[]"
"5","11","en_to_ar","compatibility","solver_deadline_observed_root_cause_unestablished","2","65","6","[]","[]"
"5","11","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","19","6","[]","[]"
"5","11","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","390","31","24","[]","[]"
"5","13","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","45","6","[]","[]"
"5","13","ar_to_en","approved-only","bounded_search_no_solution_reason_unestablished","480","0","24","[]","[]"
"6","7","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","24","107","24","[]","[]"
"6","9","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","142","47","24","[]","[]"
"6","11","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","32","6","[]","[]"
"6","11","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","390","34","24","[]","[]"
"6","13","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","40","6","[]","[]"
"6","13","ar_to_en","approved-only","bounded_search_no_solution_reason_unestablished","480","0","24","[]","[]"
"7","7","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","24","114","24","[]","[]"
"7","9","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","35","6","[]","[]"
"7","9","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","154","47","24","[]","[]"
"7","11","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","45","6","[]","[]"
"7","11","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","379","37","24","[]","[]"
"7","13","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","35","6","[]","[]"
"7","13","ar_to_en","compatibility","solver_deadline_observed_root_cause_unestablished","24","138","24","[]","[]"
"7","13","ar_to_en","approved-only","bounded_search_no_solution_reason_unestablished","480","0","24","[]","[]"
"8","7","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","24","135","24","[]","[]"
"8","9","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","24","6","[]","[]"
"8","9","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","137","48","24","[]","[]"
"8","11","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","53","6","[]","[]"
"8","11","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","374","35","24","[]","[]"
"8","13","ar_to_en","approved-only","bounded_search_no_solution_reason_unestablished","480","0","24","[]","[]"
"8","13","ar_to_en","compatibility","solver_deadline_observed_root_cause_unestablished","24","144","24","[]","[]"
"9","7","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","24","119","24","[]","[]"
"9","9","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","156","43","24","[]","[]"
"9","11","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","30","6","[]","[]"
"9","11","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","358","41","24","[]","[]"
"9","13","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","43","6","[]","[]"
"9","13","ar_to_en","approved-only","bounded_search_no_solution_reason_unestablished","480","0","24","[]","[]"
"10","7","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","24","117","24","[]","[]"
"10","9","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","121","47","24","[]","[]"
"10","11","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","55","6","[]","[]"
"10","11","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","365","37","24","[]","[]"
"10","13","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","46","6","[]","[]"
"10","13","ar_to_en","approved-only","bounded_search_no_solution_reason_unestablished","480","0","24","[]","[]"
"11","7","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","24","132","24","[]","[]"
"11","9","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","140","45","24","[]","[]"
"11","11","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","41","6","[]","[]"
"11","11","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","368","37","24","[]","[]"
"11","13","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","31","6","[]","[]"
"11","13","ar_to_en","approved-only","bounded_search_no_solution_reason_unestablished","480","0","24","[]","[]"
"12","7","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","24","131","24","[]","[]"
"12","9","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","37","6","[]","[]"
"12","9","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","129","44","24","[]","[]"
"12","11","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","54","6","[]","[]"
"12","11","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","374","36","24","[]","[]"
"12","13","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","41","6","[]","[]"
"12","13","ar_to_en","approved-only","bounded_search_no_solution_reason_unestablished","480","0","24","[]","[]"
"13","7","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","24","133","24","[]","[]"
"13","9","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","31","6","[]","[]"
"13","9","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","131","46","24","[]","[]"
"13","11","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","35","6","[]","[]"
"13","11","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","381","36","24","[]","[]"
"13","13","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","22","20","6","[]","[]"
"13","13","ar_to_en","approved-only","bounded_search_no_solution_reason_unestablished","480","0","24","[]","[]"
"14","7","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","3","32","6","[]","[]"
"14","7","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","24","117","24","[]","[]"
"14","9","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","147","47","24","[]","[]"
"14","11","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","30","6","[]","[]"
"14","11","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","352","41","24","[]","[]"
"14","13","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","17","6","[]","[]"
"14","13","ar_to_en","approved-only","bounded_search_no_solution_reason_unestablished","480","0","24","[]","[]"
"15","7","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","24","109","24","[]","[]"
"15","9","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","151","46","24","[]","[]"
"15","11","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","369","34","24","[]","[]"
"15","13","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","21","6","[]","[]"
"15","13","ar_to_en","approved-only","bounded_search_no_solution_reason_unestablished","480","0","24","[]","[]"
"16","7","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","24","141","24","[]","[]"
"16","9","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","136","45","24","[]","[]"
"16","11","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","51","6","[]","[]"
"16","11","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","367","41","24","[]","[]"
"16","13","ar_to_en","approved-only","bounded_search_no_solution_reason_unestablished","480","0","24","[]","[]"
"17","7","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","24","128","24","[]","[]"
"17","9","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","37","6","[]","[]"
"17","9","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","140","47","24","[]","[]"
"17","11","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","49","6","[]","[]"
"17","11","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","368","38","24","[]","[]"
"17","13","en_to_ar","compatibility","solver_deadline_observed_root_cause_unestablished","2","19","6","[]","[]"
"17","13","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","43","6","[]","[]"
"17","13","ar_to_en","approved-only","bounded_search_no_solution_reason_unestablished","480","0","24","[]","[]"
"18","7","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","24","136","24","[]","[]"
"18","9","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","142","46","24","[]","[]"
"18","11","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","52","6","[]","[]"
"18","11","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","349","38","24","[]","[]"
"18","13","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","6","1","6","[]","[]"
"18","13","ar_to_en","approved-only","bounded_search_no_solution_reason_unestablished","480","0","24","[]","[]"
"19","7","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","24","114","24","[]","[]"
"19","9","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","42","6","[]","[]"
"19","9","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","158","44","24","[]","[]"
"19","11","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","396","29","24","[]","[]"
"19","13","ar_to_en","approved-only","bounded_search_no_solution_reason_unestablished","480","0","24","[]","[]"
"20","7","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","24","108","24","[]","[]"
"20","9","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","25","6","[]","[]"
"20","9","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","160","46","24","[]","[]"
"20","11","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","64","6","[]","[]"
"20","11","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","389","34","24","[]","[]"
"20","13","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","11","6","[]","[]"
"20","13","ar_to_en","approved-only","bounded_search_no_solution_reason_unestablished","480","0","24","[]","[]"
"21","7","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","24","132","24","[]","[]"
"21","9","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","33","6","[]","[]"
"21","9","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","142","44","24","[]","[]"
"21","11","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","25","6","[]","[]"
"21","11","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","374","38","24","[]","[]"
"21","13","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","48","6","[]","[]"
"21","13","ar_to_en","approved-only","bounded_search_no_solution_reason_unestablished","480","0","24","[]","[]"
"22","7","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","24","133","24","[]","[]"
"22","9","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","34","6","[]","[]"
"22","9","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","147","46","24","[]","[]"
"22","11","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","39","6","[]","[]"
"22","11","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","395","32","24","[]","[]"
"22","13","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","52","6","[]","[]"
"22","13","ar_to_en","approved-only","bounded_search_no_solution_reason_unestablished","480","0","24","[]","[]"
"23","7","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","24","99","24","[]","[]"
"23","9","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","170","45","24","[]","[]"
"23","11","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","55","6","[]","[]"
"23","11","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","380","27","24","[]","[]"
"23","13","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","56","6","[]","[]"
"23","13","ar_to_en","approved-only","bounded_search_no_solution_reason_unestablished","480","0","24","[]","[]"
"24","7","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","24","130","24","[]","[]"
"24","9","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","138","42","24","[]","[]"
"24","11","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","338","35","24","[]","[]"
"24","13","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","41","6","[]","[]"
"24","13","en_to_ar","compatibility","solver_deadline_observed_root_cause_unestablished","2","50","6","[]","[]"
"24","13","ar_to_en","approved-only","bounded_search_no_solution_reason_unestablished","480","0","24","[]","[]"
"25","7","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","24","117","24","[]","[]"
"25","9","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","138","45","24","[]","[]"
"25","11","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","32","6","[]","[]"
"25","11","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","390","34","24","[]","[]"
"25","13","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","70","6","[]","[]"
"25","13","ar_to_en","approved-only","bounded_search_no_solution_reason_unestablished","480","0","24","[]","[]"
"26","7","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","24","106","24","[]","[]"
"26","9","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","142","45","24","[]","[]"
"26","11","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","26","6","[]","[]"
"26","11","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","368","34","24","[]","[]"
"26","13","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","22","45","6","[]","[]"
"26","13","ar_to_en","approved-only","bounded_search_no_solution_reason_unestablished","480","0","24","[]","[]"
"27","7","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","24","98","24","[]","[]"
"27","9","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","141","46","24","[]","[]"
"27","11","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","65","6","[]","[]"
"27","11","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","355","37","24","[]","[]"
"27","13","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","47","6","[]","[]"
"27","13","ar_to_en","approved-only","bounded_search_no_solution_reason_unestablished","480","0","24","[]","[]"
"28","7","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","24","115","24","[]","[]"
"28","9","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","32","6","[]","[]"
"28","9","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","136","47","24","[]","[]"
"28","11","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","51","6","[]","[]"
"28","11","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","369","41","24","[]","[]"
"28","13","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","28","6","[]","[]"
"28","13","ar_to_en","approved-only","bounded_search_no_solution_reason_unestablished","480","0","24","[]","[]"
"29","7","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","24","103","24","[]","[]"
"29","9","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","39","6","[]","[]"
"29","9","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","155","46","24","[]","[]"
"29","11","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","47","6","[]","[]"
"29","11","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","390","30","24","[]","[]"
"29","13","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","41","6","[]","[]"
"29","13","ar_to_en","approved-only","bounded_search_no_solution_reason_unestablished","480","0","24","[]","[]"
"30","7","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","24","114","24","[]","[]"
"30","9","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","33","6","[]","[]"
"30","9","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","146","44","24","[]","[]"
"30","11","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","62","6","[]","[]"
"30","11","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","389","39","24","[]","[]"
"30","13","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","40","6","[]","[]"
"30","13","ar_to_en","approved-only","bounded_search_no_solution_reason_unestablished","480","0","24","[]","[]"
