seed,size,mode,policy,success,generationMs,entries,intersections,candidateCount,candidateLengths,solverAttempts,timeoutChecks,viableTemplates,totalTemplates,validationErrors,qualityErrors,failureReason
"3","11","en_to_ar","approved-only","true","98.57829199999833","62","87","2000","{""2"":80,""3"":280,""4"":281,""5"":281,""6"":281,""7"":281,""8"":280,""9"":154,""10"":49,""11"":33}","1","0","6","6","[]","[]",""
"3","11","ar_to_en","approved-only","false","4504.046125000001","0","0","2426","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201,""10"":75,""11"":79}","48","57","24","24","[]","[]","solver_deadline_observed_root_cause_unestablished"
"3","13","en_to_ar","approved-only","false","1806.8894169999985","0","0","2000","{""2"":80,""3"":272,""4"":273,""5"":273,""6"":273,""7"":273,""8"":272,""9"":167,""10"":51,""11"":34,""12"":25,""13"":7}","2","31","6","6","[]","[]","solver_deadline_observed_root_cause_unestablished"
"3","13","ar_to_en","approved-only","false","4518.055084","0","0","2477","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201,""10"":75,""11"":79,""12"":18,""13"":33}","132","48","24","24","[]","[]","solver_deadline_observed_root_cause_unestablished"
"4","7","en_to_ar","approved-only","true","5.364457999996375","26","37","2000","{""2"":76,""3"":385,""4"":385,""5"":385,""6"":385,""7"":384}","1","0","6","6","[]","[]",""
"4","7","ar_to_en","approved-only","true","5.567290999999386","22","41","1851","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456}","1","0","24","24","[]","[]",""
"4","9","en_to_ar","approved-only","true","877.2615420000002","42","57","2000","{""2"":80,""3"":307,""4"":307,""5"":307,""6"":307,""7"":306,""8"":262,""9"":124}","2","21","6","6","[]","[]",""
"4","9","ar_to_en","approved-only","true","582.0975829999952","32","64","2272","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201}","4","8","24","24","[]","[]",""
"4","11","en_to_ar","approved-only","true","1035.7802499999962","59","85","2000","{""2"":80,""3"":280,""4"":281,""5"":281,""6"":281,""7"":281,""8"":280,""9"":154,""10"":49,""11"":33}","2","15","6","6","[]","[]",""
"4","11","ar_to_en","approved-only","true","3070.284958999997","44","88","2426","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201,""10"":75,""11"":79}","34","37","24","24","[]","[]",""
"4","13","en_to_ar","approved-only","true","1101.624042000003","82","119","2000","{""2"":80,""3"":272,""4"":273,""5"":273,""6"":273,""7"":273,""8"":272,""9"":167,""10"":51,""11"":34,""12"":25,""13"":7}","2","19","6","6","[]","[]",""
"4","13","ar_to_en","approved-only","false","4514.7935","0","0","2477","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201,""10"":75,""11"":79,""12"":18,""13"":33}","138","42","24","24","[]","[]","solver_deadline_observed_root_cause_unestablished"
"5","7","en_to_ar","approved-only","true","3.1348330000037095","24","36","2000","{""2"":76,""3"":385,""4"":385,""5"":385,""6"":385,""7"":384}","1","0","6","6","[]","[]",""
"5","7","ar_to_en","approved-only","true","6.747624999996333","22","41","1851","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456}","1","0","24","24","[]","[]",""
"5","9","en_to_ar","approved-only","true","6.851541999996698","44","57","2000","{""2"":80,""3"":307,""4"":307,""5"":307,""6"":307,""7"":306,""8"":262,""9"":124}","1","0","6","6","[]","[]",""
"5","9","ar_to_en","approved-only","true","633.7301250000019","32","64","2272","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201}","4","8","24","24","[]","[]",""
"5","11","en_to_ar","approved-only","false","1803.9161250000034","0","0","2000","{""2"":80,""3"":280,""4"":281,""5"":281,""6"":281,""7"":281,""8"":280,""9"":154,""10"":49,""11"":33}","2","14","6","6","[]","[]","solver_deadline_observed_root_cause_unestablished"
"5","11","ar_to_en","approved-only","false","4505.293917000003","0","0","2426","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201,""10"":75,""11"":79}","54","56","24","24","[]","[]","solver_deadline_observed_root_cause_unestablished"
"5","13","en_to_ar","approved-only","false","1806.9839999999967","0","0","2000","{""2"":80,""3"":272,""4"":273,""5"":273,""6"":273,""7"":273,""8"":272,""9"":167,""10"":51,""11"":34,""12"":25,""13"":7}","2","74","6","6","[]","[]","solver_deadline_observed_root_cause_unestablished"
"5","13","ar_to_en","approved-only","false","4515.817624999996","0","0","2477","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201,""10"":75,""11"":79,""12"":18,""13"":33}","157","45","24","24","[]","[]","solver_deadline_observed_root_cause_unestablished"
"6","7","en_to_ar","approved-only","true","4.914208000001963","26","36","2000","{""2"":76,""3"":385,""4"":385,""5"":385,""6"":385,""7"":384}","1","0","6","6","[]","[]",""
"6","7","ar_to_en","approved-only","true","5.7664999999979045","22","41","1851","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456}","1","0","24","24","[]","[]",""
"6","9","en_to_ar","approved-only","true","12.018917000008514","42","59","2000","{""2"":80,""3"":307,""4"":307,""5"":307,""6"":307,""7"":306,""8"":262,""9"":124}","1","0","6","6","[]","[]",""
"6","9","ar_to_en","approved-only","true","419.6439160000009","32","64","2272","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201}","3","4","24","24","[]","[]",""
"6","11","en_to_ar","approved-only","false","1804.109958999994","0","0","2000","{""2"":80,""3"":280,""4"":281,""5"":281,""6"":281,""7"":281,""8"":280,""9"":154,""10"":49,""11"":33}","2","57","6","6","[]","[]","solver_deadline_observed_root_cause_unestablished"
"6","11","ar_to_en","approved-only","false","4503.881666000001","0","0","2426","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201,""10"":75,""11"":79}","46","63","24","24","[]","[]","solver_deadline_observed_root_cause_unestablished"
"6","13","en_to_ar","approved-only","false","1807.791790999996","0","0","2000","{""2"":80,""3"":272,""4"":273,""5"":273,""6"":273,""7"":273,""8"":272,""9"":167,""10"":51,""11"":34,""12"":25,""13"":7}","2","63","6","6","[]","[]","solver_deadline_observed_root_cause_unestablished"
"6","13","ar_to_en","approved-only","false","4518.353084000002","0","0","2477","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201,""10"":75,""11"":79,""12"":18,""13"":33}","139","40","24","24","[]","[]","solver_deadline_observed_root_cause_unestablished"
"7","7","en_to_ar","approved-only","true","4.3982080000132555","26","36","2000","{""2"":76,""3"":385,""4"":385,""5"":385,""6"":385,""7"":384}","1","0","6","6","[]","[]",""
"7","7","ar_to_en","approved-only","true","4.994208999996772","22","41","1851","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456}","1","0","24","24","[]","[]",""
"7","9","en_to_ar","approved-only","true","19.712249999996857","42","57","2000","{""2"":80,""3"":307,""4"":307,""5"":307,""6"":307,""7"":306,""8"":262,""9"":124}","1","0","6","6","[]","[]",""
"7","9","ar_to_en","approved-only","true","379.8394169999956","32","64","2272","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201}","3","6","24","24","[]","[]",""
"7","11","en_to_ar","approved-only","true","1034.9271249999874","60","85","2000","{""2"":80,""3"":280,""4"":281,""5"":281,""6"":281,""7"":281,""8"":280,""9"":154,""10"":49,""11"":33}","2","25","6","6","[]","[]",""
"7","11","ar_to_en","approved-only","false","4503.540875000006","0","0","2426","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201,""10"":75,""11"":79}","46","54","24","24","[]","[]","solver_deadline_observed_root_cause_unestablished"
"7","13","en_to_ar","approved-only","true","73.27562499999476","80","120","2000","{""2"":80,""3"":272,""4"":273,""5"":273,""6"":273,""7"":273,""8"":272,""9"":167,""10"":51,""11"":34,""12"":25,""13"":7}","1","0","6","6","[]","[]",""
"7","13","ar_to_en","approved-only","false","4515.661332999996","0","0","2477","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201,""10"":75,""11"":79,""12"":18,""13"":33}","108","44","24","24","[]","[]","solver_deadline_observed_root_cause_unestablished"
"8","7","en_to_ar","approved-only","true","586.9745830000029","25","35","2000","{""2"":76,""3"":385,""4"":385,""5"":385,""6"":385,""7"":384}","2","10","6","6","[]","[]",""
"8","7","ar_to_en","approved-only","true","11.269499999994878","22","41","1851","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456}","1","0","24","24","[]","[]",""
"8","9","en_to_ar","approved-only","true","4.7302500000078","42","60","2000","{""2"":80,""3"":307,""4"":307,""5"":307,""6"":307,""7"":306,""8"":262,""9"":124}","1","0","6","6","[]","[]",""
"8","9","ar_to_en","approved-only","true","635.9473750000034","32","64","2272","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201}","4","7","24","24","[]","[]",""
"8","11","en_to_ar","approved-only","true","74.99608300000546","58","86","2000","{""2"":80,""3"":280,""4"":281,""5"":281,""6"":281,""7"":281,""8"":280,""9"":154,""10"":49,""11"":33}","1","0","6","6","[]","[]",""
"8","11","ar_to_en","approved-only","true","3413.449416999996","44","88","2426","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201,""10"":75,""11"":79}","43","35","24","24","[]","[]",""
"8","13","en_to_ar","approved-only","false","1806.8134580000042","0","0","2000","{""2"":80,""3"":272,""4"":273,""5"":273,""6"":273,""7"":273,""8"":272,""9"":167,""10"":51,""11"":34,""12"":25,""13"":7}","2","63","6","6","[]","[]","solver_deadline_observed_root_cause_unestablished"
"8","13","ar_to_en","approved-only","false","4516.99837500001","0","0","2477","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201,""10"":75,""11"":79,""12"":18,""13"":33}","116","45","24","24","[]","[]","solver_deadline_observed_root_cause_unestablished"
"9","7","en_to_ar","approved-only","true","3.869875000003958","25","35","2000","{""2"":76,""3"":385,""4"":385,""5"":385,""6"":385,""7"":384}","1","0","6","6","[]","[]",""
"9","7","ar_to_en","approved-only","true","13.042167000006884","22","41","1851","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456}","1","0","24","24","[]","[]",""
"9","9","en_to_ar","approved-only","true","857.664499999999","44","60","2000","{""2"":80,""3"":307,""4"":307,""5"":307,""6"":307,""7"":306,""8"":262,""9"":124}","2","16","6","6","[]","[]",""
"9","9","ar_to_en","approved-only","true","1082.7172500000015","32","64","2272","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201}","7","18","24","24","[]","[]",""
"9","11","en_to_ar","approved-only","false","1804.138500000001","0","0","2000","{""2"":80,""3"":280,""4"":281,""5"":281,""6"":281,""7"":281,""8"":280,""9"":154,""10"":49,""11"":33}","2","37","6","6","[]","[]","solver_deadline_observed_root_cause_unestablished"
"9","11","ar_to_en","approved-only","false","4503.194042000003","0","0","2426","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201,""10"":75,""11"":79}","43","50","24","24","[]","[]","solver_deadline_observed_root_cause_unestablished"
"9","13","en_to_ar","approved-only","false","1805.9217079999944","0","0","2000","{""2"":80,""3"":272,""4"":273,""5"":273,""6"":273,""7"":273,""8"":272,""9"":167,""10"":51,""11"":34,""12"":25,""13"":7}","2","41","6","6","[]","[]","solver_deadline_observed_root_cause_unestablished"
"9","13","ar_to_en","approved-only","false","4514.388915999996","0","0","2477","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201,""10"":75,""11"":79,""12"":18,""13"":33}","148","43","24","24","[]","[]","solver_deadline_observed_root_cause_unestablished"
"10","7","en_to_ar","approved-only","true","3.4212079999997513","25","35","2000","{""2"":76,""3"":385,""4"":385,""5"":385,""6"":385,""7"":384}","1","0","6","6","[]","[]",""
"10","7","ar_to_en","approved-only","true","19.111708000011276","22","41","1851","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456}","1","0","24","24","[]","[]",""
"10","9","en_to_ar","approved-only","true","856.8217909999948","40","57","2000","{""2"":80,""3"":307,""4"":307,""5"":307,""6"":307,""7"":306,""8"":262,""9"":124}","2","24","6","6","[]","[]",""
"10","9","ar_to_en","approved-only","true","1202.8657919999969","32","64","2272","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201}","8","18","24","24","[]","[]",""
"10","11","en_to_ar","approved-only","true","13.175250000000233","62","85","2000","{""2"":80,""3"":280,""4"":281,""5"":281,""6"":281,""7"":281,""8"":280,""9"":154,""10"":49,""11"":33}","1","0","6","6","[]","[]",""
"10","11","ar_to_en","approved-only","false","4503.811167000007","0","0","2426","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201,""10"":75,""11"":79}","50","57","24","24","[]","[]","solver_deadline_observed_root_cause_unestablished"
"10","13","en_to_ar","approved-only","true","374.4510420000006","88","120","2000","{""2"":80,""3"":272,""4"":273,""5"":273,""6"":273,""7"":273,""8"":272,""9"":167,""10"":51,""11"":34,""12"":25,""13"":7}","1","0","6","6","[]","[]",""
"10","13","ar_to_en","approved-only","false","4513.35712499998","0","0","2477","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201,""10"":75,""11"":79,""12"":18,""13"":33}","127","49","24","24","[]","[]","solver_deadline_observed_root_cause_unestablished"
"11","7","en_to_ar","approved-only","true","2.689874999981839","26","36","2000","{""2"":76,""3"":385,""4"":385,""5"":385,""6"":385,""7"":384}","1","0","6","6","[]","[]",""
"11","7","ar_to_en","approved-only","true","15.059166999999434","22","41","1851","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456}","1","0","24","24","[]","[]",""
"11","9","en_to_ar","approved-only","true","9.602958000003127","40","57","2000","{""2"":80,""3"":307,""4"":307,""5"":307,""6"":307,""7"":306,""8"":262,""9"":124}","1","0","6","6","[]","[]",""
"11","9","ar_to_en","approved-only","true","193.4371669999964","32","64","2272","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201}","2","4","24","24","[]","[]",""
"11","11","en_to_ar","approved-only","false","1803.8242500000051","0","0","2000","{""2"":80,""3"":280,""4"":281,""5"":281,""6"":281,""7"":281,""8"":280,""9"":154,""10"":49,""11"":33}","2","50","6","6","[]","[]","solver_deadline_observed_root_cause_unestablished"
"11","11","ar_to_en","approved-only","false","4501.892790999991","0","0","2426","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201,""10"":75,""11"":79}","39","74","24","24","[]","[]","solver_deadline_observed_root_cause_unestablished"
"11","13","en_to_ar","approved-only","false","1806.9885829999985","0","0","2000","{""2"":80,""3"":272,""4"":273,""5"":273,""6"":273,""7"":273,""8"":272,""9"":167,""10"":51,""11"":34,""12"":25,""13"":7}","2","62","6","6","[]","[]","solver_deadline_observed_root_cause_unestablished"
"11","13","ar_to_en","approved-only","false","4518.4280410000065","0","0","2477","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201,""10"":75,""11"":79,""12"":18,""13"":33}","178","38","24","24","[]","[]","solver_deadline_observed_root_cause_unestablished"
"12","7","en_to_ar","approved-only","true","1061.0611250000075","24","38","2000","{""2"":76,""3"":385,""4"":385,""5"":385,""6"":385,""7"":384}","3","21","6","6","[]","[]",""
"12","7","ar_to_en","approved-only","true","163.2996250000142","22","41","1851","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456}","2","9","24","24","[]","[]",""
"12","9","en_to_ar","approved-only","true","8.933249999972759","42","57","2000","{""2"":80,""3"":307,""4"":307,""5"":307,""6"":307,""7"":306,""8"":262,""9"":124}","1","0","6","6","[]","[]",""
"12","9","ar_to_en","approved-only","true","714.7021249999816","32","64","2272","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201}","5","13","24","24","[]","[]",""
"12","11","en_to_ar","approved-only","false","1804.315333000006","0","0","2000","{""2"":80,""3"":280,""4"":281,""5"":281,""6"":281,""7"":281,""8"":280,""9"":154,""10"":49,""11"":33}","2","50","6","6","[]","[]","solver_deadline_observed_root_cause_unestablished"
"12","11","ar_to_en","approved-only","true","3905.2168339999916","44","88","2426","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201,""10"":75,""11"":79}","52","45","24","24","[]","[]",""
"12","13","en_to_ar","approved-only","true","165.3108329999959","82","119","2000","{""2"":80,""3"":272,""4"":273,""5"":273,""6"":273,""7"":273,""8"":272,""9"":167,""10"":51,""11"":34,""12"":25,""13"":7}","1","0","6","6","[]","[]",""
"12","13","ar_to_en","approved-only","false","4516.187041999976","0","0","2477","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201,""10"":75,""11"":79,""12"":18,""13"":33}","128","45","24","24","[]","[]","solver_deadline_observed_root_cause_unestablished"
"13","7","en_to_ar","approved-only","true","3.6264589999918826","25","35","2000","{""2"":76,""3"":385,""4"":385,""5"":385,""6"":385,""7"":384}","1","0","6","6","[]","[]",""
"13","7","ar_to_en","approved-only","true","42.87112500000512","22","41","1851","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456}","1","0","24","24","[]","[]",""
"13","9","en_to_ar","approved-only","false","1703.3828330000106","0","0","2000","{""2"":80,""3"":307,""4"":307,""5"":307,""6"":307,""7"":306,""8"":262,""9"":124}","2","31","6","6","[]","[]","solver_deadline_observed_root_cause_unestablished"
"13","9","ar_to_en","approved-only","true","926.3611670000246","32","64","2272","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201}","6","14","24","24","[]","[]",""
"13","11","en_to_ar","approved-only","true","202.58579100001953","59","85","2000","{""2"":80,""3"":280,""4"":281,""5"":281,""6"":281,""7"":281,""8"":280,""9"":154,""10"":49,""11"":33}","1","0","6","6","[]","[]",""
"13","11","ar_to_en","approved-only","false","4502.254042000015","0","0","2426","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201,""10"":75,""11"":79}","48","55","24","24","[]","[]","solver_deadline_observed_root_cause_unestablished"
"13","13","en_to_ar","approved-only","true","218.9059169999964","80","119","2000","{""2"":80,""3"":272,""4"":273,""5"":273,""6"":273,""7"":273,""8"":272,""9"":167,""10"":51,""11"":34,""12"":25,""13"":7}","21","0","6","6","[]","[]",""
"13","13","ar_to_en","approved-only","false","4517.789791999996","0","0","2477","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201,""10"":75,""11"":79,""12"":18,""13"":33}","120","45","24","24","[]","[]","solver_deadline_observed_root_cause_unestablished"
"14","7","en_to_ar","approved-only","true","41.36366599999019","24","36","2000","{""2"":76,""3"":385,""4"":385,""5"":385,""6"":385,""7"":384}","1","0","6","6","[]","[]",""
"14","7","ar_to_en","approved-only","true","13.887791999994079","22","41","1851","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456}","1","0","24","24","[]","[]",""
"14","9","en_to_ar","approved-only","true","854.8539579999924","43","57","2000","{""2"":80,""3"":307,""4"":307,""5"":307,""6"":307,""7"":306,""8"":262,""9"":124}","2","19","6","6","[]","[]",""
"14","9","ar_to_en","approved-only","true","227.56037500000093","32","64","2272","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201}","2","3","24","24","[]","[]",""
"14","11","en_to_ar","approved-only","false","1803.8017909999762","0","0","2000","{""2"":80,""3"":280,""4"":281,""5"":281,""6"":281,""7"":281,""8"":280,""9"":154,""10"":49,""11"":33}","2","45","6","6","[]","[]","solver_deadline_observed_root_cause_unestablished"
"14","11","ar_to_en","approved-only","true","3424.923999999999","44","88","2426","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201,""10"":75,""11"":79}","39","42","24","24","[]","[]",""
"14","13","en_to_ar","approved-only","false","1806.969624999998","0","0","2000","{""2"":80,""3"":272,""4"":273,""5"":273,""6"":273,""7"":273,""8"":272,""9"":167,""10"":51,""11"":34,""12"":25,""13"":7}","2","48","6","6","[]","[]","solver_deadline_observed_root_cause_unestablished"
"14","13","ar_to_en","approved-only","false","4516.681290999986","0","0","2477","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201,""10"":75,""11"":79,""12"":18,""13"":33}","156","45","24","24","[]","[]","solver_deadline_observed_root_cause_unestablished"
"15","7","en_to_ar","approved-only","true","6.734499999991385","25","37","2000","{""2"":76,""3"":385,""4"":385,""5"":385,""6"":385,""7"":384}","1","0","6","6","[]","[]",""
"15","7","ar_to_en","approved-only","true","10.583290999988094","22","41","1851","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456}","1","0","24","24","[]","[]",""
"15","9","en_to_ar","approved-only","true","861.6796249999898","42","57","2000","{""2"":80,""3"":307,""4"":307,""5"":307,""6"":307,""7"":306,""8"":262,""9"":124}","2","15","6","6","[]","[]",""
"15","9","ar_to_en","approved-only","true","739.4814999999944","32","64","2272","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201}","5","12","24","24","[]","[]",""
"15","11","en_to_ar","approved-only","true","9.262166999978945","60","85","2000","{""2"":80,""3"":280,""4"":281,""5"":281,""6"":281,""7"":281,""8"":280,""9"":154,""10"":49,""11"":33}","1","0","6","6","[]","[]",""
"15","11","ar_to_en","approved-only","true","2394.002207999991","44","88","2426","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201,""10"":75,""11"":79}","34","26","24","24","[]","[]",""
"15","13","en_to_ar","approved-only","true","400.0597499999858","78","119","2000","{""2"":80,""3"":272,""4"":273,""5"":273,""6"":273,""7"":273,""8"":272,""9"":167,""10"":51,""11"":34,""12"":25,""13"":7}","1","0","6","6","[]","[]",""
"15","13","ar_to_en","approved-only","false","4514.519874999998","0","0","2477","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201,""10"":75,""11"":79,""12"":18,""13"":33}","125","43","24","24","[]","[]","solver_deadline_observed_root_cause_unestablished"
"16","7","en_to_ar","approved-only","true","2.954375000001164","25","37","2000","{""2"":76,""3"":385,""4"":385,""5"":385,""6"":385,""7"":384}","1","0","6","6","[]","[]",""
"16","7","ar_to_en","approved-only","true","4.831082999997307","22","41","1851","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456}","1","0","24","24","[]","[]",""
"16","9","en_to_ar","approved-only","true","5.469584000005852","44","60","2000","{""2"":80,""3"":307,""4"":307,""5"":307,""6"":307,""7"":306,""8"":262,""9"":124}","1","0","6","6","[]","[]",""
