"headwordIndex","translationIndex","english","original","status","register","confidence","allowedForEnToAr","allowedForArToEn","preferredForEnToAr","preferredForArToEn","partOfSpeech","reasonCode","reason","reviewer","sources","stratum","sense"
"1344","3","SON","إبني","review","msa","medium","","","","","noun","orthography-review","SON — إبني: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","review",""
"1495","1","BORN","تولد","review","msa","medium","","","","","verb","construction-or-sense-review","BORN — تولد: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","review",""
"1087","0","COMING","ات","review","msa","medium","","","","","adjective","orthography-review","COMING — ات: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","review",""
"1532","1","CORE","اساسي","review","msa","medium","","","","","adjective","orthography-review","CORE — اساسي: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","review",""
"1640","2","GRANT","جرانت","review","uncertain","high","false","false","false","false","noun","unsuitable-unclassified","GRANT — جرانت: This rendering does not supply a natural learner equivalent of the English sense. Both directions withheld; register is unresolved so status remains review.","AI-assisted linguistic review","[]","review",""
"1391","2","POSITIVE","ايجابية","review","msa","medium","","","","","adjective","orthography-review","POSITIVE — ايجابية: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","review",""
"1169","0","IDEA","فكره","review","msa","medium","","","","","noun","orthography-review","IDEA — فكره: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","review",""
"1588","1","HANDS","الايدي","review","msa","medium","","","","","noun","orthography-review","HANDS — الايدي: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","review",""
"1603","1","FATHER","ابت","review","uncertain","high","false","false","false","false","uncertain","unsuitable-unclassified","FATHER — ابت: ابت does not establish a normal father citation; it may reflect a defective vocative or unrelated form. Keep uncertain and excluded.","AI-assisted linguistic review","[]","review",""
"1181","1","TOOL","اداة","review","msa","medium","","","","","noun","orthography-review","TOOL — اداة: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","review",""
"1245","2","VALLEY","فالى","review","uncertain","high","false","false","false","false","noun","unsuitable-unclassified","VALLEY — فالى: This rendering does not supply a natural learner equivalent of the English sense. Both directions withheld; register is unresolved so status remains review.","AI-assisted linguistic review","[]","register",""
"1582","1","STEEL","ستيل","review","uncertain","high","false","false","false","false","noun","unsuitable-unclassified","STEEL — ستيل: This rendering does not supply a natural learner equivalent of the English sense. Both directions withheld; register is unresolved so status remains review.","AI-assisted linguistic review","[]","register",""
"1221","1","TELEPHONE","تلفون","review","uncertain","medium","","","","","noun","register-review","TELEPHONE — تلفون: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","register",""
"1482","0","FISH","مكه","review","uncertain","high","false","false","false","false","uncertain","unsuitable-unclassified","FISH — مكه: مكه does not supply a recognizable fish translation; retain both exclusions and uncertain register without inventing text.","AI-assisted linguistic review","[]","register",""
"1538","1","WOOD","وود","review","uncertain","high","false","false","false","false","noun","unsuitable-unclassified","WOOD — وود: This rendering does not supply a natural learner equivalent of the English sense. Both directions withheld; register is unresolved so status remains review.","AI-assisted linguistic review","[]","register",""
"1109","0","CHRISTMAS","الكريسماس","review","uncertain","medium","","","","","noun","register-review","CHRISTMAS — الكريسماس: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","register",""
"1639","2","LORD","لورد","review","uncertain","medium","","","","","noun","register-review","LORD — لورد: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","register",""
"1244","3","MASTER","ماستر","review","uncertain","medium","","","","","noun","register-review","MASTER — ماستر: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","register",""
"1554","4","DARK","الظلام الداكن","review","msa","high","false","false","false","false","noun","unsuitable-pending-review","DARK — الظلام الداكن: الظلام الداكن is an unnatural redundant dark darkness phrase. Keep it excluded pending review without changing text.","AI-assisted linguistic review","[]","reference-conflict",""
"1461","1","OUTDOOR","الهواء الطلق","review","msa","medium","","","","","noun","construction-or-sense-review","OUTDOOR — الهواء الطلق: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","reference-conflict",""
"1244","5","MASTER","سيدي","review","msa","medium","","","","","noun","construction-or-sense-review","MASTER — سيدي: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","reference-conflict",""
"1618","1","WORTH","قيمة","review","msa","medium","","","","","noun","construction-or-sense-review","WORTH — قيمة: قيمة is worth/value as a noun; review the intended lexical reading independently from WORTH meaning deserving.","AI-assisted linguistic review","[]","reference-conflict",""
"1647","2","CAREERS","وظائف","review","msa","medium","","","","","noun","construction-or-sense-review","CAREERS — وظائف: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","reference-conflict",""
"1161","1","POTENTIAL","الإمكانات المحتملة","review","msa","medium","","","","","noun","construction-or-sense-review","POTENTIAL — الإمكانات المحتملة: الإمكانات المحتملة is redundant potential possibilities; preserve for sense review without deleting words.","AI-assisted linguistic review","[]","reference-conflict",""
"1444","0","FILTER","فلتر","review","uncertain","medium","","","","","noun","register-review","FILTER — فلتر: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","reference-conflict",""
"1532","3","CORE","الأساسية","review","msa","medium","","","","","adjective","orthography-review","CORE — الأساسية: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","reference-conflict",""
"1522","1","BATTERY","بطارية","approved","msa","high","true","true","true","true","noun","natural-preferred","BATTERY — بطارية: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","pos-control",""
"1322","0","PATIENTS","مرضى","approved","msa","high","true","true","true","true","noun","natural-preferred","PATIENTS — مرضى: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","pos-control",""
"1097","0","SCORE","النتيجة","approved","msa","high","true","true","true","true","noun","natural-preferred","SCORE — النتيجة: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","pos-control",""
"1635","0","BENEFIT","الاستحقاق","approved","msa","high","true","true","false","false","noun","valid-alternative","BENEFIT — الاستحقاق: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","pos-control",""
"1503","1","TARGET","الهدف","approved","msa","high","true","true","false","false","noun","valid-alternative","TARGET — الهدف (objective): Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","pos-control","objective"
"1287","2","OPPORTUNITY","الفرصة","approved","msa","high","true","true","false","false","noun","valid-alternative","OPPORTUNITY — الفرصة: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","pos-control",""
"1429","2","COMPLETED","اكتملت","approved","msa","high","true","true","false","false","verb","valid-alternative","COMPLETED — اكتملت: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","pos-control",""
"1629","3","TRADITIONAL","تقليدي","approved","msa","high","true","true","true","true","adjective","natural-preferred","TRADITIONAL — تقليدي: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","pos-control",""
"1197","1","INDEPENDENT","مستقل","approved","msa","high","true","true","true","true","adjective","natural-preferred","INDEPENDENT — مستقل: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","pos-control",""
"1360","1","TRAFFIC","حركة المرور","approved","msa","high","true","true","true","true","noun","natural-preferred","TRAFFIC — حركة المرور: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","pos-control",""
"1471","0","TRANSPORTATION","المواصلات","approved","msa","high","true","true","false","false","noun","valid-alternative","TRANSPORTATION — المواصلات: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","pos-control",""
"1556","0","EXTERNAL","الخارجية","approved","msa","high","true","true","false","false","adjective","valid-alternative","EXTERNAL — الخارجية: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","pos-control",""
"1173","0","COMMUNICATIONS","الاتصالات","approved","msa","high","true","true","true","true","noun","natural-preferred","COMMUNICATIONS — الاتصالات: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","pos-control",""
"1529","1","MEDIUM","متوسطة","approved","msa","high","true","true","false","false","adjective","valid-alternative","MEDIUM — متوسطة: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","pos-control",""
