family,policy,answer,occurrences,arabicClues,category,functionWord,commonShortForm,historicalAbbreviationFlag,historicalNameFlag,learnerReviewRecommended,reason,priorAuditCategories
two-fully-checked,compatibility,NO,29,"[""لا""]",function word,True,False,False,False,False,Common English use; this is not a fresh approval of every Arabic mapping.,[]
two-fully-checked,compatibility,IN,29,"[""في""]",function word,True,False,False,False,False,Common English use; this is not a fresh approval of every Arabic mapping.,[]
two-fully-checked,compatibility,OE,29,"[""عاصفة بحرية""]",lexical role unresolved,False,False,True,False,True,"Experimental-use triage, not a rejection: sound/clipped/specialist/unresolved token needs a separate two-letter learner policy.","[""abbreviation""]"
two-fully-checked,compatibility,WO,29,"[""واو (ألم)""]",interjection/sound,False,False,False,False,True,"Experimental-use triage, not a rejection: sound/clipped/specialist/unresolved token needs a separate two-letter learner policy.","[""editorial-note""]"
two-fully-checked,compatibility,HO,29,"[""هوو (صيحة)""]",interjection/sound,False,False,True,False,True,"Experimental-use triage, not a rejection: sound/clipped/specialist/unresolved token needs a separate two-letter learner policy.","[""abbreviation"", ""editorial-note""]"
two-fully-checked,compatibility,EL,29,"[""المصعد""]",lexical role unresolved,False,False,True,False,True,"Experimental-use triage, not a rejection: sound/clipped/specialist/unresolved token needs a separate two-letter learner policy.","[""abbreviation""]"
two-fully-checked,compatibility,ID,29,"[""هوية""]",common short form,False,True,True,False,False,Common English use; this is not a fresh approval of every Arabic mapping.,"[""abbreviation""]"
two-fully-checked,compatibility,OF,28,"[""من""]",function word,True,False,False,False,False,Common English use; this is not a fresh approval of every Arabic mapping.,[]
two-fully-checked,compatibility,SH,28,"[""اصمت!""]",interjection/sound,False,False,True,False,True,"Experimental-use triage, not a rejection: sound/clipped/specialist/unresolved token needs a separate two-letter learner policy.","[""abbreviation""]"
two-fully-checked,compatibility,YO,28,"[""يا! (نداء)""]",interjection/sound,False,False,True,False,True,"Experimental-use triage, not a rejection: sound/clipped/specialist/unresolved token needs a separate two-letter learner policy.","[""abbreviation"", ""editorial-note""]"
two-fully-checked,compatibility,AS,28,"[""حسب""]",function word,True,False,False,False,False,Common English use; this is not a fresh approval of every Arabic mapping.,[]
two-fully-checked,compatibility,ER,28,"[""آه (تردد)""]",interjection/sound,False,False,True,False,True,"Experimental-use triage, not a rejection: sound/clipped/specialist/unresolved token needs a separate two-letter learner policy.","[""abbreviation"", ""editorial-note""]"
two-fully-checked,compatibility,AN,28,"[""أداة تنكير""]",function word,True,False,False,False,False,Common English use; this is not a fresh approval of every Arabic mapping.,[]
two-fully-checked,compatibility,DO,28,"[""افعل""]",ordinary lexical word,False,False,False,False,False,Common English use; this is not a fresh approval of every Arabic mapping.,[]
two-fully-checked,compatibility,AY,28,"[""آه (تعبير عن الألم)""]",interjection/sound,False,False,False,False,True,"Experimental-use triage, not a rejection: sound/clipped/specialist/unresolved token needs a separate two-letter learner policy.","[""editorial-note""]"
two-fully-checked,compatibility,ON,28,"[""على""]",function word,True,False,False,False,False,Common English use; this is not a fresh approval of every Arabic mapping.,[]
two-fully-checked,compatibility,MY,28,"[""بلدي""]",function word,True,False,False,False,False,Common English use; this is not a fresh approval of every Arabic mapping.,"[""editorial-note""]"
two-fully-checked,compatibility,OW,27,"[""آوو (ألم)""]",interjection/sound,False,False,False,False,True,"Experimental-use triage, not a rejection: sound/clipped/specialist/unresolved token needs a separate two-letter learner policy.","[""editorial-note""]"
two-fully-checked,compatibility,IF,27,"[""لو""]",function word,True,False,False,False,False,Common English use; this is not a fresh approval of every Arabic mapping.,[]
two-fully-checked,compatibility,OK,27,"[""موافق""]",common short form,False,True,False,False,False,Common English use; this is not a fresh approval of every Arabic mapping.,[]
two-fully-checked,compatibility,UR,27,"[""لك""]",lexical role unresolved,False,False,True,False,True,"Experimental-use triage, not a rejection: sound/clipped/specialist/unresolved token needs a separate two-letter learner policy.","[""abbreviation""]"
two-fully-checked,compatibility,UM,27,"[""أمم (تردد)""]",interjection/sound,False,False,True,False,True,"Experimental-use triage, not a rejection: sound/clipped/specialist/unresolved token needs a separate two-letter learner policy.","[""abbreviation"", ""editorial-note""]"
two-fully-checked,compatibility,EX,27,"[""سابق""]",lexical role unresolved,False,False,True,False,True,"Experimental-use triage, not a rejection: sound/clipped/specialist/unresolved token needs a separate two-letter learner policy.","[""abbreviation""]"
two-fully-checked,compatibility,EH,27,"[""إيه؟ (تعبير عن الاستغراب)""]",interjection/sound,False,False,True,False,True,"Experimental-use triage, not a rejection: sound/clipped/specialist/unresolved token needs a separate two-letter learner policy.","[""abbreviation"", ""editorial-note""]"
two-fully-checked,compatibility,HE,27,"[""هو.""]",function word,True,False,False,False,False,Common English use; this is not a fresh approval of every Arabic mapping.,[]
two-fully-checked,compatibility,UT,26,"[""نغمة موسيقية""]",lexical role unresolved,False,False,True,False,True,"Experimental-use triage, not a rejection: sound/clipped/specialist/unresolved token needs a separate two-letter learner policy.","[""abbreviation""]"
two-fully-checked,compatibility,AX,26,"[""فأس""]",ordinary lexical word,False,False,False,False,False,Common English use; this is not a fresh approval of every Arabic mapping.,[]
two-fully-checked,compatibility,HA,26,"[""هاها (ضحك)""]",interjection/sound,False,False,True,False,True,"Experimental-use triage, not a rejection: sound/clipped/specialist/unresolved token needs a separate two-letter learner policy.","[""abbreviation"", ""editorial-note""]"
two-fully-checked,compatibility,KI,26,"[""وحدة طاقة يابانية""]",lexical role unresolved,False,False,False,False,True,"Experimental-use triage, not a rejection: sound/clipped/specialist/unresolved token needs a separate two-letter learner policy.",[]
two-fully-checked,compatibility,MU,26,"[""صوت البقرة""]",lexical role unresolved,False,False,True,False,True,"Experimental-use triage, not a rejection: sound/clipped/specialist/unresolved token needs a separate two-letter learner policy.","[""abbreviation""]"
two-fully-checked,compatibility,OX,25,"[""ثور""]",ordinary lexical word,False,False,False,False,False,Common English use; this is not a fresh approval of every Arabic mapping.,[]
two-fully-checked,compatibility,UP,24,"[""فوق""]",function word,True,False,False,False,False,Common English use; this is not a fresh approval of every Arabic mapping.,[]
two-fully-checked,compatibility,BY,22,"[""بواسطة""]",function word,True,False,False,False,False,Common English use; this is not a fresh approval of every Arabic mapping.,[]
two-fully-checked,compatibility,MM,20,"[""ممم (تأمل)""]",interjection/sound,False,False,True,False,True,"Experimental-use triage, not a rejection: sound/clipped/specialist/unresolved token needs a separate two-letter learner policy.","[""abbreviation"", ""editorial-note""]"
two-fully-checked,compatibility,JO,17,"[""حبيب""]",lexical role unresolved,False,False,False,False,True,"Experimental-use triage, not a rejection: sound/clipped/specialist/unresolved token needs a separate two-letter learner policy.",[]
two-symmetric-unchecked,approved-only,HE,23,"[""هو.""]",function word,True,False,False,False,False,Common English use; this is not a fresh approval of every Arabic mapping.,[]
two-symmetric-unchecked,approved-only,TO,22,"[""من أجل""]",function word,True,False,False,False,False,Common English use; this is not a fresh approval of every Arabic mapping.,[]
two-symmetric-unchecked,approved-only,IN,21,"[""في""]",function word,True,False,False,False,False,Common English use; this is not a fresh approval of every Arabic mapping.,[]
two-symmetric-unchecked,approved-only,OR,21,"[""أو""]",function word,True,False,False,False,False,Common English use; this is not a fresh approval of every Arabic mapping.,[]
two-symmetric-unchecked,approved-only,ON,21,"[""على""]",function word,True,False,False,False,False,Common English use; this is not a fresh approval of every Arabic mapping.,[]
two-symmetric-unchecked,approved-only,UP,20,"[""فوق""]",function word,True,False,False,False,False,Common English use; this is not a fresh approval of every Arabic mapping.,[]
two-symmetric-unchecked,approved-only,WE,20,"[""نحن.""]",function word,True,False,False,False,False,Common English use; this is not a fresh approval of every Arabic mapping.,[]
two-symmetric-unchecked,approved-only,AT,20,"[""في""]",function word,True,False,False,False,False,Common English use; this is not a fresh approval of every Arabic mapping.,[]
two-symmetric-unchecked,approved-only,DO,19,"[""افعل""]",ordinary lexical word,False,False,False,False,False,Common English use; this is not a fresh approval of every Arabic mapping.,[]
two-symmetric-unchecked,approved-only,EX,19,"[""سابق""]",lexical role unresolved,False,False,True,False,True,"Experimental-use triage, not a rejection: sound/clipped/specialist/unresolved token needs a separate two-letter learner policy.","[""abbreviation""]"
two-symmetric-unchecked,approved-only,NO,19,"[""لا""]",function word,True,False,False,False,False,Common English use; this is not a fresh approval of every Arabic mapping.,[]
two-symmetric-unchecked,approved-only,IF,19,"[""لو""]",function word,True,False,False,False,False,Common English use; this is not a fresh approval of every Arabic mapping.,[]
two-symmetric-unchecked,approved-only,BY,18,"[""بواسطة""]",function word,True,False,False,False,False,Common English use; this is not a fresh approval of every Arabic mapping.,[]
two-symmetric-unchecked,approved-only,OF,17,"[""من""]",function word,True,False,False,False,False,Common English use; this is not a fresh approval of every Arabic mapping.,[]
two-symmetric-unchecked,approved-only,OK,17,"[""موافق""]",common short form,False,True,False,False,False,Common English use; this is not a fresh approval of every Arabic mapping.,[]
two-symmetric-unchecked,compatibility,IN,24,"[""في""]",function word,True,False,False,False,False,Common English use; this is not a fresh approval of every Arabic mapping.,[]
two-symmetric-unchecked,compatibility,ID,24,"[""هوية""]",common short form,False,True,True,False,False,Common English use; this is not a fresh approval of every Arabic mapping.,"[""abbreviation""]"
two-symmetric-unchecked,compatibility,EL,23,"[""المصعد""]",lexical role unresolved,False,False,True,False,True,"Experimental-use triage, not a rejection: sound/clipped/specialist/unresolved token needs a separate two-letter learner policy.","[""abbreviation""]"
two-symmetric-unchecked,compatibility,OS,22,"[""عظم""]",lexical role unresolved,False,False,True,False,True,"Experimental-use triage, not a rejection: sound/clipped/specialist/unresolved token needs a separate two-letter learner policy.","[""abbreviation""]"
two-symmetric-unchecked,compatibility,AS,22,"[""حسب""]",function word,True,False,False,False,False,Common English use; this is not a fresh approval of every Arabic mapping.,[]
two-symmetric-unchecked,compatibility,TA,22,"[""شكراً (عامية بريطانية)""]",interjection/sound,False,False,True,False,True,"Experimental-use triage, not a rejection: sound/clipped/specialist/unresolved token needs a separate two-letter learner policy.","[""abbreviation"", ""editorial-note""]"
two-symmetric-unchecked,compatibility,IF,22,"[""لو""]",function word,True,False,False,False,False,Common English use; this is not a fresh approval of every Arabic mapping.,[]
two-symmetric-unchecked,compatibility,AT,22,"[""في""]",function word,True,False,False,False,False,Common English use; this is not a fresh approval of every Arabic mapping.,[]
two-symmetric-unchecked,compatibility,EM,22,"[""الحرف \""م\""""]",lexical role unresolved,False,False,True,False,True,"Experimental-use triage, not a rejection: sound/clipped/specialist/unresolved token needs a separate two-letter learner policy.","[""abbreviation""]"
two-symmetric-unchecked,compatibility,ON,22,"[""على""]",function word,True,False,False,False,False,Common English use; this is not a fresh approval of every Arabic mapping.,[]
two-symmetric-unchecked,compatibility,AY,22,"[""آه (تعبير عن الألم)""]",interjection/sound,False,False,False,False,True,"Experimental-use triage, not a rejection: sound/clipped/specialist/unresolved token needs a separate two-letter learner policy.","[""editorial-note""]"
two-symmetric-unchecked,compatibility,LO,21,"[""انظر!""]",interjection/sound,False,False,True,False,True,"Experimental-use triage, not a rejection: sound/clipped/specialist/unresolved token needs a separate two-letter learner policy.","[""abbreviation""]"
two-symmetric-unchecked,compatibility,NO,21,"[""لا""]",function word,True,False,False,False,False,Common English use; this is not a fresh approval of every Arabic mapping.,[]
two-symmetric-unchecked,compatibility,OR,21,"[""أو""]",function word,True,False,False,False,False,Common English use; this is not a fresh approval of every Arabic mapping.,[]
two-symmetric-unchecked,compatibility,ER,21,"[""آه (تردد)""]",interjection/sound,False,False,True,False,True,"Experimental-use triage, not a rejection: sound/clipped/specialist/unresolved token needs a separate two-letter learner policy.","[""abbreviation"", ""editorial-note""]"
two-symmetric-unchecked,compatibility,UR,21,"[""لك""]",lexical role unresolved,False,False,True,False,True,"Experimental-use triage, not a rejection: sound/clipped/specialist/unresolved token needs a separate two-letter learner policy.","[""abbreviation""]"
two-symmetric-unchecked,compatibility,AN,21,"[""أداة تنكير""]",function word,True,False,False,False,False,Common English use; this is not a fresh approval of every Arabic mapping.,[]
two-symmetric-unchecked,compatibility,UT,21,"[""نغمة موسيقية""]",lexical role unresolved,False,False,True,False,True,"Experimental-use triage, not a rejection: sound/clipped/specialist/unresolved token needs a separate two-letter learner policy.","[""abbreviation""]"
two-symmetric-unchecked,compatibility,SH,20,"[""اصمت!""]",interjection/sound,False,False,True,False,True,"Experimental-use triage, not a rejection: sound/clipped/specialist/unresolved token needs a separate two-letter learner policy.","[""abbreviation""]"
two-symmetric-unchecked,compatibility,MA,20,"[""أمي""]",lexical role unresolved,False,False,True,False,True,"Experimental-use triage, not a rejection: sound/clipped/specialist/unresolved token needs a separate two-letter learner policy.","[""abbreviation""]"
two-symmetric-unchecked,compatibility,OF,19,"[""من""]",function word,True,False,False,False,False,Common English use; this is not a fresh approval of every Arabic mapping.,[]
two-symmetric-unchecked,compatibility,TI,19,"[""نغمة موسيقية""]",lexical role unresolved,False,False,True,False,True,"Experimental-use triage, not a rejection: sound/clipped/specialist/unresolved token needs a separate two-letter learner policy.","[""abbreviation""]"
two-symmetric-unchecked,compatibility,MY,19,"[""بلدي""]",function word,True,False,False,False,False,Common English use; this is not a fresh approval of every Arabic mapping.,"[""editorial-note""]"
two-symmetric-unchecked,compatibility,HA,19,"[""هاها (ضحك)""]",interjection/sound,False,False,True,False,True,"Experimental-use triage, not a rejection: sound/clipped/specialist/unresolved token needs a separate two-letter learner policy.","[""abbreviation"", ""editorial-note""]"
two-symmetric-unchecked,compatibility,EX,19,"[""سابق""]",lexical role unresolved,False,False,True,False,True,"Experimental-use triage, not a rejection: sound/clipped/specialist/unresolved token needs a separate two-letter learner policy.","[""abbreviation""]"
two-symmetric-unchecked,compatibility,DO,18,"[""افعل""]",ordinary lexical word,False,False,False,False,False,Common English use; this is not a fresh approval of every Arabic mapping.,[]
two-symmetric-unchecked,compatibility,OE,18,"[""عاصفة بحرية""]",lexical role unresolved,False,False,True,False,True,"Experimental-use triage, not a rejection: sound/clipped/specialist/unresolved token needs a separate two-letter learner policy.","[""abbreviation""]"
two-symmetric-unchecked,compatibility,UP,18,"[""فوق""]",function word,True,False,False,False,False,Common English use; this is not a fresh approval of every Arabic mapping.,[]
two-symmetric-unchecked,compatibility,WE,17,"[""نحن.""]",function word,True,False,False,False,False,Common English use; this is not a fresh approval of every Arabic mapping.,[]
two-symmetric-unchecked,compatibility,UM,17,"[""أمم (تردد)""]",interjection/sound,False,False,True,False,True,"Experimental-use triage, not a rejection: sound/clipped/specialist/unresolved token needs a separate two-letter learner policy.","[""abbreviation"", ""editorial-note""]"
two-symmetric-unchecked,compatibility,BY,17,"[""بواسطة""]",function word,True,False,False,False,False,Common English use; this is not a fresh approval of every Arabic mapping.,[]
two-symmetric-unchecked,compatibility,GO,16,"[""اذهبي""]",ordinary lexical word,False,False,False,False,False,Common English use; this is not a fresh approval of every Arabic mapping.,[]
two-symmetric-unchecked,compatibility,HE,16,"[""هو.""]",function word,True,False,False,False,False,Common English use; this is not a fresh approval of every Arabic mapping.,[]
two-symmetric-unchecked,compatibility,AX,15,"[""فأس""]",ordinary lexical word,False,False,False,False,False,Common English use; this is not a fresh approval of every Arabic mapping.,[]
two-symmetric-unchecked,compatibility,KI,15,"[""وحدة طاقة يابانية""]",lexical role unresolved,False,False,False,False,True,"Experimental-use triage, not a rejection: sound/clipped/specialist/unresolved token needs a separate two-letter learner policy.",[]
two-symmetric-unchecked,compatibility,TO,15,"[""من أجل""]",function word,True,False,False,False,False,Common English use; this is not a fresh approval of every Arabic mapping.,[]
two-symmetric-unchecked,compatibility,MU,15,"[""صوت البقرة""]",lexical role unresolved,False,False,True,False,True,"Experimental-use triage, not a rejection: sound/clipped/specialist/unresolved token needs a separate two-letter learner policy.","[""abbreviation""]"
two-symmetric-unchecked,compatibility,OD,14,"[""غضب إلهي""]",lexical role unresolved,False,False,False,False,True,"Experimental-use triage, not a rejection: sound/clipped/specialist/unresolved token needs a separate two-letter learner policy.",[]
two-symmetric-unchecked,compatibility,OX,14,"[""ثور""]",ordinary lexical word,False,False,False,False,False,Common English use; this is not a fresh approval of every Arabic mapping.,[]
two-symmetric-unchecked,compatibility,OK,14,"[""موافق""]",common short form,False,True,False,False,False,Common English use; this is not a fresh approval of every Arabic mapping.,[]
two-symmetric-unchecked,compatibility,YO,14,"[""يا! (نداء)""]",interjection/sound,False,False,True,False,True,"Experimental-use triage, not a rejection: sound/clipped/specialist/unresolved token needs a separate two-letter learner policy.","[""abbreviation"", ""editorial-note""]"
two-symmetric-unchecked,compatibility,EH,14,"[""إيه؟ (تعبير عن الاستغراب)""]",interjection/sound,False,False,True,False,True,"Experimental-use triage, not a rejection: sound/clipped/specialist/unresolved token needs a separate two-letter learner policy.","[""abbreviation"", ""editorial-note""]"
two-symmetric-unchecked,compatibility,WO,13,"[""واو (ألم)""]",interjection/sound,False,False,False,False,True,"Experimental-use triage, not a rejection: sound/clipped/specialist/unresolved token needs a separate two-letter learner policy.","[""editorial-note""]"
two-symmetric-unchecked,compatibility,OW,12,"[""آوو (ألم)""]",interjection/sound,False,False,False,False,True,"Experimental-use triage, not a rejection: sound/clipped/specialist/unresolved token needs a separate two-letter learner policy.","[""editorial-note""]"
two-symmetric-unchecked,compatibility,HO,11,"[""هوو (صيحة)""]",interjection/sound,False,False,True,False,True,"Experimental-use triage, not a rejection: sound/clipped/specialist/unresolved token needs a separate two-letter learner policy.","[""abbreviation"", ""editorial-note""]"
two-symmetric-unchecked,compatibility,MM,9,"[""ممم (تأمل)""]",interjection/sound,False,False,True,False,True,"Experimental-use triage, not a rejection: sound/clipped/specialist/unresolved token needs a separate two-letter learner policy.","[""abbreviation"", ""editorial-note""]"
two-symmetric-unchecked,compatibility,JO,9,"[""حبيب""]",lexical role unresolved,False,False,False,False,True,"Experimental-use triage, not a rejection: sound/clipped/specialist/unresolved token needs a separate two-letter learner policy.",[]
two-unchecked,approved-only,OK,21,"[""موافق""]",common short form,False,True,False,False,False,Common English use; this is not a fresh approval of every Arabic mapping.,[]
two-unchecked,approved-only,AT,21,"[""في""]",function word,True,False,False,False,False,Common English use; this is not a fresh approval of every Arabic mapping.,[]
two-unchecked,approved-only,DO,21,"[""افعل""]",ordinary lexical word,False,False,False,False,False,Common English use; this is not a fresh approval of every Arabic mapping.,[]
two-unchecked,approved-only,OR,20,"[""أو""]",function word,True,False,False,False,False,Common English use; this is not a fresh approval of every Arabic mapping.,[]
two-unchecked,approved-only,IN,20,"[""في""]",function word,True,False,False,False,False,Common English use; this is not a fresh approval of every Arabic mapping.,[]
two-unchecked,approved-only,ON,20,"[""على""]",function word,True,False,False,False,False,Common English use; this is not a fresh approval of every Arabic mapping.,[]
two-unchecked,approved-only,NO,20,"[""لا""]",function word,True,False,False,False,False,Common English use; this is not a fresh approval of every Arabic mapping.,[]
two-unchecked,approved-only,HE,19,"[""هو.""]",function word,True,False,False,False,False,Common English use; this is not a fresh approval of every Arabic mapping.,[]
two-unchecked,approved-only,TO,19,"[""من أجل""]",function word,True,False,False,False,False,Common English use; this is not a fresh approval of every Arabic mapping.,[]
two-unchecked,approved-only,WE,19,"[""نحن.""]",function word,True,False,False,False,False,Common English use; this is not a fresh approval of every Arabic mapping.,[]
two-unchecked,approved-only,OF,18,"[""من""]",function word,True,False,False,False,False,Common English use; this is not a fresh approval of every Arabic mapping.,[]
two-unchecked,approved-only,IF,18,"[""لو""]",function word,True,False,False,False,False,Common English use; this is not a fresh approval of every Arabic mapping.,[]
two-unchecked,approved-only,BY,18,"[""بواسطة""]",function word,True,False,False,False,False,Common English use; this is not a fresh approval of every Arabic mapping.,[]
two-unchecked,approved-only,EX,18,"[""سابق""]",lexical role unresolved,False,False,True,False,True,"Experimental-use triage, not a rejection: sound/clipped/specialist/unresolved token needs a separate two-letter learner policy.","[""abbreviation""]"
two-unchecked,approved-only,UP,17,"[""فوق""]",function word,True,False,False,False,False,Common English use; this is not a fresh approval of every Arabic mapping.,[]
two-unchecked,compatibility,AS,25,"[""حسب""]",function word,True,False,False,False,False,Common English use; this is not a fresh approval of every Arabic mapping.,[]
two-unchecked,compatibility,AT,23,"[""في""]",function word,True,False,False,False,False,Common English use; this is not a fresh approval of every Arabic mapping.,[]
two-unchecked,compatibility,OF,22,"[""من""]",function word,True,False,False,False,False,Common English use; this is not a fresh approval of every Arabic mapping.,[]
two-unchecked,compatibility,OS,22,"[""عظم""]",lexical role unresolved,False,False,True,False,True,"Experimental-use triage, not a rejection: sound/clipped/specialist/unresolved token needs a separate two-letter learner policy.","[""abbreviation""]"
two-unchecked,compatibility,SH,22,"[""اصمت!""]",interjection/sound,False,False,True,False,True,"Experimental-use triage, not a rejection: sound/clipped/specialist/unresolved token needs a separate two-letter learner policy.","[""abbreviation""]"
two-unchecked,compatibility,OR,22,"[""أو""]",function word,True,False,False,False,False,Common English use; this is not a fresh approval of every Arabic mapping.,[]
two-unchecked,compatibility,AN,22,"[""أداة تنكير""]",function word,True,False,False,False,False,Common English use; this is not a fresh approval of every Arabic mapping.,[]
two-unchecked,compatibility,ID,21,"[""هوية""]",common short form,False,True,True,False,False,Common English use; this is not a fresh approval of every Arabic mapping.,"[""abbreviation""]"
two-unchecked,compatibility,EL,20,"[""المصعد""]",lexical role unresolved,False,False,True,False,True,"Experimental-use triage, not a rejection: sound/clipped/specialist/unresolved token needs a separate two-letter learner policy.","[""abbreviation""]"
two-unchecked,compatibility,EM,20,"[""الحرف \""م\""""]",lexical role unresolved,False,False,True,False,True,"Experimental-use triage, not a rejection: sound/clipped/specialist/unresolved token needs a separate two-letter learner policy.","[""abbreviation""]"
two-unchecked,compatibility,TO,20,"[""من أجل""]",function word,True,False,False,False,False,Common English use; this is not a fresh approval of every Arabic mapping.,[]
two-unchecked,compatibility,IN,19,"[""في""]",function word,True,False,False,False,False,Common English use; this is not a fresh approval of every Arabic mapping.,[]
two-unchecked,compatibility,GO,19,"[""اذهبي""]",ordinary lexical word,False,False,False,False,False,Common English use; this is not a fresh approval of every Arabic mapping.,[]
two-unchecked,compatibility,LO,19,"[""انظر!""]",interjection/sound,False,False,True,False,True,"Experimental-use triage, not a rejection: sound/clipped/specialist/unresolved token needs a separate two-letter learner policy.","[""abbreviation""]"
two-unchecked,compatibility,TA,19,"[""شكراً (عامية بريطانية)""]",interjection/sound,False,False,True,False,True,"Experimental-use triage, not a rejection: sound/clipped/specialist/unresolved token needs a separate two-letter learner policy.","[""abbreviation"", ""editorial-note""]"
two-unchecked,compatibility,TI,19,"[""نغمة موسيقية""]",lexical role unresolved,False,False,True,False,True,"Experimental-use triage, not a rejection: sound/clipped/specialist/unresolved token needs a separate two-letter learner policy.","[""abbreviation""]"
two-unchecked,compatibility,UR,19,"[""لك""]",lexical role unresolved,False,False,True,False,True,"Experimental-use triage, not a rejection: sound/clipped/specialist/unresolved token needs a separate two-letter learner policy.","[""abbreviation""]"
two-unchecked,compatibility,UT,19,"[""نغمة موسيقية""]",lexical role unresolved,False,False,True,False,True,"Experimental-use triage, not a rejection: sound/clipped/specialist/unresolved token needs a separate two-letter learner policy.","[""abbreviation""]"
two-unchecked,compatibility,MA,18,"[""أمي""]",lexical role unresolved,False,False,True,False,True,"Experimental-use triage, not a rejection: sound/clipped/specialist/unresolved token needs a separate two-letter learner policy.","[""abbreviation""]"
two-unchecked,compatibility,BY,18,"[""بواسطة""]",function word,True,False,False,False,False,Common English use; this is not a fresh approval of every Arabic mapping.,[]
two-unchecked,compatibility,EX,18,"[""سابق""]",lexical role unresolved,False,False,True,False,True,"Experimental-use triage, not a rejection: sound/clipped/specialist/unresolved token needs a separate two-letter learner policy.","[""abbreviation""]"
two-unchecked,compatibility,UP,17,"[""فوق""]",function word,True,False,False,False,False,Common English use; this is not a fresh approval of every Arabic mapping.,[]
two-unchecked,compatibility,YO,17,"[""يا! (نداء)""]",interjection/sound,False,False,True,False,True,"Experimental-use triage, not a rejection: sound/clipped/specialist/unresolved token needs a separate two-letter learner policy.","[""abbreviation"", ""editorial-note""]"
two-unchecked,compatibility,NO,17,"[""لا""]",function word,True,False,False,False,False,Common English use; this is not a fresh approval of every Arabic mapping.,[]
two-unchecked,compatibility,IF,17,"[""لو""]",function word,True,False,False,False,False,Common English use; this is not a fresh approval of every Arabic mapping.,[]
two-unchecked,compatibility,AY,17,"[""آه (تعبير عن الألم)""]",interjection/sound,False,False,False,False,True,"Experimental-use triage, not a rejection: sound/clipped/specialist/unresolved token needs a separate two-letter learner policy.","[""editorial-note""]"
two-unchecked,compatibility,DO,16,"[""افعل""]",ordinary lexical word,False,False,False,False,False,Common English use; this is not a fresh approval of every Arabic mapping.,[]
two-unchecked,compatibility,WE,16,"[""نحن.""]",function word,True,False,False,False,False,Common English use; this is not a fresh approval of every Arabic mapping.,[]
two-unchecked,compatibility,HE,16,"[""هو.""]",function word,True,False,False,False,False,Common English use; this is not a fresh approval of every Arabic mapping.,[]
two-unchecked,compatibility,OE,16,"[""عاصفة بحرية""]",lexical role unresolved,False,False,True,False,True,"Experimental-use triage, not a rejection: sound/clipped/specialist/unresolved token needs a separate two-letter learner policy.","[""abbreviation""]"
two-unchecked,compatibility,HA,16,"[""هاها (ضحك)""]",interjection/sound,False,False,True,False,True,"Experimental-use triage, not a rejection: sound/clipped/specialist/unresolved token needs a separate two-letter learner policy.","[""abbreviation"", ""editorial-note""]"
two-unchecked,compatibility,ER,15,"[""آه (تردد)""]",interjection/sound,False,False,True,False,True,"Experimental-use triage, not a rejection: sound/clipped/specialist/unresolved token needs a separate two-letter learner policy.","[""abbreviation"", ""editorial-note""]"
