seed,policy,family,success,ms,words,intersections,whitePct,checkedPct,averageLength,shortPct,three,long,fullLength,twoCount,two,signature
3,compatibility,unchecked,True,98.95145799999955,51,89,70.41420118343196,74.78991596638656,4.078431372549019,41.17647058823529,21,0,0,0,[],1011100101111/1111100100101/1111111110111/0101111001111/1110011111110/1110010101111/1111100111101/1001011111001/0111101110010/1111001001110/1110111111111/1011110101110/0010111101010
3,compatibility,symmetric-unchecked,True,90.78612500000054,56,100,71.00591715976331,83.33333333333334,3.9285714285714284,53.57142857142857,30,0,0,0,[],0011110111001/1010010111111/1110111111111/1001111011110/0011101111010/1111001110111/1110010100111/1110111001111/0101111011100/0111101111001/1111111110111/1111110100101/1001110111100
4,compatibility,current,True,252.9952090000006,64,131,77.51479289940828,100,4.09375,62.5,40,4,4,0,[],0111001110111/1111011110111/1111111111111/1110111011100/0011100111100/1111111100111/1111011101111/1110011111111/0011110011100/0011101110111/1111111111111/1110111101111/1110111001110
4,compatibility,unchecked,True,102.89208300000064,54,84,70.41420118343196,70.58823529411765,3.759259259259259,64.81481481481481,35,0,0,0,[],1110111100101/0011101010111/1110101111111/0111010011110/1110010111010/0011111011101/1111101010111/1011101110111/1001110111010/0111001110101/1110011111111/1110111101111/1111010101010
4,compatibility,symmetric-unchecked,True,77.45550000000003,50,91,70.41420118343196,76.47058823529412,4.2,48,24,0,0,0,[],0010111111100/1110010010111/1111110011111/1111111100111/1011101111001/0111001110111/0010111110100/1110111001110/1001111011101/1110011111111/1111100111111/1110100100111/0011111110100
4,approved-only,current,False,1204.3484580000004,0,0,,,,,0,0,0,0,[],
4,approved-only,unchecked,True,54.089500000000044,54,84,70.41420118343196,70.58823529411765,3.759259259259259,64.81481481481481,35,0,0,0,[],1110111100101/0011101010111/1110101111111/0111010011110/1110010111010/0011111011101/1111101010111/1011101110111/1001110111010/0111001110101/1110011111111/1110111101111/1111010101010
4,approved-only,symmetric-unchecked,True,43.72112500000003,50,91,70.41420118343196,76.47058823529412,4.2,48,24,0,0,0,[],0010111111100/1110010010111/1111110011111/1111111100111/1011101111001/0111001110111/0010111110100/1110111001110/1001111011101/1110011111111/1111100111111/1110100100111/0011111110100
5,approved-only,current,False,1027.7967079999999,0,0,,,,,0,0,0,0,[],
5,approved-only,unchecked,True,64.29220799999894,56,93,70.41420118343196,78.15126050420169,3.7857142857142856,53.57142857142857,30,1,1,0,[],1110011111100/0111011101001/1111111111111/0111101110101/1001110010111/1010111001110/1110011100111/1111001111010/0111100111111/1001111011100/1110111110111/1010111101110/0011110100111
5,approved-only,symmetric-unchecked,True,48.880207999998674,52,86,71.00591715976331,71.66666666666667,3.9615384615384617,53.84615384615385,28,0,0,0,[],1110011100111/0101110101010/1111011111110/0101111011111/1111001110111/0011101110111/0111010101110/1110111011100/1110111001111/1111101111010/0111111101111/0101010111010/1110011100111
5,compatibility,current,True,318.62325000000055,62,133,78.69822485207101,100,4.290322580645161,53.2258064516129,33,4,4,0,[],1110011100111/1111011100111/1111111111111/1111100111100/1110111011111/0011111001111/1111011101111/1111001111100/1111101110111/0011110011111/1111111111111/1110011101111/1110011100111
5,compatibility,unchecked,True,99.18787500000144,56,93,70.41420118343196,78.15126050420169,3.7857142857142856,53.57142857142857,30,1,1,0,[],1110011111100/0111011101001/1111111111111/0111101110101/1001110010111/1010111001110/1110011100111/1111001111010/0111100111111/1001111011100/1110111110111/1010111101110/0011110100111
5,compatibility,symmetric-unchecked,True,70.75966700000026,52,86,71.00591715976331,71.66666666666667,3.9615384615384617,53.84615384615385,28,0,0,0,[],1110011100111/0101110101010/1111011111110/0101111011111/1111001110111/0011101110111/0111010101110/1110111011100/1110111001111/1111101111010/0111111101111/0101010111010/1110011100111
6,compatibility,current,True,247.26779200000055,64,133,78.69822485207101,100,4.15625,57.8125,37,4,4,0,[],1110111011100/1110111011111/1111111111111/0111011101111/0011100111100/1111101110111/1110111110111/1110111011111/0011110011100/1111011101110/1111111111111/1111101110111/0011101110111
6,compatibility,unchecked,True,85.07287499999984,49,90,70.41420118343196,75.63025210084034,4.26530612244898,38.775510204081634,19,1,0,0,[],0011111100100/0100101001111/1111111110101/0111001110111/1111111111110/0111111001111/0010111101010/1001110010101/1111001110111/1111001111101/0111111101111/1110111101110/0010111011110
6,compatibility,symmetric-unchecked,True,89.19562500000029,54,91,70.41420118343196,76.47058823529412,3.888888888888889,64.81481481481481,35,1,1,0,[],1011111001110/1110101010111/1110101111111/0111011111001/1001001111110/1001111100111/1110011100111/1110011111001/0111111001001/1001111101110/1111111010111/1110101010111/0111001111101
6,approved-only,current,False,1086.343499999999,0,0,,,,,0,0,0,0,[],
6,approved-only,unchecked,True,71.12920800000211,49,90,70.41420118343196,75.63025210084034,4.26530612244898,38.775510204081634,19,1,0,0,[],0011111100100/0100101001111/1111111110101/0111001110111/1111111111110/0111111001111/0010111101010/1001110010101/1111001110111/1111001111101/0111111101111/1110111101110/0010111011110
6,approved-only,symmetric-unchecked,True,94.32525000000169,54,91,70.41420118343196,76.47058823529412,3.888888888888889,64.81481481481481,35,1,1,0,[],1011111001110/1110101010111/1110101111111/0111011111001/1001001111110/1001111100111/1110011100111/1110011111001/0111111001001/1001111101110/1111111010111/1110101010111/0111001111101
7,approved-only,current,False,1310.9697919999999,0,0,,,,,0,0,0,0,[],
7,approved-only,unchecked,True,52.915750000000116,53,86,70.41420118343196,72.26890756302521,3.8679245283018866,64.15094339622641,34,2,1,0,[],1110111010111/0011110010101/1111111111101/1001110101110/1110100111101/0111001001111/0111111110101/1001011101110/1001110111100/1110111011101/1111110111111/1111001110111/0011100101110
7,approved-only,symmetric-unchecked,True,49.65391600000294,56,89,70.41420118343196,74.78991596638656,3.7142857142857144,67.85714285714286,38,0,0,0,[],0101010101010/0111111101111/1111011111111/1010101011101/1001110111100/0111101110111/0111011101110/1110111011110/0011110111001/1011101010101/1111111101111/1111011111110/0101010101010
7,compatibility,current,True,269.6489169999986,62,133,78.69822485207101,100,4.290322580645161,56.451612903225815,35,4,4,0,[],1110011101110/1111011101111/1111111111111/0011110011111/1110111011100/1110111101110/1111011101111/0111011110111/0011101110111/1111100111100/1111111111111/1111011101111/0111011100111
7,compatibility,unchecked,True,96.84412499999962,53,86,70.41420118343196,72.26890756302521,3.8679245283018866,64.15094339622641,34,2,1,0,[],1110111010111/0011110010101/1111111111101/1001110101110/1110100111101/0111001001111/0111111110101/1001011101110/1001110111100/1110111011101/1111110111111/1111001110111/0011100101110
7,compatibility,symmetric-unchecked,True,100.25941600000078,56,89,70.41420118343196,74.78991596638656,3.7142857142857144,67.85714285714286,38,0,0,0,[],0101010101010/0111111101111/1111011111111/1010101011101/1001110111100/0111101110111/0111011101110/1110111011110/0011110111001/1011101010101/1111111101111/1111011111110/0101010101010
8,compatibility,current,True,1019.8388749999976,62,131,77.51479289940828,100,4.225806451612903,50,31,4,4,0,[],1110111001111/1110111001111/1111111111111/0011100111100/0011101110111/1111011110111/1111011101111/1110111101111/1110111011100/0011110011100/1111111111111/1111001110111/1111001110111
8,compatibility,unchecked,True,92.04879200000141,51,89,70.41420118343196,74.78991596638656,4.078431372549019,47.05882352941176,24,0,0,0,[],0111110101110/0011101110101/1111111101111/0111001110101/0111001011110/1111110111110/1001111001111/1010111100111/0111001111001/1011111110100/1111011111110/1110011110111/0100111001110
8,compatibility,symmetric-unchecked,True,112.37933400000111,58,93,70.41420118343196,78.15126050420169,3.6551724137931036,58.620689655172406,34,2,0,0,[],1110111100111/1010010101111/1111011110111/0111100111010/0101110011110/1110111001111/0111011101110/1111001110111/0111100111010/0101110011110/1110111101111/1111010100101/1110011110111
8,approved-only,current,False,1275.2720829999998,0,0,,,,,0,0,0,0,[],
8,approved-only,unchecked,True,58.87104199999885,51,89,70.41420118343196,74.78991596638656,4.078431372549019,47.05882352941176,24,0,0,0,[],0111110101110/0011101110101/1111111101111/0111001110101/0111001011110/1111110111110/1001111001111/1010111100111/0111001111001/1011111110100/1111011111110/1110011110111/0100111001110
8,approved-only,symmetric-unchecked,True,50.80558299999757,58,93,70.41420118343196,78.15126050420169,3.6551724137931036,58.620689655172406,34,2,0,0,[],1110111100111/1010010101111/1111011110111/0111100111010/0101110011110/1110111001111/0111011101110/1111001110111/0111100111010/0101110011110/1110111101111/1111010100101/1110011110111
9,approved-only,current,False,1154.8889159999999,0,0,,,,,0,0,0,0,[],
9,approved-only,unchecked,True,58.246916000000056,52,88,70.41420118343196,73.94957983193278,3.980769230769231,51.92307692307693,27,0,0,0,[],0111001010101/0101011110111/1111101111111/0011111110111/1111110011100/0101110011111/1110011101010/0010011110111/1111101111010/0111100111101/1111111101111/1001110100111/1110010111010
9,approved-only,symmetric-unchecked,True,50.221167000003334,52,90,71.00591715976331,75,4.038461538461538,46.15384615384615,24,0,0,0,[],0010111010111/1111010010111/1111110111111/1111001111010/0111101111101/0010011100111/1011110111101/1110011100100/1011111011110/0101111001111/1111110111111/1110100101111/1110101110100
9,compatibility,current,True,826.3855000000003,62,131,77.51479289940828,100,4.225806451612903,56.451612903225815,35,4,4,0,[],1110011100111/1110011101111/1111111111111/1111100111100/0011101110111/0111011110111/1111011101111/1110111101110/1110111011100/0011110011111/1111111111111/1111011100111/1110011100111
9,compatibility,unchecked,True,88.4897920000003,52,88,70.41420118343196,73.94957983193278,3.980769230769231,51.92307692307693,27,0,0,0,[],0111001010101/0101011110111/1111101111111/0011111110111/1111110011100/0101110011111/1110011101010/0010011110111/1111101111010/0111100111101/1111111101111/1001110100111/1110010111010
9,compatibility,symmetric-unchecked,True,69.11650000000009,52,90,71.00591715976331,75,4.038461538461538,46.15384615384615,24,0,0,0,[],0010111010111/1111010010111/1111110111111/1111001111010/0111101111101/0010011100111/1011110111101/1110011100100/1011111011110/0101111001111/1111110111111/1110100101111/1110101110100
10,compatibility,current,True,2554.1361670000006,60,128,75.7396449704142,100,4.266666666666667,66.66666666666666,40,4,4,0,[],1110111011100/1110111011110/1111111111111/0011101110111/0011100111111/1110011111100/1110011101110/1111111001111/0011101110111/0011101110111/1111111111111/1110111001110/1110111001110
10,compatibility,unchecked,True,85.19062499999927,50,85,70.41420118343196,71.42857142857143,4.08,44,22,1,1,0,[],1110111010100/0010010010111/1111110111101/0011111001111/1111100111100/1011101011110/1110011110111/1110111001110/0111111101010/0011110011101/1111111100111/1111001110101/1111011101111
10,compatibility,symmetric-unchecked,True,92.91487499999857,55,88,70.41420118343196,73.94957983193278,3.7636363636363637,60,33,0,0,0,[],0010111011101/0111011101111/1110111011101/0111110101110/1001110100100/1111101110111/1111101011111/1110111011111/0010010111001/0111010111110/1011101110111/1111011101110/1011101110100
10,approved-only,current,False,1013.9568749999999,0,0,,,,,0,0,0,0,[],
10,approved-only,unchecked,True,237.93437500000073,50,85,70.41420118343196,71.42857142857143,4.08,56.00000000000001,28,0,0,0,[],0111010011111/1110111001111/0111110111111/1111101010100/0011111110100/1110111001111/1001110111010/1110100101111/0011111110100/1110101110111/1111111111010/1111001111010/0011101001111
10,approved-only,symmetric-unchecked,True,45.75237500000003,55,88,70.41420118343196,73.94957983193278,3.7636363636363637,60,33,0,0,0,[],0010111011101/0111011101111/1110111011101/0111110101110/1001110100100/1111101110111/1111101011111/1110111011111/0010010111001/0111010111110/1011101110111/1111011101110/1011101110100
11,approved-only,current,False,1028.9920839999977,0,0,,,,,0,0,0,0,[],
11,approved-only,unchecked,True,69.6090409999997,52,92,70.41420118343196,77.31092436974791,4.0576923076923075,51.92307692307693,27,1,0,0,[],0100111001111/1111100111010/0101110011111/0011101111100/1010011100111/1111111110111/1111010011111/0111100111111/1110111101010/0011100111101/0111111111111/1111001110111/0101001110010
11,approved-only,symmetric-unchecked,True,253.16520799999853,53,94,70.41420118343196,78.99159663865547,4.018867924528302,54.71698113207547,29,0,0,0,[],1010101011100/1111101110101/1110111110111/1111110111001/1001110111001/1111111001110/0111001001110/0111001111111/1001110111001/1001110111111/1110111110111/1010111011111/0011101010101
11,compatibility,current,True,2880.623457999998,62,127,75.14792899408283,100,4.096774193548387,58.06451612903226,36,4,4,0,[],0111011100111/1111011100111/1111111111111/1111110011100/0011100111100/1110111101111/1110011100111/1111011110111/0011110011100/0011100111111/1111111111111/1110011101111/1110011101110
11,compatibility,unchecked,True,83.78841599999578,52,92,70.41420118343196,77.31092436974791,4.0576923076923075,51.92307692307693,27,1,0,0,[],0100111001111/1111100111010/0101110011111/0011101111100/1010011100111/1111111110111/1111010011111/0111100111111/1110111101010/0011100111101/0111111111111/1111001110111/0101001110010
11,compatibility,symmetric-unchecked,True,94.30970800000068,52,96,71.00591715976331,80,4.153846153846154,53.84615384615385,28,2,2,0,[],0011110010101/1001110010101/1111111111111/1110111011110/0111001111111/0101001110111/1011110111101/1110111001010/1111111001110/0111101110111/1111111111111/1010100111001/1010100111100
12,compatibility,current,True,101.17391700000007,62,137,81.06508875739645,100,4.419354838709677,61.29032258064516,38,5,5,0,[],1110111100111/1110111110111/1111111111111/0111001111111/1111011101110/1110111011100/1110111110111/0011101110111/0111011101111/1111111001110/1111111111111/1110111110111/1110011110111
12,compatibility,unchecked,True,92.54612500000076,48,91,70.41420118343196,76.47058823529412,4.375,47.91666666666667,23,2,1,0,[],0011100111101/0010010101111/1110011111111/1111110101111/1111101111001/0011101110111/0111111111010/1011100100111/1010111001110/1110011110100/1111111111101/0111100111111/0111100101001
12,compatibility,symmetric-unchecked,True,72.35887499999808,50,97,70.41420118343196,81.5126050420168,4.32,52,26,1,1,0,[],0010011100100/1111011100111/0010111111111/1111100100111/1110111111010/1110111011100/1111111111111/0011101110111/0101111110111/1110010011111/1111111110100/1110011101111/0010011100100
12,approved-only,current,False,1072.7011249999996,0,0,,,,,0,0,0,0,[],
12,approved-only,unchecked,True,54.02254200000607,53,81,70.41420118343196,68.0672268907563,3.7735849056603774,67.9245283018868,36,0,0,0,[],1010101111101/1110111010111/1011111010111/0111010101010/1111100111001/1110011101111/1011101001111/1001011111111/1111110011100/0010010111010/1111011100111/1001111111111/1111011100101
12,approved-only,symmetric-unchecked,True,237.9487089999966,53,84,70.41420118343196,70.58823529411765,3.830188679245283,54.71698113207547,29,0,0,0,[],1001110111001/1011101010101/1111101110111/1111011101111/1110010101111/1011111111010/0010101010100/0101111111101/1111010100111/1111011101111/1110111011111/1010101011101/1001110111001
13,approved-only,current,False,1348.111708000004,0,0,,,,,0,0,0,0,[],
13,approved-only,unchecked,True,56.27420799999527,54,86,70.41420118343196,72.26890756302521,3.7962962962962963,61.111111111111114,33,0,0,0,[],1111110100111/1011111101010/1011110111111/0111001011100/1110011111111/0101111101010/0100111100111/1111101011101/0011110100111/1111010111010/1110111111111/1110101011100/0101111001110
13,approved-only,symmetric-unchecked,True,48.78529200000048,51,92,70.41420118343196,77.31092436974791,4.137254901960785,49.01960784313725,25,0,0,0,[],1111011110010/1110011111110/1110111110111/1001110010111/1001111001111/1111010111010/0101011101010/0101110101111/1111001111001/1110100111001/1110111110111/0111111100111/0100111101111
13,compatibility,current,True,878.0084169999973,62,128,75.7396449704142,100,4.129032258064516,61.29032258064516,38,4,4,0,[],0111011101110/1111011101111/1111111111111/1111101110111/0011100111100/1111011101111/1110011101111/1110111011111/0011110011100/0011100111100/1111111111111/1110011100111/1110011100111
13,compatibility,unchecked,True,101.390542000001,54,86,70.41420118343196,72.26890756302521,3.7962962962962963,61.111111111111114,33,0,0,0,[],1111110100111/1011111101010/1011110111111/0111001011100/1110011111111/0101111101010/0100111100111/1111101011101/0011110100111/1111010111010/1110111111111/1110101011100/0101111001110
13,compatibility,symmetric-unchecked,True,91.59816700000374,51,92,70.41420118343196,77.31092436974791,4.137254901960785,49.01960784313725,25,0,0,0,[],1111011110010/1110011111110/1110111110111/1001110010111/1001111001111/1111010111010/0101011101010/0101110101111/1111001111001/1110100111001/1110111110111/0111111100111/0100111101111
14,compatibility,current,True,634.9514170000039,64,131,77.51479289940828,100,4.09375,62.5,40,4,4,0,[],0111001110111/1111011110111/1111111111111/1110111011100/0011100111111/0011111100111/1111011101111/1110011111100/1111110011100/0011101110111/1111111111111/1110111101111/1110111001110
14,compatibility,unchecked,True,105.41679100000329,55,83,70.41420118343196,69.74789915966386,3.672727272727273,65.45454545454545,36,0,0,0,[],0111100100111/1001111110111/1011100111111/1110111010100/0111010101111/1111010101110/1011101111111/1001111010100/1110111011110/0111010111001/1110101111111/1011110100111/1010101110111
14,compatibility,symmetric-unchecked,True,97.00654100000247,57,90,70.41420118343196,75.63025210084034,3.6666666666666665,50.877192982456144,29,0,0,0,[],1110011101110/0111010011110/0111111011111/1111010111001/1001110101111/1010101110111/0111101011110/1110111010101/1111010111001/1001110101111/1111101111110/0111100101110/0111011100111
14,approved-only,current,False,1126.4049169999998,0,0,,,,,0,0,0,0,[],
14,approved-only,unchecked,True,58.91354200000205,55,83,70.41420118343196,69.74789915966386,3.672727272727273,65.45454545454545,36,0,0,0,[],0111100100111/1001111110111/1011100111111/1110111010100/0111010101111/1111010101110/1011101111111/1001111010100/1110111011110/0111010111001/1110101111111/1011110100111/1010101110111
14,approved-only,symmetric-unchecked,True,52.566083000005165,57,90,70.41420118343196,75.63025210084034,3.6666666666666665,50.877192982456144,29,0,0,0,[],1110011101110/0111010011110/0111111011111/1111010111001/1001110101111/1010101110111/0111101011110/1110111010101/1111010111001/1001110101111/1111101111110/0111100101110/0111011100111
15,approved-only,current,False,939.2848749999976,0,0,,,,,0,0,0,0,[],
15,approved-only,unchecked,True,69.62783299999865,56,89,70.41420118343196,74.78991596638656,3.7142857142857144,51.78571428571429,29,0,0,0,[],0111101110111/1111001111100/0111111110111/1010100111010/1001110101111/1111001111101/0111101001111/1110011110111/1110111001010/1001110011110/0111101111111/0011101111101/1110011100101
15,approved-only,symmetric-unchecked,True,44.46612499999901,53,90,70.41420118343196,75.63025210084034,3.943396226415094,50.943396226415096,27,2,2,0,[],0111001110100/0111101011110/1111011111101/1010111101111/1011110100111/1110101110111/0111001001110/1110111010111/1110010111101/1111011110101/1011111101111/0111101011110/0010111001110
15,compatibility,current,True,91.734457999999,64,134,79.28994082840237,100,4.1875,75,48,4,4,0,[],1110111001110/1111111011111/1111111111111/0111001110111/1110011101110/1110111011100/1111110111111/0011101110111/0111011100111/1110111001110/1111111111111/1111101111111/0111001110111
15,compatibility,unchecked,True,108.25579099999595,56,89,70.41420118343196,74.78991596638656,3.7142857142857144,51.78571428571429,29,0,0,0,[],0111101110111/1111001111100/0111111110111/1010100111010/1001110101111/1111001111101/0111101001111/1110011110111/1110111001010/1001110011110/0111101111111/0011101111101/1110011100101
15,compatibility,symmetric-unchecked,True,75.64429199999722,53,90,70.41420118343196,75.63025210084034,3.943396226415094,50.943396226415096,27,2,2,0,[],0111001110100/0111101011110/1111011111101/1010111101111/1011110100111/1110101110111/0111001001110/1110111010111/1110010111101/1111011110101/1011111101111/0111101011110/0010111001110
16,compatibility,current,False,4514.718666000001,0,0,,,,,0,0,0,0,[],
16,compatibility,unchecked,True,89.55991599999834,51,88,70.41420118343196,73.94957983193278,4.0588235294117645,50.98039215686274,26,1,1,0,[],0111011101110/1110111011100/0111011111101/1111100111111/0011110100111/0011101111010/1110101011100/1010011111001/1001010010111/1111110101111/0111101111111/1111111111111/0101001010101
16,compatibility,symmetric-unchecked,True,89.5179169999974,58,99,70.41420118343196,83.19327731092437,3.7586206896551726,67.24137931034483,39,0,0,0,[],1110111001110/0010011100111/0111111110111/1001110111101/1111101011110/1110011111100/1110011100111/0011111100111/0111101011111/1011110111001/1110111111110/1110011100100/0111001110111
16,approved-only,current,False,943.3141669999968,0,0,,,,,0,0,0,0,[],
16,approved-only,unchecked,True,57.93233300000429,51,88,70.41420118343196,73.94957983193278,4.0588235294117645,50.98039215686274,26,1,1,0,[],0111011101110/1110111011100/0111011111101/1111100111111/0011110100111/0011101111010/1110101011100/1010011111001/1001010010111/1111110101111/0111101111111/1111111111111/0101001010101
16,approved-only,symmetric-unchecked,True,45.677042000002984,58,99,70.41420118343196,83.19327731092437,3.7586206896551726,67.24137931034483,39,0,0,0,[],1110111001110/0010011100111/0111111110111/1001110111101/1111101011110/1110011111100/1110011100111/0011111100111/0111101011111/1011110111001/1110111111110/1110011100100/0111001110111
17,approved-only,current,False,1143.6968750000015,0,0,,,,,0,0,0,0,[],
17,approved-only,unchecked,True,53.855083000002196,52,89,70.41420118343196,74.78991596638656,4,59.61538461538461,31,1,1,0,[],0101001111100/1111011110101/1111111111111/1110111001111/0111110111010/1010011100101/1011100111111/1110011101111/0011100111010/0111001111001/1111110111111/0100111001111/0101110011110
17,approved-only,symmetric-unchecked,True,60.04750000000058,52,98,71.00591715976331,81.66666666666667,4.1923076923076925,42.30769230769231,22,0,0,0,[],0010111001110/0011111101110/1110111111111/1111001111001/1111110111111/0101001110101/0011110111100/1010111001010/1111110111111/1001111001111/1111111110111/0111011111100/0111001110100
17,compatibility,current,True,1886.1474170000001,61,129,76.33136094674556,100,4.229508196721311,59.01639344262295,36,4,4,0,[],0111001110111/0111011110111/1111111111111/1110111001110/1111100111100/1111001111111/1111011110111/0011111100111/0011110011100/1110111011100/1111111111111/1111011100111/0111011100111
17,compatibility,unchecked,True,83.70279200000368,52,89,70.41420118343196,74.78991596638656,4,59.61538461538461,31,1,1,0,[],0101001111100/1111011110101/1111111111111/1110111001111/0111110111010/1010011100101/1011100111111/1110011101111/0011100111010/0111001111001/1111110111111/0100111001111/0101110011110
17,compatibility,symmetric-unchecked,True,90.13787500000035,52,98,71.00591715976331,81.66666666666667,4.1923076923076925,42.30769230769231,22,0,0,0,[],0010111001110/0011111101110/1110111111111/1111001111001/1111110111111/0101001110101/0011110111100/1010111001010/1111110111111/1001111001111/1111111110111/0111011111100/0111001110100
18,compatibility,current,True,86.21141699999862,62,138,81.65680473372781,100,4.451612903225806,58.06451612903226,36,4,4,0,[],1110111001111/1111111011111/1111111111111/0011101111100/1110011101110/1110111011111/1111110111111/1111101110111/0111011100111/0011111011100/1111111111111/1111101111111/1111001110111
18,compatibility,unchecked,True,110.19916599999851,57,92,70.41420118343196,77.31092436974791,3.7017543859649122,52.63157894736842,30,0,0,0,[],0111101111110/0010111101110/1110111101111/0111110111001/1111001011101/1111001110010/1001111011110/1011101110111/0101110111100/1110011101111/1110111011110/1011101110111/0010101011110
18,compatibility,symmetric-unchecked,True,80.18433399999776,52,87,70.41420118343196,73.10924369747899,3.9615384615384617,48.07692307692308,25,0,0,0,[],0011101110101/1001111010111/1111101111111/1110011100111/1111100111110/1111001010100/1001111111001/0010101001111/0111110011111/1110011100111/1111111011111/1110101111001/1010111011100
18,approved-only,current,False,1105.033583000004,0,0,,,,,0,0,0,0,[],
18,approved-only,unchecked,True,65.50312500000291,57,92,70.41420118343196,77.31092436974791,3.7017543859649122,52.63157894736842,30,0,0,0,[],0111101111110/0010111101110/1110111101111/0111110111001/1111001011101/1111001110010/1001111011110/1011101110111/0101110111100/1110011101111/1110111011110/1011101110111/0010101011110
18,approved-only,symmetric-unchecked,True,57.76116599999659,52,87,70.41420118343196,73.10924369747899,3.9615384615384617,48.07692307692308,25,0,0,0,[],0011101110101/1001111010111/1111101111111/1110011100111/1111100111110/1111001010100/1001111111001/0010101001111/0111110011111/1110011100111/1111111011111/1110101111001/1010111011100
19,approved-only,current,False,948.9001659999994,0,0,,,,,0,0,0,0,[],
19,approved-only,unchecked,True,54.17766700000357,52,87,70.41420118343196,73.10924369747899,3.9615384615384617,63.46153846153846,33,1,0,0,[],0101111001110/1110011110111/1111111110111/1010100111001/1111101011111/1010011111100/0011101011111/1110011100111/1010101011111/1001110111100/0111111111110/1111011100111/0111001001110
