"headwordIndex","translationIndex","english","original","status","register","confidence","allowedForEnToAr","allowedForArToEn","preferredForEnToAr","preferredForArToEn","partOfSpeech","reasonCode","reason","reviewer","sources","stratum","sense"
"3068","2","POLL","استطلاع الرأي","approved","msa","high","true","true","true","true","noun","natural-preferred","POLL — استطلاع الرأي: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","multiword",""
"1950","3","FLIGHT","رحلة طيران","approved","msa","high","true","true","true","true","noun","natural-preferred","FLIGHT — رحلة طيران: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","multiword",""
"3292","0","PATENT","براءة اختراع","approved","msa","high","true","true","true","true","noun","natural-preferred","PATENT — براءة اختراع: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","multiword",""
"3008","0","ANYWAY","على أية حال","approved","msa","high","true","true","true","true","adverb","natural-preferred","ANYWAY — على أية حال: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","multiword",""
"1931","1","ENABLE","تمكين","approved","msa","high","true","true","false","false","verb","valid-alternative","ENABLE — تمكين: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","verb",""
"2110","0","DEFINE","عرف","approved","msa","high","true","true","true","true","verb","natural-preferred","DEFINE — عرف: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","verb",""
"3097","0","KILLED","قتل","approved","msa","high","true","true","true","true","verb","natural-preferred","KILLED — قتل: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","verb",""
"2071","1","TOUCH","لمس","approved","msa","high","true","true","true","true","verb","natural-preferred","TOUCH — لمس: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","verb",""
"2244","0","DELETE","يحذف","approved","msa","high","true","true","true","true","verb","natural-preferred","DELETE — يحذف: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","verb",""
"5188","3","ANNOUNCE","إعلان","approved","msa","high","true","true","false","false","verb","valid-alternative","ANNOUNCE — إعلان: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","verb",""
"3017","1","CIRCLE","دائرة","approved","msa","high","true","true","true","true","noun","natural-preferred","CIRCLE — دائرة: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","approved-control",""
"2729","4","FRAMES","إطارات","approved","msa","high","true","true","true","true","noun","natural-preferred","FRAMES — إطارات: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","approved-control",""
"2151","1","PLACED","وضعت","approved","msa","high","true","true","false","false","verb","valid-alternative","PLACED — وضعت: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","approved-control",""
"5785","2","INVEST","استثمار","approved","msa","high","true","true","false","false","verb","valid-alternative","INVEST — استثمار: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","approved-control",""
