"headwordIndex","translationIndex","english","original","status","register","confidence","allowedForEnToAr","allowedForArToEn","preferredForEnToAr","preferredForArToEn","partOfSpeech","reasonCode","reason","reviewer","sources","sourceId","referenceArabic","referenceConflict","sense"
"1102","1","CAPITAL","عاصمة","approved","msa","high","true","true","true","true","noun","natural-preferred","CAPITAL — عاصمة (capital city): Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","1102:1","رأس المال","false","capital city"
"1102","2","CAPITAL","رأس المال","approved","msa","high","true","true","true","true","noun","natural-preferred","CAPITAL — رأس المال (financial capital): Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","1102:2","رأس المال","false","financial capital"
"1103","0","FOLLOW","متابعه","review","msa","medium","","","","","verb","orthography-review","FOLLOW — متابعه: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1103:0","تابع","false",""
"1103","1","FOLLOW","المتابعة","approved","msa","high","true","true","false","false","verb","valid-alternative","FOLLOW — المتابعة: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","1103:1","تابع","false",""
"1103","2","FOLLOW","متابعة","approved","msa","high","true","true","false","false","verb","valid-alternative","FOLLOW — متابعة: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","1103:2","تابع","false",""
"1103","3","FOLLOW","اتبع","approved","msa","high","true","true","false","false","verb","valid-alternative","FOLLOW — اتبع: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","1103:3","تابع","false",""
"1103","4","FOLLOW","تابع","approved","msa","high","true","true","true","true","verb","natural-preferred","FOLLOW — تابع: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","1103:4","تابع","false",""
"1104","0","SAMPLE","العينة","approved","msa","high","true","true","false","false","noun","valid-alternative","SAMPLE — العينة: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","1104:0","عينة","false",""
"1104","1","SAMPLE","عينة","approved","msa","high","true","true","true","true","noun","natural-preferred","SAMPLE — عينة: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","1104:1","عينة","false",""
"1105","0","INVESTMENT","للاستثمار","review","msa","medium","","","","","noun","construction-or-sense-review","INVESTMENT — للاستثمار: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1105:0","الاستثمار","false",""
"1105","1","INVESTMENT","الاستثمارات","review","msa","medium","","","","","noun","construction-or-sense-review","INVESTMENT — الاستثمارات: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1105:1","الاستثمار","false",""
"1105","2","INVESTMENT","استثمارات","review","msa","medium","","","","","noun","construction-or-sense-review","INVESTMENT — استثمارات: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1105:2","الاستثمار","false",""
"1105","3","INVESTMENT","الاستثمار","approved","msa","high","true","true","false","false","noun","valid-alternative","INVESTMENT — الاستثمار: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","1105:3","الاستثمار","false",""
"1105","4","INVESTMENT","استثمار","approved","msa","high","true","true","true","true","noun","natural-preferred","INVESTMENT — استثمار: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","1105:4","الاستثمار","false",""
"1106","0","SENT","ارسلت","review","msa","medium","","","","","verb","orthography-review","SENT — ارسلت: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1106:0","مرسلة","false",""
"1106","1","SENT","ارسل","review","msa","medium","","","","","verb","orthography-review","SENT — ارسل: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1106:1","مرسلة","false",""
"1106","2","SENT","مرسلة","approved","msa","high","true","true","false","false","adjective","valid-alternative","SENT — مرسلة: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","1106:2","مرسلة","false",""
"1107","0","SHOWN","يظهر","review","msa","medium","","","","","verb","construction-or-sense-review","SHOWN — يظهر: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1107:0","يظهر","true",""
"1108","0","SATURDAY","سبت","approved","msa","high","true","true","false","false","noun","valid-alternative","SATURDAY — سبت: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","1108:0","يوم السبت","false",""
"1108","1","SATURDAY","السبت","approved","msa","high","true","true","true","true","noun","natural-preferred","SATURDAY — السبت: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","1108:1","يوم السبت","false",""
"1108","2","SATURDAY","يوم السبت","approved","msa","high","true","true","false","false","noun","valid-alternative","SATURDAY — يوم السبت: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","1108:2","يوم السبت","false",""
"1109","0","CHRISTMAS","الكريسماس","review","uncertain","medium","","","","","noun","register-review","CHRISTMAS — الكريسماس: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","1109:0","عيد الميلاد","false",""
"1109","1","CHRISTMAS","كريسماس","review","uncertain","medium","","","","","noun","register-review","CHRISTMAS — كريسماس: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","1109:1","عيد الميلاد","false",""
"1109","2","CHRISTMAS","عيد الميلاد","approved","msa","high","true","true","false","false","noun","valid-alternative","CHRISTMAS — عيد الميلاد: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","1109:2","عيد الميلاد","false",""
"1111","0","CULTURE","الثقافة","approved","msa","high","true","true","false","false","noun","valid-alternative","CULTURE — الثقافة: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","1111:0","الثقافة","false",""
"1111","1","CULTURE","ثقافته","review","msa","medium","","","","","noun","construction-or-sense-review","CULTURE — ثقافته: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1111:1","الثقافة","false",""
"1111","2","CULTURE","ثقافة","approved","msa","high","true","true","true","true","noun","natural-preferred","CULTURE — ثقافة: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","1111:2","الثقافة","false",""
"1113","0","FLASH","الوميض","approved","msa","high","true","true","false","false","noun","valid-alternative","FLASH — الوميض: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","1113:0","فلاش","false",""
"1113","1","FLASH","وميض","approved","msa","high","true","true","true","true","noun","natural-preferred","FLASH — وميض: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","1113:1","فلاش","false",""
"1113","2","FLASH","فلاش","review","uncertain","medium","","","","","noun","register-review","FLASH — فلاش: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","1113:2","فلاش","true",""
"1114","0","LEAD","الرصاص","approved","msa","high","true","true","true","true","noun","natural-preferred","LEAD — الرصاص (metal): Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","1114:0","الرصاص","false","metal"
"1116","0","CHOICE","خيار","approved","msa","high","true","true","true","true","noun","natural-preferred","CHOICE — خيار: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","1116:0","الاختيار","false",""
"1116","1","CHOICE","اختيار","approved","msa","high","true","true","false","false","noun","valid-alternative","CHOICE — اختيار: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","1116:1","الاختيار","false",""
"1116","2","CHOICE","الاختيار","approved","msa","high","true","true","false","false","noun","valid-alternative","CHOICE — الاختيار: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","1116:2","الاختيار","false",""
"1116","3","CHOICE","الخيار","approved","msa","high","true","true","false","false","noun","valid-alternative","CHOICE — الخيار: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","1116:3","الاختيار","false",""
"1117","0","WENT","رحت","review","uncertain","medium","","","","","verb","register-review","WENT — رحت: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","1117:0","ذهب","false",""
"1117","1","WENT","ذهب","approved","msa","high","true","true","true","true","verb","natural-preferred","WENT — ذهب: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","1117:1","ذهب","false",""
"1118","0","STARTING","بدء","approved","msa","high","true","true","true","true","noun","natural-preferred","STARTING — بدء: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","1118:0","بدء التشغيل","false",""
"1118","1","STARTING","البدء","approved","msa","high","true","true","false","false","noun","valid-alternative","STARTING — البدء: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","1118:1","بدء التشغيل","false",""
"1118","2","STARTING","بدء التشغيل","approved","msa","high","true","true","false","false","noun","valid-alternative","STARTING — بدء التشغيل: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","1118:2","بدء التشغيل","false",""
"1119","0","REGISTRATION","تسجيل","approved","msa","high","true","true","true","true","noun","natural-preferred","REGISTRATION — تسجيل: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","1119:0","التسجيل","false",""
"1119","1","REGISTRATION","التسجيل","approved","msa","high","true","true","false","false","noun","valid-alternative","REGISTRATION — التسجيل: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","1119:1","التسجيل","false",""
"1121","0","THURSDAY","الخميس","approved","msa","high","true","true","true","true","noun","natural-preferred","THURSDAY — الخميس: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","1121:0","خميس","false",""
"1121","1","THURSDAY","خميس","approved","msa","high","true","true","false","false","noun","valid-alternative","THURSDAY — خميس: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","1121:1","خميس","false",""
"1122","0","COURSES","الدورات","approved","msa","high","true","true","false","false","noun","valid-alternative","COURSES — الدورات: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","1122:0","دورات","false",""
"1122","1","COURSES","دورات","approved","msa","high","true","true","true","true","noun","natural-preferred","COURSES — دورات: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","1122:1","دورات","false",""
"1123","0","CONSUMER","المستهلك","approved","msa","high","true","true","false","false","noun","valid-alternative","CONSUMER — المستهلك: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","1123:0","مستهلك","false",""
"1123","1","CONSUMER","مستهلك","approved","msa","high","true","true","true","true","noun","natural-preferred","CONSUMER — مستهلك: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","1123:1","مستهلك","false",""
"1124","0","AIRPORT","مطار","approved","msa","high","true","true","true","true","noun","natural-preferred","AIRPORT — مطار: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","1124:0","مطار","false",""
"1124","1","AIRPORT","المطار","approved","msa","high","true","true","false","false","noun","valid-alternative","AIRPORT — المطار: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","1124:1","مطار","false",""
"1125","0","FOREIGN","اجنبي","review","msa","medium","","","","","adjective","orthography-review","FOREIGN — اجنبي: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1125:0","الأجانب","false",""
