"id","size","mode","seed","attempt","template","row","col","slotDirection","length","pattern","constraints","liveZero","criticallySmall","fullCriticallySmall","liveDomain","observedLiveUnique","observerReason","type","fullCount","sampledCount","windowCount","fullUnused","sampledUnused","windowUnused","usedMatches","omittedAnswers","retainedPct","samplingZero","samplingHealthyToSmall","earlierChoicesConsumedMatches"
"1be840e07b50a5d9","13","en_to_ar","1","2","1101110011011/1111111111011/0110011100110/0110011011111/1101110011011/1101100110110/0011001100111/0110111001111/1110110011111/1111001111011/1101101100110/1110111111111/1110011011011","9","7","down","3","رب?","[{""position"":0,""characters"":[""ر""]},{""position"":1,""characters"":[""ب""]},{""position"":2,""characters"":[""ح"",""ف"",""ق""]}]","false","true","true","1","1","arc-support","SUPPORTED_SMALL_DOMAIN","2","1","1","2","1","1","[]","[""حبر""]","50","false","false","false"
"5a9ad50f31c2a17b","13","en_to_ar","1","2","1101110011011/1111111111011/0110011100110/0110011011111/1101110011011/1101100110110/0011001100111/0110111001111/1110110011111/1111001111011/1101101100110/1110111111111/1110011011011","9","6","across","4","ح???","[{""position"":3,""characters"":[""ة"",""م""]},{""position"":2,""characters"":[""ا"",""ج"",""ر"",""و""]},{""position"":1,""characters"":[""ر"",""م"",""ي""]},{""position"":0,""characters"":[""ح""]}]","false","true","false","3","3","arc-support","SUPPORTED_SMALL_DOMAIN","4","3","3","4","3","3","[]","[""حياة""]","75","false","false","false"
"bea54597684a2905","13","en_to_ar","1","2","1101110011011/1111111111011/0110011100110/0110011011111/1101110011011/1101100110110/0011001100111/0110111001111/1110110011111/1111001111011/1101101100110/1110111111111/1110011011011","9","7","down","3","ر??","[{""position"":0,""characters"":[""ر""]},{""position"":1,""characters"":[""ب"",""د"",""ز"",""س"",""ص"",""ك"",""م""]},{""position"":2,""characters"":[""ا"",""ر"",""ف"",""ق""]}]","false","true","false","3","3","arc-support","SUPPORTED_SMALL_DOMAIN","6","3","3","6","3","3","[]","[""قمر"",""امر"",""فسر""]","50","false","true","false"
"30249d1e05b5bcc8","13","en_to_ar","1","3","1101110011011/1111111111011/0110011100110/0110011011111/1101110011011/1101100110110/0011001100111/0110111001111/1110110011111/1111001111011/1101101100110/1110111111111/1110011011011","3","8","across","5","?غ???","[{""position"":4,""characters"":[""ا"",""ة"",""د"",""ز"",""ل"",""م"",""ي""]},{""position"":3,""characters"":[""ا"",""ر"",""س"",""ل"",""و"",""ي""]},{""position"":2,""characters"":[""ا"",""ت"",""ج"",""د"",""ص"",""ط"",""م"",""ن"",""ي""]},{""position"":1,""characters"":[""غ""]},{""position"":0,""characters"":[""ا"",""ب"",""ت"",""د"",""ق"",""ل"",""م""]}]","false","true","true","1","1","arc-support","SUPPORTED_SMALL_DOMAIN","3","1","1","3","1","1","[]","[""اغنية"",""مغطاة""]","33.333333333333336","false","false","false"
"06939a475f45ce88","13","en_to_ar","1","3","1101110011011/1111111111011/0110011100110/0110011011111/1101110011011/1101100110110/0011001100111/0110111001111/1110110011111/1111001111011/1101101100110/1110111111111/1110011011011","5","10","down","4","????","[{""position"":0,""characters"":[""ا"",""ت"",""ج"",""ح"",""ك""]},{""position"":1,""characters"":[""ز"",""ش"",""ع""]},{""position"":2,""characters"":[""ا"",""ل""]},{""position"":3,""characters"":[""ا"",""ب"",""ج"",""ص"",""ل"",""م""]}]","false","true","false","3","3","arc-support","SUPPORTED_SMALL_DOMAIN","5","3","3","5","3","3","[]","[""اعلم"",""تعال""]","60","false","true","false"
"1b15e82447f4e7d5","13","en_to_ar","1","3","1101110011011/1111111111011/0110011100110/0110011011111/1101110011011/1101100110110/0011001100111/0110111001111/1110110011111/1111001111011/1101101100110/1110111111111/1110011011011","8","8","across","5","الج??","[{""position"":4,""characters"":[""ب"",""ش"",""ل"",""ن""]},{""position"":3,""characters"":[""د"",""ه"",""ي""]},{""position"":2,""characters"":[""ج""]},{""position"":1,""characters"":[""ل""]},{""position"":0,""characters"":[""ا""]}]","false","true","true","2","2","arc-support","SUPPORTED_SMALL_DOMAIN","3","2","2","3","2","2","[]","[""الجين""]","66.66666666666667","false","false","false"
"9e37dadc15ab9b95","13","en_to_ar","1","3","1101110011011/1111111111011/0110011100110/0110011011111/1101110011011/1101100110110/0011001100111/0110111001111/1110110011111/1111001111011/1101101100110/1110111111111/1110011011011","9","6","across","4","حي??","[{""position"":3,""characters"":[""ب"",""ة"",""ج"",""ل"",""م"",""ن""]},{""position"":2,""characters"":[""ا"",""ر"",""س"",""ل"",""ن"",""و""]},{""position"":1,""characters"":[""ي""]},{""position"":0,""characters"":[""ح""]}]","false","true","true","1","1","arc-support","SUPPORTED_SMALL_DOMAIN","2","1","1","2","1","1","[]","[""حياة""]","50","false","false","false"
"1be840e07b50a5d9","13","en_to_ar","1","3","1101110011011/1111111111011/0110011100110/0110011011111/1101110011011/1101100110110/0011001100111/0110111001111/1110110011111/1111001111011/1101101100110/1110111111111/1110011011011","9","7","down","3","رب?","[{""position"":0,""characters"":[""ر""]},{""position"":1,""characters"":[""ب""]},{""position"":2,""characters"":[""ح"",""ف"",""ق""]}]","false","true","true","1","1","arc-support","SUPPORTED_SMALL_DOMAIN","2","1","1","2","1","1","[]","[""حبر""]","50","false","false","false"
"30249d1e05b5bcc8","13","en_to_ar","1","4","1101110011011/1111111111011/0110011100110/0110011011111/1101110011011/1101100110110/0011001100111/0110111001111/1110110011111/1111001111011/1101101100110/1110111111111/1110011011011","3","8","across","5","?غ???","[{""position"":4,""characters"":[""ا"",""ة"",""د"",""ز"",""ل"",""م"",""ي""]},{""position"":3,""characters"":[""ا"",""ر"",""س"",""ل"",""و"",""ي""]},{""position"":2,""characters"":[""ا"",""ت"",""ج"",""د"",""ص"",""ط"",""م"",""ن"",""ي""]},{""position"":1,""characters"":[""غ""]},{""position"":0,""characters"":[""ا"",""ب"",""ت"",""د"",""ق"",""ل"",""م""]}]","false","true","true","1","1","arc-support","SUPPORTED_SMALL_DOMAIN","3","1","1","3","1","1","[]","[""اغنية"",""مغطاة""]","33.333333333333336","false","false","false"
"06939a475f45ce88","13","en_to_ar","1","4","1101110011011/1111111111011/0110011100110/0110011011111/1101110011011/1101100110110/0011001100111/0110111001111/1110110011111/1111001111011/1101101100110/1110111111111/1110011011011","5","10","down","4","????","[{""position"":0,""characters"":[""ا"",""ت"",""ج"",""ح"",""ك""]},{""position"":1,""characters"":[""ز"",""ش"",""ع""]},{""position"":2,""characters"":[""ا"",""ل""]},{""position"":3,""characters"":[""ا"",""ب"",""ج"",""ص"",""ل"",""م""]}]","false","true","false","3","3","arc-support","SUPPORTED_SMALL_DOMAIN","5","3","3","5","3","3","[]","[""اعلم"",""تعال""]","60","false","true","false"
"1b15e82447f4e7d5","13","en_to_ar","1","4","1101110011011/1111111111011/0110011100110/0110011011111/1101110011011/1101100110110/0011001100111/0110111001111/1110110011111/1111001111011/1101101100110/1110111111111/1110011011011","8","8","across","5","الج??","[{""position"":4,""characters"":[""ب"",""ش"",""ل"",""ن""]},{""position"":3,""characters"":[""د"",""ه"",""ي""]},{""position"":2,""characters"":[""ج""]},{""position"":1,""characters"":[""ل""]},{""position"":0,""characters"":[""ا""]}]","false","true","true","2","2","arc-support","SUPPORTED_SMALL_DOMAIN","3","2","2","3","2","2","[]","[""الجين""]","66.66666666666667","false","false","false"
"eadbc69b7d5fa796","13","en_to_ar","1","4","1101110011011/1111111111011/0110011100110/0110011011111/1101110011011/1101100110110/0011001100111/0110111001111/1110110011111/1111001111011/1101101100110/1110111111111/1110011011011","9","6","across","4","حر??","[{""position"":3,""characters"":[""ب"",""ة"",""ج"",""ل"",""م"",""ن""]},{""position"":2,""characters"":[""ا"",""ج"",""ر"",""س"",""ل"",""ن"",""و""]},{""position"":1,""characters"":[""ر""]},{""position"":0,""characters"":[""ح""]}]","false","true","true","2","2","arc-support","SUPPORTED_SMALL_DOMAIN","3","2","2","3","2","2","[]","[""مسرح""]","66.66666666666667","false","false","false"
"d42a3cb0a0c858d1","13","en_to_ar","1","4","1101110011011/1111111111011/0110011100110/0110011011111/1101110011011/1101100110110/0011001100111/0110111001111/1110110011111/1111001111011/1101101100110/1110111111111/1110011011011","9","6","down","4","ة?ف?","[{""position"":0,""characters"":[""ة""]},{""position"":1,""characters"":[""ر"",""س"",""ص"",""ض"",""ع"",""ق"",""ل"",""ه""]},{""position"":2,""characters"":[""ف""]},{""position"":3,""characters"":[""ب"",""ج"",""خ"",""د"",""ر"",""ش"",""ص"",""ط"",""م""]}]","false","true","false","3","3","arc-support","SUPPORTED_SMALL_DOMAIN","5","3","3","5","3","3","[]","[""دفعة"",""صفقة""]","60","false","true","false"
"061da9828ee58c03","13","en_to_ar","1","4","1101110011011/1111111111011/0110011100110/0110011011111/1101110011011/1101100110110/0011001100111/0110111001111/1110110011111/1111001111011/1101101100110/1110111111111/1110011011011","9","6","down","4","ة?ب?","[{""position"":0,""characters"":[""ة""]},{""position"":1,""characters"":[""ر"",""س"",""ص"",""ض"",""ع"",""ق"",""ل"",""ه""]},{""position"":2,""characters"":[""ب""]},{""position"":3,""characters"":[""ب"",""ج"",""خ"",""د"",""ر"",""ش"",""ص"",""ط"",""م""]}]","false","true","true","1","1","arc-support","SUPPORTED_SMALL_DOMAIN","3","1","1","3","1","1","[]","[""خبرة"",""طبعة""]","33.333333333333336","false","false","false"
"a02bbc98654b9dd4","13","en_to_ar","1","4","1101110011011/1111111111011/0110011100110/0110011011111/1101110011011/1101100110110/0011001100111/0110111001111/1110110011111/1111001111011/1101101100110/1110111111111/1110011011011","9","6","down","4","ب???","[{""position"":0,""characters"":[""ب""]},{""position"":1,""characters"":[""ا"",""ر"",""س"",""ص"",""ض"",""ع"",""ق"",""ل"",""ن"",""ه""]},{""position"":2,""characters"":[""ب"",""ف"",""م"",""و""]},{""position"":3,""characters"":[""ا"",""ب"",""ج"",""خ"",""د"",""ر"",""ش"",""ص"",""ط"",""م""]}]","false","true","true","1","1","arc-support","SUPPORTED_SMALL_DOMAIN","2","1","1","2","1","1","[]","[""بنود""]","50","false","false","false"
"cc540b3847274ff1","13","en_to_ar","1","4","1101110011011/1111111111011/0110011100110/0110011011111/1101110011011/1101100110110/0011001100111/0110111001111/1110110011111/1111001111011/1101101100110/1110111111111/1110011011011","9","7","down","3","و??","[{""position"":0,""characters"":[""و""]},{""position"":1,""characters"":[""د"",""ر"",""ز"",""ص"",""ل"",""ن"",""ي""]},{""position"":2,""characters"":[""ا"",""ب"",""ر"",""ف"",""ل""]}]","false","true","false","3","3","arc-support","SUPPORTED_SMALL_DOMAIN","5","3","3","5","3","3","[]","[""وصف"",""ولا""]","60","false","true","false"
"30249d1e05b5bcc8","13","en_to_ar","1","5","1101110011011/1111111111011/0110011100110/0110011011111/1101110011011/1101100110110/0011001100111/0110111001111/1110110011111/1111001111011/1101101100110/1110111111111/1110011011011","3","8","across","5","?غ???","[{""position"":4,""characters"":[""ا"",""ة"",""د"",""ز"",""ل"",""م"",""ي""]},{""position"":3,""characters"":[""ا"",""ر"",""س"",""ل"",""و"",""ي""]},{""position"":2,""characters"":[""ا"",""ت"",""ج"",""د"",""ص"",""ط"",""م"",""ن"",""ي""]},{""position"":1,""characters"":[""غ""]},{""position"":0,""characters"":[""ا"",""ب"",""ت"",""د"",""ق"",""ل"",""م""]}]","false","true","true","1","1","arc-support","SUPPORTED_SMALL_DOMAIN","3","1","1","3","1","1","[]","[""اغنية"",""مغطاة""]","33.333333333333336","false","false","false"
"06939a475f45ce88","13","en_to_ar","1","5","1101110011011/1111111111011/0110011100110/0110011011111/1101110011011/1101100110110/0011001100111/0110111001111/1110110011111/1111001111011/1101101100110/1110111111111/1110011011011","5","10","down","4","????","[{""position"":0,""characters"":[""ا"",""ت"",""ج"",""ح"",""ك""]},{""position"":1,""characters"":[""ز"",""ش"",""ع""]},{""position"":2,""characters"":[""ا"",""ل""]},{""position"":3,""characters"":[""ا"",""ب"",""ج"",""ص"",""ل"",""م""]}]","false","true","false","3","3","arc-support","SUPPORTED_SMALL_DOMAIN","5","3","3","5","3","3","[]","[""اعلم"",""تعال""]","60","false","true","false"
"1b15e82447f4e7d5","13","en_to_ar","1","5","1101110011011/1111111111011/0110011100110/0110011011111/1101110011011/1101100110110/0011001100111/0110111001111/1110110011111/1111001111011/1101101100110/1110111111111/1110011011011","8","8","across","5","الج??","[{""position"":4,""characters"":[""ب"",""ش"",""ل"",""ن""]},{""position"":3,""characters"":[""د"",""ه"",""ي""]},{""position"":2,""characters"":[""ج""]},{""position"":1,""characters"":[""ل""]},{""position"":0,""characters"":[""ا""]}]","false","true","true","2","2","arc-support","SUPPORTED_SMALL_DOMAIN","3","2","2","3","2","2","[]","[""الجين""]","66.66666666666667","false","false","false"
"14820da0fece74a6","13","en_to_ar","1","5","1101110011011/1111111111011/0110011100110/0110011011111/1101110011011/1101100110110/0011001100111/0110111001111/1110110011111/1111001111011/1101101100110/1110111111111/1110011011011","9","6","across","4","حا??","[{""position"":3,""characters"":[""ة"",""ل""]},{""position"":2,""characters"":[""س"",""ل"",""ن""]},{""position"":1,""characters"":[""ا""]},{""position"":0,""characters"":[""ح""]}]","false","true","true","2","2","arc-support","SUPPORTED_SMALL_DOMAIN","3","1","1","3","1","1","[]","[""حانة"",""حاسة""]","33.333333333333336","false","false","false"
"daf229e2f60db2b0","13","en_to_ar","1","5","1101110011011/1111111111011/0110011100110/0110011011111/1101110011011/1101100110110/0011001100111/0110111001111/1110110011111/1111001111011/1101101100110/1110111111111/1110011011011","9","6","across","4","حا??","[{""position"":3,""characters"":[""ة"",""ج"",""ل""]},{""position"":2,""characters"":[""س"",""ل"",""ن"",""و""]},{""position"":1,""characters"":[""ا""]},{""position"":0,""characters"":[""ح""]}]","false","true","false","3","3","arc-support","SUPPORTED_SMALL_DOMAIN","5","3","3","5","3","3","[]","[""حانة"",""حاسة""]","60","false","true","false"
"7e29814adeaee058","13","en_to_ar","1","5","1101110011011/1111111111011/0110011100110/0110011011111/1101110011011/1101100110110/0011001100111/0110111001111/1110110011111/1111001111011/1101101100110/1110111111111/1110011011011","9","6","across","4","حا??","[{""position"":3,""characters"":[""ة"",""ل""]},{""position"":2,""characters"":[""ل"",""ن"",""و""]},{""position"":1,""characters"":[""ا""]},{""position"":0,""characters"":[""ح""]}]","false","true","true","2","2","arc-support","SUPPORTED_SMALL_DOMAIN","3","2","2","3","2","2","[]","[""حانة""]","66.66666666666667","false","false","false"
"6a0915086bb494cb","13","en_to_ar","1","5","1101110011011/1111111111011/0110011100110/0110011011111/1101110011011/1101100110110/0011001100111/0110111001111/1110110011111/1111001111011/1101101100110/1110111111111/1110011011011","9","7","down","3","???","[{""position"":0,""characters"":[""ل"",""و""]},{""position"":1,""characters"":[""ب"",""ص"",""و""]},{""position"":2,""characters"":[""ف"",""ق""]}]","false","true","true","3","3","arc-support","SUPPORTED_SMALL_DOMAIN","3","2","2","3","2","2","[]","[""وصف""]","66.66666666666667","false","false","false"
"fbb8464fc4e8e500","13","en_to_ar","1","5","1101110011011/1111111111011/0110011100110/0110011011111/1101110011011/1101100110110/0011001100111/0110111001111/1110110011111/1111001111011/1101101100110/1110111111111/1110011011011","9","6","across","4","حا??","[{""position"":3,""characters"":[""ة"",""ج"",""ل""]},{""position"":2,""characters"":[""س"",""ن"",""و""]},{""position"":1,""characters"":[""ا""]},{""position"":0,""characters"":[""ح""]}]","false","true","false","3","3","arc-support","SUPPORTED_SMALL_DOMAIN","4","2","2","4","2","2","[]","[""حانة"",""حاسة""]","50","false","false","false"
"fbb8464fc4e8e500","13","en_to_ar","1","5","1101110011011/1111111111011/0110011100110/0110011011111/1101110011011/1101100110110/0011001100111/0110111001111/1110110011111/1111001111011/1101101100110/1110111111111/1110011011011","9","6","across","4","حا??","[{""position"":3,""characters"":[""ة"",""ج"",""ل""]},{""position"":2,""characters"":[""س"",""ن"",""و""]},{""position"":1,""characters"":[""ا""]},{""position"":0,""characters"":[""ح""]}]","false","true","false","3","3","arc-support","SUPPORTED_SMALL_DOMAIN","4","2","2","4","2","2","[]","[""حانة"",""حاسة""]","50","false","false","false"
"14820da0fece74a6","13","en_to_ar","1","5","1101110011011/1111111111011/0110011100110/0110011011111/1101110011011/1101100110110/0011001100111/0110111001111/1110110011111/1111001111011/1101101100110/1110111111111/1110011011011","9","6","across","4","حا??","[{""position"":3,""characters"":[""ة"",""ل""]},{""position"":2,""characters"":[""س"",""ل"",""ن""]},{""position"":1,""characters"":[""ا""]},{""position"":0,""characters"":[""ح""]}]","false","true","true","2","2","arc-support","SUPPORTED_SMALL_DOMAIN","3","1","1","3","1","1","[]","[""حانة"",""حاسة""]","33.333333333333336","false","false","false"
"daf229e2f60db2b0","13","en_to_ar","1","5","1101110011011/1111111111011/0110011100110/0110011011111/1101110011011/1101100110110/0011001100111/0110111001111/1110110011111/1111001111011/1101101100110/1110111111111/1110011011011","9","6","across","4","حا??","[{""position"":3,""characters"":[""ة"",""ج"",""ل""]},{""position"":2,""characters"":[""س"",""ل"",""ن"",""و""]},{""position"":1,""characters"":[""ا""]},{""position"":0,""characters"":[""ح""]}]","false","true","false","3","3","arc-support","SUPPORTED_SMALL_DOMAIN","5","3","3","5","3","3","[]","[""حانة"",""حاسة""]","60","false","true","false"
"30249d1e05b5bcc8","13","en_to_ar","1","6","1101110011011/1111111111011/0110011100110/0110011011111/1101110011011/1101100110110/0011001100111/0110111001111/1110110011111/1111001111011/1101101100110/1110111111111/1110011011011","3","8","across","5","?غ???","[{""position"":4,""characters"":[""ا"",""ة"",""د"",""ز"",""ل"",""م"",""ي""]},{""position"":3,""characters"":[""ا"",""ر"",""س"",""ل"",""و"",""ي""]},{""position"":2,""characters"":[""ا"",""ت"",""ج"",""د"",""ص"",""ط"",""م"",""ن"",""ي""]},{""position"":1,""characters"":[""غ""]},{""position"":0,""characters"":[""ا"",""ب"",""ت"",""د"",""ق"",""ل"",""م""]}]","false","true","true","1","1","arc-support","SUPPORTED_SMALL_DOMAIN","3","1","1","3","1","1","[]","[""اغنية"",""مغطاة""]","33.333333333333336","false","false","false"
"802a5fe2070048a5","13","en_to_ar","1","6","1101110011011/1111111111011/0110011100110/0110011011111/1101110011011/1101100110110/0011001100111/0110111001111/1110110011111/1111001111011/1101101100110/1110111111111/1110011011011","6","12","down","4","???ش","[{""position"":0,""characters"":[""ب"",""ع"",""ف"",""ك"",""ه""]},{""position"":1,""characters"":[""ر"",""س"",""ش"",""ن""]},{""position"":2,""characters"":[""ا"",""ف""]},{""position"":3,""characters"":[""ش""]}]","false","true","true","1","1","arc-support","SUPPORTED_SMALL_DOMAIN","3","1","1","3","1","1","[]","[""فراش"",""شارك""]","33.333333333333336","false","false","false"
"debca8e0a5b2996e","13","en_to_ar","1","6","1101110011011/1111111111011/0110011100110/0110011011111/1101110011011/1101100110110/0011001100111/0110111001111/1110110011111/1111001111011/1101101100110/1110111111111/1110011011011","8","8","across","5","الص??","[{""position"":4,""characters"":[""ب"",""د"",""ر"",""س"",""ش"",""ض"",""ع"",""ل"",""ن""]},{""position"":3,""characters"":[""ب"",""د"",""ط"",""ع"",""م"",""ه"",""ي""]},{""position"":2,""characters"":[""ص""]},{""position"":1,""characters"":[""ل""]},{""position"":0,""characters"":[""ا""]}]","false","true","true","1","1","arc-support","SUPPORTED_SMALL_DOMAIN","2","1","1","2","1","1","[]","[""الصدر""]","50","false","false","false"
"1720a4e73335035e","13","en_to_ar","1","6","1101110011011/1111111111011/0110011100110/0110011011111/1101110011011/1101100110110/0011001100111/0110111001111/1110110011111/1111001111011/1101101100110/1110111111111/1110011011011","7","9","down","3","اي?","[{""position"":0,""characters"":[""ا""]},{""position"":1,""characters"":[""ي""]},{""position"":2,""characters"":[""ا"",""ب"",""ج"",""ح"",""خ"",""د"",""ع"",""ق"",""ل"",""م"",""ن""]}]","false","true","true","1","1","arc-support","SUPPORTED_SMALL_DOMAIN","2","1","1","2","1","1","[]","[""اين""]","50","false","false","false"
"4f5ffb4bc47388f7","13","en_to_ar","1","6","1101110011011/1111111111011/0110011100110/0110011011111/1101110011011/1101100110110/0011001100111/0110111001111/1110110011111/1111001111011/1101101100110/1110111111111/1110011011011","9","6","across","4","ح???","[{""position"":3,""characters"":[""ة"",""م""]},{""position"":2,""characters"":[""ا"",""ج"",""ر""]},{""position"":1,""characters"":[""ر"",""م"",""ي""]},{""position"":0,""characters"":[""ح""]}]","false","true","false","3","3","arc-support","SUPPORTED_SMALL_DOMAIN","4","3","3","4","3","3","[]","[""حياة""]","75","false","false","false"
