"headwordIndex","english","referenceArabic","referenceScore","orderScore","englishLength","arabicLengths","englishLengthScore","arabicLengthScore","englishPatterns","arabicPatterns","diagnosticGapScore","finalSelectionScore","oldStatus","initialStatus","finalStatus","reason","headwords","relationships","headwordStatus","relationshipStatus","register","allowedEnToAr","allowedArToEn","preferredEnToAr","preferredArToEn","restrictedEnToAr","restrictedArToEn","allowedNonpreferredArToEn","posAssignments","unresolvedPos","senseAssignments","multiword"
"2854","INK","حبر","100","65.74603570982644","3","[3,5]","18","8","[""I??""]","[]","29","194.74603570982646","review","approved","approved","Selected general vocabulary. Approval requires at least one approved MSA relationship; an unsuitable translation alone does not reject the headword.","1","2","{""approved"":1}","{""approved"":2}","{""msa"":2}","2","2","1","1","0","0","1","2","0","0","0"
"2315","TAG","وسم","100","68.43800724185292","3","[3]","18","8","[]","[]","26","194.43800724185292","review","approved","approved","Selected general vocabulary. Approval requires at least one approved MSA relationship; an unsuitable translation alone does not reject the headword.","1","2","{""approved"":1}","{""review"":1,""approved"":1}","{""uncertain"":1,""msa"":1}","1","1","1","1","0","0","0","2","0","0","0"
"2317","MIX","مزيج","100","68.42801847921089","3","[4,6]","18","8","[]","[]","26","194.4280184792109","review","approved","approved","Selected general vocabulary. Approval requires at least one approved MSA relationship; an unsuitable translation alone does not reject the headword.","1","3","{""approved"":1}","{""review"":1,""approved"":2}","{""uncertain"":1,""msa"":2}","2","2","1","1","0","0","1","3","0","0","0"
"2324","FIX","إصلاح","100","68.39305780996379","3","[4,5]","18","8","[]","[]","26","194.3930578099638","review","approved","approved","Selected general vocabulary. Approval requires at least one approved MSA relationship; an unsuitable translation alone does not reject the headword.","1","3","{""approved"":1}","{""review"":2,""approved"":1}","{""msa"":3}","1","1","1","1","0","0","0","3","0","0","0"
"3046","ARM","ذراع","100","64.78711449619178","3","[4,5,6]","18","8","[""A?M""]","[]","29","193.78711449619178","review","approved","approved","Selected general vocabulary. Approval requires at least one approved MSA relationship; an unsuitable translation alone does not reject the headword.","1","3","{""approved"":1}","{""approved"":2,""review"":1}","{""msa"":3}","2","2","1","1","0","0","1","3","0","0","0"
"2490","WON","فاز","100","67.56399051067548","3","[3]","18","8","[]","[]","26","193.56399051067547","review","approved","approved","Selected general vocabulary. Approval requires at least one approved MSA relationship; an unsuitable translation alone does not reject the headword.","1","2","{""approved"":1}","{""approved"":1,""review"":1}","{""msa"":1,""uncertain"":1}","1","1","1","1","0","0","0","1","1","0","0"
"2609","TIP","نصيحة","100","66.96965913347485","3","[3,5]","18","8","[]","[]","26","192.96965913347486","review","approved","approved","Selected general vocabulary. Approval requires at least one approved MSA relationship; an unsuitable translation alone does not reject the headword.","1","2","{""approved"":1}","{""approved"":1,""review"":1}","{""msa"":1,""uncertain"":1}","1","1","1","1","0","0","0","2","0","0","0"
"2648","FLY","يطير","100","66.7748782619553","3","[4,5]","18","8","[]","[]","26","192.77487826195528","review","approved","approved","Selected general vocabulary. Approval requires at least one approved MSA relationship; an unsuitable translation alone does not reject the headword.","1","2","{""approved"":1}","{""approved"":2}","{""msa"":2}","2","2","2","2","0","0","0","2","0","2","0"
"2687","HEY","مرحباً","100","66.58009739043577","3","[2,3,5]","18","8","[]","[]","26","192.58009739043575","review","approved","approved","Selected general vocabulary. Approval requires at least one approved MSA relationship; an unsuitable translation alone does not reject the headword.","1","4","{""approved"":1}","{""review"":3,""approved"":1}","{""uncertain"":2,""msa"":2}","1","1","1","1","0","0","0","4","0","0","0"
"2701","TEA","شاي","100","66.51017605194157","3","[3,5]","18","8","[]","[]","26","192.51017605194158","review","approved","approved","Selected general vocabulary. Approval requires at least one approved MSA relationship; an unsuitable translation alone does not reject the headword.","1","3","{""approved"":1}","{""approved"":2,""review"":1}","{""msa"":3}","2","2","1","1","0","0","1","3","0","0","0"
"2733","TOY","لعبة","100","66.35035584966913","3","[4]","18","8","[]","[]","26","192.35035584966914","review","approved","approved","Selected general vocabulary. Approval requires at least one approved MSA relationship; an unsuitable translation alone does not reject the headword.","1","1","{""approved"":1}","{""approved"":1}","{""msa"":1}","1","1","1","1","0","0","0","1","0","0","0"
"2742","HIP","الورك","100","66.30540641777999","3","[3,5]","18","8","[]","[]","26","192.30540641777998","review","approved","approved","Selected general vocabulary. Approval requires at least one approved MSA relationship; an unsuitable translation alone does not reject the headword.","1","3","{""approved"":1}","{""approved"":2,""review"":1}","{""msa"":2,""uncertain"":1}","2","2","1","1","0","0","1","3","0","0","0"
"2765","DOT","دوت","100","66.19053564739667","3","[3,4]","18","8","[]","[]","26","192.19053564739667","review","approved","approved","Selected general vocabulary. Approval requires at least one approved MSA relationship; an unsuitable translation alone does not reject the headword.","1","2","{""approved"":1}","{""approved"":1,""review"":1}","{""msa"":1,""uncertain"":1}","1","1","1","1","0","0","0","2","0","0","0"
"2811","DON","دون","100","65.96079410663003","3","[3,5]","18","8","[]","[]","26","191.96079410663003","review","approved","approved","Selected general vocabulary. Approval requires at least one approved MSA relationship; an unsuitable translation alone does not reject the headword.","1","2","{""approved"":1}","{""review"":1,""approved"":1}","{""uncertain"":1,""msa"":1}","1","1","1","1","0","0","0","1","1","0","0"
"1838","MET","التقى","100","70.82032713197653","3","[5,6]","18","0","[""T?M""]","[]","21","191.8203271319765","review","approved","approved","Selected general vocabulary. Approval requires at least one approved MSA relationship; an unsuitable translation alone does not reject the headword.","1","4","{""approved"":1}","{""approved"":4}","{""msa"":4}","4","4","1","1","0","0","3","4","0","0","0"
"2891","PIN","دبوس","100","65.56124360094893","3","[4,6,7]","18","8","[]","[]","26","191.56124360094893","review","approved","approved","Selected general vocabulary. Approval requires at least one approved MSA relationship; an unsuitable translation alone does not reject the headword.","1","3","{""approved"":1}","{""approved"":2,""review"":1}","{""msa"":3}","2","2","1","1","0","0","1","3","0","0","0"
"2899","RAW","الخام","100","65.52128855038082","3","[3,4,5]","18","8","[]","[]","26","191.5212885503808","review","approved","approved","Selected general vocabulary. Approval requires at least one approved MSA relationship; an unsuitable translation alone does not reject the headword.","1","3","{""approved"":1}","{""approved"":3}","{""msa"":3}","3","3","1","1","0","0","2","3","0","0","0"
"1900","CONTINUED","تابع","100","70.51067549007367","9","[4]","10","8","[""?EU??????""]","[]","21","191.51067549007365","review","approved","approved","Selected general vocabulary. Approval requires at least one approved MSA relationship; an unsuitable translation alone does not reject the headword.","1","1","{""approved"":1}","{""approved"":1}","{""msa"":1}","1","1","1","1","0","0","0","1","0","0","0"
"1928","HIMSELF","نفسه","100","70.37083281308527","7","[4]","10","8","[""F?E????""]","[]","21","191.37083281308526","review","approved","approved","Selected general vocabulary. Approval requires at least one approved MSA relationship; an unsuitable translation alone does not reject the headword.","1","1","{""approved"":1}","{""approved"":1}","{""msa"":1}","1","1","1","1","0","0","0","1","0","0","0"
"1936","GUARANTEE","ضمان","100","70.33087776251718","9","[4,6,7]","10","8","[""?U??A????""]","[]","21","191.33087776251716","review","approved","approved","Selected general vocabulary. Approval requires at least one approved MSA relationship; an unsuitable translation alone does not reject the headword.","1","3","{""approved"":1}","{""approved"":3}","{""msa"":3}","3","3","1","1","0","0","2","3","0","0","0"
"2963","HAT","قبعة","100","65.20164814583593","3","[4,6]","18","8","[]","[]","26","191.20164814583592","review","approved","approved","Selected general vocabulary. Approval requires at least one approved MSA relationship; an unsuitable translation alone does not reject the headword.","1","2","{""approved"":1}","{""approved"":2}","{""msa"":2}","2","2","1","1","0","0","1","2","0","0","0"
"1965","FREEDOM","الحرية","100","70.18604070420777","7","[4,6]","10","8","[""F?E????""]","[]","21","191.18604070420776","review","approved","approved","Selected general vocabulary. Approval requires at least one approved MSA relationship; an unsuitable translation alone does not reject the headword.","1","2","{""approved"":1}","{""approved"":2}","{""msa"":2}","2","2","1","1","0","0","1","2","0","0","0"
"1980","THOUSANDS","آلاف","100","70.11112498439256","9","[4,6]","10","8","[""????S?N??""]","[]","21","191.11112498439257","review","approved","approved","Selected general vocabulary. Approval requires at least one approved MSA relationship; an unsuitable translation alone does not reject the headword.","1","3","{""approved"":1}","{""review"":2,""approved"":1}","{""msa"":3}","1","1","1","1","0","0","0","3","0","0","0"
"1985","EASTERN","الشرقية","100","70.08615307778749","7","[3,4,5,7]","10","8","[""EA?????""]","[]","21","191.0861530777875","review","approved","approved","Selected general vocabulary. Approval requires at least one approved MSA relationship; an unsuitable translation alone does not reject the headword.","1","4","{""approved"":1}","{""approved"":3,""review"":1}","{""msa"":4}","3","3","1","1","0","0","2","4","0","0","0"
"3024","WET","رطب","100","64.8969908852541","3","[3,5]","18","8","[]","[]","26","190.8969908852541","review","approved","approved","Selected general vocabulary. Approval requires at least one approved MSA relationship; an unsuitable translation alone does not reject the headword.","1","2","{""approved"":1}","{""approved"":2}","{""msa"":2}","2","2","1","1","0","0","1","2","0","0","0"
"3437","SIR","سيدي","100","62.834311399675364","3","[3,4]","18","8","[]","[""ري?""]","28","190.83431139967536","review","approved","approved","Selected general vocabulary. Approval requires at least one approved MSA relationship; an unsuitable translation alone does not reject the headword.","1","3","{""approved"":1}","{""review"":2,""approved"":1}","{""uncertain"":1,""msa"":2}","1","1","1","1","0","0","0","3","0","0","0"
"3038","FOX","الثعلب","100","64.82706954675989","3","[4,6]","18","8","[]","[]","26","190.8270695467599","review","approved","approved","Selected general vocabulary. Approval requires at least one approved MSA relationship; an unsuitable translation alone does not reject the headword.","1","3","{""approved"":1}","{""approved"":2,""review"":1}","{""msa"":2,""uncertain"":1}","2","2","1","1","0","0","1","3","0","0","0"
"2038","COMPREHENSIVE","شامل","100","69.82145086777376","13","[4,5]","10","8","[""??M??????????""]","[]","21","190.82145086777376","review","approved","approved","Selected general vocabulary. Approval requires at least one approved MSA relationship; an unsuitable translation alone does not reject the headword.","1","2","{""approved"":1}","{""approved"":2}","{""msa"":2}","2","2","1","1","0","0","1","2","0","0","0"
"2099","ELEMENT","عنصر","100","69.51679360719191","7","[4,6]","10","8","[""T?????E""]","[]","21","190.51679360719191","review","approved","approved","Selected general vocabulary. Approval requires at least one approved MSA relationship; an unsuitable translation alone does not reject the headword.","1","2","{""approved"":1}","{""approved"":2}","{""msa"":2}","2","2","1","1","0","0","1","2","0","0","0"
"2229","THEATRE","المسرح المسرحي","100","68.86752403546011","7","[4,6,13]","10","8","[""T?????E""]","[]","21","189.86752403546012","review","approved","approved","Selected general vocabulary. Approval requires at least one approved MSA relationship; an unsuitable translation alone does not reject the headword.","1","3","{""approved"":1}","{""approved"":2,""review"":1}","{""msa"":3}","2","2","1","1","1","1","1","3","0","0","1"
"3244","KID","طفل","100","63.798226994631044","3","[3]","18","8","[]","[]","26","189.79822699463105","review","approved","approved","Selected general vocabulary. Approval requires at least one approved MSA relationship; an unsuitable translation alone does not reject the headword.","1","1","{""approved"":1}","{""approved"":1}","{""msa"":1}","1","1","1","1","0","0","0","1","0","0","0"
"3265","PAN","عموم","100","63.69334498688975","3","[3,4]","18","8","[]","[]","26","189.69334498688974","review","review","review","Selected general vocabulary. Approval requires at least one approved MSA relationship; an unsuitable translation alone does not reject the headword.","1","2","{""review"":1}","{""review"":2}","{""uncertain"":1,""msa"":1}","0","0","0","0","0","0","0","0","2","0","0"
"1666","COMPLEX","مجمع","100","71.67936071919091","7","[4]","10","8","[]","[]","18","189.67936071919092","review","approved","approved","Selected general vocabulary. Approval requires at least one approved MSA relationship; an unsuitable translation alone does not reject the headword.","1","1","{""approved"":1}","{""approved"":1}","{""msa"":1}","1","1","1","1","0","0","0","1","0","1","0"
"1671","PRESENTED","عرض","100","71.65438881258584","9","[3]","10","8","[]","[]","18","189.65438881258584","review","approved","approved","Selected general vocabulary. Approval requires at least one approved MSA relationship; an unsuitable translation alone does not reject the headword.","1","1","{""approved"":1}","{""approved"":1}","{""msa"":1}","1","1","1","1","0","0","0","1","0","0","0"
"1686","HIGHEST","أعلى","100","71.57947309277064","7","[4]","10","8","[]","[]","18","189.57947309277063","review","approved","approved","Selected general vocabulary. Approval requires at least one approved MSA relationship; an unsuitable translation alone does not reject the headword.","1","1","{""approved"":1}","{""approved"":1}","{""msa"":1}","1","1","1","1","0","0","0","1","0","0","0"
"1687","HELPFUL","مفيدة","100","71.57447871144961","7","[4,5]","10","8","[]","[]","18","189.57447871144961","review","approved","approved","Selected general vocabulary. Approval requires at least one approved MSA relationship; an unsuitable translation alone does not reject the headword.","1","2","{""approved"":1}","{""approved"":2}","{""msa"":2}","2","2","1","1","0","0","1","2","0","0","0"
"1688","MONTHLY","شهريا","100","71.5694843301286","7","[4,5,6,7]","10","8","[]","[]","18","189.5694843301286","review","approved","approved","Selected general vocabulary. Approval requires at least one approved MSA relationship; an unsuitable translation alone does not reject the headword.","1","5","{""approved"":1}","{""approved"":5}","{""msa"":5}","5","5","2","2","0","0","3","5","0","0","0"
"1707","CHANGED","غيرت","100","71.47459108502935","7","[4,5]","10","8","[]","[]","18","189.47459108502935","review","approved","approved","Selected general vocabulary. Approval requires at least one approved MSA relationship; an unsuitable translation alone does not reject the headword.","1","3","{""approved"":1}","{""approved"":3}","{""msa"":3}","3","3","1","1","0","0","2","3","0","0","0"
"1708","PET","الحيوانات الأليفة","100","71.46959670370832","3","[16]","18","0","[]","[]","18","189.4695967037083","review","review","review","Selected general vocabulary. Approval requires at least one approved MSA relationship; an unsuitable translation alone does not reject the headword.","1","1","{""review"":1}","{""review"":1}","{""msa"":1}","0","0","0","0","0","0","0","1","0","0","1"
"1716","RUSSIAN","الروسية","100","71.42964165314021","7","[4,5,6,7]","10","8","[]","[]","18","189.4296416531402","review","approved","approved","Selected general vocabulary. Approval requires at least one approved MSA relationship; an unsuitable translation alone does not reject the headword.","1","5","{""approved"":1}","{""approved"":4,""rejected"":1}","{""msa"":5}","4","4","1","1","1","1","3","5","0","1","0"
"1724","CONNECT","الاتصال","100","71.38968660257211","7","[3,5,7]","10","8","[]","[]","18","189.3896866025721","review","approved","approved","Selected general vocabulary. Approval requires at least one approved MSA relationship; an unsuitable translation alone does not reject the headword.","1","5","{""approved"":1}","{""approved"":3,""review"":2}","{""msa"":5}","3","3","1","1","0","0","2","5","0","0","0"
"1729","APPLIED","مطبق","100","71.36471469596704","7","[4]","10","8","[]","[]","18","189.36471469596705","review","approved","approved","Selected general vocabulary. Approval requires at least one approved MSA relationship; an unsuitable translation alone does not reject the headword.","1","3","{""approved"":1}","{""approved"":2,""review"":1}","{""msa"":3}","2","2","1","1","0","0","1","3","0","0","0"
"1732","DESCRIBED","وصف","100","71.349731552004","9","[3,4]","10","8","[]","[]","18","189.34973155200402","review","approved","approved","Selected general vocabulary. Approval requires at least one approved MSA relationship; an unsuitable translation alone does not reject the headword.","1","2","{""approved"":1}","{""approved"":2}","{""msa"":2}","2","2","1","1","0","0","1","2","0","0","0"
"1739","ADVANCE","سلفة","100","71.3147708827569","7","[4,5,7]","10","8","[]","[]","18","189.3147708827569","review","approved","approved","Selected general vocabulary. Approval requires at least one approved MSA relationship; an unsuitable translation alone does not reject the headword.","1","5","{""approved"":1}","{""review"":1,""approved"":4}","{""msa"":5}","4","4","2","2","0","0","2","5","0","4","0"
"1743","AUCTION","مزاد علني","100","71.29479335747284","7","[4,6,8]","10","8","[]","[]","18","189.29479335747283","review","approved","approved","Selected general vocabulary. Approval requires at least one approved MSA relationship; an unsuitable translation alone does not reject the headword.","1","3","{""approved"":1}","{""approved"":3}","{""msa"":3}","3","3","1","1","0","0","2","3","0","0","1"
"1748","ALLOWED","مسموح","100","71.26982145086777","7","[3,5,7]","10","8","[]","[]","18","189.26982145086777","review","approved","approved","Selected general vocabulary. Approval requires at least one approved MSA relationship; an unsuitable translation alone does not reject the headword.","1","3","{""approved"":1}","{""approved"":3}","{""msa"":3}","3","3","1","1","0","0","2","3","0","0","0"
"1749","CORRECT","صحيح","100","71.26482706954677","7","[3,4]","10","8","[]","[]","18","189.26482706954675","review","approved","approved","Selected general vocabulary. Approval requires at least one approved MSA relationship; an unsuitable translation alone does not reject the headword.","1","2","{""approved"":1}","{""approved"":2}","{""msa"":2}","2","2","2","2","0","0","0","2","0","2","0"
"1752","SELLING","بيع","100","71.24984392558372","7","[3,4,5]","10","8","[]","[]","18","189.24984392558372","review","approved","approved","Selected general vocabulary. Approval requires at least one approved MSA relationship; an unsuitable translation alone does not reject the headword.","1","3","{""approved"":1}","{""approved"":3}","{""msa"":3}","3","3","1","1","0","0","2","3","0","0","0"
"1775","FASHION","الموضة","100","71.1349731552004","7","[4,5,6,7]","10","8","[]","[]","18","189.13497315520038","review","approved","approved","Selected general vocabulary. Approval requires at least one approved MSA relationship; an unsuitable translation alone does not reject the headword.","1","4","{""approved"":1}","{""review"":2,""approved"":2}","{""msa"":4}","2","2","1","1","0","0","1","4","0","0","0"
"1779","MONITOR","مراقب","100","71.11499562991634","7","[3,5,6]","10","8","[]","[]","18","189.11499562991634","review","approved","approved","Selected general vocabulary. Approval requires at least one approved MSA relationship; an unsuitable translation alone does not reject the headword.","1","3","{""approved"":1}","{""approved"":3}","{""msa"":3}","3","3","1","1","0","0","2","3","0","3","0"
"1794","DISCUSS","مناقشة","100","71.04007991010113","7","[4,5,6]","10","8","[]","[]","18","189.04007991010113","review","approved","approved","Selected general vocabulary. Approval requires at least one approved MSA relationship; an unsuitable translation alone does not reject the headword.","1","4","{""approved"":1}","{""approved"":4}","{""msa"":4}","4","4","1","1","0","0","3","4","0","0","0"
"1815","LEATHER","الجلود","100","70.93519790235985","7","[3,5,6]","10","8","[]","[]","18","188.93519790235985","review","approved","approved","Selected general vocabulary. Approval requires at least one approved MSA relationship; an unsuitable translation alone does not reject the headword.","1","4","{""approved"":1}","{""approved"":3,""review"":1}","{""msa"":4}","3","3","1","1","0","0","2","4","0","0","0"
"1820","PATIENT","المريض","100","70.91022599575479","7","[4,6,7]","10","8","[]","[]","18","188.9102259957548","review","approved","approved","Selected general vocabulary. Approval requires at least one approved MSA relationship; an unsuitable translation alone does not reject the headword.","1","4","{""approved"":1}","{""approved"":4}","{""msa"":4}","4","4","2","2","0","0","2","4","0","4","0"
"3025","CIRCUMSTANCES","الظروف","100","64.89199650393307","13","[4,6]","10","8","[""??C??????????"",""??R??????????""]","[]","24","188.89199650393306","review","approved","approved","Selected general vocabulary. Approval requires at least one approved MSA relationship; an unsuitable translation alone does not reject the headword.","1","2","{""approved"":1}","{""approved"":2}","{""msa"":2}","2","2","1","1","0","0","1","2","0","0","0"
"1827","PERHAPS","ربما","100","70.87526532650769","7","[4]","10","8","[]","[]","18","188.8752653265077","review","approved","approved","Selected general vocabulary. Approval requires at least one approved MSA relationship; an unsuitable translation alone does not reject the headword.","1","1","{""approved"":1}","{""approved"":1}","{""msa"":1}","1","1","1","1","0","0","0","1","0","0","0"
"1829","DIFFICULT","صعب","100","70.86527656386565","9","[3,4]","10","8","[]","[]","18","188.86527656386565","review","approved","approved","Selected general vocabulary. Approval requires at least one approved MSA relationship; an unsuitable translation alone does not reject the headword.","1","2","{""approved"":1}","{""approved"":2}","{""msa"":2}","2","2","1","1","0","0","1","2","0","0","0"
"1831","SATELLITE","ساتل","100","70.85528780122362","9","[4,6,7]","10","8","[]","[]","18","188.85528780122362","review","approved","approved","Selected general vocabulary. Approval requires at least one approved MSA relationship; an unsuitable translation alone does not reject the headword.","1","3","{""approved"":1}","{""approved"":2,""review"":1}","{""msa"":3}","2","2","1","1","0","0","1","3","0","0","0"
"1834","VILLAGE","قرية","100","70.84030465726057","7","[4,6]","10","8","[]","[]","18","188.84030465726056","review","approved","approved","Selected general vocabulary. Approval requires at least one approved MSA relationship; an unsuitable translation alone does not reject the headword.","1","2","{""approved"":1}","{""approved"":2}","{""msa"":2}","2","2","1","1","0","0","1","2","0","0","0"
"1836","AMATEUR","الهواة","100","70.83031589461855","7","[3,5,6]","10","8","[]","[]","18","188.83031589461854","review","approved","approved","Selected general vocabulary. Approval requires at least one approved MSA relationship; an unsuitable translation alone does not reject the headword.","1","3","{""approved"":1}","{""approved"":2,""review"":1}","{""msa"":3}","2","2","1","1","0","0","1","3","0","0","0"
"1861","BALANCE","الرصيد","100","70.7054563615932","7","[4,5,6,7]","10","8","[]","[]","18","188.7054563615932","review","approved","approved","Selected general vocabulary. Approval requires at least one approved MSA relationship; an unsuitable translation alone does not reject the headword.","1","5","{""approved"":1}","{""approved"":5}","{""msa"":5}","5","5","1","1","0","0","4","5","0","5","0"
"1864","REPLIES","الردود","100","70.69047321763017","7","[4,6]","10","8","[]","[]","18","188.69047321763017","review","approved","approved","Selected general vocabulary. Approval requires at least one approved MSA relationship; an unsuitable translation alone does not reject the headword.","1","2","{""approved"":1}","{""approved"":2}","{""msa"":2}","2","2","1","1","0","0","1","2","0","0","0"
"1871","RECOMMEND","يوصي","100","70.65551254838307","9","[4,5]","10","8","[]","[]","18","188.65551254838306","review","approved","approved","Selected general vocabulary. Approval requires at least one approved MSA relationship; an unsuitable translation alone does not reject the headword.","1","3","{""approved"":1}","{""approved"":3}","{""msa"":3}","3","3","1","1","0","0","2","3","0","0","0"
"3474","SPY","جاسوس","100","62.649519290797855","3","[4,5,6,7]","18","8","[]","[]","26","188.64951929079785","review","approved","approved","Selected general vocabulary. Approval requires at least one approved MSA relationship; an unsuitable translation alone does not reject the headword.","1","4","{""approved"":1}","{""approved"":4}","{""msa"":4}","4","4","2","2","0","0","2","4","0","4","0"
"1891","FANTASY","الخيال","100","70.55562492196279","7","[4,6]","10","8","[]","[]","18","188.5556249219628","review","approved","approved","Selected general vocabulary. Approval requires at least one approved MSA relationship; an unsuitable translation alone does not reject the headword.","1","2","{""approved"":1}","{""approved"":2}","{""msa"":2}","2","2","1","1","0","0","1","2","0","0","0"
"1892","LETTERS","حروف","100","70.55063054064178","7","[4,5,6,7]","10","8","[]","[]","18","188.55063054064178","review","approved","approved","Selected general vocabulary. Approval requires at least one approved MSA relationship; an unsuitable translation alone does not reject the headword.","1","6","{""approved"":1}","{""review"":2,""approved"":4}","{""msa"":6}","4","4","1","1","0","0","3","6","0","4","0"
"1895","CONTEXT","السياق","100","70.53564739667874","7","[4,6]","10","8","[]","[]","18","188.53564739667874","review","approved","approved","Selected general vocabulary. Approval requires at least one approved MSA relationship; an unsuitable translation alone does not reject the headword.","1","2","{""approved"":1}","{""approved"":2}","{""msa"":2}","2","2","1","1","0","0","1","2","0","0","0"
"3505","SIT","الجلوس","100","62.494693469846425","3","[4,6]","18","8","[]","[]","26","188.49469346984642","review","approved","approved","Selected general vocabulary. Approval requires at least one approved MSA relationship; an unsuitable translation alone does not reject the headword.","1","2","{""approved"":1}","{""approved"":2}","{""msa"":2}","2","2","1","1","0","0","1","2","0","0","0"
"3509","WOW","نجاح باهر","100","62.47471594456236","3","[3,8]","18","8","[]","[]","26","188.47471594456238","review","review","review","Selected general vocabulary. Approval requires at least one approved MSA relationship; an unsuitable translation alone does not reject the headword.","1","2","{""review"":1}","{""review"":2}","{""uncertain"":1,""msa"":1}","0","0","0","0","1","1","0","2","0","0","1"
"1927","BROUGHT","أحضر","100","70.3758271944063","7","[4,5]","10","8","[]","[]","18","188.3758271944063","review","approved","approved","Selected general vocabulary. Approval requires at least one approved MSA relationship; an unsuitable translation alone does not reject the headword.","1","3","{""approved"":1}","{""approved"":2,""review"":1}","{""msa"":3}","2","2","1","1","0","0","1","3","0","0","0"
"1930","COMPONENT","العنصر","100","70.36084405044325","9","[4,6]","10","8","[]","[]","18","188.36084405044323","review","approved","approved","Selected general vocabulary. Approval requires at least one approved MSA relationship; an unsuitable translation alone does not reject the headword.","1","4","{""approved"":1}","{""approved"":4}","{""msa"":4}","4","4","1","1","0","0","3","4","0","0","0"
