"headwordIndex","translationIndex","english","original","status","register","confidence","allowedForEnToAr","allowedForArToEn","preferredForEnToAr","preferredForArToEn","partOfSpeech","reasonCode","reason","reviewer","sources","sourceId","referenceArabic","referenceConflict","sense"
"1832","1","FIT","تناسب","approved","msa","high","true","true","true","true","verb","natural-preferred","FIT — تناسب (match in size): Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","1832:1","تناسب","false","match in size"
"2572","0","EAT","كلوا","approved","msa","high","true","true","false","false","verb","valid-alternative","EAT — كلوا: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","2572:0","تناول الطعام","false",""
"2572","1","EAT","اكل","review","msa","medium","","","","","verb","orthography-review","EAT — اكل: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","2572:1","تناول الطعام","false",""
"2572","2","EAT","كلي","approved","msa","high","true","true","false","false","verb","valid-alternative","EAT — كلي: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","2572:2","تناول الطعام","false",""
"2572","3","EAT","كل","approved","msa","high","true","true","false","false","verb","valid-alternative","EAT — كل: كل is the unvocalized MSA imperative كُل. Other readings do not invalidate this verb relationship.","AI-assisted linguistic review","[]","2572:3","تناول الطعام","false",""
"2572","4","EAT","تناول الطعام","approved","msa","high","true","true","true","true","verb","natural-preferred","EAT — تناول الطعام: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","2572:4","تناول الطعام","false",""
"2572","5","EAT","ياكل","review","msa","medium","","","","","verb","orthography-review","EAT — ياكل: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","2572:5","تناول الطعام","false",""
"2595","0","AIM","التصويب","approved","msa","high","true","true","false","false","noun","valid-alternative","AIM — التصويب (directing a weapon): Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","2595:0","الهدف","false","directing a weapon"
"2595","1","AIM","الهدف","approved","msa","high","true","true","false","false","noun","valid-alternative","AIM — الهدف (purpose): Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","2595:1","الهدف","false","purpose"
"2595","2","AIM","هدف","approved","msa","high","true","true","true","true","noun","natural-preferred","AIM — هدف (purpose): Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","2595:2","الهدف","false","purpose"
"2710","0","SKY","السما","review","msa","medium","","","","","uncertain","orthography-review","SKY — السما: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","2710:0","السماء","false",""
"2710","1","SKY","سماء","approved","msa","high","true","true","true","true","noun","natural-preferred","SKY — سماء: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","2710:1","السماء","false",""
"2710","2","SKY","سكاي","review","uncertain","medium","","","","","noun","register-review","SKY — سكاي: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","2710:2","السماء","false",""
"2710","3","SKY","السماء","approved","msa","high","true","true","false","false","noun","valid-alternative","SKY — السماء: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","2710:3","السماء","false",""
"2854","0","INK","الحبر","approved","msa","high","true","true","false","false","noun","valid-alternative","INK — الحبر: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","2854:0","حبر","false",""
"2854","1","INK","حبر","approved","msa","high","true","true","true","true","noun","natural-preferred","INK — حبر: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","2854:1","حبر","false",""
"2315","0","TAG","تاغ","review","uncertain","medium","","","","","noun","register-review","TAG — تاغ: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","2315:0","وسم","false",""
"2315","1","TAG","وسم","approved","msa","high","true","true","true","true","noun","natural-preferred","TAG — وسم: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","2315:1","وسم","false",""
"2317","0","MIX","ميكس","review","uncertain","medium","","","","","noun","register-review","MIX — ميكس: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","2317:0","مزيج","false",""
"2317","1","MIX","المزيج","approved","msa","high","true","true","false","false","noun","valid-alternative","MIX — المزيج: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","2317:1","مزيج","false",""
"2317","2","MIX","مزيج","approved","msa","high","true","true","true","true","noun","natural-preferred","MIX — مزيج: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","2317:2","مزيج","false",""
"2324","0","FIX","اصلاح","review","msa","medium","","","","","verb","orthography-review","FIX — اصلاح: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","2324:0","إصلاح","false",""
"2324","1","FIX","اصلح","review","msa","medium","","","","","verb","orthography-review","FIX — اصلح: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","2324:1","إصلاح","false",""
"2324","2","FIX","إصلاح","approved","msa","high","true","true","true","true","verb","natural-preferred","FIX — إصلاح: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","2324:2","إصلاح","false",""
"3046","0","ARM","ذراع","approved","msa","high","true","true","true","true","noun","natural-preferred","ARM — ذراع: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","3046:0","ذراع","false",""
"3046","1","ARM","الذراع","approved","msa","high","true","true","false","false","noun","valid-alternative","ARM — الذراع: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","3046:1","ذراع","false",""
"3046","2","ARM","بذراع","review","msa","medium","","","","","noun","construction-or-sense-review","ARM — بذراع: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","3046:2","ذراع","false",""
"2490","0","WON","فاز","approved","msa","high","true","true","true","true","verb","natural-preferred","WON — فاز: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","2490:0","فاز","false",""
"2490","1","WON","وون","review","uncertain","medium","","","","","uncertain","register-review","WON — وون: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","2490:1","فاز","false",""
"2609","0","TIP","نصيحة","approved","msa","high","true","true","true","true","noun","natural-preferred","TIP — نصيحة: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","2609:0","نصيحة","false",""
"2609","1","TIP","تيب","review","uncertain","medium","","","","","noun","register-review","TIP — تيب: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","2609:1","نصيحة","false",""
"2648","0","FLY","ذبابة","approved","msa","high","true","true","true","true","noun","natural-preferred","FLY — ذبابة (insect): Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","2648:0","يطير","false","insect"
"2648","1","FLY","يطير","approved","msa","high","true","true","true","true","verb","natural-preferred","FLY — يطير (move through air): Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","2648:1","يطير","false","move through air"
"2687","0","HEY","هيه","review","uncertain","medium","","","","","interjection","register-review","HEY — هيه: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","2687:0","مرحباً","false",""
"2687","1","HEY","يا","review","msa","medium","","","","","interjection","construction-or-sense-review","HEY — يا: يا normally introduces a vocative; the isolated interjection relationship needs context.","AI-assisted linguistic review","[]","2687:1","مرحباً","false",""
"2687","2","HEY","مرحبا","approved","msa","high","true","true","true","true","interjection","natural-preferred","HEY — مرحبا: مرحبا is a natural greeting equivalent; the different literal wording is not a semantic error.","AI-assisted linguistic review","[]","2687:2","مرحباً","false",""
"2687","3","HEY","هاي","review","uncertain","medium","","","","","interjection","register-review","HEY — هاي: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","2687:3","مرحباً","false",""
"2701","0","TEA","شاي","approved","msa","high","true","true","true","true","noun","natural-preferred","TEA — شاي: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","2701:0","شاي","false",""
"2701","1","TEA","الشاي","approved","msa","high","true","true","false","false","noun","valid-alternative","TEA — الشاي: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","2701:1","شاي","false",""
"2701","2","TEA","شاى","review","msa","medium","","","","","noun","orthography-review","TEA — شاى: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","2701:2","شاي","false",""
"2733","0","TOY","لعبة","approved","msa","high","true","true","true","true","noun","natural-preferred","TOY — لعبة: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","2733:0","لعبة","false",""
"2742","0","HIP","ورك","approved","msa","high","true","true","true","true","noun","natural-preferred","HIP — ورك: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","2742:0","الورك","false",""
"2742","1","HIP","الورك","approved","msa","high","true","true","false","false","noun","valid-alternative","HIP — الورك: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","2742:1","الورك","false",""
"2742","2","HIP","هيب","review","uncertain","medium","","","","","noun","register-review","HIP — هيب: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","2742:2","الورك","false",""
"2765","0","DOT","نقطة","approved","msa","high","true","true","true","true","noun","natural-preferred","DOT — نقطة: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","2765:0","دوت","false",""
"2765","1","DOT","دوت","review","uncertain","medium","","","","","noun","register-review","DOT — دوت: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","2765:1","دوت","true",""
"2811","0","DON","دون","review","uncertain","medium","","","","","uncertain","register-review","DON — دون: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","2811:0","دون","true",""
"2811","1","DON","يرتدي","approved","msa","high","true","true","true","true","verb","natural-preferred","DON — يرتدي: يرتدي represents the ordinary lexical verb put on clothing, independently of the name/title homograph.","AI-assisted linguistic review","[]","2811:1","دون","false",""
"1838","0","MET","قابلت","approved","msa","high","true","true","false","false","verb","valid-alternative","MET — قابلت: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","1838:0","التقى","false",""
"1838","1","MET","اجتمعت","approved","msa","high","true","true","false","false","verb","valid-alternative","MET — اجتمعت: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","1838:1","التقى","false",""
"1838","2","MET","اجتمع","approved","msa","high","true","true","false","false","verb","valid-alternative","MET — اجتمع: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","1838:2","التقى","false",""
"1838","3","MET","التقى","approved","msa","high","true","true","true","true","verb","natural-preferred","MET — التقى: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","1838:3","التقى","false",""
"2891","0","PIN","الدبوس","approved","msa","high","true","true","false","false","noun","valid-alternative","PIN — الدبوس: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","2891:0","دبوس","false",""
"2891","1","PIN","دبوس","approved","msa","high","true","true","true","true","noun","natural-preferred","PIN — دبوس: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","2891:1","دبوس","false",""
"2891","2","PIN","المسمار","review","msa","medium","","","","","noun","construction-or-sense-review","PIN — المسمار: المسمار often means nail/screw; a specialized pin sense needs support before learner approval.","AI-assisted linguistic review","[]","2891:2","دبوس","false",""
"2899","0","RAW","الخام","approved","msa","high","true","true","false","false","adjective","valid-alternative","RAW — الخام: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","2899:0","الخام","false",""
"2899","1","RAW","خام","approved","msa","high","true","true","true","true","adjective","natural-preferred","RAW — خام: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","2899:1","الخام","false",""
"2899","2","RAW","نيئة","approved","msa","high","true","true","false","false","adjective","valid-alternative","RAW — نيئة: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","2899:2","الخام","false",""
"1900","0","CONTINUED","تابع","approved","msa","high","true","true","true","true","verb","natural-preferred","CONTINUED — تابع: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","1900:0","تابع","false",""
"1928","0","HIMSELF","نفسه","approved","msa","high","true","true","true","true","pronoun","natural-preferred","HIMSELF — نفسه: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","1928:0","نفسه","false",""
"1936","0","GUARANTEE","الضمانة","approved","msa","high","true","true","false","false","noun","valid-alternative","GUARANTEE — الضمانة: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","1936:0","ضمان","false",""
"1936","1","GUARANTEE","الضمان","approved","msa","high","true","true","false","false","noun","valid-alternative","GUARANTEE — الضمان: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","1936:1","ضمان","false",""
"1936","2","GUARANTEE","ضمان","approved","msa","high","true","true","true","true","noun","natural-preferred","GUARANTEE — ضمان: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","1936:2","ضمان","false",""
"2963","0","HAT","القبعة","approved","msa","high","true","true","false","false","noun","valid-alternative","HAT — القبعة: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","2963:0","قبعة","false",""
"2963","1","HAT","قبعة","approved","msa","high","true","true","true","true","noun","natural-preferred","HAT — قبعة: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","2963:1","قبعة","false",""
"1965","0","FREEDOM","حرية","approved","msa","high","true","true","true","true","noun","natural-preferred","FREEDOM — حرية: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","1965:0","الحرية","false",""
"1965","1","FREEDOM","الحرية","approved","msa","high","true","true","false","false","noun","valid-alternative","FREEDOM — الحرية: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","1965:1","الحرية","false",""
"1980","0","THOUSANDS","الاف","review","msa","medium","","","","","noun","orthography-review","THOUSANDS — الاف: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1980:0","آلاف","false",""
"1980","1","THOUSANDS","الالاف","review","msa","medium","","","","","noun","orthography-review","THOUSANDS — الالاف: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1980:1","آلاف","false",""
"1980","2","THOUSANDS","آلاف","approved","msa","high","true","true","true","true","noun","natural-preferred","THOUSANDS — آلاف: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","1980:2","آلاف","false",""
"1985","0","EASTERN","شرقي","approved","msa","high","true","true","true","true","adjective","natural-preferred","EASTERN — شرقي: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","1985:0","الشرقية","false",""
"1985","1","EASTERN","شرقية","approved","msa","high","true","true","false","false","adjective","valid-alternative","EASTERN — شرقية: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","1985:1","الشرقية","false",""
"1985","2","EASTERN","الشرقية","approved","msa","high","true","true","false","false","adjective","valid-alternative","EASTERN — الشرقية: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","1985:2","الشرقية","false",""
"1985","3","EASTERN","شرق","review","msa","medium","","","","","adjective","construction-or-sense-review","EASTERN — شرق: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1985:3","الشرقية","false",""
"3024","0","WET","الرطب","approved","msa","high","true","true","false","false","adjective","valid-alternative","WET — الرطب: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","3024:0","رطب","false",""
"3024","1","WET","رطب","approved","msa","high","true","true","true","true","adjective","natural-preferred","WET — رطب: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","3024:1","رطب","false",""
"3437","0","SIR","سير","review","uncertain","medium","","","","","noun","register-review","SIR — سير: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","3437:0","سيدي","false",""
"3437","1","SIR","سيدي","approved","msa","high","true","true","true","true","noun","natural-preferred","SIR — سيدي: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","3437:1","سيدي","false",""
"3437","2","SIR","سيدى","review","msa","medium","","","","","noun","orthography-review","SIR — سيدى: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","3437:2","سيدي","false",""
"3038","0","FOX","ثعلب","approved","msa","high","true","true","true","true","noun","natural-preferred","FOX — ثعلب: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","3038:0","الثعلب","false",""
"3038","1","FOX","فوكس","review","uncertain","medium","","","","","noun","register-review","FOX — فوكس: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","3038:1","الثعلب","false",""
"3038","2","FOX","الثعلب","approved","msa","high","true","true","false","false","noun","valid-alternative","FOX — الثعلب: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","3038:2","الثعلب","false",""
"2038","0","COMPREHENSIVE","شاملة","approved","msa","high","true","true","false","false","adjective","valid-alternative","COMPREHENSIVE — شاملة: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","2038:0","شامل","false",""
"2038","1","COMPREHENSIVE","شامل","approved","msa","high","true","true","true","true","adjective","natural-preferred","COMPREHENSIVE — شامل: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","2038:1","شامل","false",""
"2099","0","ELEMENT","العنصر","approved","msa","high","true","true","false","false","noun","valid-alternative","ELEMENT — العنصر: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","2099:0","عنصر","false",""
"2099","1","ELEMENT","عنصر","approved","msa","high","true","true","true","true","noun","natural-preferred","ELEMENT — عنصر: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","2099:1","عنصر","false",""
"2229","0","THEATRE","المسرح","approved","msa","high","true","true","false","false","noun","valid-alternative","THEATRE — المسرح: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","2229:0","المسرح المسرحي","false",""
"2229","1","THEATRE","مسرح","approved","msa","high","true","true","true","true","noun","natural-preferred","THEATRE — مسرح: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","2229:1","المسرح المسرحي","false",""
"2229","2","THEATRE","المسرح المسرحي","review","msa","high","false","false","false","false","noun","unsuitable-pending-review","THEATRE — المسرح المسرحي: المسرح المسرحي is tautological and not a natural isolated equivalent; preserve text pending repair.","AI-assisted linguistic review","[]","2229:2","المسرح المسرحي","true",""
"3244","0","KID","طفل","approved","msa","high","true","true","true","true","noun","natural-preferred","KID — طفل: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","3244:0","طفل","false",""
"3265","0","PAN","بان","review","uncertain","medium","","","","","uncertain","register-review","PAN — بان: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","3265:0","عموم","false",""
