"mode","pattern","beforeUniqueAnswers","afterUniqueAnswers","scope"
"ar_to_en","EDA????","0","1","13-cell indexed pool before sampling; ignores used-word constraints"
"ar_to_en","EE?????","0","0","13-cell indexed pool before sampling; ignores used-word constraints"
"ar_to_en","EEU????","0","0","13-cell indexed pool before sampling; ignores used-word constraints"
"ar_to_en","EFE????","0","0","13-cell indexed pool before sampling; ignores used-word constraints"
"ar_to_en","EHA????","0","0","13-cell indexed pool before sampling; ignores used-word constraints"
"ar_to_en","EN????P","0","0","13-cell indexed pool before sampling; ignores used-word constraints"
"ar_to_en","EPA????","0","0","13-cell indexed pool before sampling; ignores used-word constraints"
"ar_to_en","ERE????","0","0","13-cell indexed pool before sampling; ignores used-word constraints"
"ar_to_en","ETU????","0","0","13-cell indexed pool before sampling; ignores used-word constraints"
"ar_to_en","F?E????","0","3","13-cell indexed pool before sampling; ignores used-word constraints"
"ar_to_en","FB?????","0","0","13-cell indexed pool before sampling; ignores used-word constraints"
"ar_to_en","FF?????","0","0","13-cell indexed pool before sampling; ignores used-word constraints"
"ar_to_en","FN?????","0","0","13-cell indexed pool before sampling; ignores used-word constraints"
"ar_to_en","G?N???","0","0","13-cell indexed pool before sampling; ignores used-word constraints"
"ar_to_en","G?R????","0","1","13-cell indexed pool before sampling; ignores used-word constraints"
"ar_to_en","GC?????","0","0","13-cell indexed pool before sampling; ignores used-word constraints"
"ar_to_en","GER????","0","0","13-cell indexed pool before sampling; ignores used-word constraints"
"ar_to_en","GK?????","0","0","13-cell indexed pool before sampling; ignores used-word constraints"
"ar_to_en","GT?????","0","0","13-cell indexed pool before sampling; ignores used-word constraints"
"ar_to_en","I??","1","5","13-cell indexed pool before sampling; ignores used-word constraints"
"ar_to_en","I?O????","0","0","13-cell indexed pool before sampling; ignores used-word constraints"
"ar_to_en","I?T??","0","0","13-cell indexed pool before sampling; ignores used-word constraints"
"ar_to_en","L?????T","0","1","13-cell indexed pool before sampling; ignores used-word constraints"
"ar_to_en","L?S","0","0","13-cell indexed pool before sampling; ignores used-word constraints"
"ar_to_en","LES","0","0","13-cell indexed pool before sampling; ignores used-word constraints"
"ar_to_en","LS?","0","0","13-cell indexed pool before sampling; ignores used-word constraints"
"ar_to_en","MK?","0","0","13-cell indexed pool before sampling; ignores used-word constraints"
"ar_to_en","MM?","0","0","13-cell indexed pool before sampling; ignores used-word constraints"
"ar_to_en","MS?","0","0","13-cell indexed pool before sampling; ignores used-word constraints"
"ar_to_en","N??A","0","0","13-cell indexed pool before sampling; ignores used-word constraints"
"ar_to_en","N??K","0","0","13-cell indexed pool before sampling; ignores used-word constraints"
"ar_to_en","N??U","0","0","13-cell indexed pool before sampling; ignores used-word constraints"
"ar_to_en","N?A","0","0","13-cell indexed pool before sampling; ignores used-word constraints"
"ar_to_en","N?N???","0","0","13-cell indexed pool before sampling; ignores used-word constraints"
"ar_to_en","NC?????","0","0","13-cell indexed pool before sampling; ignores used-word constraints"
"ar_to_en","NG?????","0","0","13-cell indexed pool before sampling; ignores used-word constraints"
"ar_to_en","NL?????","0","0","13-cell indexed pool before sampling; ignores used-word constraints"
"ar_to_en","NN?????","0","0","13-cell indexed pool before sampling; ignores used-word constraints"
"ar_to_en","NS?????","0","0","13-cell indexed pool before sampling; ignores used-word constraints"
"ar_to_en","NT?????","0","0","13-cell indexed pool before sampling; ignores used-word constraints"
"ar_to_en","NX?????","0","0","13-cell indexed pool before sampling; ignores used-word constraints"
"ar_to_en","O??N??","0","0","13-cell indexed pool before sampling; ignores used-word constraints"
"ar_to_en","P?N???","0","0","13-cell indexed pool before sampling; ignores used-word constraints"
"ar_to_en","PAL????","0","0","13-cell indexed pool before sampling; ignores used-word constraints"
"ar_to_en","PD?????","0","0","13-cell indexed pool before sampling; ignores used-word constraints"
"ar_to_en","PES","0","0","13-cell indexed pool before sampling; ignores used-word constraints"
"ar_to_en","PF?????","0","0","13-cell indexed pool before sampling; ignores used-word constraints"
"ar_to_en","PG?????","0","0","13-cell indexed pool before sampling; ignores used-word constraints"
"ar_to_en","PN?????","0","0","13-cell indexed pool before sampling; ignores used-word constraints"
"ar_to_en","PS?????","0","0","13-cell indexed pool before sampling; ignores used-word constraints"
"ar_to_en","R?M","0","0","13-cell indexed pool before sampling; ignores used-word constraints"
"ar_to_en","R?R","0","0","13-cell indexed pool before sampling; ignores used-word constraints"
"ar_to_en","RK?","0","0","13-cell indexed pool before sampling; ignores used-word constraints"
"ar_to_en","RN?","0","0","13-cell indexed pool before sampling; ignores used-word constraints"
"ar_to_en","RS?","0","0","13-cell indexed pool before sampling; ignores used-word constraints"
"ar_to_en","SK?????","0","0","13-cell indexed pool before sampling; ignores used-word constraints"
"ar_to_en","T?????E","0","3","13-cell indexed pool before sampling; ignores used-word constraints"
"ar_to_en","T?????O","0","0","13-cell indexed pool before sampling; ignores used-word constraints"
"ar_to_en","T?M","0","1","13-cell indexed pool before sampling; ignores used-word constraints"
"ar_to_en","U?O????","0","0","13-cell indexed pool before sampling; ignores used-word constraints"
"ar_to_en","V?T??","0","0","13-cell indexed pool before sampling; ignores used-word constraints"
"ar_to_en","WEH","0","0","13-cell indexed pool before sampling; ignores used-word constraints"
"ar_to_en","WES","0","0","13-cell indexed pool before sampling; ignores used-word constraints"
"ar_to_en","WH?","1","1","13-cell indexed pool before sampling; ignores used-word constraints"
"ar_to_en","WN?","0","0","13-cell indexed pool before sampling; ignores used-word constraints"
"ar_to_en","WU?","0","0","13-cell indexed pool before sampling; ignores used-word constraints"
"ar_to_en","Y????N","0","0","13-cell indexed pool before sampling; ignores used-word constraints"
"ar_to_en","Y??D??","0","0","13-cell indexed pool before sampling; ignores used-word constraints"
"en_to_ar","?اا???","0","0","13-cell indexed pool before sampling; ignores used-word constraints"
"en_to_ar","?اة???","0","0","13-cell indexed pool before sampling; ignores used-word constraints"
"en_to_ar","?او??????","0","0","13-cell indexed pool before sampling; ignores used-word constraints"
"en_to_ar","?ة","0","0","13-cell indexed pool before sampling; ignores used-word constraints"
"en_to_ar","?ز","1","1","13-cell indexed pool before sampling; ignores used-word constraints"
"en_to_ar","?شا","0","0","13-cell indexed pool before sampling; ignores used-word constraints"
"en_to_ar","?شت","0","0","13-cell indexed pool before sampling; ignores used-word constraints"
"en_to_ar","?شض","0","0","13-cell indexed pool before sampling; ignores used-word constraints"
"en_to_ar","?شط","1","1","13-cell indexed pool before sampling; ignores used-word constraints"
"en_to_ar","?شع","0","1","13-cell indexed pool before sampling; ignores used-word constraints"
"en_to_ar","?شق","0","0","13-cell indexed pool before sampling; ignores used-word constraints"
"en_to_ar","?شي","0","1","13-cell indexed pool before sampling; ignores used-word constraints"
"en_to_ar","ة?","0","0","13-cell indexed pool before sampling; ignores used-word constraints"
"en_to_ar","جج?????","0","0","13-cell indexed pool before sampling; ignores used-word constraints"
"en_to_ar","جح?????","0","0","13-cell indexed pool before sampling; ignores used-word constraints"
"en_to_ar","جر?????","0","0","13-cell indexed pool before sampling; ignores used-word constraints"
"en_to_ar","جن?????","0","0","13-cell indexed pool before sampling; ignores used-word constraints"
"en_to_ar","جه?????","0","0","13-cell indexed pool before sampling; ignores used-word constraints"
"en_to_ar","جو?????","0","0","13-cell indexed pool before sampling; ignores used-word constraints"
"en_to_ar","جي?????","0","1","13-cell indexed pool before sampling; ignores used-word constraints"
"en_to_ar","خو??","1","1","13-cell indexed pool before sampling; ignores used-word constraints"
"en_to_ar","ري?","0","1","13-cell indexed pool before sampling; ignores used-word constraints"
"en_to_ar","صد","0","0","13-cell indexed pool before sampling; ignores used-word constraints"
"en_to_ar","صف","1","1","13-cell indexed pool before sampling; ignores used-word constraints"
"en_to_ar","مر","0","0","13-cell indexed pool before sampling; ignores used-word constraints"
"en_to_ar","مف","0","0","13-cell indexed pool before sampling; ignores used-word constraints"
"en_to_ar","ند","0","0","13-cell indexed pool before sampling; ignores used-word constraints"
"en_to_ar","نف","1","1","13-cell indexed pool before sampling; ignores used-word constraints"
"en_to_ar","نل??","0","1","13-cell indexed pool before sampling; ignores used-word constraints"
"en_to_ar","نم??","0","0","13-cell indexed pool before sampling; ignores used-word constraints"
"en_to_ar","نن","0","0","13-cell indexed pool before sampling; ignores used-word constraints"
"en_to_ar","وف","0","0","13-cell indexed pool before sampling; ignores used-word constraints"
