priority,category,english,arabic,source_ids,reason,suggestion
"3","multiple-meanings","ALL","كلهم | كله | جميع | كل | الكل","h23:t0 h23:t1 h23:t2 h23:t3 h23:t4","Alternative relationships preserved; choose preferred forms only after sense review",""
"3","article-variant","ALL","كل | الكل","h23:t3 h23:t4","Possible bare/definite article variant; both retained",""
"3","translation-review","HAVE","عندي","h24:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","HAVE","قد","h24:t1","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","multiple-meanings","HAVE","عندي | قد","h24:t0 h24:t1","Alternative relationships preserved; choose preferred forms only after sense review",""
"3","translation-review","NEW","جديد","h25:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","NEW","جدد","h25:t1","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","NEW","جديدة","h25:t2","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","NEW","الجديد","h25:t3","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","multiple-meanings","NEW","جديد | جدد | جديدة | الجديد","h25:t0 h25:t1 h25:t2 h25:t3","Alternative relationships preserved; choose preferred forms only after sense review",""
"3","article-variant","NEW","جديد | الجديد","h25:t0 h25:t3","Possible bare/definite article variant; both retained",""
"3","translation-review","MORE","المزيد","h26:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","MORE","اكتر","h26:t1","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","MORE","اكثر","h26:t2","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","MORE","مزيد","h26:t3","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","multiple-meanings","MORE","المزيد | اكتر | اكثر | مزيد","h26:t0 h26:t1 h26:t2 h26:t3","Alternative relationships preserved; choose preferred forms only after sense review",""
"3","article-variant","MORE","مزيد | المزيد","h26:t3 h26:t0","Possible bare/definite article variant; both retained",""
"3","translation-review","AN","أداة تنكير","h27:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","WAS","كانت","h28:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","WAS","كان","h28:t1","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","multiple-meanings","WAS","كانت | كان","h28:t0 h28:t1","Alternative relationships preserved; choose preferred forms only after sense review",""
"3","translation-review","WE","نحن.","h29:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","WILL","ويل","h30:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","WILL","راح","h30:t1","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","WILL","سوف","h30:t2","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","multiple-meanings","WILL","ويل | راح | سوف","h30:t0 h30:t1 h30:t2","Alternative relationships preserved; choose preferred forms only after sense review",""
"3","translation-review","HOME","المنزل","h31:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","HOME","الوطن","h31:t1","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","HOME","منزل","h31:t2","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","HOME","البيت","h31:t3","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","multiple-meanings","HOME","المنزل | الوطن | منزل | البيت","h31:t0 h31:t1 h31:t2 h31:t3","Alternative relationships preserved; choose preferred forms only after sense review",""
"3","article-variant","HOME","منزل | المنزل","h31:t2 h31:t0","Possible bare/definite article variant; both retained",""
"3","translation-review","CAN","يستطيع","h32:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","CAN","يمكن","h32:t1","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","multiple-meanings","CAN","يستطيع | يمكن","h32:t0 h32:t1","Alternative relationships preserved; choose preferred forms only after sense review",""
"3","translation-review","US","نحن","h33:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","ABOUT","حول","h34:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","ABOUT","بشان","h34:t1","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","ABOUT","بخصوص","h34:t2","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","ABOUT","عن","h34:t3","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","multiple-meanings","ABOUT","حول | بشان | بخصوص | عن","h34:t0 h34:t1 h34:t2 h34:t3","Alternative relationships preserved; choose preferred forms only after sense review",""
"3","translation-review","IF","لو","h35:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","PAGE","صفحة","h36:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","PAGE","الصفحة","h36:t1","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","multiple-meanings","PAGE","صفحة | الصفحة","h36:t0 h36:t1","Alternative relationships preserved; choose preferred forms only after sense review",""
"3","article-variant","PAGE","صفحة | الصفحة","h36:t0 h36:t1","Possible bare/definite article variant; both retained",""
"3","translation-review","MY","بلدي","h37:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","MY","لي (ضمير ملكية)","h37:t1","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","multiple-meanings","MY","بلدي | لي (ضمير ملكية)","h37:t0 h37:t1","Alternative relationships preserved; choose preferred forms only after sense review",""
"3","translation-review","HAS","لديه","h38:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","SEARCH","ابحث","h39:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","SEARCH","البحث","h39:t1","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","SEARCH","بحث","h39:t2","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","multiple-meanings","SEARCH","ابحث | البحث | بحث","h39:t0 h39:t1 h39:t2","Alternative relationships preserved; choose preferred forms only after sense review",""
"3","article-variant","SEARCH","بحث | البحث","h39:t2 h39:t1","Possible bare/definite article variant; both retained",""
"3","translation-review","FREE","مجانا","h40:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","FREE","حرة","h40:t1","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","FREE","مجاني","h40:t2","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","FREE","حر","h40:t3","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","multiple-meanings","FREE","مجانا | حرة | مجاني | حر","h40:t0 h40:t1 h40:t2 h40:t3","Alternative relationships preserved; choose preferred forms only after sense review",""
"3","translation-review","BUT","لكن","h41:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","BUT","بس","h41:t1","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","BUT","ولكن","h41:t2","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","multiple-meanings","BUT","لكن | بس | ولكن","h41:t0 h41:t1 h41:t2","Alternative relationships preserved; choose preferred forms only after sense review",""
"3","translation-review","ONE","احد","h42:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","ONE","واحدة","h42:t1","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","ONE","واحد","h42:t2","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","ONE","واحده","h42:t3","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","multiple-meanings","ONE","احد | واحدة | واحد | واحده","h42:t0 h42:t1 h42:t2 h42:t3","Alternative relationships preserved; choose preferred forms only after sense review",""
"3","translation-review","OTHER","اخرى","h43:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","OTHER","أخرى","h43:t1","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","multiple-meanings","OTHER","اخرى | أخرى","h43:t0 h43:t1","Alternative relationships preserved; choose preferred forms only after sense review",""
"3","translation-review","DO","افعل","h44:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","NO","لا","h45:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","INFORMATION","الاعلام","h46:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","INFORMATION","المعلومات","h46:t1","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","INFORMATION","معلومات","h46:t2","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","multiple-meanings","INFORMATION","الاعلام | المعلومات | معلومات","h46:t0 h46:t1 h46:t2","Alternative relationships preserved; choose preferred forms only after sense review",""
"3","article-variant","INFORMATION","معلومات | المعلومات","h46:t2 h46:t1","Possible bare/definite article variant; both retained",""
"3","translation-review","TIME","وقت","h47:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","TIME","الزمن","h47:t1","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","TIME","الوقت","h47:t2","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","TIME","زمن","h47:t3","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","TIME","الزمان","h47:t4","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","multiple-meanings","TIME","وقت | الزمن | الوقت | زمن | الزمان","h47:t0 h47:t1 h47:t2 h47:t3 h47:t4","Alternative relationships preserved; choose preferred forms only after sense review",""
"3","article-variant","TIME","زمن | الزمن","h47:t3 h47:t1","Possible bare/definite article variant; both retained",""
"3","article-variant","TIME","وقت | الوقت","h47:t0 h47:t2","Possible bare/definite article variant; both retained",""
"3","translation-review","THEY","هم","h48:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","THEY","انهم","h48:t1","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","multiple-meanings","THEY","هم | انهم","h48:t0 h48:t1","Alternative relationships preserved; choose preferred forms only after sense review",""
"3","translation-review","SITE","الموقع","h49:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","HE","هو.","h50:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","UP","فوق","h51:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","MAY","قد","h52:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","MAY","ماي","h52:t1","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","MAY","مايو","h52:t2","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","MAY","ايار","h52:t3","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","multiple-meanings","MAY","قد | ماي | مايو | ايار","h52:t0 h52:t1 h52:t2 h52:t3","Alternative relationships preserved; choose preferred forms only after sense review",""
"3","translation-review","WHAT","ما","h53:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","WHAT","ماذا","h53:t1","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","WHAT","ايش","h53:t2","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","WHAT","شنو","h53:t3","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","WHAT","ما هذا؟","h53:t4","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","multiple-meanings","WHAT","ما | ماذا | ايش | شنو | ما هذا؟","h53:t0 h53:t1 h53:t2 h53:t3 h53:t4","Alternative relationships preserved; choose preferred forms only after sense review",""
"3","translation-review","WHICH","ايهما","h54:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","WHICH","الذي","h54:t1","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","WHICH","والذي","h54:t2","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","WHICH","التي","h54:t3","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","multiple-meanings","WHICH","ايهما | الذي | والذي | التي","h54:t0 h54:t1 h54:t2 h54:t3","Alternative relationships preserved; choose preferred forms only after sense review",""
"3","translation-review","THEIR","لهم","h55:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","NEWS","اخبار","h56:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","NEWS","الاخبار","h56:t1","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","NEWS","خبر","h56:t2","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","NEWS","انباء","h56:t3","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","multiple-meanings","NEWS","اخبار | الاخبار | خبر | انباء","h56:t0 h56:t1 h56:t2 h56:t3","Alternative relationships preserved; choose preferred forms only after sense review",""
"3","article-variant","NEWS","اخبار | الاخبار","h56:t0 h56:t1","Possible bare/definite article variant; both retained",""
"3","translation-review","OUT","اخرج","h57:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","OUT","خارج","h57:t1","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","OUT","خارجا","h57:t2","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","OUT","خرج","h57:t3","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","multiple-meanings","OUT","اخرج | خارج | خارجا | خرج","h57:t0 h57:t1 h57:t2 h57:t3","Alternative relationships preserved; choose preferred forms only after sense review",""
"3","translation-review","USE","استعمل","h58:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","USE","الاستعمال","h58:t1","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","USE","استخدام","h58:t2","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","USE","الاستخدام","h58:t3","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","USE","استخدم","h58:t4","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","multiple-meanings","USE","استعمل | الاستعمال | استخدام | الاستخدام | استخدم","h58:t0 h58:t1 h58:t2 h58:t3 h58:t4","Alternative relationships preserved; choose preferred forms only after sense review",""
"3","article-variant","USE","استخدام | الاستخدام","h58:t2 h58:t3","Possible bare/definite article variant; both retained",""
"3","translation-review","ANY","اي","h59:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","ANY","اية","h59:t1","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","ANY","أي منها","h59:t2","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","multiple-meanings","ANY","اي | اية | أي منها","h59:t0 h59:t1 h59:t2","Alternative relationships preserved; choose preferred forms only after sense review",""
"3","translation-review","THERE","هناك","h60:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","SEE","شاهد","h61:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","SEE","ترى","h61:t1","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","SEE","انظر","h61:t2","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","multiple-meanings","SEE","شاهد | ترى | انظر","h61:t0 h61:t1 h61:t2","Alternative relationships preserved; choose preferred forms only after sense review",""
"3","translation-review","ONLY","فقط","h62:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","SO","أجل.","h63:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","HIS","ده","h64:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","HIS","له","h64:t1","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","multiple-meanings","HIS","ده | له","h64:t0 h64:t1","Alternative relationships preserved; choose preferred forms only after sense review",""
"3","translation-review","WHEN","حين","h65:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","WHEN","عندما","h65:t1","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","WHEN","متى","h65:t2","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","multiple-meanings","WHEN","حين | عندما | متى","h65:t0 h65:t1 h65:t2","Alternative relationships preserved; choose preferred forms only after sense review",""
"3","translation-review","CONTACT","للاتصال","h66:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","CONTACT","اتصال","h66:t1","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","CONTACT","الاتصال","h66:t2","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","CONTACT","التواصل","h66:t3","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","multiple-meanings","CONTACT","للاتصال | اتصال | الاتصال | التواصل","h66:t0 h66:t1 h66:t2 h66:t3","Alternative relationships preserved; choose preferred forms only after sense review",""
"3","article-variant","CONTACT","اتصال | الاتصال","h66:t1 h66:t2","Possible bare/definite article variant; both retained",""
"3","translation-review","HERE","هنا","h67:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","BUSINESS","العمل","h68:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","BUSINESS","الاعمال","h68:t1","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","BUSINESS","عمل","h68:t2","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","BUSINESS","الأعمال","h68:t3","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","multiple-meanings","BUSINESS","العمل | الاعمال | عمل | الأعمال","h68:t0 h68:t1 h68:t2 h68:t3","Alternative relationships preserved; choose preferred forms only after sense review",""
"3","article-variant","BUSINESS","عمل | العمل","h68:t2 h68:t0","Possible bare/definite article variant; both retained",""
"3","translation-review","WHO","من","h69:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","WHO","اللي","h69:t1","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","multiple-meanings","WHO","من | اللي","h69:t0 h69:t1","Alternative relationships preserved; choose preferred forms only after sense review",""
"3","translation-review","WEB","الشبكة","h70:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","WEB","الويب","h70:t1","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","WEB","ويب","h70:t2","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","WEB","شبكة الإنترنت","h70:t3","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","multiple-meanings","WEB","الشبكة | الويب | ويب | شبكة الإنترنت","h70:t0 h70:t1 h70:t2 h70:t3","Alternative relationships preserved; choose preferred forms only after sense review",""
"3","article-variant","WEB","ويب | الويب","h70:t2 h70:t1","Possible bare/definite article variant; both retained",""
"3","translation-review","ALSO","ايضا","h71:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","ALSO","كمان","h71:t1","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","ALSO","أيضا","h71:t2","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","multiple-meanings","ALSO","ايضا | كمان | أيضا","h71:t0 h71:t1 h71:t2","Alternative relationships preserved; choose preferred forms only after sense review",""
"3","translation-review","NOW","الان","h72:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","NOW","والان","h72:t1","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","NOW","الآن","h72:t2","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","multiple-meanings","NOW","الان | والان | الآن","h72:t0 h72:t1 h72:t2","Alternative relationships preserved; choose preferred forms only after sense review",""
"3","translation-review","HELP","المساعدة","h73:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","HELP","مساعدة","h73:t1","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","HELP","ساعد","h73:t2","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","multiple-meanings","HELP","المساعدة | مساعدة | ساعد","h73:t0 h73:t1 h73:t2","Alternative relationships preserved; choose preferred forms only after sense review",""
"3","article-variant","HELP","مساعدة | المساعدة","h73:t1 h73:t0","Possible bare/definite article variant; both retained",""
"3","translation-review","GET","احصل","h74:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","GET","الحصول","h74:t1","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","GET","احضر","h74:t2","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","GET","الحصول على","h74:t3","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","multiple-meanings","GET","احصل | الحصول | احضر | الحصول على","h74:t0 h74:t1 h74:t2 h74:t3","Alternative relationships preserved; choose preferred forms only after sense review",""
"3","translation-review","VIEW","عرض","h75:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","VIEW","منظر","h75:t1","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","VIEW","اعرض","h75:t2","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","multiple-meanings","VIEW","عرض | منظر | اعرض","h75:t0 h75:t1 h75:t2","Alternative relationships preserved; choose preferred forms only after sense review",""
"3","translation-review","ONLINE","الانترنت","h76:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","ONLINE","على الانترنت","h76:t1","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","multiple-meanings","ONLINE","الانترنت | على الانترنت","h76:t0 h76:t1","Alternative relationships preserved; choose preferred forms only after sense review",""
"3","translation-review","FIRST","اول","h77:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","FIRST","اولا","h77:t1","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","FIRST","الاول","h77:t2","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","FIRST","الاولى","h77:t3","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","FIRST","أولاً","h77:t4","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","multiple-meanings","FIRST","اول | اولا | الاول | الاولى | أولاً","h77:t0 h77:t1 h77:t2 h77:t3 h77:t4","Alternative relationships preserved; choose preferred forms only after sense review",""
"3","article-variant","FIRST","اول | الاول","h77:t0 h77:t2","Possible bare/definite article variant; both retained",""
"3","translation-review","AM","أنا.","h78:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","BEEN","كان","h79:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","WOULD","سوف","h80:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","HOW","ازاي","h81:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","HOW","شلون","h81:t1","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","HOW","كيف","h81:t2","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","multiple-meanings","HOW","ازاي | شلون | كيف","h81:t0 h81:t1 h81:t2","Alternative relationships preserved; choose preferred forms only after sense review",""
"3","translation-review","WERE","كانت","h82:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","ME","أنا.","h83:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","SERVICES","خدمات","h84:t0","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","translation-review","SERVICES","الخدمات","h84:t1","Register/accuracy and direction suitability need human review; preferences left unset",""
"3","multiple-meanings","SERVICES","خدمات | الخدمات","h84:t0 h84:t1","Alternative relationships preserved; choose preferred forms only after sense review",""
"3","article-variant","SERVICES","خدمات | الخدمات","h84:t0 h84:t1","Possible bare/definite article variant; both retained",""
