priority,category,english,arabic,source_ids,reason,suggestion
"2","brand-name","WINDOWS","ويندوز","h421:t1","Known brand/product spelling; lexical senses may also exist",""
"2","brand-name","WINDOWS","نوافذ","h421:t2","Known brand/product spelling; lexical senses may also exist",""
"2","abbreviation","GAY","شاذ","h423:t0","likely normal word; abbreviation-source match alone does not establish a nonlexical sense",""
"2","transliteration","OCTOBER","اكتوبر","h435:t0","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","transliteration","OCTOBER","أكتوبر","h435:t1","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","transliteration","MODEL","موديل","h443:t3","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","transliteration","MARCH","مارس","h458:t1","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","abbreviation","DEC","ديسمبر","h470:t0","uncertain; abbreviation-source match alone does not establish a nonlexical sense",""
"2","abbreviation","SAN","سان","h477:t0","uncertain; abbreviation-source match alone does not establish a nonlexical sense",""
"2","transliteration","STREET","ستريت","h487:t0","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","transliteration","MOBILE","موبايل","h498:t3","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","transliteration","AUGUST","اوغست","h523:t1","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","transliteration","STORY","ستوري","h526:t0","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","place-name","AMERICA","امريكا","h535:t0","Known place spelling; inspect the intended sense",""
"2","transliteration","AMERICA","امريكا","h535:t0","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","place-name","AMERICA","اميركا","h535:t1","Known place spelling; inspect the intended sense",""
"2","transliteration","AMERICA","اميركا","h535:t1","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","place-name","AMERICA","الولايات المتحدة الأمريكية","h535:t2","Known place spelling; inspect the intended sense",""
"2","transliteration","CLUB","كلوب","h544:t4","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","transliteration","FEBRUARY","فبراير","h568:t0","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","abbreviation","NOV","نوفمبر","h575:t0","uncertain; abbreviation-source match alone does not establish a nonlexical sense",""
"2","abbreviation","FAX","فاكس","h586:t0","uncertain; abbreviation-source match alone does not establish a nonlexical sense",""
"2","abbreviation","FAX","الفاكس","h586:t1","uncertain; abbreviation-source match alone does not establish a nonlexical sense",""
"2","place-name","CHINA","الصين","h587:t0","Known place spelling; inspect the intended sense",""
"2","place-name","CHINA","الصينية","h587:t1","Known place spelling; inspect the intended sense",""
"2","transliteration","MAJOR","ماجور","h596:t1","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","transliteration","STAR","ستار","h597:t4","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","place-name","LONDON","لندن","h606:t0","Known place spelling; inspect the intended sense",""
"2","transliteration","LONDON","لندن","h606:t0","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","place-name","LONDON","لندن”","h606:t1","Known place spelling; inspect the intended sense",""
"2","abbreviation","ID","هوية","h611:t0","uncertain; abbreviation-source match alone does not establish a nonlexical sense",""
"2","transliteration","CALIFORNIA","كالفورنيا","h615:t0","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","transliteration","CALIFORNIA","كاليفورنيا","h615:t1","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","transliteration","MILLION","مليون","h621:t0","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","transliteration","MILLION","مليونا","h621:t2","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","abbreviation","NET","الشبكة","h631:t0","likely normal word; abbreviation-source match alone does not establish a nonlexical sense",""
"2","abbreviation","NET","صافي","h631:t1","likely normal word; abbreviation-source match alone does not establish a nonlexical sense",""
"2","abbreviation","NET","الصافي","h631:t2","likely normal word; abbreviation-source match alone does not establish a nonlexical sense",""
"2","transliteration","FILM","فيلم","h634:t1","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","transliteration","SELF","سلف","h653:t3","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","transliteration","AUSTRALIA","استراليا","h658:t0","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","proper-name","DAVID","ديفيد","h685:t0","Known name spelling; lexical senses may also exist",""
"2","proper-name","DAVID","داود","h685:t1","Known name spelling; lexical senses may also exist",""
"2","proper-name","DAVID","ديفد","h685:t2","Known name spelling; lexical senses may also exist",""
"2","proper-name","DAVID","دايفيد","h685:t3","Known name spelling; lexical senses may also exist",""
"2","proper-name","DAVID","دافيد","h685:t4","Known name spelling; lexical senses may also exist",""
"2","proper-name","DAVID","ديفيد دايفيد","h685:t5","Known name spelling; lexical senses may also exist",""
"2","transliteration","GOLD","غولد","h695:t2","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","abbreviation","FEB","فبراير","h696:t0","uncertain; abbreviation-source match alone does not establish a nonlexical sense",""
"2","transliteration","SHORT","شورت","h700:t3","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","abbreviation","MAR","مار","h725:t0","uncertain; abbreviation-source match alone does not establish a nonlexical sense",""
"2","place-name","FRANCE","وفرنسا","h731:t0","Known place spelling; inspect the intended sense",""
"2","place-name","FRANCE","فرانس","h731:t1","Known place spelling; inspect the intended sense",""
"2","place-name","FRANCE","فرنسا","h731:t2","Known place spelling; inspect the intended sense",""
"2","place-name","FRANCE","فرنسا”","h731:t3","Known place spelling; inspect the intended sense",""
"2","abbreviation","PRO","مؤيد","h732:t0","uncertain; abbreviation-source match alone does not establish a nonlexical sense",""
"2","abbreviation","PRO","برو","h732:t1","uncertain; abbreviation-source match alone does not establish a nonlexical sense",""
"2","abbreviation","PRO","محترف","h732:t2","uncertain; abbreviation-source match alone does not establish a nonlexical sense",""
"2","brand-name","MICROSOFT","مايكروسوفت","h737:t0","Known brand/product spelling; lexical senses may also exist",""
"2","transliteration","MICROSOFT","مايكروسوفت","h737:t0","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","brand-name","MICROSOFT","ميكروسوفت","h737:t1","Known brand/product spelling; lexical senses may also exist",""
"2","transliteration","MICROSOFT","ميكروسوفت","h737:t1","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","transliteration","STYLE","ستايل","h744:t0","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","abbreviation","AUG","اغسطس","h749:t0","uncertain; abbreviation-source match alone does not establish a nonlexical sense",""
"2","transliteration","FEDERAL","فيدرالي","h767:t0","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","transliteration","FEDERAL","فيدرالية","h767:t5","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","abbreviation","VIA","عبر","h776:t0","likely normal word; abbreviation-source match alone does not establish a nonlexical sense",""
"2","abbreviation","VIA","فيا","h776:t1","likely normal word; abbreviation-source match alone does not establish a nonlexical sense",""
"2","transliteration","MARK","مارك","h784:t1","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","place-name","GERMANY","المانيا","h818:t0","Known place spelling; inspect the intended sense",""
"2","place-name","GERMANY","ألمانيا ألمانيا","h818:t1","Known place spelling; inspect the intended sense",""
"2","transliteration","BANK","بنك","h824:t2","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","proper-name","JAMES","جيمس","h834:t0","Known name spelling; lexical senses may also exist",""
"2","transliteration","JAMES","جيمس","h834:t0","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","proper-name","JAMES","جايمس","h834:t1","Known name spelling; lexical senses may also exist",""
"2","transliteration","JAMES","جايمس","h834:t1","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","proper-name","JAMES","جيمس جيمس","h834:t2","Known name spelling; lexical senses may also exist",""
"2","transliteration","CAMERA","كاميرا","h848:t1","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","transliteration","GOLF","غولف","h855:t3","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","place-name","INDIA","انديا","h867:t0","Known place spelling; inspect the intended sense",""
"2","place-name","INDIA","الهند","h867:t1","Known place spelling; inspect the intended sense",""
"2","place-name","INDIA","بالهند","h867:t2","Known place spelling; inspect the intended sense",""
"2","proper-name","MICHAEL","مايكل","h873:t0","Known name spelling; lexical senses may also exist",""
"2","proper-name","MICHAEL","مايكل مايكل","h873:t1","Known name spelling; lexical senses may also exist",""
"2","transliteration","FLORIDA","فلوريدا","h879:t0","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","brand-name","GOOGLE","جوجل","h896:t0","Known brand/product spelling; lexical senses may also exist",""
"2","brand-name","GOOGLE","غوغل","h896:t1","Known brand/product spelling; lexical senses may also exist",""
"2","abbreviation","HTML","أتش تي أم أل","h917:t0","clear abbreviation/acronym; abbreviation-source match alone does not establish a nonlexical sense",""
"2","english-acronym","HTML","أتش تي أم أل","h917:t0","Explicit acronym/abbreviation hint; no automatic exclusion",""
"2","transliteration","BRAND","براند","h921:t0","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","transliteration","FRENCH","فرنسيا","h940:t0","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","transliteration","FRENCH","فرنسية","h940:t1","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","transliteration","FRENCH","فرنسي","h940:t4","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","transliteration","AFRICA","افريقيا","h951:t0","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","transliteration","AFRICA","أفريقيا","h951:t1","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","transliteration","KING","كينغ","h958:t1","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","transliteration","ALBUM","الالبوم","h981:t0","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","transliteration","ALBUM","البوم","h981:t1","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","transliteration","ALBUM","الألبوم","h981:t2","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","transliteration","DOUBLE","دبل","h991:t0","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","abbreviation","EUR","يورو","h1017:t0","clear abbreviation/acronym; abbreviation-source match alone does not establish a nonlexical sense",""
"2","english-acronym","EUR","يورو","h1017:t0","Explicit acronym/abbreviation hint; no automatic exclusion",""
"2","transliteration","CROSS","كروس","h1026:t0","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","abbreviation","COM","كوم","h1052:t0","uncertain; abbreviation-source match alone does not establish a nonlexical sense",""
"2","proper-name","ROBERT","روبرت","h1056:t0","Known name spelling; lexical senses may also exist",""
"2","transliteration","ROBERT","روبرت","h1056:t0","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","proper-name","ROBERT","روبيرت","h1056:t1","Known name spelling; lexical senses may also exist",""
"2","transliteration","ROBERT","روبيرت","h1056:t1","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","abbreviation","GAS","الغاز","h1059:t0","likely normal word; abbreviation-source match alone does not establish a nonlexical sense",""
"2","abbreviation","GAS","غاز","h1059:t1","likely normal word; abbreviation-source match alone does not establish a nonlexical sense",""
"2","abbreviation","GAS","غازات","h1059:t2","likely normal word; abbreviation-source match alone does not establish a nonlexical sense",""
"2","abbreviation","SIX","ستة","h1061:t0","likely normal word; abbreviation-source match alone does not establish a nonlexical sense",""
"2","abbreviation","SAT","جلس","h1073:t0","uncertain; abbreviation-source match alone does not establish a nonlexical sense",""
"2","abbreviation","SAT","جلست","h1073:t1","uncertain; abbreviation-source match alone does not establish a nonlexical sense",""
"2","transliteration","CABLE","كيبل","h1082:t0","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","transliteration","CABLE","كابل","h1082:t2","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","transliteration","FLASH","فلاش","h1113:t2","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","abbreviation","FRI","الجمعة","h1120:t0","uncertain; abbreviation-source match alone does not establish a nonlexical sense",""
"2","transliteration","SUMMER","سمر","h1138:t3","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","transliteration","SONG","سونغ","h1162:t0","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","abbreviation","LOS","لوس","h1164:t0","uncertain; abbreviation-source match alone does not establish a nonlexical sense",""
"2","transliteration","THOMAS","توماس","h1176:t0","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","transliteration","THOMAS","طوماس","h1176:t1","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","transliteration","BROWN","براون","h1200:t3","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","transliteration","CHICAGO","شيكاغو","h1209:t0","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","transliteration","SMITH","سميث","h1213:t0","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","transliteration","TELEPHONE","تلفون","h1221:t1","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","transliteration","TELEPHONE","تليفون","h1221:t2","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","transliteration","MASTER","ماستر","h1244:t3","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","abbreviation","THU","خميس","h1248:t0","uncertain; abbreviation-source match alone does not establish a nonlexical sense",""
"2","abbreviation","THU","ثو","h1248:t1","uncertain; abbreviation-source match alone does not establish a nonlexical sense",""
"2","abbreviation","TEL","تل","h1271:t0","uncertain; abbreviation-source match alone does not establish a nonlexical sense",""
"2","transliteration","CAROLINA","كارولاينا","h1272:t0","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","transliteration","CAROLINA","كارولينا","h1272:t1","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","transliteration","CLASSIC","كلاسيكي","h1289:t1","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","transliteration","CLASSIC","كلاسيكية","h1289:t2","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","proper-name","WILLIAM","ويليام","h1293:t0","Known name spelling; lexical senses may also exist",""
"2","proper-name","WILLIAM","وليم","h1293:t1","Known name spelling; lexical senses may also exist",""
"2","proper-name","WILLIAM","وليام","h1293:t2","Known name spelling; lexical senses may also exist",""
"2","proper-name","WILLIAM","ويليام وليم","h1293:t3","Known name spelling; lexical senses may also exist",""
"2","abbreviation","EL","المصعد","h1305:t0","uncertain; abbreviation-source match alone does not establish a nonlexical sense",""
"2","abbreviation","MA","أمي","h1315:t0","uncertain; abbreviation-source match alone does not establish a nonlexical sense",""
"2","place-name","AMAZON","الامازون","h1321:t0","Known place spelling; inspect the intended sense",""
"2","brand-name","AMAZON","الامازون","h1321:t0","Known brand/product spelling; lexical senses may also exist",""
"2","abbreviation","EST","هو (لاتيني)","h1343:t0","uncertain; abbreviation-source match alone does not establish a nonlexical sense",""
"2","editorial-note","EST","هو (لاتيني)","h1343:t0","Parenthetical/bracketed text; review before treating as an answer",""
"2","abbreviation","MAC","ماك","h1347:t0","uncertain; abbreviation-source match alone does not establish a nonlexical sense",""
"2","abbreviation","III","ثالثا","h1350:t0","uncertain; abbreviation-source match alone does not establish a nonlexical sense",""
"2","abbreviation","MAX","ماكس","h1354:t0","uncertain; abbreviation-source match alone does not establish a nonlexical sense",""
"2","transliteration","IRELAND","ايرلندا","h1371:t0","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","transliteration","IRELAND","إيريلاند","h1371:t1","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","transliteration","GRAND","غراند","h1375:t1","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","abbreviation","ADS","الاعلانات","h1434:t0","uncertain; abbreviation-source match alone does not establish a nonlexical sense",""
"2","abbreviation","ADS","اعلانات","h1434:t1","uncertain; abbreviation-source match alone does not establish a nonlexical sense",""
"2","proper-name","MARY","مريم","h1435:t0","Known name spelling; lexical senses may also exist",""
"2","proper-name","MARY","ماري","h1435:t1","Known name spelling; lexical senses may also exist",""
"2","proper-name","MARY","مارى","h1435:t2","Known name spelling; lexical senses may also exist",""
"2","proper-name","MARY","ماري ماري","h1435:t3","Known name spelling; lexical senses may also exist",""
"2","transliteration","MOUNTAIN","ماونتن","h1441:t0","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","transliteration","FILTER","فلتر","h1444:t0","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","transliteration","MATCH","ماتش","h1455:t0","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","abbreviation","MM","ممم (تأمل)","h1472:t0","uncertain; abbreviation-source match alone does not establish a nonlexical sense",""
"2","editorial-note","MM","ممم (تأمل)","h1472:t0","Parenthetical/bracketed text; review before treating as an answer",""
"2","transliteration","PHENTERMINE","فينترمين","h1515:t0","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","abbreviation","ETC","الخ","h1519:t0","clear abbreviation/acronym; abbreviation-source match alone does not establish a nonlexical sense",""
"2","english-acronym","ETC","الخ","h1519:t0","Explicit acronym/abbreviation hint; no automatic exclusion",""
"2","transliteration","WINTER","وينتر","h1520:t2","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","transliteration","WINTER","ونتر","h1520:t3","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","transliteration","BATTERY","بطارية","h1522:t1","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","transliteration","BOSTON","بوسطن","h1526:t0","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","transliteration","BOSTON","بوستون","h1526:t1","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","transliteration","STUDIO","استوديو","h1545:t1","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","transliteration","STUDIO","استديو","h1545:t2","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","transliteration","STUDIO","ستوديو","h1545:t3","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","abbreviation","LAS","لاس","h1552:t0","uncertain; abbreviation-source match alone does not establish a nonlexical sense",""
"2","brand-name","APPLE","ابل","h1557:t0","Known brand/product spelling; lexical senses may also exist",""
"2","brand-name","APPLE","التفاحة","h1557:t1","Known brand/product spelling; lexical senses may also exist",""
"2","brand-name","APPLE","تفاحة","h1557:t2","Known brand/product spelling; lexical senses may also exist",""
"2","brand-name","APPLE","تفاح","h1557:t3","Known brand/product spelling; lexical senses may also exist",""
"2","abbreviation","MIN","مين","h1560:t0","uncertain; abbreviation-source match alone does not establish a nonlexical sense",""
"2","abbreviation","AID","المعونات","h1565:t0","likely normal word; abbreviation-source match alone does not establish a nonlexical sense",""
"2","abbreviation","AID","معونة","h1565:t1","likely normal word; abbreviation-source match alone does not establish a nonlexical sense",""
"2","abbreviation","AID","المعونة","h1565:t2","likely normal word; abbreviation-source match alone does not establish a nonlexical sense",""
"2","abbreviation","AID","المساعدات","h1565:t3","likely normal word; abbreviation-source match alone does not establish a nonlexical sense",""
"2","transliteration","ISBN","إسبن","h1572:t0","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","transliteration","MARTIN","مارتن","h1573:t0","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","transliteration","MARTIN","مارتين","h1573:t1","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","transliteration","BLOCK","بلوك","h1575:t1","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","transliteration","STEEL","ستيل","h1582:t1","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","place-name","PARIS","باريس","h1594:t0","Known place spelling; inspect the intended sense",""
"2","place-name","PARIS","باريس باريس","h1594:t1","Known place spelling; inspect the intended sense",""
"2","transliteration","JERSEY","جيرسي","h1600:t0","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","abbreviation","SAW","راى","h1605:t0","likely normal word; abbreviation-source match alone does not establish a nonlexical sense",""
"2","abbreviation","SAW","شاف","h1605:t1","likely normal word; abbreviation-source match alone does not establish a nonlexical sense",""
"2","abbreviation","SAW","رايت","h1605:t2","likely normal word; abbreviation-source match alone does not establish a nonlexical sense",""
"2","abbreviation","SAW","شفت","h1605:t3","likely normal word; abbreviation-source match alone does not establish a nonlexical sense",""
"2","place-name","GEORGIA","جورجيا","h1627:t0","Known place spelling; inspect the intended sense",""
"2","abbreviation","TOM","توم","h1631:t0","uncertain; abbreviation-source match alone does not establish a nonlexical sense",""
"2","proper-name","TOM","توم","h1631:t0","Known name spelling; lexical senses may also exist",""
"2","transliteration","COAST","كوست","h1634:t2","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","transliteration","LORD","لورد","h1639:t2","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","transliteration","GRANT","غرانت","h1640:t3","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","abbreviation","SUB","غواصة","h1641:t0","uncertain; abbreviation-source match alone does not establish a nonlexical sense",""
"2","abbreviation","SUB","الغواصة","h1641:t1","uncertain; abbreviation-source match alone does not establish a nonlexical sense",""
"2","abbreviation","SUB","فرعي","h1641:t2","uncertain; abbreviation-source match alone does not establish a nonlexical sense",""
"2","abbreviation","SUB","الباطن","h1641:t3","uncertain; abbreviation-source match alone does not establish a nonlexical sense",""
"2","transliteration","MICHIGAN","ميشيغان","h1680:t0","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","transliteration","COLUMBIA","كولومبيا","h1681:t0","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","transliteration","SECRETARY","سكرتيرة","h1693:t0","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","transliteration","SECRETARY","سكرتير","h1693:t2","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","transliteration","COLORADO","كولورادو","h1712:t0","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","transliteration","COLORADO","كلورادو","h1712:t1","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","abbreviation","DEV","ديف","h1726:t0","uncertain; abbreviation-source match alone does not establish a nonlexical sense",""
"2","abbreviation","CUP","كوب","h1727:t0","likely normal word; abbreviation-source match alone does not establish a nonlexical sense",""
"2","abbreviation","CUP","فنجان","h1727:t1","likely normal word; abbreviation-source match alone does not establish a nonlexical sense",""
"2","abbreviation","CUP","كاس","h1727:t2","likely normal word; abbreviation-source match alone does not establish a nonlexical sense",""
"2","abbreviation","CUP","الكاس","h1727:t3","likely normal word; abbreviation-source match alone does not establish a nonlexical sense",""
"2","abbreviation","CUP","الكوب","h1727:t4","likely normal word; abbreviation-source match alone does not establish a nonlexical sense",""
"2","abbreviation","LEE","ليي","h1745:t0","uncertain; abbreviation-source match alone does not establish a nonlexical sense",""
"2","proper-name","LEE","ليي","h1745:t0","Known name spelling; lexical senses may also exist",""
"2","abbreviation","LEE","لي","h1745:t1","uncertain; abbreviation-source match alone does not establish a nonlexical sense",""
"2","proper-name","LEE","لي","h1745:t1","Known name spelling; lexical senses may also exist",""
"2","abbreviation","LEE","لى","h1745:t2","uncertain; abbreviation-source match alone does not establish a nonlexical sense",""
"2","proper-name","LEE","لى","h1745:t2","Known name spelling; lexical senses may also exist",""
"2","abbreviation","OS","عظم","h1746:t0","uncertain; abbreviation-source match alone does not establish a nonlexical sense",""
"2","transliteration","STONE","ستون","h1823:t0","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","abbreviation","BOB","بوب","h1824:t0","uncertain; abbreviation-source match alone does not establish a nonlexical sense",""
"2","abbreviation","BOB","ارتداد","h1824:t1","uncertain; abbreviation-source match alone does not establish a nonlexical sense",""
"2","abbreviation","EX","سابق","h1837:t0","uncertain; abbreviation-source match alone does not establish a nonlexical sense",""
"2","editorial-note","CUM","مع (لاتيني)","h1845:t1","Parenthetical/bracketed text; review before treating as an answer",""
"2","transliteration","FORD","فورد","h1851:t0","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","transliteration","ZEALAND","زيلاند","h1860:t0","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","transliteration","SCOTT","سكوت","h1870:t0","Approximate consonant skeleton match; loanwords and coincidences are valid possibilities",""
"2","abbreviation","BUS","حافلة","h1877:t0","likely normal word; abbreviation-source match alone does not establish a nonlexical sense",""
