"headwordIndex","translationIndex","english","original","status","register","confidence","allowedForEnToAr","allowedForArToEn","preferredForEnToAr","preferredForArToEn","partOfSpeech","reasonCode","reason","reviewer","sources","sourceId","referenceArabic","referenceConflict"
"1872","1","CANON","شريعة","review","msa","medium","","","","","noun","construction-or-sense-review","CANON — شريعة: شريعة is broader religious law. A specific canon/rule mapping needs support before approval.","AI-assisted linguistic review","[]","1872:1","شريعة","true"
"3298","1","PLANNED","المخطط لها","review","msa","medium","","","","","adjective","construction-or-sense-review","PLANNED — المخطط لها: المخطط لها includes a feminine pronominal complement; review the standalone participial presentation.","AI-assisted linguistic review","[]","3298:1","المخطط لها","true"
"1995","0","PRIME","رئيس الوزراء","review","msa","high","false","false","false","false","noun","unsuitable-pending-review","PRIME — رئيس الوزراء: رئيس الوزراء supplies prime minister, not prime in isolation. Leave the shortened compound mapping withheld pending evidence.","AI-assisted linguistic review","[]","1995:0","رئيس الوزراء","true"
"2013","2","SORTED","فرزها","review","msa","medium","","","","","verb","construction-or-sense-review","SORTED — فرزها: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","2013:2","فرزها","true"
"2914","0","LANE","لين","review","uncertain","medium","","","","","uncertain","register-review","LANE — لين: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","2914:0","لين","true"
"3428","3","SOLAR","الطاقة الشمسية","review","msa","medium","","","","","noun","construction-or-sense-review","SOLAR — الطاقة الشمسية: الطاقة الشمسية is solar energy, adding a noun absent from the isolated adjective solar.","AI-assisted linguistic review","[]","3428:3","الطاقة الشمسية","true"
"3646","0","SPECIFICATION","مواصفات","review","msa","medium","","","","","noun","construction-or-sense-review","SPECIFICATION — مواصفات: مواصفات is plural specifications. A document can have a collective Arabic equivalent, but that construction needs support.","AI-assisted linguistic review","[]","3646:0","مواصفات","true"
"4469","0","PLATES","لوحات","review","msa","medium","","","","","noun","construction-or-sense-review","PLATES — لوحات: لوحات can be plates/signs but not necessarily dishes; a specific sense needs confirmation.","AI-assisted linguistic review","[]","4469:0","لوحات","true"
"3859","1","STEREO","ستيريو","review","uncertain","medium","","","","","noun","register-review","STEREO — ستيريو: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","3859:1","ستيريو","true"
"3202","0","GENRE","النوع","review","msa","medium","","","","","noun","construction-or-sense-review","GENRE — النوع: النوع broadly means type; an artistic genre context is needed before treating this as a direct learner clue.","AI-assisted linguistic review","[]","3202:0","النوع","true"
"3206","0","TESTED","اختبارها","review","msa","medium","","","","","verb","construction-or-sense-review","TESTED — اختبارها: اختبارها is normally testing it/her; a supplied construction is needed for tested.","AI-assisted linguistic review","[]","3206:0","اختبارها","true"
"2515","0","ULTIMATE","نهاية المطاف","review","msa","high","false","false","false","false","noun","unsuitable-pending-review","ULTIMATE — نهاية المطاف: نهاية المطاف means the eventual endpoint, not the isolated ultimate adjective. Preserve without inventing a repair.","AI-assisted linguistic review","[]","2515:0","نهاية المطاف","true"
"3976","3","CRACK","الكراك","review","uncertain","medium","","","","","noun","register-review","CRACK — الكراك: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","3976:3","الكراك","true"
"3352","0","AVATAR","الأفاتار","review","uncertain","medium","","","","","noun","register-review","AVATAR — الأفاتار: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","3352:0","الأفاتار","true"
"7003","1","LIP","شفاه","review","msa","medium","","","","","noun","construction-or-sense-review","LIP — شفاه: شفاه is lips plural; isolated lip is singular. Retain a possible collective rendering for review.","AI-assisted linguistic review","[]","7003:1","شفاه","true"
"1912","3","CLAIM","ألف - المطالبة","review","msa","high","false","false","false","false","noun","unsuitable-pending-review","CLAIM — ألف - المطالبة: ألف - is an editorial enumeration label, not part of the Arabic claim expression.","AI-assisted linguistic review","[]","1912:3","ألف - المطالبة","true"
"3171","0","NEITHER","ولا حتى","review","msa","high","false","false","false","false","conjunction","unsuitable-pending-review","NEITHER — ولا حتى: ولا حتى means not even, not neither; the negative construction is materially different and needs review.","AI-assisted linguistic review","[]","3171:0","ولا حتى","true"
"1677","0","RESPECTIVE","كل منها","review","msa","medium","","","","","adjective","construction-or-sense-review","RESPECTIVE — كل منها: كل منها expresses each of them; the corresponding/distributive adjective requires a construction.","AI-assisted linguistic review","[]","1677:0","كل منها","true"
"2400","1","ANIME","أنيمي","review","uncertain","medium","","","","","noun","register-review","ANIME — أنيمي: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","2400:1","أنيمي","true"
"1697","3","AUSTRALIAN","استرالي","review","msa","medium","","","","","adjective","orthography-review","AUSTRALIAN — استرالي: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1697:3","استرالي","true"
"2006","0","INFORMED","علم","review","msa","medium","","","","","verb","construction-or-sense-review","INFORMED — علم: علم may mean knew or informed depending on vocalization/construction; the intended passive/active relationship needs context.","AI-assisted linguistic review","[]","2006:0","علم","true"
"1731","4","INSTALLATION","تركيب التثبيت","review","msa","high","false","false","false","false","noun","unsuitable-pending-review","INSTALLATION — تركيب التثبيت: تركيب التثبيت is a redundant compound, not a clean standalone installation label.","AI-assisted linguistic review","[]","1731:4","تركيب التثبيت","true"
"2812","2","PIECES","قطعه","review","msa","medium","","","","","uncertain","orthography-review","PIECES — قطعه: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","2812:2","قطعه","true"
"5528","4","RAT","فأر","review","msa","medium","","","","","noun","construction-or-sense-review","RAT — فأر: فأر most directly supplies mouse; broader rodent usage needs evidence before approval as rat.","AI-assisted linguistic review","[]","5528:4","فأر","true"
"6580","1","BUTLER","بتلر","review","uncertain","medium","","","","","uncertain","register-review","BUTLER — بتلر: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","6580:1","بتلر","true"
"3096","0","DENTAL","طب الأسنان","review","msa","medium","","","","","adjective","construction-or-sense-review","DENTAL — طب الأسنان: طب الأسنان is dentistry, not the isolated dental adjective; review a possible attributive construction.","AI-assisted linguistic review","[]","3096:0","طب الأسنان","true"
"1758","1","OLDER","كبار السن","review","msa","medium","","","","","adjective","construction-or-sense-review","OLDER — كبار السن: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1758:1","كبار السن","true"
"3655","0","AIRLINE","شركات الطيران","review","msa","medium","","","","","noun","construction-or-sense-review","AIRLINE — شركات الطيران: شركات الطيران is plural airline companies; keep the single-company presentation unresolved.","AI-assisted linguistic review","[]","3655:0","شركات الطيران","true"
"4519","0","ENABLES","تمكين","review","msa","medium","","","","","verb","construction-or-sense-review","ENABLES — تمكين: تمكين is enabling as an action noun; the finite enables relationship needs context, not automatic rejection of all verbal nouns.","AI-assisted linguistic review","[]","4519:0","تمكين","true"
"2310","0","DINING","الطعام","review","msa","medium","","","","","noun","construction-or-sense-review","DINING — الطعام: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","2310:0","الطعام","true"
"1783","0","WHOSE","الذين","rejected","msa","high","false","false","false","false","pronoun","wrong-or-corrupt-relationship","WHOSE — الذين: الذين is a nonpossessive plural relative pronoun. Whose introduces possession; the supplied form omits that essential relation. Second pass: The relative pronoun omits the possession relation required by whose. A full sentence could add possession elsewhere, but the standalone relationship lacks it.","AI-assisted linguistic review","[]","1783:0","الذين","true"
"2267","2","FALLS","السقوط","review","msa","medium","","","","","noun","construction-or-sense-review","FALLS — السقوط: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","2267:2","السقوط","true"
"2416","1","RURAL","الريف","review","msa","medium","","","","","noun","construction-or-sense-review","RURAL — الريف: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","2416:1","الريف","true"
"1796","1","AUTOMOTIVE","السيارات","review","msa","medium","","","","","noun","construction-or-sense-review","AUTOMOTIVE — السيارات: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1796:1","السيارات","true"
"1822","2","HISTORICAL","تاريخى","review","msa","medium","","","","","adjective","orthography-review","HISTORICAL — تاريخى: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1822:2","تاريخى","true"
"2136","2","EXTENDED","تمديد","review","msa","medium","","","","","noun","construction-or-sense-review","EXTENDED — تمديد: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","2136:2","تمديد","true"
"2140","3","SORRY","آسفه","review","msa","medium","","","","","adjective","orthography-review","SORRY — آسفه: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","2140:3","آسفه","true"
"8755","2","TOOTH","الأسنان","review","msa","medium","","","","","noun","construction-or-sense-review","TOOTH — الأسنان: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","8755:2","الأسنان","true"
"1844","1","SETTINGS","إعدادات الإعدادات","review","msa","high","false","false","false","false","noun","unsuitable-pending-review","SETTINGS — إعدادات الإعدادات: A potentially misleading or malformed relationship remains excluded pending review; a categorical rejection is not sufficiently established.","AI-assisted linguistic review","[]","1844:1","إعدادات الإعدادات","true"
"6992","1","POLAR","القطب القطبي","review","msa","high","false","false","false","false","noun","unsuitable-pending-review","POLAR — القطب القطبي: القطب القطبي is a tautological noun phrase rather than the polar adjective; withhold for review.","AI-assisted linguistic review","[]","6992:1","القطب القطبي","true"
"2668","0","INCHES","بوصة","review","msa","medium","","","","","noun","construction-or-sense-review","INCHES — بوصة: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","2668:0","بوصة","true"
"1868","2","LABEL","تسمية التسمية","review","msa","high","false","false","false","false","noun","unsuitable-pending-review","LABEL — تسمية التسمية: A potentially misleading or malformed relationship remains excluded pending review; a categorical rejection is not sufficiently established.","AI-assisted linguistic review","[]","1868:2","تسمية التسمية","true"
"7061","2","OOPS","أوبس","review","uncertain","medium","","","","","interjection","register-review","OOPS — أوبس: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","7061:2","أوبس","true"
"2443","0","REMAIN","ابقى","review","msa","medium","","","","","verb","orthography-review","REMAIN — ابقى: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","2443:0","ابقى","true"
"2249","3","MOUSE","ماوس","review","uncertain","medium","","","","","noun","register-review","MOUSE — ماوس: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","2249:3","ماوس","true"
"2985","1","LOSE","خسارة","review","msa","medium","","","","","verb","construction-or-sense-review","LOSE — خسارة: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","2985:1","خسارة","true"
"2223","0","APPLICABLE","ينطبق","review","msa","medium","","","","","adjective","construction-or-sense-review","APPLICABLE — ينطبق: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","2223:0","ينطبق","true"
"5262","0","ISRAELI","اسرائيلي","review","msa","medium","","","","","adjective","orthography-review","ISRAELI — اسرائيلي: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","5262:0","اسرائيلي","true"
"2721","0","REFER","إرجع","review","msa","medium","","","","","verb","orthography-review","REFER — إرجع: إرجع has the wrong initial hamza convention for ارجع and may mean return rather than refer. Preserve for review.","AI-assisted linguistic review","[]","2721:0","إرجع","true"
"3082","0","BLUES","البلوز","review","uncertain","medium","","","","","noun","register-review","BLUES — البلوز: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","3082:0","البلوز","true"
"2483","0","BETA","بيتا","review","uncertain","medium","","","","","noun","register-review","BETA — بيتا: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","2483:0","بيتا","true"
"1916","3","PATCH","التصحيح","review","msa","medium","","","","","noun","construction-or-sense-review","PATCH — التصحيح: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1916:3","التصحيح","true"
"2433","1","NULL","لا شيء","review","msa","medium","","","","","pronoun","construction-or-sense-review","NULL — لا شيء: لا شيء means nothing. Technical null is not interchangeable with every absence/nothing concept; context is needed.","AI-assisted linguistic review","[]","2433:1","لا شيء","true"
"1922","1","MISS","ملكة جمال","review","msa","medium","","","","","noun","construction-or-sense-review","MISS — ملكة جمال: ملكة جمال expresses a beauty queen, not Miss as a standalone title. A pageant-specific context is missing.","AI-assisted linguistic review","[]","1922:1","ملكة جمال","true"
"1951","0","CONGRESS","الكونغرس","review","uncertain","medium","","","","","noun","register-review","CONGRESS — الكونغرس: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","1951:0","الكونغرس","true"
"2334","0","VICE","نائب","review","msa","medium","","","","","noun","construction-or-sense-review","VICE — نائب: نائب is deputy as in vice-president, while vice alone has other senses; the bound-prefix construction needs review.","AI-assisted linguistic review","[]","2334:0","نائب","true"
"1956","1","PRODUCED","منتجة","review","msa","medium","","","","","adjective","construction-or-sense-review","PRODUCED — منتجة: منتجة may be productive or a feminine producer; the intended produced/passive sense needs vocalization or context.","AI-assisted linguistic review","[]","1956:1","منتجة","true"
"5499","0","EXAMINED","فحصها","review","msa","medium","","","","","verb","construction-or-sense-review","EXAMINED — فحصها: فحصها includes an object pronoun or nominal reading. Leave the isolated examined mapping for contextual review.","AI-assisted linguistic review","[]","5499:0","فحصها","true"
