"id","size","mode","length","pattern","failedSeeds","recurring","selectedTarget","before","after","addedAnswers","zeroToSupported","remainsZero","criticalToHealthy"
"3e172c0f0b05c5bf","11","ar_to_en","11","??E????????","[5,7,9,11,15,18,19,21,22,23,30]","true","false","2","2","[]","false","false","false"
"0e4f03ea140f08ee","13","ar_to_en","3","??O","[1,2,3,7,8,10,11,12,14,25,27]","true","false","3","3","[]","false","false","false"
"5c14c244775930de","11","ar_to_en","3","D??","[4,8,12,13,15,17,21,25,26,28,29]","true","false","3","3","[]","false","false","false"
"70039251445620f1","11","ar_to_en","3","??O","[5,6,8,9,13,15,18,19,25,28,30]","true","false","3","3","[]","false","false","false"
"0e37b0cdad62e71d","13","ar_to_en","3","?SU","[3,4,15,16,20,22,24,26,27,28]","true","false","1","1","[]","false","false","false"
"133da65753136177","11","ar_to_en","3","P?H","[4,5,8,9,15,18,19,28,29,30]","true","false","1","1","[]","false","false","false"
"16cfc7798a8a7616","11","ar_to_en","11","P?O?????P??","[7,9,12,19,22,23,24,25,27,30]","true","false","1","1","[]","false","false","false"
"3b9e994041081dfa","13","ar_to_en","13","?AR?????A????","[1,9,12,14,17,22,23,27,28,29]","true","false","1","1","[]","false","false","false"
"440b13e728489677","11","ar_to_en","11","??GN?????N?","[4,6,8,9,13,15,18,19,28,30]","true","false","1","1","[]","false","false","false"
"5b4c3ccfcacb8b53","11","ar_to_en","3","??E","[4,6,8,9,13,15,18,19,28,30]","true","false","1","1","[]","false","false","false"
"69beac66d2c99258","11","ar_to_en","3","?T?","[6,8,9,13,15,17,20,21,24,28]","true","false","1","1","[]","false","false","false"
"6f2f2c6179a8ade8","11","ar_to_en","11","?EC???E?D?D","[2,4,7,9,12,20,23,24,28,29]","true","false","1","1","[]","false","false","false"
"854ebe0cd6ee98f1","11","ar_to_en","3","??N","[4,6,8,9,13,15,18,19,28,30]","true","false","1","1","[]","false","false","false"
"f971c854658710a2","11","ar_to_en","3","AT?","[4,6,8,9,12,23,24,25,26,29]","true","false","1","1","[]","false","false","false"
"0d9918a41c282851","13","ar_to_en","13","??T??????????","[1,2,4,9,12,15,25,27,29,30]","true","false","2","2","[]","false","false","false"
"172a684f26fd42eb","11","ar_to_en","3","?C?","[3,6,13,15,17,20,21,24,27,28]","true","false","2","2","[]","false","false","false"
"1b226a61c0aacd49","11","ar_to_en","3","?NI","[4,5,6,8,9,11,18,19,29,30]","true","false","2","2","[]","false","false","false"
"2e6e7d3e4f88da46","11","ar_to_en","3","?NI","[4,6,8,11,13,15,16,20,28,29]","true","false","2","2","[]","false","false","false"
"6a2bf053e676f042","13","ar_to_en","3","U??","[1,3,12,13,14,18,21,22,27,29]","true","false","2","2","[]","false","false","false"
"dda1b8b15abca57f","13","ar_to_en","13","??E??????????","[2,3,4,8,9,16,22,25,27,29]","true","false","2","2","[]","false","false","false"
"89ce20def6e7d148","11","ar_to_en","3","???","[5,6,8,9,10,18,19,24,26,30]","true","true","3","4","[""BEE""]","false","false","false"
"cd2e03a893ba5e43","11","ar_to_en","11","??I????????","[5,6,7,9,11,15,18,19,23,30]","true","false","3","3","[]","false","false","false"
"1bb9ab26dbe109a8","13","ar_to_en","13","??C???????I??","[3,6,7,8,12,14,16,18,28]","true","false","1","1","[]","false","false","false"
"5ce9a1e24ffd7b7a","11","ar_to_en","11","R?G??????N?","[6,8,12,13,15,20,21,24,28]","true","false","1","1","[]","false","false","false"
"5fc8e58d5ea77897","11","ar_to_en","3","?SU","[2,4,16,18,19,20,24,29,30]","true","false","1","1","[]","false","false","false"
"801beeab81e5ede3","13","ar_to_en","3","?T?","[3,4,10,11,14,16,17,21,26]","true","false","1","1","[]","false","false","false"
"c73863ee7ecafb00","13","ar_to_en","3","?F?","[7,10,12,18,19,20,21,24,27]","true","false","1","1","[]","false","false","false"
"042df017ad029625","13","ar_to_en","3","??O","[1,7,12,17,22,24,27,28,29]","true","false","2","2","[]","false","false","false"
"2cd3500a5d42f553","11","ar_to_en","3","???","[5,6,8,10,13,18,19,28,30]","true","false","2","2","[]","false","false","false"
"5cdafdcc398c4fa4","13","ar_to_en","3","??U","[1,9,12,15,18,21,22,25,27]","true","false","2","2","[]","false","false","false"
"817b06875747ebfe","11","ar_to_en","3","???","[5,8,9,10,15,18,19,28,30]","true","false","2","2","[]","false","false","false"
"9a77c71da1da9c6c","13","ar_to_en","3","??U","[3,6,7,8,10,15,16,17,22]","true","false","2","2","[]","false","false","false"
"d4c3d92b57214e8c","13","ar_to_en","3","??U","[1,2,4,7,17,18,22,26,29]","true","false","2","2","[]","false","false","false"
"ffb114cc8d7ec04f","11","ar_to_en","11","??N????????","[6,8,11,12,13,15,20,22,24]","true","false","2","2","[]","false","false","false"
"0737d8cf61d0d132","11","ar_to_en","11","??TE???????","[3,4,6,12,13,15,27,28,29]","true","false","3","3","[]","false","false","false"
"086deaefef5c4871","11","ar_to_en","11","??P????????","[5,6,8,13,15,18,19,28,30]","true","false","3","3","[]","false","false","false"
"29bc9cdf0b221fd5","11","ar_to_en","3","??I","[2,4,16,17,21,22,24,25,29]","true","false","3","3","[]","false","false","false"
"3fc214850da0a969","13","ar_to_en","3","??C","[1,8,9,10,12,14,24,27,28]","true","false","3","3","[]","false","false","false"
"f466ad15d32fa9cd","11","ar_to_en","11","??N????????","[6,8,12,13,15,22,24,25,28]","true","false","3","3","[]","false","false","false"
"dd047102b47b3afc","13","ar_to_en","4","????","[3,8,10,12,14,21,27,29]","true","false","0","0","[]","false","true","false"
"e74996847a3a737b","11","ar_to_en","3","E?I","[7,9,12,16,20,21,23,24]","true","false","0","0","[]","false","true","false"
"23a0085844aa3bb7","11","ar_to_en","11","??L????????","[2,6,7,8,13,15,17,28]","true","true","1","2","[""COLLECTIONS""]","false","false","false"
"2e02c30b6b2196c9","13","ar_to_en","3","?F?","[3,7,8,9,12,14,28,30]","true","false","1","1","[]","false","false","false"
"3b242fca6df0e0de","11","ar_to_en","11","??L????????","[2,6,7,8,13,15,17,28]","true","true","1","2","[""COLLECTIONS""]","false","false","false"
"45029b3c487c3ad4","13","ar_to_en","13","??C???????I??","[3,6,8,12,14,16,18,28]","true","false","1","1","[]","false","false","false"
"82bb305f663e7807","11","ar_to_en","3","?T?","[2,5,7,12,16,17,22,26]","true","false","1","1","[]","false","false","false"
"8521a99bca1b6d4e","13","ar_to_en","3","AGO","[9,12,13,22,24,27,28,29]","true","false","1","1","[]","false","false","false"
"b1c0ef40d23fbea0","11","ar_to_en","3","?LI","[4,6,8,13,15,16,28,29]","true","false","1","1","[]","false","false","false"
"c4bb824f76da7e48","13","ar_to_en","3","??P","[1,9,12,18,21,27,28,29]","true","false","1","1","[]","false","false","false"
"ca2de25fbc2e7f3d","13","ar_to_en","13","??T???????N??","[1,2,3,8,9,16,27,29]","true","false","1","1","[]","false","false","false"
"d0e44ce4d2a3c112","11","ar_to_en","3","?F?","[6,8,13,15,20,21,24,28]","true","false","1","1","[]","false","false","false"
"d1be4e99dbb974dd","11","ar_to_en","11","ERU????????","[4,6,8,13,15,20,28,29]","true","false","1","1","[]","false","false","false"
"de07b14022c7ff77","13","ar_to_en","3","?TE","[3,5,9,14,16,17,26,27]","true","false","1","1","[]","false","false","false"
"e35fac76790a33f8","13","ar_to_en","3","??E","[1,9,12,17,22,27,28,29]","true","false","1","1","[]","false","false","false"
"f20e43316acaa66c","13","ar_to_en","13","??E???????T??","[2,3,8,9,16,26,29,30]","true","false","1","1","[]","false","false","false"
"f7ce7cd90a33b5a2","13","ar_to_en","3","??A","[1,9,12,18,21,27,28,29]","true","false","1","1","[]","false","false","false"
"2cd2b9dd8b4860f9","13","ar_to_en","3","???","[1,9,11,13,21,25,27,28]","true","false","2","2","[]","false","false","false"
"42ec83a4c537815d","11","ar_to_en","3","??U","[4,6,8,13,15,16,28,29]","true","false","2","2","[]","false","false","false"
"4a703dbb638b58f1","11","ar_to_en","3","?C?","[2,6,7,8,13,15,16,17]","true","false","2","2","[]","false","false","false"
"59baac0851d3bd52","13","ar_to_en","3","???","[12,13,17,21,22,23,29,30]","true","false","2","2","[]","false","false","false"
"6500068233759837","13","ar_to_en","3","U??","[1,5,8,11,12,14,17,25]","true","false","2","2","[]","false","false","false"
"6db6265af4778e03","13","ar_to_en","13","??N??????????","[6,8,9,16,18,22,28,29]","true","false","2","2","[]","false","false","false"
"70726eb79e505a17","13","ar_to_en","3","??U","[2,12,13,17,19,21,23,26]","true","false","2","2","[]","false","false","false"
"835cd6c73c12ed1f","11","ar_to_en","11","??F????????","[2,6,7,8,13,15,17,28]","true","true","2","3","[""ENFORCEMENT""]","false","false","false"
"8db4344ed7beced7","11","ar_to_en","11","??F????????","[2,6,7,8,13,15,17,28]","true","true","2","3","[""ENFORCEMENT""]","false","false","false"
"9606eb143e66f8a8","11","ar_to_en","3","??P","[5,8,9,15,18,19,28,30]","true","false","2","2","[]","false","false","false"
"b0c2266a38d87055","13","ar_to_en","4","????","[3,8,10,12,14,21,27,29]","true","false","2","2","[]","false","false","false"
"b40507ad89549667","11","ar_to_en","11","??I?????P??","[5,7,9,15,18,19,23,30]","true","false","2","2","[]","false","false","false"
"01d7a4dd15330cee","13","ar_to_en","4","????","[3,8,10,12,14,21,27,29]","true","false","3","3","[]","false","false","false"
"05b6ce9cdb55ab74","13","ar_to_en","3","??C","[1,9,12,17,22,27,28,29]","true","false","3","3","[]","false","false","false"
"aa8ca18b5dc7916d","11","ar_to_en","11","??I????????","[7,8,9,18,19,23,28,30]","true","false","3","3","[]","false","false","false"
"af57f8ebbf8d0328","11","ar_to_en","11","??I????????","[6,8,13,15,18,19,28,30]","true","false","3","3","[]","false","false","false"
"cb42dce7bf47d06a","11","ar_to_en","3","??I","[7,9,12,16,20,21,23,24]","true","false","3","3","[]","false","false","false"
"eae34717b1aa3921","13","ar_to_en","13","??T??????????","[3,7,9,18,22,25,27,29]","true","false","3","3","[]","false","false","false"
"5fd2dfa96e855b90","11","ar_to_en","11","??T????????","[2,6,7,8,13,15,17,28]","true","false","4","4","[]","false","false","false"
"13d15cb13c7feb3e","11","ar_to_en","3","??L","[5,6,8,9,18,19,30]","true","false","0","0","[]","false","true","false"
"2ddfa3c242026699","13","ar_to_en","13","AEC??????????","[2,15,17,22,24,27,28]","true","false","0","0","[]","false","true","false"
"36ddd35eac3d5eeb","11","ar_to_en","3","?KI","[8,13,15,20,21,24,28]","true","false","0","0","[]","false","true","false"
"43ac629cd1a64bf4","11","ar_to_en","6","?TS???","[4,6,8,13,15,28,29]","true","false","0","0","[]","false","true","false"
"5915ad8e64313c7e","13","ar_to_en","3","ETE","[1,5,6,9,10,18,27]","true","false","0","0","[]","false","true","false"
"9f796130935a959d","11","ar_to_en","3","?DO","[6,8,13,15,20,28,30]","true","false","0","0","[]","false","true","false"
"d3d7f0c21fdaef60","13","ar_to_en","3","??O","[8,9,10,12,14,21,27]","true","false","0","0","[]","false","true","false"
"07bd8601f994a4d5","11","ar_to_en","3","I??","[1,5,7,18,19,23,30]","true","false","1","1","[]","false","false","false"
"0ca6910465e57ada","11","ar_to_en","3","?GE","[5,6,13,15,19,28,30]","true","false","1","1","[]","false","false","false"
"0f8fca9e3a51e22c","11","ar_to_en","3","OGA","[13,14,15,18,19,28,30]","true","false","1","1","[]","false","false","false"
"19dbd3ba72dc02c2","11","ar_to_en","3","ESU","[11,12,18,19,20,21,24]","true","false","1","1","[]","false","false","false"
"257a4e490714d6b4","11","ar_to_en","3","?ID","[5,6,8,9,18,19,30]","true","false","1","1","[]","false","false","false"
"43e544c05a59d67d","13","ar_to_en","3","?T?","[1,2,4,17,20,24,30]","true","false","1","1","[]","false","false","false"
"49650a6a558c8da8","13","ar_to_en","3","ESU","[6,8,10,19,20,24,26]","true","false","1","1","[]","false","false","false"
"4abebcfc766c4fc0","11","ar_to_en","3","I??","[1,5,7,18,19,23,30]","true","false","1","1","[]","false","false","false"
"539a537bd6b99fef","11","ar_to_en","3","E?I","[4,5,11,18,19,29,30]","true","false","1","1","[]","false","false","false"
"575b574475ccbe5e","13","ar_to_en","13","??MP?????????","[12,17,22,24,27,28,29]","true","false","1","1","[]","false","false","false"
"5ed20db920f23eef","11","ar_to_en","3","SKI","[6,8,13,15,21,24,28]","true","false","1","1","[]","false","false","false"
"6f7b1750ed6ca84a","13","ar_to_en","3","?T?","[4,7,9,16,22,24,26]","true","false","1","1","[]","false","false","false"
"784dc2435da8c201","13","ar_to_en","4","????","[3,10,12,14,21,27,29]","true","true","1","5","[""GAVE"",""GONE"",""GENE"",""TONE""]","false","false","true"
"ca82fa92617a52a9","11","ar_to_en","3","??N","[5,6,8,9,18,19,30]","true","false","1","1","[]","false","false","false"
"ee39adf2370277a8","11","ar_to_en","3","??C","[6,9,10,15,19,24,30]","true","false","1","1","[]","false","false","false"
"14bae2b0e96964c6","13","ar_to_en","3","U??","[2,12,13,14,18,26,29]","true","false","2","2","[]","false","false","false"
"227cb21d8f9d1337","13","ar_to_en","3","U??","[11,17,18,20,24,25,26]","true","false","2","2","[]","false","false","false"
"46e040c0b1a1cd47","13","ar_to_en","13","??T??????????","[2,3,4,8,16,18,27]","true","false","2","2","[]","false","false","false"
"54f6fa6429d6cd9a","11","ar_to_en","3","??I","[5,8,9,17,18,19,30]","true","false","2","2","[]","false","false","false"
"9ec3975334115259","13","ar_to_en","3","?S?","[1,3,9,10,11,17,18]","true","false","2","2","[]","false","false","false"
"a2ec5ec88684a744","11","ar_to_en","3","??U","[1,3,11,14,21,25,27]","true","false","2","2","[]","false","false","false"
"a4a25b3a1ec804a6","11","ar_to_en","3","??U","[7,9,16,20,21,23,24]","true","false","2","2","[]","false","false","false"
"cc3c5c5b3231594a","11","ar_to_en","3","?D?","[6,8,13,15,21,24,28]","true","false","2","2","[]","false","false","false"
"cdb9147ec5656211","13","ar_to_en","3","C??","[9,12,18,21,23,29,30]","true","false","2","2","[]","false","false","false"
"d9fe4cbc0214a09b","11","ar_to_en","3","I??","[4,13,15,25,26,28,29]","true","false","2","2","[]","false","false","false"
"fdd598512600e1ab","11","ar_to_en","11","??D????????","[2,6,8,13,15,17,28]","true","false","2","2","[]","false","false","false"
"07e870be7cae7a5c","11","ar_to_en","3","???","[5,6,8,9,18,19,30]","true","false","3","3","[]","false","false","false"
"092aed2d9b5f50d7","11","ar_to_en","11","??B????????","[2,6,8,13,15,17,28]","true","false","3","3","[]","false","false","false"
"0ebfc7354e89b329","11","ar_to_en","11","??D????????","[2,6,8,13,15,17,28]","true","false","3","3","[]","false","false","false"
"1460b8e1c85cb31a","11","ar_to_en","11","??B????????","[2,6,8,13,15,17,28]","true","false","3","3","[]","false","false","false"
"1972d2e745f2c385","11","ar_to_en","11","??C????????","[2,6,8,13,15,17,28]","true","true","3","8","[""PREFERENCES"",""CONFERENCES"",""RECRUITMENT"",""THEORETICAL"",""EXCEPTIONAL""]","false","false","true"
"2073a95dac736116","11","ar_to_en","11","??U????????","[2,6,8,13,15,17,28]","true","false","3","3","[]","false","false","false"
"29fb3b0a912a7d2d","13","ar_to_en","13","??I??????????","[3,9,12,21,22,26,29]","true","false","3","3","[]","false","false","false"
"309553e8f0b91387","11","ar_to_en","3","??R","[4,5,9,18,19,29,30]","true","true","3","4","[""RIP""]","false","false","false"
"35ec0a1c79463af0","11","ar_to_en","3","?AM","[4,6,13,15,20,28,29]","true","false","3","3","[]","false","false","false"
"5091f730ae1dbee3","11","ar_to_en","11","??R????????","[5,6,13,15,19,28,30]","true","false","3","3","[]","false","false","false"
"5cd7aa2487f8de52","13","ar_to_en","3","??I","[3,4,6,18,22,25,28]","true","false","3","3","[]","false","false","false"
"6ee0ba719fa95227","11","ar_to_en","11","??V????????","[2,6,8,13,15,17,28]","true","false","3","3","[]","false","false","false"
"788cfd77d02ebb20","11","ar_to_en","11","??N????????","[4,7,11,12,15,24,29]","true","false","3","3","[]","false","false","false"
"90da5d6ed048e489","11","ar_to_en","6","??P???","[5,7,11,18,19,23,30]","true","false","3","3","[]","false","false","false"
"936e048393a6673e","13","ar_to_en","13","??I??????????","[2,6,9,18,22,26,29]","true","false","3","3","[]","false","false","false"
"992094e82fde35e6","11","ar_to_en","11","??V????????","[2,6,8,13,15,17,28]","true","false","3","3","[]","false","false","false"
"adffa77faee166d2","11","ar_to_en","11","??G????????","[2,6,8,13,15,17,28]","true","true","3","4","[""SUGGESTIONS""]","false","false","false"
"b0a63e1d9e3a75e1","11","ar_to_en","11","??G????????","[2,6,8,13,15,17,28]","true","true","3","4","[""SUGGESTIONS""]","false","false","false"
"b3bdcf8e2585f8c6","11","ar_to_en","3","?OC","[4,6,8,13,16,28,29]","true","false","3","3","[]","false","false","false"
"d25e49e9b6153568","11","ar_to_en","11","??U????????","[2,6,8,13,15,17,28]","true","false","3","3","[]","false","false","false"
"e1c41d665d0dcdb6","13","ar_to_en","4","??D?","[3,8,10,12,14,27,29]","true","true","3","6","[""ENDS"",""HIDE"",""TIDE""]","false","false","true"
"fc4156077eb06d8c","11","ar_to_en","11","??O????????","[2,6,8,13,15,17,28]","true","true","3","9","[""DISCUSSIONS"",""SUGGESTIONS"",""COLLECTIONS"",""PROCEEDINGS"",""CONNECTIONS"",""CONTRACTORS""]","false","false","true"
"ff933efd869fae95","11","ar_to_en","11","??C????????","[2,6,8,13,15,17,28]","true","false","4","9","[""EXPERIENCES"",""PREFERENCES"",""CONFERENCES"",""RECRUITMENT"",""THEORETICAL""]","false","false","false"
"0f3b4a897f6db999","13","ar_to_en","3","ES?","[10,12,16,17,20,23]","true","false","0","0","[]","false","true","false"
"2327c48456c888fa","13","ar_to_en","3","?SE","[1,6,9,18,19,26]","true","false","0","0","[]","false","true","false"
"4392feb80c79a086","11","ar_to_en","3","???","[5,7,18,19,23,30]","true","false","0","0","[]","false","true","false"
"55b065101efdd646","11","ar_to_en","3","?NI","[7,9,20,21,23,24]","true","false","0","0","[]","false","true","false"
"6c121e0f169c637d","11","ar_to_en","11","??O????????","[4,13,15,26,28,29]","true","false","0","0","[]","false","true","false"
"c9c98543f47b2569","11","ar_to_en","3","??E","[6,8,13,15,20,28]","true","false","0","0","[]","false","true","false"
"10f5b8b1bf84ecbb","11","ar_to_en","11","?NS????????","[6,8,13,15,20,28]","true","false","1","1","[]","false","false","false"
"19796b289304438a","11","ar_to_en","3","?NN","[6,8,13,15,20,28]","true","false","1","1","[]","false","false","false"
"20522bcfee48f751","13","ar_to_en","3","?T?","[15,16,21,27,29,30]","true","false","1","1","[]","false","false","false"
"235999b431c54791","13","ar_to_en","3","?F?","[10,11,13,14,17,25]","true","false","1","1","[]","false","false","false"
"2e60c064da947fe0","11","ar_to_en","3","?DS","[4,13,15,20,28,29]","true","false","1","1","[]","false","false","false"
"2f2d5fabd62d4b04","11","ar_to_en","3","??N","[5,8,9,18,19,30]","true","false","1","1","[]","false","false","false"
"2f86cdc4edde1332","11","ar_to_en","3","??I","[5,8,9,18,19,30]","true","false","1","1","[]","false","false","false"
"37a60080a20587d5","11","ar_to_en","3","??N","[5,6,9,18,19,30]","true","false","1","1","[]","false","false","false"
"3fec6a7c060b6ab2","11","ar_to_en","3","INN","[7,9,18,19,23,25]","true","false","1","1","[]","false","false","false"
"4ba8187049f1dbf6","11","ar_to_en","3","?RC","[2,4,7,16,17,29]","true","false","1","1","[]","false","false","false"
"525255161af7c365","11","ar_to_en","3","?HE","[2,4,7,17,22,29]","true","false","1","1","[]","false","false","false"
"572ce785ca462730","11","ar_to_en","3","?NO","[6,8,13,15,20,28]","true","false","1","1","[]","false","false","false"
"593ced81b263ee7c","11","ar_to_en","3","E?I","[5,18,19,21,24,30]","true","false","1","1","[]","false","false","false"
"79002528af590e3a","11","ar_to_en","3","E?G","[5,18,19,20,24,30]","true","false","1","1","[]","false","false","false"
"7bc0c309273e31b1","11","ar_to_en","11","??SO???????","[7,11,18,19,20,23]","true","false","1","1","[]","false","false","false"
"8201eee5abf98384","11","ar_to_en","3","?T?","[2,3,9,14,22,27]","true","false","1","1","[]","false","false","false"
