"headwordIndex","translationIndex","english","original","status","register","confidence","allowedForEnToAr","allowedForArToEn","preferredForEnToAr","preferredForArToEn","partOfSpeech","reasonCode","reason","reviewer","sources","sourceId","referenceArabic","referenceConflict","sense"
"2452","0","BATH","حمام","approved","msa","high","true","true","true","true","noun","natural-preferred","BATH — حمام: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","2452:0","حمام","false",""
"2452","1","BATH","الحمام","approved","msa","high","true","true","false","false","noun","valid-alternative","BATH — الحمام: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","2452:1","حمام","false",""
"2452","2","BATH","باث","review","uncertain","medium","","","","","uncertain","register-review","BATH — باث: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","2452:2","حمام","false",""
"3438","0","DOUBT","الشك","approved","msa","high","true","true","false","false","noun","valid-alternative","DOUBT — الشك: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","3438:0","شك","false",""
"3438","1","DOUBT","اشك","review","msa","medium","","","","","verb","orthography-review","DOUBT — اشك: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","3438:1","شك","false",""
"3438","2","DOUBT","شك","approved","msa","high","true","true","true","true","noun","natural-preferred","DOUBT — شك: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","3438:2","شك","false",""
"2194","0","EXPECT","اتوقع","review","msa","medium","","","","","verb","orthography-review","EXPECT — اتوقع: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","2194:0","توقع","false",""
"2194","1","EXPECT","تتوقع","approved","msa","high","true","true","false","false","verb","valid-alternative","EXPECT — تتوقع: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","2194:1","توقع","false",""
"2194","2","EXPECT","توقع","approved","msa","high","true","true","true","true","verb","natural-preferred","EXPECT — توقع: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","2194:2","توقع","false",""
"2348","0","BEAR","الدب","approved","msa","high","true","true","false","false","noun","valid-alternative","BEAR — الدب: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","2348:0","الدب","false",""
"2348","1","BEAR","بير","review","uncertain","medium","","","","","uncertain","register-review","BEAR — بير: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","2348:1","الدب","false",""
"2348","2","BEAR","دب","approved","msa","high","true","true","true","true","noun","natural-preferred","BEAR — دب: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","2348:2","الدب","false",""
"2143","0","DAMAGE","الاضرار","review","msa","medium","","","","","noun","orthography-review","DAMAGE — الاضرار: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","2143:0","الضرر","false",""
"2143","1","DAMAGE","اضرار","review","msa","medium","","","","","noun","orthography-review","DAMAGE — اضرار: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","2143:1","الضرر","false",""
"2143","2","DAMAGE","ضرر","approved","msa","high","true","true","true","true","noun","natural-preferred","DAMAGE — ضرر: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","2143:2","الضرر","false",""
"2143","3","DAMAGE","الضرر","approved","msa","high","true","true","false","false","noun","valid-alternative","DAMAGE — الضرر: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","2143:3","الضرر","false",""
"3068","0","POLL","استطلاع","approved","msa","high","true","true","false","false","noun","valid-alternative","POLL — استطلاع: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","3068:0","استطلاع الرأي","false",""
"3068","1","POLL","الاستطلاع","approved","msa","high","true","true","false","false","noun","valid-alternative","POLL — الاستطلاع: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","3068:1","استطلاع الرأي","false",""
"3068","2","POLL","استطلاع الرأي","approved","msa","high","true","true","true","true","noun","natural-preferred","POLL — استطلاع الرأي: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","3068:2","استطلاع الرأي","false",""
"2150","0","SNOW","ثلج","approved","msa","high","true","true","true","true","noun","natural-preferred","SNOW — ثلج: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","2150:0","ثلج","false",""
"2150","1","SNOW","الثلج","approved","msa","high","true","true","false","false","noun","valid-alternative","SNOW — الثلج: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","2150:1","ثلج","false",""
"2150","2","SNOW","سنو","review","uncertain","medium","","","","","uncertain","register-review","SNOW — سنو: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","2150:2","ثلج","false",""
"1720","0","TITLES","العناوين","approved","msa","high","true","true","false","false","noun","valid-alternative","TITLES — العناوين: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","1720:0","العناوين","false",""
"1720","1","TITLES","الالقاب","review","msa","medium","","","","","noun","orthography-review","TITLES — الالقاب: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1720:1","العناوين","false",""
"1720","2","TITLES","عناوين","approved","msa","high","true","true","true","true","noun","natural-preferred","TITLES — عناوين: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","1720:2","العناوين","false",""
"1720","3","TITLES","القاب","review","msa","medium","","","","","noun","orthography-review","TITLES — القاب: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1720:3","العناوين","false",""
"2157","0","DOLLAR","الدولار","approved","msa","high","true","true","false","false","noun","valid-alternative","DOLLAR — الدولار: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","2157:0","دولار","false",""
"2157","1","DOLLAR","دولار","approved","msa","high","true","true","true","true","noun","natural-preferred","DOLLAR — دولار: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","2157:1","دولار","false",""
"1764","0","CELLS","الخلايا","approved","msa","high","true","true","false","false","noun","valid-alternative","CELLS — الخلايا: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","1764:0","الخلايا","false",""
"1764","1","CELLS","الزنزانات","approved","msa","high","true","true","false","false","noun","valid-alternative","CELLS — الزنزانات (prison cells): Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","1764:1","الخلايا","false","prison cells"
"1764","2","CELLS","خلايا","approved","msa","high","true","true","true","true","noun","natural-preferred","CELLS — خلايا: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","1764:2","الخلايا","false",""
"1782","0","CALLS","اتصالات","approved","msa","high","true","true","false","false","noun","valid-alternative","CALLS — اتصالات: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","1782:0","المكالمات","false",""
"1782","1","CALLS","المكالمات","approved","msa","high","true","true","false","false","noun","valid-alternative","CALLS — المكالمات: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","1782:1","المكالمات","false",""
"1782","2","CALLS","النداءات","approved","msa","high","true","true","false","false","noun","valid-alternative","CALLS — النداءات (appeals or calls): Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","1782:2","المكالمات","false","appeals or calls"
"1782","3","CALLS","مكالمات","approved","msa","high","true","true","true","true","noun","natural-preferred","CALLS — مكالمات: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","1782:3","المكالمات","false",""
"1784","0","COVERAGE","الشمول","review","msa","medium","","","","","noun","construction-or-sense-review","COVERAGE — الشمول: الشمول means comprehensiveness/inclusion; coverage requires a supported context, unlike the direct التغطية.","AI-assisted linguistic review","[]","1784:0","التغطية","false",""
"1784","1","COVERAGE","التغطية","approved","msa","high","true","true","false","false","noun","valid-alternative","COVERAGE — التغطية: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","1784:1","التغطية","false",""
"1784","2","COVERAGE","تغطية","approved","msa","high","true","true","true","true","noun","natural-preferred","COVERAGE — تغطية: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","1784:2","التغطية","false",""
"2203","0","GONE","رحلت","approved","msa","high","true","true","false","false","verb","valid-alternative","GONE — رحلت: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","2203:0","ذهب","false",""
"2203","1","GONE","رحل","approved","msa","high","true","true","false","false","verb","valid-alternative","GONE — رحل: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","2203:1","ذهب","false",""
"2203","2","GONE","ذهب","approved","msa","high","true","true","true","true","verb","natural-preferred","GONE — ذهب: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","2203:2","ذهب","false",""
"2203","3","GONE","ذهبت","approved","msa","high","true","true","false","false","verb","valid-alternative","GONE — ذهبت: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","2203:3","ذهب","false",""
"2048","0","ORANGE","اورانج","review","uncertain","medium","","","","","uncertain","register-review","ORANGE — اورانج: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","2048:0","البرتقال","false",""
"2048","1","ORANGE","البرتقالي","approved","msa","high","true","true","false","false","adjective","valid-alternative","ORANGE — البرتقالي: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","2048:1","البرتقال","false",""
"2048","2","ORANGE","برتقالي","approved","msa","high","true","true","true","true","adjective","natural-preferred","ORANGE — برتقالي: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","2048:2","البرتقال","false",""
"2048","3","ORANGE","برتقال","approved","msa","high","true","true","true","true","noun","natural-preferred","ORANGE — برتقال: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","2048:3","البرتقال","false",""
