"headwordIndex","english","referenceArabic","englishLength","arabicLengths","learnerScore","qualityPotential","domainScore","matchedDomainIds","matchedPatterns","failedSeedsHelped","domainFamilies","finalSelectionScore","oldStatus","initialStatus","finalStatus","reason","headwords","relationships","headwordStatus","relationshipStatus","register","allowedEnToAr","allowedArToEn","preferredEnToAr","preferredArToEn","restrictedEnToAr","restrictedArToEn","allowedNonpreferredArToEn","posAssignments","unresolvedPos","senseAssignments","multiword"
"1678","PARENT","الوالد","6","[6]","143.50190320826536","2","18","[""bc94c1ed866c7c96"",""228902ebcf1fbe15"",""421758eb4d3686c0"",""9e02ecaf8cc68c4d"",""c02adb534d1b9934""]","[""11:ar_to_en:??ER??"",""11:ar_to_en:???E??"",""11:ar_to_en:??????"",""11:ar_to_en:??E???"",""11:ar_to_en:??R???""]","[2,7,17,20,23,24]","[""ar_to_en:6""]","163.50190320826536","review","approved","approved","Selected general vocabulary. Approval requires at least one approved MSA relationship; an unsuitable translation alone does not reject the headword.","1","1","{""approved"":1}","{""approved"":1}","{""msa"":1}","1","1","1","1","0","0","0","1","0","0","0"
"2244","DELETE","حذف","6","[3,4,5]","137.70028275212064","2","23.774437510817343","[""fc1a9d7c84e3bacb"",""8a68ffccb817c76c"",""31b0fe7fe99aaf0b"",""3687d4340d942c08"",""ed3534db4035b133"",""3fbc56eb61da8e4f"",""228902ebcf1fbe15"",""c30dd6dee410a8f8"",""dd91aadb5a0b0d7d"",""e1b51a4c0f01c6ff"",""e3c6a1eb05e9fe6a"",""a6246c3beeff2252"",""29a47999d715340a""]","[""11:ar_to_en:??E???"",""11:ar_to_en:??????"",""11:ar_to_en:???E??"",""11:en_to_ar:?ذف"",""11:en_to_ar:?ذ?""]","[2,5,7,8,18,19,20,23,24,28,30]","[""ar_to_en:6"",""en_to_ar:3""]","163.47472026293798","review","approved","approved","Selected general vocabulary. Approval requires at least one approved MSA relationship; an unsuitable translation alone does not reject the headword.","1","5","{""approved"":1}","{""approved"":5}","{""msa"":5}","5","5","1","1","0","0","4","5","0","0","0"
"1952","FUEL","الوقود","4","[4,6]","140.48582995951418","2","20.897352853986263","[""3815b450c62c443e""]","[""11:ar_to_en:?U??""]","[5,18,19,30]","[""ar_to_en:4""]","163.38318281350044","review","approved","approved","Selected general vocabulary. Approval requires at least one approved MSA relationship; an unsuitable translation alone does not reject the headword.","1","2","{""approved"":1}","{""approved"":2}","{""msa"":2}","2","2","1","1","0","0","1","2","0","0","0"
"2571","GENDER","نوع الجنس","6","[8,9]","135.00328155764603","2","25.65224035614973","[""0763656d10fe541f"",""577d0196f63f4c04"",""05566bb329d60960""]","[""11:ar_to_en:??D???"",""11:en_to_ar:???لاع??""]","[1,5,13,18,19,25,30]","[""ar_to_en:6"",""en_to_ar:8""]","162.65552191379575","review","approved","approved","Selected general vocabulary. Approval requires at least one approved MSA relationship; an unsuitable translation alone does not reject the headword.","1","2","{""approved"":1}","{""review"":1,""approved"":1}","{""msa"":2}","1","1","1","1","0","0","0","2","0","0","1"
"2832","EVIL","الشر","4","[2,3,4]","133.11258278145695","2","27.408518696265133","[""e5a1d5657f69de63"",""120d967259debe93"",""65586f08e13d8b44"",""b09521b85bcb5f09"",""ae8ede73e54668a1"",""b187cad4906e5f34"",""c97144c08b4bd3e6"",""edfde0f48fa3a252"",""a0dcb650f3ca7cbb""]","[""11:ar_to_en:??V?"",""11:en_to_ar:?ش"",""11:en_to_ar:ش?"",""9:en_to_ar:ش?"",""9:en_to_ar:?ش"",""11:en_to_ar:ار?"",""9:en_to_ar:ار?"",""9:en_to_ar:رش??"",""11:en_to_ar:?رش""]","[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,25,26,27,28,29,30]","[""ar_to_en:4"",""en_to_ar:2"",""en_to_ar:3"",""en_to_ar:4""]","162.52110147772208","review","approved","approved","Selected general vocabulary. Approval requires at least one approved MSA relationship; an unsuitable translation alone does not reject the headword.","1","3","{""approved"":1}","{""approved"":3}","{""msa"":3}","3","3","1","1","0","0","2","3","0","0","0"
"2039","EXPERT","خبير","6","[4,5,6,7]","139.6137657836098","2","20.897352853986263","[""fa03ba27841d6726"",""e3c6a1eb05e9fe6a""]","[""11:ar_to_en:??E???"",""11:ar_to_en:??????""]","[5,18,19,20,24,30]","[""ar_to_en:6""]","162.51111863759607","review","approved","approved","Selected general vocabulary. Approval requires at least one approved MSA relationship; an unsuitable translation alone does not reject the headword.","1","4","{""approved"":1}","{""approved"":4}","{""msa"":4}","4","4","1","1","0","0","3","4","0","0","0"
"2413","WIRE","سلك","4","[3,5]","136.25651484251077","2","24.06727785542857","[""52d0c7ab9e66883a"",""76a43bd8c4822cf2"",""78b15887ba538d0c"",""f461819d75b7280a"",""f70ed1647269380d""]","[""11:ar_to_en:????"",""11:ar_to_en:??R?"",""11:ar_to_en:??I?"",""11:en_to_ar:?لس""]","[4,5,7,8,15,18,19,23,28,30]","[""ar_to_en:4"",""en_to_ar:3""]","162.32379269793933","review","approved","approved","Selected general vocabulary. Approval requires at least one approved MSA relationship; an unsuitable translation alone does not reject the headword.","1","2","{""approved"":1}","{""approved"":2}","{""msa"":2}","2","2","1","1","0","0","1","2","0","0","0"
"1997","LIMIT","حد","5","[2,4]","140.03002251688767","2","20.264662506490403","[""6eff07afa1779e24"",""be4024ecb70e7f77"",""e5e3cbc68ac4e1e3"",""1fa90c91b41dec46"",""86aa8692e558b65a""]","[""11:ar_to_en:?????"",""11:en_to_ar:حد"",""9:en_to_ar:دح"",""11:en_to_ar:دح"",""9:en_to_ar:حد""]","[1,2,3,6,7,10,11,12,14,15,18,20,21,26,27,30]","[""ar_to_en:5"",""en_to_ar:2""]","162.29468502337807","review","approved","approved","Selected general vocabulary. Approval requires at least one approved MSA relationship; an unsuitable translation alone does not reject the headword.","1","2","{""approved"":1}","{""approved"":2}","{""msa"":2}","2","2","1","1","0","0","1","2","0","0","0"
"2204","CODES","رموز","5","[4,6]","138.05899143672693","2","22.019550008653873","[""e4e87dd4d6b83e56"",""52a414cf9b55cd29"",""2c9a332e30875a6d"",""3460180ffa027cd2""]","[""13:ar_to_en:??D??"",""11:en_to_ar:??مر"",""9:en_to_ar:رم??"",""9:en_to_ar:زو????""]","[3,4,5,8,13,17,18,19,25,30]","[""ar_to_en:5"",""en_to_ar:4"",""en_to_ar:6""]","162.0785414453808","review","approved","approved","Selected general vocabulary. Approval requires at least one approved MSA relationship; an unsuitable translation alone does not reject the headword.","1","2","{""approved"":1}","{""approved"":2}","{""msa"":2}","2","2","1","1","0","0","1","2","0","0","0"
"1849","EASILY","بسهولة","6","[6]","141.56923876331513","2","18","[""ca2cfcf976a30458"",""d7a8d134b5700261"",""807a7c443c0071ac"",""37b24edd42ec60dd"",""ba0362d8e3895d09""]","[""11:ar_to_en:??I???"",""11:ar_to_en:??????""]","[2,5,7,11,18,19,23,30]","[""ar_to_en:6""]","161.56923876331513","review","approved","approved","Selected general vocabulary. Approval requires at least one approved MSA relationship; an unsuitable translation alone does not reject the headword.","1","1","{""approved"":1}","{""approved"":1}","{""msa"":1}","1","1","1","1","0","0","0","1","0","0","0"
"2452","BATH","حمام","4","[3,4,6]","135.93890386343216","2","23.519550008653873","[""ba91352ea0b3e3c4"",""d576761f3c9f22e7"",""0fc5e3ddd5032111"",""927a2799415fa7e6"",""f92b968698b556af""]","[""11:ar_to_en:????"",""9:en_to_ar:ثا?"",""11:en_to_ar:مام?"",""11:en_to_ar:ما?ح""]","[1,2,3,7,11,18,22,25,27,29]","[""ar_to_en:4"",""en_to_ar:3"",""en_to_ar:4""]","161.45845387208604","review","approved","approved","Selected general vocabulary. Approval requires at least one approved MSA relationship; an unsuitable translation alone does not reject the headword.","1","3","{""approved"":1}","{""approved"":2,""review"":1}","{""msa"":2,""uncertain"":1}","2","2","1","1","0","0","1","2","1","0","0"
"3438","DOUBT","شك","5","[2,3,4]","129.4225818315557","2","29.643856189774727","[""3a3fe6ee587a66b6"",""120d967259debe93"",""9a909a90836b3618"",""65586f08e13d8b44"",""fc4ea4964459f785"",""b09521b85bcb5f09"",""fef226d3e6c0eca5"",""ae8ede73e54668a1"",""c401ce603564f061"",""381abe112c39c1c6"",""492eb87e7224c8b1"",""af03f35cd8db496c"",""a1c38e58bdc2bb97"",""0dee1e3d3bf72f6f"",""6d1a976f51eec93d"",""35190b06e43134fc"",""dc733ad6ca5900bc"",""e6970da37f028d30""]","[""11:ar_to_en:?B???"",""11:en_to_ar:?ش"",""11:en_to_ar:?ك"",""11:en_to_ar:ش?"",""11:en_to_ar:ك?"",""9:en_to_ar:ش?"",""9:en_to_ar:?ك"",""9:en_to_ar:?ش"",""9:en_to_ar:ك?"",""13:en_to_ar:?ك"",""13:en_to_ar:ش?"",""13:en_to_ar:?ش"",""9:en_to_ar:اش?"",""11:en_to_ar:?شا"",""13:en_to_ar:شك"",""13:en_to_ar:ك?""]","[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,25,26,27,28,29,30]","[""ar_to_en:5"",""en_to_ar:2"",""en_to_ar:3""]","161.06643802133044","review","approved","approved","Selected general vocabulary. Approval requires at least one approved MSA relationship; an unsuitable translation alone does not reject the headword.","1","3","{""approved"":1}","{""approved"":2,""review"":1}","{""msa"":3}","2","2","1","1","0","0","1","3","0","0","0"
"2194","EXPECT","توقع","6","[4,5]","138.14973772055316","2","20.897352853986263","[""fa03ba27841d6726"",""e3c6a1eb05e9fe6a""]","[""11:ar_to_en:??E???"",""11:ar_to_en:??????""]","[5,18,19,20,24,30]","[""ar_to_en:6""]","161.04709057453942","review","approved","approved","Selected general vocabulary. Approval requires at least one approved MSA relationship; an unsuitable translation alone does not reject the headword.","1","3","{""approved"":1}","{""review"":1,""approved"":2}","{""msa"":3}","2","2","1","1","0","0","1","3","0","0","0"
"2348","BEAR","الدب","4","[2,3,4]","136.79852805887765","2","21.599017034509092","[""7daecfa96885fe06"",""082558c3e3b56173"",""3a2c3878fceeb7fd"",""9cab93644f52a989"",""2222257fe6f0ad30"",""313cab59bd322c05"",""ed195bca626c0db5"",""b53d795c5faf16f2"",""e4d59c3e3c501d15""]","[""9:en_to_ar:دب"",""11:en_to_ar:دب"",""11:en_to_ar:بد"",""9:en_to_ar:بد"",""13:en_to_ar:?ب"",""11:en_to_ar:?ير"",""9:en_to_ar:ري?"",""11:en_to_ar:ر?ب"",""13:en_to_ar:??""]","[2,3,4,5,6,7,8,9,10,11,13,15,16,20,22,27,28,30]","[""en_to_ar:2"",""en_to_ar:3""]","160.39754509338675","review","approved","approved","Selected general vocabulary. Approval requires at least one approved MSA relationship; an unsuitable translation alone does not reject the headword.","1","3","{""approved"":1}","{""approved"":2,""review"":1}","{""msa"":2,""uncertain"":1}","2","2","1","1","0","0","1","2","1","0","0"
"2143","DAMAGE","الضرر","6","[3,5,7]","138.61935795317402","2","19.642106257572138","[""a53d890b5fb49ff9"",""8b8fa173fe814fb1"",""95f9c771af6d825e"",""0b90036d33897017"",""5fead9eb6a07f4b1""]","[""11:ar_to_en:??????"",""11:en_to_ar:رر?"",""9:en_to_ar:رر?"",""11:en_to_ar:رر???"",""9:en_to_ar:?رر""]","[4,5,7,9,10,13,20,23,26,27]","[""ar_to_en:6"",""en_to_ar:3"",""en_to_ar:5""]","160.26146421074617","review","approved","approved","Selected general vocabulary. Approval requires at least one approved MSA relationship; an unsuitable translation alone does not reject the headword.","1","4","{""approved"":1}","{""review"":2,""approved"":2}","{""msa"":4}","2","2","1","1","0","0","1","4","0","0","0"
"3068","POLL","استطلاع الرأي","4","[7,9,12]","131.57063930544592","2","26.151881261899078","[""8c07836ae01eeefc"",""2fabda001897e656"",""b2bf0587680a6db2"",""ce3bf3a841a15d5a""]","[""11:ar_to_en:??L?"",""11:en_to_ar:????ل?ع"",""9:en_to_ar:عا???????"",""9:en_to_ar:ع????????""]","[4,7,9,10,11,13,24]","[""ar_to_en:4"",""en_to_ar:7"",""en_to_ar:9""]","159.722520567345","review","approved","approved","Selected general vocabulary. Approval requires at least one approved MSA relationship; an unsuitable translation alone does not reject the headword.","1","3","{""approved"":1}","{""approved"":3}","{""msa"":3}","3","3","1","1","0","0","2","3","0","0","1"
"2150","SNOW","ثلج","4","[3,5]","138.55421686746988","2","19.019550008653873","[""1eac98a189ce5fe9"",""8c1df16cda4bb43d"",""f74c58a423e59b40"",""07444b9d2d9b14d0"",""380b41aca9e8415c""]","[""9:en_to_ar:???لج"",""9:en_to_ar:ثل?"",""11:en_to_ar:?نس"",""11:en_to_ar:جل?"",""11:en_to_ar:?لج""]","[2,4,8,9,11,16,17,18,19,22]","[""en_to_ar:5"",""en_to_ar:3""]","159.57376687612376","review","approved","approved","Selected general vocabulary. Approval requires at least one approved MSA relationship; an unsuitable translation alone does not reject the headword.","1","3","{""approved"":1}","{""approved"":2,""review"":1}","{""msa"":2,""uncertain"":1}","2","2","1","1","0","0","1","2","1","0","0"
"1720","TITLES","العناوين","6","[5,6,7,8]","143.01075268817203","2","14.264662506490405","[""8c709007bbfe739c"",""0c13c47510b1d172"",""05caddd5d34d9824""]","[""11:ar_to_en:??????""]","[7,20,23,24]","[""ar_to_en:6""]","159.27541519466243","review","approved","approved","Selected general vocabulary. Approval requires at least one approved MSA relationship; an unsuitable translation alone does not reject the headword.","1","4","{""approved"":1}","{""approved"":2,""review"":2}","{""msa"":4}","2","2","1","1","0","0","1","4","0","0","0"
"2157","DOLLAR","دولار","6","[5,7]","138.48929516478228","2","18.509775004326936","[""67d9cc933319bfab"",""d0a5f6db40967d61""]","[""11:ar_to_en:??L???"",""11:en_to_ar:????ل?ر""]","[11,13,18,19,30]","[""ar_to_en:6"",""en_to_ar:7""]","158.99907016910922","review","approved","approved","Selected general vocabulary. Approval requires at least one approved MSA relationship; an unsuitable translation alone does not reject the headword.","1","2","{""approved"":1}","{""approved"":2}","{""msa"":2}","2","2","1","1","0","0","1","2","0","0","0"
"1764","CELLS","الخلايا","5","[5,7,9]","142.50797024442082","2","14.264662506490405","[""a4ffbaebe4190b79"",""fd397649ca590bc4""]","[""13:ar_to_en:?LL??"",""9:en_to_ar:??????زل?""]","[2,8,22]","[""ar_to_en:5"",""en_to_ar:9""]","158.7726327509112","review","approved","approved","Selected general vocabulary. Approval requires at least one approved MSA relationship; an unsuitable translation alone does not reject the headword.","1","3","{""approved"":1}","{""approved"":3}","{""msa"":3}","3","3","1","1","0","0","2","3","0","1","0"
"1782","CALLS","المكالمات","5","[7,8,9]","142.30565838180857","2","14.264662506490405","[""a4ffbaebe4190b79"",""d928feb138a3f509""]","[""13:ar_to_en:?LL??"",""9:en_to_ar:?????ك???""]","[2,4,17,22]","[""ar_to_en:5"",""en_to_ar:9""]","158.57032088829897","review","approved","approved","Selected general vocabulary. Approval requires at least one approved MSA relationship; an unsuitable translation alone does not reject the headword.","1","4","{""approved"":1}","{""approved"":4}","{""msa"":4}","4","4","1","1","0","0","3","4","0","1","0"
"1784","COVERAGE","التغطية","8","[5,6,7]","142.2832980972516","2","14.264662506490405","[""34ae561ecfc35a24"",""8d5947270ef0115d"",""9f5b887e26b8d59f""]","[""13:ar_to_en:????????""]","[11,17]","[""ar_to_en:8""]","158.54796060374198","review","approved","approved","Selected general vocabulary. Approval requires at least one approved MSA relationship; an unsuitable translation alone does not reject the headword.","1","3","{""approved"":1}","{""review"":1,""approved"":2}","{""msa"":3}","2","2","1","1","0","0","1","3","0","0","0"
"2203","GONE","ذهب","4","[3,4]","138.06804663335714","2","18.25488750216347","[""784dc2435da8c201"",""41df88c4f90e5fdc"",""73a8b23425953bae"",""d3e0568305d0c68a"",""def279fe81cb28b6"",""00b2cc2a80754e68"",""2ddcdb1b45145c11"",""5882f33115bc2789"",""ae0661897b3f35b2"",""e9710123f113ab8a""]","[""13:ar_to_en:????"",""11:ar_to_en:????"",""9:en_to_ar:?حل"",""11:en_to_ar:ل?ر"",""9:en_to_ar:رح?"",""9:en_to_ar:لح?"",""11:en_to_ar:لح?""]","[3,4,5,6,7,8,10,12,13,14,15,18,21,23,24,27,29]","[""ar_to_en:4"",""en_to_ar:3""]","158.3229341355206","review","approved","approved","Selected general vocabulary. Approval requires at least one approved MSA relationship; an unsuitable translation alone does not reject the headword.","1","4","{""approved"":1}","{""approved"":4}","{""msa"":4}","4","4","1","1","0","0","3","4","0","0","0"
"2048","ORANGE","البرتقال","6","[6,7,8,9]","139.52569169960475","2","16.642106257572138","[""113b90ff3a47bece"",""1930580e02d5f992"",""c2ed81ff9e86352d""]","[""11:ar_to_en:??????"",""9:en_to_ar:يل???????""]","[7,9,13,20,23,24]","[""ar_to_en:6"",""en_to_ar:9""]","158.1677979571769","review","approved","approved","Selected general vocabulary. Approval requires at least one approved MSA relationship; an unsuitable translation alone does not reject the headword.","1","6","{""approved"":1}","{""review"":1,""approved"":5}","{""uncertain"":1,""msa"":5}","5","5","2","2","0","0","3","5","1","0","0"
"2214","SENATE","مجلس الشيوخ","6","[10]","137.96867584243","2","18","[""f294d000b00ed868"",""a53d890b5fb49ff9""]","[""11:ar_to_en:??A???"",""11:ar_to_en:??????""]","[7,11,23]","[""ar_to_en:6""]","157.96867584243","review","approved","approved","Selected general vocabulary. Approval requires at least one approved MSA relationship; an unsuitable translation alone does not reject the headword.","1","1","{""approved"":1}","{""approved"":1}","{""msa"":1}","1","1","1","1","0","0","0","1","0","0","1"
"2550","SLEEP","النوم","5","[2,3,4,5]","135.16483516483515","2","20.77618744301993","[""e5d72c5831132114"",""9dd7fd7b82f7229a"",""ee94e2d3b8a026d9"",""532b84b8bb564526"",""7f291f650b6fdaa6"",""ed661dc84dcfc7a9"",""482a779da2cf8c27"",""c5fb1a7546939562"",""6119d6f55b5365f3"",""cd2a79bbb9244b51"",""f8ed5f33636c9345""]","[""11:ar_to_en:??E??"",""13:en_to_ar:من"",""11:en_to_ar:نم"",""11:en_to_ar:من"",""11:en_to_ar:?وم"",""9:en_to_ar:نم"",""9:en_to_ar:من"",""9:en_to_ar:مو?"",""9:en_to_ar:?وم"",""13:en_to_ar:?م""]","[2,4,6,7,8,9,10,12,13,14,15,16,17,18,21,23,25,27,28,29,30]","[""ar_to_en:5"",""en_to_ar:2"",""en_to_ar:3""]","157.94102260785507","review","approved","approved","Selected general vocabulary. Approval requires at least one approved MSA relationship; an unsuitable translation alone does not reject the headword.","1","5","{""approved"":1}","{""approved"":5}","{""msa"":5}","5","5","2","2","0","0","3","5","0","0","0"
