"headwordIndex","translationIndex","english","original","status","register","confidence","allowedForEnToAr","allowedForArToEn","preferredForEnToAr","preferredForArToEn","partOfSpeech","reasonCode","reason","reviewer","sources","stratum","sense"
"6980","0","ARRANGE","ترتيب","approved","msa","high","true","true","true","true","verb","natural-preferred","ARRANGE — ترتيب: Arranging or ordering is naturally expressed by this Arabic action noun.","AI-assisted linguistic review","[]","verb-inflection",""
"5776","0","TONGUE","لسان","approved","msa","high","true","true","true","true","noun","natural-preferred","TONGUE — لسان: Natural body-part noun, with valid article variants.","AI-assisted linguistic review","[]","approved-reverse",""
"6631","0","ADVISE","تقديم المشورة","approved","msa","high","true","true","true","true","verb","natural-preferred","ADVISE — تقديم المشورة: Giving advice is naturally expressed by this Arabic verbal-noun construction; identical surface morphology is not required.","AI-assisted linguistic review","[]","approved-reverse",""
"2964","1","INSTITUTION","المؤسسة","approved","msa","high","true","true","false","false","noun","valid-alternative","INSTITUTION — المؤسسة: Natural noun for an institution or establishment.","AI-assisted linguistic review","[]","approved-reverse",""
"7323","1","TRIO","ثلاثي","approved","msa","high","true","true","true","true","noun","natural-preferred","TRIO — ثلاثي: Natural noun for a group or ensemble of three, even though the Arabic form can also be adjectival.","AI-assisted linguistic review","[]","approved-reverse",""
"4680","0","ODDS","الاحتمالات","approved","msa","high","true","true","false","false","noun","valid-alternative","ODDS — الاحتمالات: Natural expression for odds or chances; competing synonyms are allowed.","AI-assisted linguistic review","[]","approved-reverse",""
"9080","1","COMMISSIONERS","المفوضون","approved","msa","high","true","true","true","true","noun","natural-preferred","COMMISSIONERS — المفوضون: Natural plural for commissioners; Arabic case variants do not change the lexical meaning.","AI-assisted linguistic review","[]","approved-reverse",""
"2541","0","HELPS","يساعد","approved","msa","high","true","true","true","true","verb","natural-preferred","HELPS — يساعد: Natural finite Arabic verb meaning helps; number or gender agreement does not undermine the relationship.","AI-assisted linguistic review","[]","approved-reverse",""
"4680","1","ODDS","احتمالات","approved","msa","high","true","true","true","true","noun","natural-preferred","ODDS — احتمالات: Natural expression for odds or chances; competing synonyms are allowed.","AI-assisted linguistic review","[]","approved-reverse",""
"6190","0","RIPE","ناضج","approved","msa","high","true","true","true","true","adjective","natural-preferred","RIPE — ناضج: Natural adjective for ripe or mature.","AI-assisted linguistic review","[]","approved-reverse",""
"4434","3","SOLO","منفرد","approved","msa","high","true","true","true","true","adjective","natural-preferred","SOLO — منفرد: Adjectival and adverbial uses are valid separately; Arabic gender agreement is not a reason for exclusion.","AI-assisted linguistic review","[]","approved-reverse",""
"6553","1","ANNEX","مرفق","approved","msa","high","true","true","true","true","noun","natural-preferred","ANNEX — مرفق: Natural noun for an annex or attachment, rather than an automatically assumed verbal use.","AI-assisted linguistic review","[]","approved-reverse",""
