seed,size,mode,policy,reason,solverAttempts,timeoutChecks,viableTemplates,validationErrors,qualityErrors
"5","11","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","146","43","24","[]","[]"
"5","13","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","37","6","[]","[]"
"5","13","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","290","37","24","[]","[]"
"6","9","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","24","60","24","[]","[]"
"6","11","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","32","6","[]","[]"
"6","11","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","130","45","24","[]","[]"
"6","13","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","39","6","[]","[]"
"6","13","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","292","38","24","[]","[]"
"7","9","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","39","6","[]","[]"
"7","9","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","24","74","24","[]","[]"
"7","11","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","46","6","[]","[]"
"7","11","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","117","43","24","[]","[]"
"7","13","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","37","6","[]","[]"
"7","13","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","282","41","24","[]","[]"
"8","7","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","24","144","24","[]","[]"
"8","9","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","29","6","[]","[]"
"8","11","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","20","6","[]","[]"
"8","11","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","122","46","24","[]","[]"
"8","13","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","22","52","6","[]","[]"
"8","13","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","261","38","24","[]","[]"
"9","9","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","41","6","[]","[]"
"9","11","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","23","6","[]","[]"
"9","11","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","119","44","24","[]","[]"
"9","13","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","43","6","[]","[]"
"9","13","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","269","34","24","[]","[]"
"10","9","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","45","6","[]","[]"
"10","11","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","120","44","24","[]","[]"
"10","13","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","40","6","[]","[]"
"10","13","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","271","37","24","[]","[]"
"11","11","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","47","6","[]","[]"
"11","11","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","102","45","24","[]","[]"
"11","13","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","31","6","[]","[]"
"11","13","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","262","39","24","[]","[]"
"12","7","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","24","129","24","[]","[]"
"12","9","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","31","6","[]","[]"
"12","11","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","46","6","[]","[]"
"12","11","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","109","47","24","[]","[]"
"12","13","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","39","6","[]","[]"
"12","13","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","270","38","24","[]","[]"
"13","9","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","30","6","[]","[]"
"13","11","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","31","6","[]","[]"
"13","11","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","114","49","24","[]","[]"
"13","13","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","22","39","6","[]","[]"
"13","13","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","256","38","24","[]","[]"
"14","11","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","36","6","[]","[]"
"14","11","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","111","54","24","[]","[]"
"14","13","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","27","6","[]","[]"
"14","13","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","251","41","24","[]","[]"
"15","9","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","27","6","[]","[]"
"15","11","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","112","43","24","[]","[]"
"15","13","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","24","6","[]","[]"
"15","13","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","259","40","24","[]","[]"
"16","11","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","51","6","[]","[]"
"16","11","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","122","44","24","[]","[]"
"16","13","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","268","40","24","[]","[]"
"17","9","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","41","6","[]","[]"
"17","11","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","127","43","24","[]","[]"
"17","13","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","51","6","[]","[]"
"17","13","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","274","36","24","[]","[]"
"18","11","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","54","6","[]","[]"
"18","11","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","127","49","24","[]","[]"
"18","13","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","41","6","[]","[]"
"18","13","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","275","41","24","[]","[]"
"19","9","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","37","6","[]","[]"
"19","11","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","110","45","24","[]","[]"
"19","13","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","245","34","24","[]","[]"
"20","9","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","29","6","[]","[]"
"20","11","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","123","45","24","[]","[]"
"20","13","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","25","6","[]","[]"
"20","13","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","262","36","24","[]","[]"
"21","9","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","24","70","24","[]","[]"
"21","11","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","33","6","[]","[]"
"21","11","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","120","46","24","[]","[]"
"21","13","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","49","6","[]","[]"
"21","13","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","241","37","24","[]","[]"
"22","9","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","42","6","[]","[]"
"22","9","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","24","70","24","[]","[]"
"22","11","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","38","6","[]","[]"
"22","11","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","134","44","24","[]","[]"
"22","13","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","53","6","[]","[]"
"22","13","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","217","39","24","[]","[]"
"23","11","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","114","47","24","[]","[]"
"23","13","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","54","6","[]","[]"
"23","13","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","210","41","24","[]","[]"
"24","11","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","145","39","24","[]","[]"
"24","13","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","30","6","[]","[]"
"24","13","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","234","34","24","[]","[]"
"25","11","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","40","6","[]","[]"
"25","11","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","125","48","24","[]","[]"
"25","13","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","52","6","[]","[]"
"25","13","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","230","39","24","[]","[]"
"26","11","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","23","6","[]","[]"
"26","11","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","98","46","24","[]","[]"
"26","13","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","22","23","6","[]","[]"
"26","13","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","259","35","24","[]","[]"
"27","11","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","66","6","[]","[]"
"27","11","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","109","46","24","[]","[]"
"27","13","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","46","6","[]","[]"
"27","13","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","273","41","24","[]","[]"
"28","9","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","29","6","[]","[]"
"28","11","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","49","6","[]","[]"
"28","11","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","108","46","24","[]","[]"
"28","13","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","33","6","[]","[]"
"28","13","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","251","36","24","[]","[]"
"29","11","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","40","6","[]","[]"
"29","11","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","130","48","24","[]","[]"
"29","13","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","23","6","[]","[]"
"29","13","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","234","43","24","[]","[]"
"30","9","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","34","6","[]","[]"
"30","11","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","135","46","24","[]","[]"
"30","13","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","54","6","[]","[]"
"30","13","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","236","36","24","[]","[]"
