seed,size,mode,policy,success,generationMs,entries,intersections,candidateCount,candidateLengths,solverAttempts,timeoutChecks,viableTemplates,totalTemplates,validationErrors,qualityErrors,failureReason
"5","9","en_to_ar","approved-only","false","1702.0012499999866","0","0","2000","{""2"":54,""3"":332,""4"":332,""5"":331,""6"":331,""7"":331,""8"":201,""9"":88}","2","31","6","6","[]","[]","solver_deadline_observed_root_cause_unestablished"
"5","9","ar_to_en","approved-only","false","3991.5646250000136","0","0","1801","{""2"":15,""3"":172,""4"":292,""5"":282,""6"":258,""7"":410,""8"":178,""9"":194}","24","67","24","24","[]","[]","solver_deadline_observed_root_cause_unestablished"
"5","11","en_to_ar","approved-only","false","1803.4774170000019","0","0","2000","{""2"":54,""3"":313,""4"":314,""5"":314,""6"":314,""7"":313,""8"":219,""9"":105,""10"":31,""11"":23}","2","31","6","6","[]","[]","solver_deadline_observed_root_cause_unestablished"
"5","11","ar_to_en","approved-only","false","4503.176166999998","0","0","1917","{""2"":15,""3"":172,""4"":292,""5"":282,""6"":258,""7"":410,""8"":178,""9"":194,""10"":59,""11"":57}","146","43","24","24","[]","[]","solver_deadline_observed_root_cause_unestablished"
"5","13","en_to_ar","approved-only","false","1807.1789169999975","0","0","2000","{""2"":54,""3"":305,""4"":305,""5"":305,""6"":305,""7"":305,""8"":228,""9"":115,""10"":33,""11"":24,""12"":16,""13"":5}","2","37","6","6","[]","[]","solver_deadline_observed_root_cause_unestablished"
"5","13","ar_to_en","approved-only","false","4513.775750000001","0","0","1958","{""2"":15,""3"":172,""4"":292,""5"":282,""6"":258,""7"":410,""8"":178,""9"":194,""10"":59,""11"":57,""12"":15,""13"":26}","290","37","24","24","[]","[]","solver_deadline_observed_root_cause_unestablished"
"6","7","en_to_ar","approved-only","true","5.8179589999926975","26","36","2000","{""2"":50,""3"":393,""4"":392,""5"":392,""6"":392,""7"":381}","1","0","6","6","[]","[]",""
"6","7","ar_to_en","approved-only","true","34.770999999993364","22","41","1429","{""2"":15,""3"":172,""4"":292,""5"":282,""6"":258,""7"":410}","1","0","24","24","[]","[]",""
"6","9","en_to_ar","approved-only","true","6.994999999995343","42","59","2000","{""2"":54,""3"":332,""4"":332,""5"":331,""6"":331,""7"":331,""8"":201,""9"":88}","1","0","6","6","[]","[]",""
"6","9","ar_to_en","approved-only","false","3990.7890000000043","0","0","1801","{""2"":15,""3"":172,""4"":292,""5"":282,""6"":258,""7"":410,""8"":178,""9"":194}","24","60","24","24","[]","[]","solver_deadline_observed_root_cause_unestablished"
"6","11","en_to_ar","approved-only","false","1803.6516249999986","0","0","2000","{""2"":54,""3"":313,""4"":314,""5"":314,""6"":314,""7"":313,""8"":219,""9"":105,""10"":31,""11"":23}","2","32","6","6","[]","[]","solver_deadline_observed_root_cause_unestablished"
"6","11","ar_to_en","approved-only","false","4502.3243749999965","0","0","1917","{""2"":15,""3"":172,""4"":292,""5"":282,""6"":258,""7"":410,""8"":178,""9"":194,""10"":59,""11"":57}","130","45","24","24","[]","[]","solver_deadline_observed_root_cause_unestablished"
"6","13","en_to_ar","approved-only","false","1806.7813749999914","0","0","2000","{""2"":54,""3"":305,""4"":305,""5"":305,""6"":305,""7"":305,""8"":228,""9"":115,""10"":33,""11"":24,""12"":16,""13"":5}","2","39","6","6","[]","[]","solver_deadline_observed_root_cause_unestablished"
"6","13","ar_to_en","approved-only","false","4450.253666999997","0","0","1958","{""2"":15,""3"":172,""4"":292,""5"":282,""6"":258,""7"":410,""8"":178,""9"":194,""10"":59,""11"":57,""12"":15,""13"":26}","292","38","24","24","[]","[]","solver_deadline_observed_root_cause_unestablished"
"7","7","en_to_ar","approved-only","true","3.4935000000114087","26","36","2000","{""2"":50,""3"":393,""4"":392,""5"":392,""6"":392,""7"":381}","1","0","6","6","[]","[]",""
"7","7","ar_to_en","approved-only","true","64.0760420000006","22","41","1429","{""2"":15,""3"":172,""4"":292,""5"":282,""6"":258,""7"":410}","1","0","24","24","[]","[]",""
"7","9","en_to_ar","approved-only","false","1702.5721669999912","0","0","2000","{""2"":54,""3"":332,""4"":332,""5"":331,""6"":331,""7"":331,""8"":201,""9"":88}","2","39","6","6","[]","[]","solver_deadline_observed_root_cause_unestablished"
"7","9","ar_to_en","approved-only","false","3991.345499999996","0","0","1801","{""2"":15,""3"":172,""4"":292,""5"":282,""6"":258,""7"":410,""8"":178,""9"":194}","24","74","24","24","[]","[]","solver_deadline_observed_root_cause_unestablished"
"7","11","en_to_ar","approved-only","false","1804.3289580000128","0","0","2000","{""2"":54,""3"":313,""4"":314,""5"":314,""6"":314,""7"":313,""8"":219,""9"":105,""10"":31,""11"":23}","2","46","6","6","[]","[]","solver_deadline_observed_root_cause_unestablished"
"7","11","ar_to_en","approved-only","false","4501.96875","0","0","1917","{""2"":15,""3"":172,""4"":292,""5"":282,""6"":258,""7"":410,""8"":178,""9"":194,""10"":59,""11"":57}","117","43","24","24","[]","[]","solver_deadline_observed_root_cause_unestablished"
"7","13","en_to_ar","approved-only","false","1806.1062910000037","0","0","2000","{""2"":54,""3"":305,""4"":305,""5"":305,""6"":305,""7"":305,""8"":228,""9"":115,""10"":33,""11"":24,""12"":16,""13"":5}","2","37","6","6","[]","[]","solver_deadline_observed_root_cause_unestablished"
"7","13","ar_to_en","approved-only","false","4512.938458000004","0","0","1958","{""2"":15,""3"":172,""4"":292,""5"":282,""6"":258,""7"":410,""8"":178,""9"":194,""10"":59,""11"":57,""12"":15,""13"":26}","282","41","24","24","[]","[]","solver_deadline_observed_root_cause_unestablished"
"8","7","en_to_ar","approved-only","true","2.8039580000040587","25","35","2000","{""2"":50,""3"":393,""4"":392,""5"":392,""6"":392,""7"":381}","1","0","6","6","[]","[]",""
"8","7","ar_to_en","approved-only","false","3002.4260410000134","0","0","1429","{""2"":15,""3"":172,""4"":292,""5"":282,""6"":258,""7"":410}","24","144","24","24","[]","[]","solver_deadline_observed_root_cause_unestablished"
"8","9","en_to_ar","approved-only","false","1702.4638339999947","0","0","2000","{""2"":54,""3"":332,""4"":332,""5"":331,""6"":331,""7"":331,""8"":201,""9"":88}","2","29","6","6","[]","[]","solver_deadline_observed_root_cause_unestablished"
"8","9","ar_to_en","approved-only","true","1573.6634579999954","32","64","1801","{""2"":15,""3"":172,""4"":292,""5"":282,""6"":258,""7"":410,""8"":178,""9"":194}","10","26","24","24","[]","[]",""
"8","11","en_to_ar","approved-only","false","1803.9484589999774","0","0","2000","{""2"":54,""3"":313,""4"":314,""5"":314,""6"":314,""7"":313,""8"":219,""9"":105,""10"":31,""11"":23}","2","20","6","6","[]","[]","solver_deadline_observed_root_cause_unestablished"
"8","11","ar_to_en","approved-only","false","4502.616582999995","0","0","1917","{""2"":15,""3"":172,""4"":292,""5"":282,""6"":258,""7"":410,""8"":178,""9"":194,""10"":59,""11"":57}","122","46","24","24","[]","[]","solver_deadline_observed_root_cause_unestablished"
"8","13","en_to_ar","approved-only","false","1806.645749999996","0","0","2000","{""2"":54,""3"":305,""4"":305,""5"":305,""6"":305,""7"":305,""8"":228,""9"":115,""10"":33,""11"":24,""12"":16,""13"":5}","22","52","6","6","[]","[]","solver_deadline_observed_root_cause_unestablished"
"8","13","ar_to_en","approved-only","false","4493.031292","0","0","1958","{""2"":15,""3"":172,""4"":292,""5"":282,""6"":258,""7"":410,""8"":178,""9"":194,""10"":59,""11"":57,""12"":15,""13"":26}","261","38","24","24","[]","[]","solver_deadline_observed_root_cause_unestablished"
"9","7","en_to_ar","approved-only","true","209.7762920000241","25","35","2000","{""2"":50,""3"":393,""4"":392,""5"":392,""6"":392,""7"":381}","1","0","6","6","[]","[]",""
"9","7","ar_to_en","approved-only","true","61.80408400000306","22","41","1429","{""2"":15,""3"":172,""4"":292,""5"":282,""6"":258,""7"":410}","1","0","24","24","[]","[]",""
"9","9","en_to_ar","approved-only","false","1702.392375000025","0","0","2000","{""2"":54,""3"":332,""4"":332,""5"":331,""6"":331,""7"":331,""8"":201,""9"":88}","2","41","6","6","[]","[]","solver_deadline_observed_root_cause_unestablished"
"9","9","ar_to_en","approved-only","true","1679.4457909999765","32","62","1801","{""2"":15,""3"":172,""4"":292,""5"":282,""6"":258,""7"":410,""8"":178,""9"":194}","11","28","24","24","[]","[]",""
"9","11","en_to_ar","approved-only","false","1803.8543329999957","0","0","2000","{""2"":54,""3"":313,""4"":314,""5"":314,""6"":314,""7"":313,""8"":219,""9"":105,""10"":31,""11"":23}","2","23","6","6","[]","[]","solver_deadline_observed_root_cause_unestablished"
"9","11","ar_to_en","approved-only","false","4501.481","0","0","1917","{""2"":15,""3"":172,""4"":292,""5"":282,""6"":258,""7"":410,""8"":178,""9"":194,""10"":59,""11"":57}","119","44","24","24","[]","[]","solver_deadline_observed_root_cause_unestablished"
"9","13","en_to_ar","approved-only","false","1805.207458000019","0","0","2000","{""2"":54,""3"":305,""4"":305,""5"":305,""6"":305,""7"":305,""8"":228,""9"":115,""10"":33,""11"":24,""12"":16,""13"":5}","2","43","6","6","[]","[]","solver_deadline_observed_root_cause_unestablished"
"9","13","ar_to_en","approved-only","false","4474.638459000009","0","0","1958","{""2"":15,""3"":172,""4"":292,""5"":282,""6"":258,""7"":410,""8"":178,""9"":194,""10"":59,""11"":57,""12"":15,""13"":26}","269","34","24","24","[]","[]","solver_deadline_observed_root_cause_unestablished"
"10","7","en_to_ar","approved-only","true","4.196166999987327","25","35","2000","{""2"":50,""3"":393,""4"":392,""5"":392,""6"":392,""7"":381}","1","0","6","6","[]","[]",""
"10","7","ar_to_en","approved-only","true","13.980166000023019","22","41","1429","{""2"":15,""3"":172,""4"":292,""5"":282,""6"":258,""7"":410}","1","0","24","24","[]","[]",""
"10","9","en_to_ar","approved-only","false","1702.1903750000056","0","0","2000","{""2"":54,""3"":332,""4"":332,""5"":331,""6"":331,""7"":331,""8"":201,""9"":88}","2","45","6","6","[]","[]","solver_deadline_observed_root_cause_unestablished"
"10","9","ar_to_en","approved-only","true","513.1347919999971","32","64","1801","{""2"":15,""3"":172,""4"":292,""5"":282,""6"":258,""7"":410,""8"":178,""9"":194}","4","6","24","24","[]","[]",""
"10","11","en_to_ar","approved-only","true","1406.2935419999994","62","85","2000","{""2"":54,""3"":313,""4"":314,""5"":314,""6"":314,""7"":313,""8"":219,""9"":105,""10"":31,""11"":23}","2","27","6","6","[]","[]",""
"10","11","ar_to_en","approved-only","false","4502.087124999991","0","0","1917","{""2"":15,""3"":172,""4"":292,""5"":282,""6"":258,""7"":410,""8"":178,""9"":194,""10"":59,""11"":57}","120","44","24","24","[]","[]","solver_deadline_observed_root_cause_unestablished"
"10","13","en_to_ar","approved-only","false","1806.2721250000177","0","0","2000","{""2"":54,""3"":305,""4"":305,""5"":305,""6"":305,""7"":305,""8"":228,""9"":115,""10"":33,""11"":24,""12"":16,""13"":5}","2","40","6","6","[]","[]","solver_deadline_observed_root_cause_unestablished"
"10","13","ar_to_en","approved-only","false","4491.120790999994","0","0","1958","{""2"":15,""3"":172,""4"":292,""5"":282,""6"":258,""7"":410,""8"":178,""9"":194,""10"":59,""11"":57,""12"":15,""13"":26}","271","37","24","24","[]","[]","solver_deadline_observed_root_cause_unestablished"
"11","7","en_to_ar","approved-only","true","2.6925829999963753","26","36","2000","{""2"":50,""3"":393,""4"":392,""5"":392,""6"":392,""7"":381}","1","0","6","6","[]","[]",""
"11","7","ar_to_en","approved-only","true","14.878083000017796","22","41","1429","{""2"":15,""3"":172,""4"":292,""5"":282,""6"":258,""7"":410}","1","0","24","24","[]","[]",""
"11","9","en_to_ar","approved-only","true","445.95262500000536","40","57","2000","{""2"":54,""3"":332,""4"":332,""5"":331,""6"":331,""7"":331,""8"":201,""9"":88}","1","0","6","6","[]","[]",""
"11","9","ar_to_en","approved-only","true","472.82533299998613","32","64","1801","{""2"":15,""3"":172,""4"":292,""5"":282,""6"":258,""7"":410,""8"":178,""9"":194}","3","5","24","24","[]","[]",""
"11","11","en_to_ar","approved-only","false","1802.822291999997","0","0","2000","{""2"":54,""3"":313,""4"":314,""5"":314,""6"":314,""7"":313,""8"":219,""9"":105,""10"":31,""11"":23}","2","47","6","6","[]","[]","solver_deadline_observed_root_cause_unestablished"
"11","11","ar_to_en","approved-only","false","4503.118333999999","0","0","1917","{""2"":15,""3"":172,""4"":292,""5"":282,""6"":258,""7"":410,""8"":178,""9"":194,""10"":59,""11"":57}","102","45","24","24","[]","[]","solver_deadline_observed_root_cause_unestablished"
"11","13","en_to_ar","approved-only","false","1806.4838750000054","0","0","2000","{""2"":54,""3"":305,""4"":305,""5"":305,""6"":305,""7"":305,""8"":228,""9"":115,""10"":33,""11"":24,""12"":16,""13"":5}","2","31","6","6","[]","[]","solver_deadline_observed_root_cause_unestablished"
"11","13","ar_to_en","approved-only","false","4514.28912500001","0","0","1958","{""2"":15,""3"":172,""4"":292,""5"":282,""6"":258,""7"":410,""8"":178,""9"":194,""10"":59,""11"":57,""12"":15,""13"":26}","262","39","24","24","[]","[]","solver_deadline_observed_root_cause_unestablished"
"12","7","en_to_ar","approved-only","true","258.13200000001234","24","38","2000","{""2"":50,""3"":393,""4"":392,""5"":392,""6"":392,""7"":381}","1","0","6","6","[]","[]",""
"12","7","ar_to_en","approved-only","false","3002.3249160000123","0","0","1429","{""2"":15,""3"":172,""4"":292,""5"":282,""6"":258,""7"":410}","24","129","24","24","[]","[]","solver_deadline_observed_root_cause_unestablished"
"12","9","en_to_ar","approved-only","false","1702.4417500000272","0","0","2000","{""2"":54,""3"":332,""4"":332,""5"":331,""6"":331,""7"":331,""8"":201,""9"":88}","2","31","6","6","[]","[]","solver_deadline_observed_root_cause_unestablished"
"12","9","ar_to_en","approved-only","true","499.86262500000885","32","64","1801","{""2"":15,""3"":172,""4"":292,""5"":282,""6"":258,""7"":410,""8"":178,""9"":194}","3","5","24","24","[]","[]",""
"12","11","en_to_ar","approved-only","false","1804.3337500000198","0","0","2000","{""2"":54,""3"":313,""4"":314,""5"":314,""6"":314,""7"":313,""8"":219,""9"":105,""10"":31,""11"":23}","2","46","6","6","[]","[]","solver_deadline_observed_root_cause_unestablished"
"12","11","ar_to_en","approved-only","false","4501.42525","0","0","1917","{""2"":15,""3"":172,""4"":292,""5"":282,""6"":258,""7"":410,""8"":178,""9"":194,""10"":59,""11"":57}","109","47","24","24","[]","[]","solver_deadline_observed_root_cause_unestablished"
"12","13","en_to_ar","approved-only","false","1806.164791999996","0","0","2000","{""2"":54,""3"":305,""4"":305,""5"":305,""6"":305,""7"":305,""8"":228,""9"":115,""10"":33,""11"":24,""12"":16,""13"":5}","2","39","6","6","[]","[]","solver_deadline_observed_root_cause_unestablished"
"12","13","ar_to_en","approved-only","false","4515.270999999979","0","0","1958","{""2"":15,""3"":172,""4"":292,""5"":282,""6"":258,""7"":410,""8"":178,""9"":194,""10"":59,""11"":57,""12"":15,""13"":26}","270","38","24","24","[]","[]","solver_deadline_observed_root_cause_unestablished"
"13","7","en_to_ar","approved-only","true","12.063291999977082","25","35","2000","{""2"":50,""3"":393,""4"":392,""5"":392,""6"":392,""7"":381}","1","0","6","6","[]","[]",""
"13","7","ar_to_en","approved-only","true","130.36962499999208","22","41","1429","{""2"":15,""3"":172,""4"":292,""5"":282,""6"":258,""7"":410}","2","5","24","24","[]","[]",""
"13","9","en_to_ar","approved-only","false","1702.4962909999886","0","0","2000","{""2"":54,""3"":332,""4"":332,""5"":331,""6"":331,""7"":331,""8"":201,""9"":88}","2","30","6","6","[]","[]","solver_deadline_observed_root_cause_unestablished"
"13","9","ar_to_en","approved-only","true","720.3322500000068","32","64","1801","{""2"":15,""3"":172,""4"":292,""5"":282,""6"":258,""7"":410,""8"":178,""9"":194}","5","10","24","24","[]","[]",""
"13","11","en_to_ar","approved-only","false","1804.4879580000124","0","0","2000","{""2"":54,""3"":313,""4"":314,""5"":314,""6"":314,""7"":313,""8"":219,""9"":105,""10"":31,""11"":23}","2","31","6","6","[]","[]","solver_deadline_observed_root_cause_unestablished"
"13","11","ar_to_en","approved-only","false","4501.08941700001","0","0","1917","{""2"":15,""3"":172,""4"":292,""5"":282,""6"":258,""7"":410,""8"":178,""9"":194,""10"":59,""11"":57}","114","49","24","24","[]","[]","solver_deadline_observed_root_cause_unestablished"
"13","13","en_to_ar","approved-only","false","1805.6344999999856","0","0","2000","{""2"":54,""3"":305,""4"":305,""5"":305,""6"":305,""7"":305,""8"":228,""9"":115,""10"":33,""11"":24,""12"":16,""13"":5}","22","39","6","6","[]","[]","solver_deadline_observed_root_cause_unestablished"
"13","13","ar_to_en","approved-only","false","4502.986750000011","0","0","1958","{""2"":15,""3"":172,""4"":292,""5"":282,""6"":258,""7"":410,""8"":178,""9"":194,""10"":59,""11"":57,""12"":15,""13"":26}","256","38","24","24","[]","[]","solver_deadline_observed_root_cause_unestablished"
"14","7","en_to_ar","approved-only","true","42.54787499998929","24","36","2000","{""2"":50,""3"":393,""4"":392,""5"":392,""6"":392,""7"":381}","1","0","6","6","[]","[]",""
"14","7","ar_to_en","approved-only","true","11.20449999999255","22","41","1429","{""2"":15,""3"":172,""4"":292,""5"":282,""6"":258,""7"":410}","1","0","24","24","[]","[]",""
"14","9","en_to_ar","approved-only","true","114.6256670000148","43","57","2000","{""2"":54,""3"":332,""4"":332,""5"":331,""6"":331,""7"":331,""8"":201,""9"":88}","1","0","6","6","[]","[]",""
"14","9","ar_to_en","approved-only","true","359.6689999999944","32","64","1801","{""2"":15,""3"":172,""4"":292,""5"":282,""6"":258,""7"":410,""8"":178,""9"":194}","3","4","24","24","[]","[]",""
"14","11","en_to_ar","approved-only","false","1803.6586249999818","0","0","2000","{""2"":54,""3"":313,""4"":314,""5"":314,""6"":314,""7"":313,""8"":219,""9"":105,""10"":31,""11"":23}","2","36","6","6","[]","[]","solver_deadline_observed_root_cause_unestablished"
"14","11","ar_to_en","approved-only","false","4501.4962499999965","0","0","1917","{""2"":15,""3"":172,""4"":292,""5"":282,""6"":258,""7"":410,""8"":178,""9"":194,""10"":59,""11"":57}","111","54","24","24","[]","[]","solver_deadline_observed_root_cause_unestablished"
"14","13","en_to_ar","approved-only","false","1806.1555419999931","0","0","2000","{""2"":54,""3"":305,""4"":305,""5"":305,""6"":305,""7"":305,""8"":228,""9"":115,""10"":33,""11"":24,""12"":16,""13"":5}","2","27","6","6","[]","[]","solver_deadline_observed_root_cause_unestablished"
"14","13","ar_to_en","approved-only","false","4513.487041000015","0","0","1958","{""2"":15,""3"":172,""4"":292,""5"":282,""6"":258,""7"":410,""8"":178,""9"":194,""10"":59,""11"":57,""12"":15,""13"":26}","251","41","24","24","[]","[]","solver_deadline_observed_root_cause_unestablished"
"15","7","en_to_ar","approved-only","true","4.5954579999961425","25","37","2000","{""2"":50,""3"":393,""4"":392,""5"":392,""6"":392,""7"":381}","1","0","6","6","[]","[]",""
"15","7","ar_to_en","approved-only","true","56.00416700000642","22","41","1429","{""2"":15,""3"":172,""4"":292,""5"":282,""6"":258,""7"":410}","1","0","24","24","[]","[]",""
"15","9","en_to_ar","approved-only","false","1702.0517499999842","0","0","2000","{""2"":54,""3"":332,""4"":332,""5"":331,""6"":331,""7"":331,""8"":201,""9"":88}","2","27","6","6","[]","[]","solver_deadline_observed_root_cause_unestablished"
"15","9","ar_to_en","approved-only","true","1648.2076670000097","32","64","1801","{""2"":15,""3"":172,""4"":292,""5"":282,""6"":258,""7"":410,""8"":178,""9"":194}","10","28","24","24","[]","[]",""
"15","11","en_to_ar","approved-only","true","177.1254159999953","60","85","2000","{""2"":54,""3"":313,""4"":314,""5"":314,""6"":314,""7"":313,""8"":219,""9"":105,""10"":31,""11"":23}","1","0","6","6","[]","[]",""
