whitePct,crossedPct,signature,seed,size,mode,policy,success,generationMs,entries,intersections,candidateCount,candidateLengths,solverAttempts,timeoutChecks,viableTemplates,totalTemplates,validationErrors,qualityErrors,failureReason
"76.03305785123968","100","11101110111/11101110111/11111111111/11110111111/00111011100/00111011100/11101110111/11111100111/11111111111/01110011100/01110011100","1","11","ar_to_en","compatibility","true","610.0784589999985","43","92","6000","{""2"":47,""3"":629,""4"":666,""5"":666,""6"":666,""7"":666,""8"":665,""9"":665,""10"":665,""11"":665}","13","64","24","24","[]","[]",""
"72.72727272727273","100","00111001110/00111001111/11111111111/11101110111/11110111100/00111011100/00111101111/11101110111/11111111111/11110011100/01110011100","1","11","ar_to_en","approved-only","true","1134.8983340000013","44","88","2426","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201,""10"":75,""11"":79}","63","63","24","24","[]","[]",""
"70.41420118343196","100","1101110011011/1111111111011/0110011100110/0110011011111/1101110011011/1101100110110/0011001100111/0110111001111/1110110011111/1111001111011/1101101100110/1110111111111/1110011011011","1","13","en_to_ar","compatibility","true","65.98741700000028","82","119","2000","{""2"":172,""3"":172,""4"":173,""5"":173,""6"":173,""7"":173,""8"":173,""9"":173,""10"":173,""11"":172,""12"":171,""13"":102}","1","0","6","6","[]","[]",""
"70.41420118343196","100","1101110011011/1111111111011/0110011100110/0110011011111/1101110011011/1101100110110/0011001100111/0110111001111/1110110011111/1111001111011/1101101100110/1110111111111/1110011011011","1","13","en_to_ar","approved-only","true","92.42754199999945","82","119","2000","{""2"":80,""3"":272,""4"":273,""5"":273,""6"":273,""7"":273,""8"":272,""9"":167,""10"":51,""11"":34,""12"":25,""13"":7}","1","0","6","6","[]","[]",""
"70.41420118343196","73.94957983193278","1010111100101/1110111001111/1111111011101/0111001111010/0111100111111/1010011100111/1011101011101/1110011100101/1111110011110/0101111001110/1011101111111/1111001110111/1010011110101","1","13","ar_to_en","compatibility","true","87.84479199999987","55","88","6000","{""2"":47,""3"":599,""4"":600,""5"":600,""6"":600,""7"":600,""8"":600,""9"":600,""10"":600,""11"":599,""12"":363,""13"":192}","1","0","23","23","[]","[]",""
"70.41420118343196","73.94957983193278","1010111100101/1110111001111/1111111011101/0111001111010/0111100111111/1010011100111/1011101011101/1110011100101/1111110011110/0101111001110/1011101111111/1111001110111/1010011110101","1","13","ar_to_en","approved-only","true","44.47016699999949","55","88","2477","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201,""10"":75,""11"":79,""12"":18,""13"":33}","1","0","23","23","[]","[]",""
"71.42857142857143","100","0111011/1111011/1101110/0011100/0111011/1101111/1101110","2","7","en_to_ar","approved-only","true","3.834500000000844","26","35","2000","{""2"":76,""3"":385,""4"":385,""5"":385,""6"":385,""7"":384}","1","0","6","6","[]","[]",""
"71.42857142857143","100","0111011/1111011/1101110/0011100/0111011/1101111/1101110","2","7","en_to_ar","compatibility","true","4.192749999998341","26","35","2000","{""2"":204,""3"":360,""4"":359,""5"":359,""6"":359,""7"":359}","1","0","6","6","[]","[]",""
"83.6734693877551","100","1110111/1110111/1111111/0011100/1111111/1110111/1110111","2","7","ar_to_en","approved-only","true","6.184541000000536","22","41","1851","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456}","1","0","24","24","[]","[]",""
"85.71428571428571","100","1110111/1110111/1111111/0011100/1111111/1111111/1110111","2","7","ar_to_en","compatibility","true","109.99766600000112","21","42","2000","{""2"":47,""3"":391,""4"":391,""5"":391,""6"":390,""7"":390}","1","0","24","24","[]","[]",""
"74.07407407407408","100","011011011/111111111/110110110/001110011/111101111/110011100/011011011/111111111/110110110","2","9","en_to_ar","approved-only","true","1520.2622919999976","42","60","2000","{""2"":80,""3"":307,""4"":307,""5"":307,""6"":307,""7"":306,""8"":262,""9"":124}","2","20","6","6","[]","[]",""
"74.07407407407408","100","011011011/111111111/110110110/001110011/111101111/110011100/011011011/111111111/110110110","2","9","en_to_ar","compatibility","true","5.193749999998545","42","60","2000","{""2"":217,""3"":255,""4"":255,""5"":255,""6"":255,""7"":255,""8"":254,""9"":254}","1","0","6","6","[]","[]",""
"79.01234567901234","100","001110111/111110111/111111111/111011100/011101110/001110111/111111111/111011111/111011100","2","9","ar_to_en","approved-only","true","432.4393749999981","32","64","2272","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201}","3","8","24","24","[]","[]",""
"79.01234567901234","100","001110111/111110111/111111111/111011100/011101110/001110111/111111111/111011111/111011100","2","9","ar_to_en","compatibility","true","1035.6287090000005","32","64","4000","{""2"":47,""3"":565,""4"":565,""5"":565,""6"":565,""7"":565,""8"":564,""9"":564}","7","32","24","24","[]","[]",""
"0","0","","2","11","en_to_ar","approved-only","false","1803.778124999997","0","0","2000","{""2"":80,""3"":280,""4"":281,""5"":281,""6"":281,""7"":281,""8"":280,""9"":154,""10"":49,""11"":33}","2","60","6","6","[]","[]","solver_deadline_observed_root_cause_unestablished"
"70.24793388429752","100","11011101111/11111111111/11100110011/11001100110/00111101100/00110011011/11011011011/11101100110/00111101100/11111111111/11011011011","2","11","en_to_ar","compatibility","true","1011.4760419999984","61","85","2000","{""2"":200,""3"":200,""4"":200,""5"":200,""6"":200,""7"":200,""8"":200,""9"":200,""10"":200,""11"":200}","2","32","6","6","[]","[]",""
"0","0","","2","11","ar_to_en","approved-only","false","4463.089","0","0","2426","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201,""10"":75,""11"":79}","523","69","24","24","[]","[]","solver_deadline_observed_root_cause_unestablished"
"74.3801652892562","100","01110111100/11110111100/11111111111/11111001111/00111100111/11101110111/11100111100/11110011100/11111111111/00111100111/00111100111","2","11","ar_to_en","compatibility","true","953.2847079999992","42","90","6000","{""2"":47,""3"":629,""4"":666,""5"":666,""6"":666,""7"":666,""8"":665,""9"":665,""10"":665,""11"":665}","20","106","24","24","[]","[]",""
"0","0","","2","13","en_to_ar","approved-only","false","1805.1679999999978","0","0","2000","{""2"":80,""3"":272,""4"":273,""5"":273,""6"":273,""7"":273,""8"":272,""9"":167,""10"":51,""11"":34,""12"":25,""13"":7}","2","57","6","6","[]","[]","solver_deadline_observed_root_cause_unestablished"
"71.00591715976331","100","1110011011011/1111111111011/0011100110110/0110111001110/1111011111011/1111001110011/0110110110110/1100111001111/1101111101111/0111001110110/0110110011100/1101111111111/1101101100111","2","13","en_to_ar","compatibility","true","58.64479199999914","82","120","2000","{""2"":172,""3"":172,""4"":173,""5"":173,""6"":173,""7"":173,""8"":173,""9"":173,""10"":173,""11"":172,""12"":171,""13"":102}","1","0","6","6","[]","[]",""
"70.41420118343196","78.99159663865547","1111001011100/1111011110101/1111111010111/0010111001111/1110100101110/0111110111100/1110111110111/0011110111110/0111010010111/1111001110100/1110101111111/1010111101111/0011101001111","2","13","ar_to_en","approved-only","true","37.848417000001064","53","94","2477","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201,""10"":75,""11"":79,""12"":18,""13"":33}","1","0","24","24","[]","[]",""
"70.41420118343196","78.99159663865547","1111001011100/1111011110101/1111111010111/0010111001111/1110100101110/0111110111100/1110111110111/0011110111110/0111010010111/1111001110100/1110101111111/1010111101111/0011101001111","2","13","ar_to_en","compatibility","true","76.86033300000054","53","94","6000","{""2"":47,""3"":599,""4"":600,""5"":600,""6"":600,""7"":600,""8"":600,""9"":600,""10"":600,""11"":599,""12"":363,""13"":192}","1","0","24","24","[]","[]",""
"71.42857142857143","100","1100111/1110111/0011100/1101110/1111011/0110111/0110111","3","7","en_to_ar","compatibility","true","3.780000000002474","26","35","2000","{""2"":204,""3"":360,""4"":359,""5"":359,""6"":359,""7"":359}","1","0","6","6","[]","[]",""
"71.42857142857143","100","1100111/1110111/0011100/1101110/1111011/0110111/0110111","3","7","en_to_ar","approved-only","true","2.885999999998603","26","35","2000","{""2"":76,""3"":385,""4"":385,""5"":385,""6"":385,""7"":384}","1","0","6","6","[]","[]",""
"83.6734693877551","100","1110111/1110111/1111111/0011100/1111111/1110111/1110111","3","7","ar_to_en","compatibility","true","4.54858299999978","22","41","2000","{""2"":47,""3"":391,""4"":391,""5"":391,""6"":390,""7"":390}","1","0","24","24","[]","[]",""
"83.6734693877551","100","1110111/1110111/1111111/0011100/1111111/1110111/1110111","3","7","ar_to_en","approved-only","true","144.6577499999985","22","41","1851","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456}","2","4","24","24","[]","[]",""
"72.8395061728395","100","111001111/111011111/001110110/110110110/110111011/011011011/011011100/111110111/111100111","3","9","en_to_ar","compatibility","true","9.53387500000099","40","59","2000","{""2"":217,""3"":255,""4"":255,""5"":255,""6"":255,""7"":255,""8"":254,""9"":254}","1","0","6","6","[]","[]",""
"72.8395061728395","100","111001111/111011111/001110110/110110110/110111011/011011011/011011100/111110111/111100111","3","9","en_to_ar","approved-only","true","14.735624999997526","40","59","2000","{""2"":80,""3"":307,""4"":307,""5"":307,""6"":307,""7"":306,""8"":262,""9"":124}","1","0","6","6","[]","[]",""
"81.48148148148148","100","111110111/111110111/111111111/011101111/111001110/111011100/111111111/011110111/011100111","3","9","ar_to_en","compatibility","true","699.0334999999977","30","66","4000","{""2"":47,""3"":565,""4"":565,""5"":565,""6"":565,""7"":565,""8"":564,""9"":564}","5","15","24","24","[]","[]",""
"79.01234567901234","100","111001110/111011110/111111111/001110111/111101111/111011100/111111111/011110111/011100111","3","9","ar_to_en","approved-only","true","762.5186250000006","32","64","2272","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201}","5","14","24","24","[]","[]",""
"71.900826446281","100","11011011011/11111111111/00110110110/11011001100/11001101111/11101110111/11110110011/00110011011/01101101100/11111111111/11011011011","3","11","en_to_ar","compatibility","true","1019.0393750000003","62","87","2000","{""2"":200,""3"":200,""4"":200,""5"":200,""6"":200,""7"":200,""8"":200,""9"":200,""10"":200,""11"":200}","2","39","6","6","[]","[]",""
"71.900826446281","100","11011011011/11111111111/00110110110/11011001100/11001101111/11101110111/11110110011/00110011011/01101101100/11111111111/11011011011","3","11","en_to_ar","approved-only","true","90.23237500000323","62","87","2000","{""2"":80,""3"":280,""4"":281,""5"":281,""6"":281,""7"":281,""8"":280,""9"":154,""10"":49,""11"":33}","1","0","6","6","[]","[]",""
"76.03305785123968","100","01110011100/01111011111/11111111111/11101110111/11110111100/00111011100/00111101111/11101110111/11111111111/11111011110/00111001110","3","11","ar_to_en","compatibility","true","435.04695900000297","44","92","6000","{""2"":47,""3"":629,""4"":666,""5"":666,""6"":666,""7"":666,""8"":665,""9"":665,""10"":665,""11"":665}","9","63","24","24","[]","[]",""
"0","0","","3","11","ar_to_en","approved-only","false","4512.7099169999965","0","0","2426","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201,""10"":75,""11"":79}","444","69","24","24","[]","[]","solver_deadline_observed_root_cause_unestablished"
"70.41420118343196","100","1101100110111/1101111111111/0110111101110/0011110011100/1101110011011/1100111101111/0110011100110/1111011110011/1101100111011/0011100111100/0111011110110/1111111111011/1110110011011","3","13","en_to_ar","compatibility","true","45.2980000000025","78","119","2000","{""2"":172,""3"":172,""4"":173,""5"":173,""6"":173,""7"":173,""8"":173,""9"":173,""10"":173,""11"":172,""12"":171,""13"":102}","1","0","6","6","[]","[]",""
"0","0","","3","13","en_to_ar","approved-only","false","1806.8735840000008","0","0","2000","{""2"":80,""3"":272,""4"":273,""5"":273,""6"":273,""7"":273,""8"":272,""9"":167,""10"":51,""11"":34,""12"":25,""13"":7}","2","29","6","6","[]","[]","solver_deadline_observed_root_cause_unestablished"
"71.00591715976331","83.33333333333334","0011110111001/1010010111111/1110111111111/1001111011110/0011101111010/1111001110111/1110010100111/1110111001111/0101111011100/0111101111001/1111111110111/1111110100101/1001110111100","3","13","ar_to_en","compatibility","true","85.60837500000343","56","100","6000","{""2"":47,""3"":599,""4"":600,""5"":600,""6"":600,""7"":600,""8"":600,""9"":600,""10"":600,""11"":599,""12"":363,""13"":192}","1","0","21","21","[]","[]",""
"70.41420118343196","73.10924369747899","0111010111010/1011110101010/1011111101111/1110101011101/0111011110111/1111001111001/0011111111100/1001111001111/1110111101110/1011101010111/1111011111101/0101010111101/0101110101110","3","13","ar_to_en","approved-only","true","253.78791700000147","54","87","2477","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201,""10"":75,""11"":79,""12"":18,""13"":33}","2","23","21","21","[]","[]",""
"75.51020408163265","100","1101111/1111111/1110110/1101111/0011011/1110110/1100110","4","7","en_to_ar","approved-only","true","3.953291999998328","26","37","2000","{""2"":76,""3"":385,""4"":385,""5"":385,""6"":385,""7"":384}","1","0","6","6","[]","[]",""
"75.51020408163265","100","1101111/1111111/1110110/1101111/0011011/1110110/1100110","4","7","en_to_ar","compatibility","true","3.46425000000454","26","37","2000","{""2"":204,""3"":360,""4"":359,""5"":359,""6"":359,""7"":359}","1","0","6","6","[]","[]",""
"83.6734693877551","100","1110111/1110111/1111111/0011100/1111111/1110111/1110111","4","7","ar_to_en","approved-only","true","5.08654199999728","22","41","1851","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456}","1","0","24","24","[]","[]",""
"83.6734693877551","100","1110111/1110111/1111111/0011100/1111111/1110111/1110111","4","7","ar_to_en","compatibility","true","4.903832999996666","22","41","2000","{""2"":47,""3"":391,""4"":391,""5"":391,""6"":390,""7"":390}","1","0","24","24","[]","[]",""
"70.37037037037037","100","110110011/110111111/011001110/011110011/110111011/110011110/011100110/111111011/110011011","4","9","en_to_ar","approved-only","true","874.3461249999964","42","57","2000","{""2"":80,""3"":307,""4"":307,""5"":307,""6"":307,""7"":306,""8"":262,""9"":124}","2","16","6","6","[]","[]",""
"70.37037037037037","100","110110011/110111111/011001110/011110011/110111011/110011110/011100110/111111011/110011011","4","9","en_to_ar","compatibility","true","5.999833000001672","42","57","2000","{""2"":217,""3"":255,""4"":255,""5"":255,""6"":255,""7"":255,""8"":254,""9"":254}","1","0","6","6","[]","[]",""
"79.01234567901234","100","111011100/111011111/111111111/001110111/011101110/111011100/111111111/111110111/001110111","4","9","ar_to_en","approved-only","true","597.4963750000024","32","64","2272","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201}","4","10","24","24","[]","[]",""
"81.48148148148148","100","111001111/111011111/111111111/001111100/011100111/111001111/111111111/111111111/001110111","4","9","ar_to_en","compatibility","true","195.40291699999943","30","66","4000","{""2"":47,""3"":565,""4"":565,""5"":565,""6"":565,""7"":565,""8"":564,""9"":564}","2","3","24","24","[]","[]",""
"70.24793388429752","100","11111001111/11111011111/11011110110/11001110011/11100111011/00111011100/11011100110/11100110011/00110011011/11111111111/11001100110","4","11","en_to_ar","approved-only","true","1034.2427089999983","59","85","2000","{""2"":80,""3"":280,""4"":281,""5"":281,""6"":281,""7"":281,""8"":280,""9"":154,""10"":49,""11"":33}","2","16","6","6","[]","[]",""
"70.24793388429752","100","11111001111/11111011111/11011110110/11001110011/11100111011/00111011100/11011100110/11100110011/00110011011/11111111111/11001100110","4","11","en_to_ar","compatibility","true","44.16254099999787","59","85","2000","{""2"":200,""3"":200,""4"":200,""5"":200,""6"":200,""7"":200,""8"":200,""9"":200,""10"":200,""11"":200}","1","0","6","6","[]","[]",""
"72.72727272727273","100","01110011100/11110011100/11111111111/11101110111/00111101111/00111011100/11110111100/11101110111/11111111111/00111001111/00111001110","4","11","ar_to_en","approved-only","true","1503.1659579999978","44","88","2426","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201,""10"":75,""11"":79}","45","68","24","24","[]","[]",""
"73.55371900826447","100","00111100111/11111110111/11111111111/11110011100/00111001110/00111100111/11101110111/11100111111/11111111111/00111011100/00111011100","4","11","ar_to_en","compatibility","true","805.4345839999951","42","89","6000","{""2"":47,""3"":629,""4"":666,""5"":666,""6"":666,""7"":666,""8"":665,""9"":665,""10"":665,""11"":665}","17","109","24","24","[]","[]",""
"70.41420118343196","100","0110110110011/1111110110111/1101101101100/0110011001110/0011011011111/1101101110111/1111111111111/1110111011011/1111101101100/0111001100110/0011011011011/1110110111111/1100110110110","4","13","en_to_ar","approved-only","true","1092.7100419999988","82","119","2000","{""2"":80,""3"":272,""4"":273,""5"":273,""6"":273,""7"":273,""8"":272,""9"":167,""10"":51,""11"":34,""12"":25,""13"":7}","2","19","6","6","[]","[]",""
"70.41420118343196","100","0110110110011/1111110110111/1101101101100/0110011001110/0011011011111/1101101110111/1111111111111/1110111011011/1111101101100/0111001100110/0011011011011/1110110111111/1100110110110","4","13","en_to_ar","compatibility","true","148.04391699999542","82","119","2000","{""2"":172,""3"":172,""4"":173,""5"":173,""6"":173,""7"":173,""8"":173,""9"":173,""10"":173,""11"":172,""12"":171,""13"":102}","1","0","6","6","[]","[]",""
"70.41420118343196","76.47058823529412","0010111111100/1110010010111/1111110011111/1111111100111/1011101111001/0111001110111/0010111110100/1110111001110/1001111011101/1110011111111/1111100111111/1110100100111/0011111110100","4","13","ar_to_en","approved-only","true","45.029583000003186","50","91","2477","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201,""10"":75,""11"":79,""12"":18,""13"":33}","1","0","24","24","[]","[]",""
"70.41420118343196","76.47058823529412","0010111111100/1110010010111/1111110011111/1111111100111/1011101111001/0111001110111/0010111110100/1110111001110/1001111011101/1110011111111/1111100111111/1110100100111/0011111110100","4","13","ar_to_en","compatibility","true","74.76174999999785","50","91","6000","{""2"":47,""3"":599,""4"":600,""5"":600,""6"":600,""7"":600,""8"":600,""9"":600,""10"":600,""11"":599,""12"":363,""13"":192}","1","0","24","24","[]","[]",""
"73.46938775510205","100","1110011/1111011/0011111/0110110/1111100/1101111/1100111","5","7","en_to_ar","compatibility","true","4.37187499999709","24","36","2000","{""2"":204,""3"":360,""4"":359,""5"":359,""6"":359,""7"":359}","1","0","6","6","[]","[]",""
"73.46938775510205","100","1110011/1111011/0011111/0110110/1111100/1101111/1100111","5","7","en_to_ar","approved-only","true","3.0947089999972377","24","36","2000","{""2"":76,""3"":385,""4"":385,""5"":385,""6"":385,""7"":384}","1","0","6","6","[]","[]",""
"83.6734693877551","100","1110111/1110111/1111111/0011100/1111111/1110111/1110111","5","7","ar_to_en","compatibility","true","5.680374999996275","22","41","2000","{""2"":47,""3"":391,""4"":391,""5"":391,""6"":390,""7"":390}","1","0","24","24","[]","[]",""
"83.6734693877551","100","1110111/1110111/1111111/0011100/1111111/1110111/1110111","5","7","ar_to_en","approved-only","true","6.423541000003752","22","41","1851","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456}","1","0","24","24","[]","[]",""
"70.37037037037037","100","110011011/111111011/001100110/011011111/110111011/111110110/011001100/110111111/110110011","5","9","en_to_ar","compatibility","true","9.017458999995142","44","57","2000","{""2"":217,""3"":255,""4"":255,""5"":255,""6"":255,""7"":255,""8"":254,""9"":254}","1","0","6","6","[]","[]",""
"70.37037037037037","100","110011011/111111011/001100110/011011111/110111011/111110110/011001100/110111111/110110011","5","9","en_to_ar","approved-only","true","6.2852920000004815","44","57","2000","{""2"":80,""3"":307,""4"":307,""5"":307,""6"":307,""7"":306,""8"":262,""9"":124}","1","0","6","6","[]","[]",""
"79.01234567901234","100","011100111/011110111/111111111/111011100/111101111/001110111/111111111/111011110/111001110","5","9","ar_to_en","compatibility","true","374.11699999999837","32","64","4000","{""2"":47,""3"":565,""4"":565,""5"":565,""6"":565,""7"":565,""8"":564,""9"":564}","3","8","24","24","[]","[]",""
"79.01234567901234","100","111001110/111011111/111111111/001110111/111101110/111011100/111111111/011110111/011100111","5","9","ar_to_en","approved-only","true","587.4982090000049","32","64","2272","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201}","4","9","24","24","[]","[]",""
"70.24793388429752","100","11001100110/11111101111/00110011011/11011011110/11101111100/00110110011/11011100111/11111001100/00110111011/11111111111/11111100110","5","11","en_to_ar","compatibility","true","1531.4008749999994","61","85","2000","{""2"":200,""3"":200,""4"":200,""5"":200,""6"":200,""7"":200,""8"":200,""9"":200,""10"":200,""11"":200}","2","26","6","6","[]","[]",""
"0","0","","5","11","en_to_ar","approved-only","false","1803.5887920000023","0","0","2000","{""2"":80,""3"":280,""4"":281,""5"":281,""6"":281,""7"":281,""8"":280,""9"":154,""10"":49,""11"":33}","2","16","6","6","[]","[]","solver_deadline_observed_root_cause_unestablished"
"77.68595041322314","100","00111101110/00111101110/11111111111/11110011111/11101110111/11101111100/00111101111/11111001111/11111111111/11110111100/01110111100","5","11","ar_to_en","compatibility","true","481.1368750000038","42","94","6000","{""2"":47,""3"":629,""4"":666,""5"":666,""6"":666,""7"":666,""8"":665,""9"":665,""10"":665,""11"":665}","10","45","24","24","[]","[]",""
"0","0","","5","11","ar_to_en","approved-only","false","4514.4779169999965","0","0","2426","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201,""10"":75,""11"":79}","305","77","24","24","[]","[]","solver_deadline_observed_root_cause_unestablished"
"70.41420118343196","100","1100110111011/1110110111111/0011111011100/1111011111111/1100110110011/1100111001110/0011011101100/0111001110011/1100110110011/1111111101111/0011101111100/1111110110111/1101110110011","5","13","en_to_ar","compatibility","true","1049.9352500000023","82","119","2000","{""2"":172,""3"":172,""4"":173,""5"":173,""6"":173,""7"":173,""8"":173,""9"":173,""10"":173,""11"":172,""12"":171,""13"":102}","2","44","6","6","[]","[]",""
"0","0","","5","13","en_to_ar","approved-only","false","1806.7563749999972","0","0","2000","{""2"":80,""3"":272,""4"":273,""5"":273,""6"":273,""7"":273,""8"":272,""9"":167,""10"":51,""11"":34,""12"":25,""13"":7}","2","71","6","6","[]","[]","solver_deadline_observed_root_cause_unestablished"
"71.00591715976331","71.66666666666667","1110011100111/0101110101010/1111011111110/0101111011111/1111001110111/0011101110111/0111010101110/1110111011100/1110111001111/1111101111010/0111111101111/0101010111010/1110011100111","5","13","ar_to_en","compatibility","true","71.01783299999806","52","86","6000","{""2"":47,""3"":599,""4"":600,""5"":600,""6"":600,""7"":600,""8"":600,""9"":600,""10"":600,""11"":599,""12"":363,""13"":192}","1","0","22","22","[]","[]",""
"71.00591715976331","71.66666666666667","1110011100111/0101110101010/1111011111110/0101111011111/1111001110111/0011101110111/0111010101110/1110111011100/1110111001111/1111101111010/0111111101111/0101010111010/1110011100111","5","13","ar_to_en","approved-only","true","46.282333000002836","52","86","2477","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201,""10"":75,""11"":79,""12"":18,""13"":33}","1","0","22","22","[]","[]",""
"73.46938775510205","100","0111011/0111011/1101110/1110111/0111011/1101110/1101110","6","7","en_to_ar","approved-only","true","4.349667000002228","26","36","2000","{""2"":76,""3"":385,""4"":385,""5"":385,""6"":385,""7"":384}","1","0","6","6","[]","[]",""
"73.46938775510205","100","0111011/0111011/1101110/1110111/0111011/1101110/1101110","6","7","en_to_ar","compatibility","true","3.7412079999994603","26","36","2000","{""2"":204,""3"":360,""4"":359,""5"":359,""6"":359,""7"":359}","1","0","6","6","[]","[]",""
"83.6734693877551","100","1110111/1110111/1111111/0011100/1111111/1110111/1110111","6","7","ar_to_en","approved-only","true","5.069792000002053","22","41","1851","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456}","1","0","24","24","[]","[]",""
"83.6734693877551","100","1110111/1110111/1111111/0011100/1111111/1110111/1110111","6","7","ar_to_en","compatibility","true","4.668416000000434","22","41","2000","{""2"":47,""3"":391,""4"":391,""5"":391,""6"":390,""7"":390}","1","0","24","24","[]","[]",""
"72.8395061728395","100","110110011/110110111/111101111/011011011/001111100/110110110/111101111/111011011/110011011","6","9","en_to_ar","approved-only","true","10.863207999995211","42","59","2000","{""2"":80,""3"":307,""4"":307,""5"":307,""6"":307,""7"":306,""8"":262,""9"":124}","1","0","6","6","[]","[]",""
"72.8395061728395","100","110110011/110110111/111101111/011011011/001111100/110110110/111101111/111011011/110011011","6","9","en_to_ar","compatibility","true","7.078125","42","59","2000","{""2"":217,""3"":255,""4"":255,""5"":255,""6"":255,""7"":255,""8"":254,""9"":254}","1","0","6","6","[]","[]",""
