"headwordIndex","translationIndex","english","original","status","register","confidence","allowedForEnToAr","allowedForArToEn","preferredForEnToAr","preferredForArToEn","partOfSpeech","reasonCode","reason","reviewer","sources","stratum","sense"
"1065","0","CAREER","مسير","rejected","msa","high","false","false","false","false","noun","wrong-or-corrupt-relationship","CAREER — مسير: مسير is a march/course without the professional sense needed for career; not a natural learner-facing career equivalent as stored.","AI-assisted linguistic review","[]","rejected",""
"784","3","MARK","علامة العلامة","rejected","msa","high","false","false","false","false","noun/verb","wrong-or-corrupt-relationship","MARK — علامة العلامة: علامة العلامة is an unexplained duplicated possessive phrase, not a normal learner equivalent of mark.","AI-assisted linguistic review","[]","rejected",""
"702","0","LOT","لوط","rejected","msa","high","false","false","false","false","noun/determiner","wrong-or-corrupt-relationship","LOT — لوط: لوط is the proper name Lot, not an approved general vocabulary meaning of LOT.","AI-assisted linguistic review","[]","rejected",""
"597","4","STAR","ستار","rejected","msa","high","false","false","false","false","noun","wrong-or-corrupt-relationship","STAR — ستار: ستار means curtain or covering, not the English star sense; phonetic resemblance does not validate the relationship.","AI-assisted linguistic review","[]","rejected",""
"1046","2","LOWER","ادنى","review","msa","medium","","","","","adjective/verb","orthography-review","LOWER — ادنى: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","review",""
"758","1","EITHER","اما","review","msa","medium","","","","","determiner/conjunction","orthography-review","EITHER — اما: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","review",""
"668","0","MONTHS","الاشهر","review","msa","medium","","","","","noun","orthography-review","MONTHS — الاشهر: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","review",""
"708","1","MEANS","يعنى","review","msa","medium","","","","","noun/verb","orthography-review","MEANS — يعنى: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","review",""
"580","0","GIVEN","نظرا","review","msa","medium","","","","","preposition","construction-or-sense-review","GIVEN — نظرا: نظرا can participate in given/considering constructions with additional grammatical material; do not certify bare equivalence without context.","AI-assisted linguistic review","[]","review",""
"711","3","BEACH","بيتش","review","uncertain","high","false","false","false","false","noun","unsuitable-unclassified","BEACH — بيتش: This rendering does not supply a natural learner equivalent of the English sense. Both directions withheld; register is unresolved so status remains review.","AI-assisted linguistic review","[]","review",""
"699","2","CALLED","يسمى","review","msa","medium","","","","","verb","construction-or-sense-review","CALLED — يسمى: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","review",""
"652","1","COLOR","الالوان","review","msa","medium","","","","","noun","orthography-review","COLOR — الالوان: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","review",""
"949","2","ORDERS","اوامر","review","msa","medium","","","","","noun","orthography-review","ORDERS — اوامر: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","review",""
"924","1","EFFECTS","تاثيرات","review","msa","medium","","","","","noun","orthography-review","EFFECTS — تاثيرات: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","review",""
"1046","1","LOWER","اخفض","review","msa","medium","","","","","adjective/verb","orthography-review","LOWER — اخفض: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","review",""
"959","1","MONDAY","الأثنين","review","msa","medium","","","","","noun","orthography-review","MONDAY — الأثنين: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","review",""
"825","1","RISK","المخاطر","review","msa","medium","","","","","noun","construction-or-sense-review","RISK — المخاطر: المخاطر is plural risks; a collective mapping may work in context but is not established here.","AI-assisted linguistic review","[]","reference-conflict",""
"1068","3","DECISION","مقرر","review","msa","medium","","","","","noun","construction-or-sense-review","DECISION — مقرر: مقرر can be decided/prescribed/course/rapporteur; the intended decision-noun reading is not clear enough to certify.","AI-assisted linguistic review","[]","reference-conflict",""
"1032","4","WISH","تمنياتي","review","msa","medium","","","","","verb/noun","construction-or-sense-review","WISH — تمنياتي: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","reference-conflict",""
"987","4","BAR","بار","review","uncertain","medium","","","","","noun","register-review","BAR — بار: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","reference-conflict",""
"764","0","BILL","بيل","review","uncertain","high","false","false","false","false","noun","unsuitable-unclassified","BILL — بيل: This rendering does not supply a natural learner equivalent of the English sense. Both directions withheld; register is unresolved so status remains review.","AI-assisted linguistic review","[]","reference-conflict",""
"741","3","DISTRICT","منطقة حي","review","msa","medium","","","","","noun","construction-or-sense-review","DISTRICT — منطقة حي: منطقة حي is an awkward stacked phrase for district; preserve it for linguistic review without text editing.","AI-assisted linguistic review","[]","reference-conflict",""
"763","2","MATERIAL","مواد","review","msa","medium","","","","","noun","construction-or-sense-review","MATERIAL — مواد: مواد is plural materials; retain potential collective use for review rather than rejecting number mechanically.","AI-assisted linguistic review","[]","reference-conflict",""
"680","1","UPDATED","تحديث","review","msa","medium","","","","","adjective","construction-or-sense-review","UPDATED — تحديث: تحديث is updating/update action; UPDATED may require a result-state reading. Defer rather than automatically reject Arabic masdar forms.","AI-assisted linguistic review","[]","reference-conflict",""
"1029","1","HOPE","هوب","review","uncertain","high","false","false","false","false","noun","unsuitable-unclassified","HOPE — هوب: This rendering does not supply a natural learner equivalent of the English sense. Both directions withheld; register is unresolved so status remains review.","AI-assisted linguistic review","[]","reverse-restricted",""
"1076","0","ZIP","زيب","review","uncertain","high","false","false","false","false","noun","unsuitable-unclassified","ZIP — زيب: This rendering does not supply a natural learner equivalent of the English sense. Both directions withheld; register is unresolved so status remains review.","AI-assisted linguistic review","[]","reverse-restricted",""
"958","3","KING","كينج","review","uncertain","high","false","false","false","false","noun","unsuitable-unclassified","KING — كينج: This rendering does not supply a natural learner equivalent of the English sense. Both directions withheld; register is unresolved so status remains review.","AI-assisted linguistic review","[]","reverse-restricted",""
"1030","3","SILVER","سيلفر","review","uncertain","high","false","false","false","false","noun/adjective","unsuitable-unclassified","SILVER — سيلفر: This rendering does not supply a natural learner equivalent of the English sense. Both directions withheld; register is unresolved so status remains review.","AI-assisted linguistic review","[]","reverse-restricted",""
"1048","2","UNION","يونيون","review","uncertain","high","false","false","false","false","noun","unsuitable-unclassified","UNION — يونيون: This rendering does not supply a natural learner equivalent of the English sense. Both directions withheld; register is unresolved so status remains review.","AI-assisted linguistic review","[]","reverse-restricted",""
"962","1","COPY","علم","rejected","msa","high","false","false","false","false","noun/verb","wrong-or-corrupt-relationship","COPY — علم: علم means knowledge/science/flag or a distinct verb, not a natural copy equivalent.","AI-assisted linguistic review","[]","reverse-restricted",""
"653","3","SELF","سلف","review","uncertain","high","false","false","false","false","noun","unsuitable-unclassified","SELF — سلف: This rendering does not supply a natural learner equivalent of the English sense. Both directions withheld; register is unresolved so status remains review.","AI-assisted linguistic review","[]","reverse-restricted",""
"700","3","SHORT","شورت","review","uncertain","high","false","false","false","false","adjective","unsuitable-unclassified","SHORT — شورت: This rendering does not supply a natural learner equivalent of the English sense. Both directions withheld; register is unresolved so status remains review.","AI-assisted linguistic review","[]","reverse-restricted",""
"715","0","DUE","المستحقة","approved","msa","high","true","true","false","false","adjective","valid-alternative","DUE — المستحقة (owed): Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","allowed-not-preferred","owed"
"717","2","FIVE","خمس","approved","msa","high","true","true","false","false","numeral","valid-alternative","FIVE — خمس: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","allowed-not-preferred",""
"786","0","ROCK","الصخرة","approved","msa","high","true","true","false","false","noun","valid-alternative","ROCK — الصخرة: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","allowed-not-preferred",""
"824","3","BANK","البنك","approved","msa","high","true","true","false","false","noun","valid-alternative","BANK — البنك (financial institution): Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","allowed-not-preferred","financial institution"
"860","1","MAKES","يجعل","approved","msa","high","true","true","false","false","verb","valid-alternative","MAKES — يجعل (causes): Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","allowed-not-preferred","causes"
"840","0","CHOOSE","الاختيار","approved","msa","high","true","true","false","false","verb","valid-alternative","CHOOSE — الاختيار: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","allowed-not-preferred",""
"949","0","ORDERS","الطلبات","approved","msa","high","true","true","false","false","noun","valid-alternative","ORDERS — الطلبات (purchase orders): Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","allowed-not-preferred","purchase orders"
"1018","2","MIND","العقل","approved","msa","high","true","true","false","false","noun/verb","valid-alternative","MIND — العقل (intellect): Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","allowed-not-preferred","intellect"
"784","0","MARK","العلامة","approved","msa","high","true","true","false","false","noun/verb","valid-alternative","MARK — العلامة: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","allowed-not-preferred",""
"780","2","FINANCE","مالية","approved","msa","high","true","true","false","false","noun/verb","valid-alternative","FINANCE — مالية: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","allowed-not-preferred",""
"625","2","LISTED","المدرجة","approved","msa","high","true","true","false","false","adjective","valid-alternative","LISTED — المدرجة: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","allowed-not-preferred",""
"838","0","ADVERTISING","الدعاية","approved","msa","high","true","true","false","false","noun","valid-alternative","ADVERTISING — الدعاية: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","allowed-not-preferred",""
"621","2","MILLION","مليونا","approved","msa","high","true","true","false","false","numeral","valid-alternative","MILLION — مليونا: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","allowed-not-preferred",""
"890","0","PUBLISHED","نشر","approved","msa","high","true","true","false","false","verb/adjective","valid-alternative","PUBLISHED — نشر: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","allowed-not-preferred",""
"740","2","RECORDS","المحاضر","approved","msa","high","true","true","false","false","noun","valid-alternative","RECORDS — المحاضر: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","allowed-not-preferred",""
"709","1","DIRECTOR","مدير","approved","msa","high","true","true","true","true","noun","natural-preferred","DIRECTOR — مدير (manager): Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","multiple-sense","manager"
"820","3","WATCH","مشاهدة","approved","msa","high","true","true","false","false","noun/verb","valid-alternative","WATCH — مشاهدة (observing): Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","multiple-sense","observing"
"541","0","SINGLE","عزباء","approved","msa","high","true","true","false","false","adjective","valid-alternative","SINGLE — عزباء (unmarried): Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","multiple-sense","unmarried"
"870","1","SORT","فرز","approved","msa","high","true","true","true","true","noun/verb","natural-preferred","SORT — فرز (arrange into order): Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","multiple-sense","arrange into order"
"699","1","CALLED","اتصلت","approved","msa","high","true","true","false","false","verb","valid-alternative","CALLED — اتصلت (telephoned): Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","multiple-sense","telephoned"
"920","1","FACE","واجه","approved","msa","high","true","true","false","false","noun/verb","valid-alternative","FACE — واجه (confront): Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","multiple-sense","confront"
"667","2","SOCIETY","الجمعية","approved","msa","high","true","true","false","false","noun","valid-alternative","SOCIETY — الجمعية (association): Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","multiple-sense","association"
"980","1","PORT","الميناء","approved","msa","high","true","true","false","false","noun","valid-alternative","PORT — الميناء (harbor): Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","multiple-sense","harbor"
"1001","0","CONTINUE","مواصلة","approved","msa","high","true","true","false","false","verb","valid-alternative","CONTINUE — مواصلة: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","verb-inflection",""
"820","1","WATCH","ساعة","approved","msa","high","true","true","true","true","noun/verb","natural-preferred","WATCH — ساعة (timepiece): Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","verb-inflection","timepiece"
"821","0","INCLUDED","شملت","approved","msa","high","true","true","false","false","verb/adjective","valid-alternative","INCLUDED — شملت: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","verb-inflection",""
"704","0","DISPLAY","عرض","approved","msa","high","true","true","true","true","noun/verb","natural-preferred","DISPLAY — عرض: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","verb-inflection",""
"1045","0","RUNNING","تشغيل","approved","msa","high","true","true","false","false","noun/verb/adjective","valid-alternative","RUNNING — تشغيل (operating): Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","verb-inflection","operating"
"881","1","QUICK","سريع","approved","msa","high","true","true","true","true","adjective/adverb","natural-preferred","QUICK — سريع: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","verb-inflection",""
"555","0","NIGHT","ليلا","approved","msa","high","true","true","false","false","noun/adverb","valid-alternative","NIGHT — ليلا: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","verb-inflection",""
"655","0","AWAY","بعيدا","approved","msa","high","true","true","true","true","adverb","natural-preferred","AWAY — بعيدا: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","verb-inflection",""
"690","5","CLOSE","إغلاق","approved","msa","high","true","true","true","true","adjective/verb","natural-preferred","CLOSE — إغلاق (shut): Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","verb-inflection","shut"
"940","2","FRENCH","بالفرنسية","approved","msa","high","true","true","true","true","adjective/noun/adverb","natural-preferred","FRENCH — بالفرنسية: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","verb-inflection",""
"1054","3","FINE","لا بأس","approved","msa","high","true","true","false","false","noun/adjective","valid-alternative","FINE — لا بأس (well): Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","multiword","well"
"594","1","YET","حتى الآن","approved","msa","high","true","true","true","true","adverb","natural-preferred","YET — حتى الآن: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","multiword",""
"1007","2","SOMEONE","شخص ما","approved","msa","high","true","true","true","true","pronoun","natural-preferred","SOMEONE — شخص ما: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","multiword",""
"1027","0","ANYONE","أي شخص","approved","msa","high","true","true","true","true","pronoun","natural-preferred","ANYONE — أي شخص: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","multiword",""
"692","0","DRIVE","محرك الأقراص","approved","msa","high","true","true","true","true","noun","natural-preferred","DRIVE — محرك الأقراص (computer storage device): Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","multiword","computer storage device"
"882","0","NONE","لا أحد","approved","msa","high","true","true","false","false","pronoun","valid-alternative","NONE — لا أحد: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","multiword",""
"823","0","THOUGH","مع ذلك","approved","msa","high","true","true","true","true","adverb","natural-preferred","THOUGH — مع ذلك: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","multiword",""
"974","2","COMMISSION","العمولة","approved","msa","high","true","true","false","false","noun","valid-alternative","COMMISSION — العمولة (fee): Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","approved-control","fee"
"900","0","CUSTOMERS","زبائن","approved","msa","high","true","true","true","true","noun","natural-preferred","CUSTOMERS — زبائن: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","approved-control",""
"790","3","TOPICS","الموضوعات","approved","msa","high","true","true","false","false","noun","valid-alternative","TOPICS — الموضوعات: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","approved-control",""
"729","0","TECHNICAL","تقنية","approved","msa","high","true","true","false","false","adjective","valid-alternative","TECHNICAL — تقنية: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","approved-control",""
"912","0","ALONG","على طول","approved","msa","high","true","true","true","true","preposition","natural-preferred","ALONG — على طول: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","approved-control",""
"567","1","COURT","المحكمة","approved","msa","high","true","true","false","false","noun","valid-alternative","COURT — المحكمة: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","approved-control",""
"747","0","UPDATE","التحديث","approved","msa","high","true","true","false","false","noun/verb","valid-alternative","UPDATE — التحديث: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","approved-control",""
"617","0","SHARE","مشاركة","approved","msa","high","true","true","true","true","verb/noun","natural-preferred","SHARE — مشاركة (sharing action): Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","approved-control","sharing action"
"862","0","POLICIES","سياسات","approved","msa","high","true","true","true","true","noun","natural-preferred","POLICIES — سياسات: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","approved-control",""
"582","3","EVENT","حدث","approved","msa","high","true","true","true","true","noun","natural-preferred","EVENT — حدث: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","approved-control",""
"648","3","HEAD","الرأس","approved","msa","high","true","true","true","true","noun","natural-preferred","HEAD — الرأس: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","approved-control",""
"610","2","INTEREST","الاهتمام","approved","msa","high","true","true","false","false","noun","valid-alternative","INTEREST — الاهتمام (attention): Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","approved-control","attention"
"987","0","BAR","الحانة","approved","msa","high","true","true","false","false","noun","valid-alternative","BAR — الحانة (drinking establishment): Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","approved-control","drinking establishment"
"973","2","RIVER","نهر","approved","msa","high","true","true","true","true","noun","natural-preferred","RIVER — نهر: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","approved-control",""
"538","3","FEW","عدد قليل","approved","msa","high","true","true","true","true","determiner","natural-preferred","FEW — عدد قليل: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","approved-control",""
"884","1","LICENSE","ترخيص","approved","msa","high","true","true","false","false","noun/verb","valid-alternative","LICENSE — ترخيص: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","approved-control",""
"838","5","ADVERTISING","الإعلانات","approved","msa","high","true","true","true","true","noun","natural-preferred","ADVERTISING — الإعلانات: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","approved-control",""
