"headwordIndex","translationIndex","english","original","status","register","confidence","allowedForEnToAr","allowedForArToEn","preferredForEnToAr","preferredForArToEn","partOfSpeech","reasonCode","reason","reviewer","sources","sourceId","referenceArabic","referenceConflict","sense"
"539","1","EAST","ايست","review","uncertain","high","false","false","false","false","noun/adjective/adverb","unsuitable-unclassified","EAST — ايست: This rendering does not supply a natural learner equivalent of the English sense. Both directions withheld; register is unresolved so status remains review.","AI-assisted linguistic review","[]","539:1","الشرق","false",""
"539","2","EAST","شرق","approved","msa","high","true","true","true","true","noun/adjective/adverb","natural-preferred","EAST — شرق: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","539:2","الشرق","false",""
"539","3","EAST","الشرق","approved","msa","high","true","true","false","false","noun/adjective/adverb","valid-alternative","EAST — الشرق: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","539:3","الشرق","false",""
"539","4","EAST","شرقا","approved","msa","high","true","true","false","false","noun/adjective/adverb","valid-alternative","EAST — شرقا: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","539:4","الشرق","false",""
"539","5","EAST","الشرقية","approved","msa","high","true","true","false","false","noun/adjective/adverb","valid-alternative","EAST — الشرقية: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","539:5","الشرق","false",""
"540","0","PAPER","الورقة","approved","msa","high","true","true","false","false","noun","valid-alternative","PAPER — الورقة: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","540:0","ورقة","false",""
"540","1","PAPER","ورق","approved","msa","high","true","true","true","true","noun","natural-preferred","PAPER — ورق: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","540:1","ورقة","false",""
"540","2","PAPER","ورقة","approved","msa","high","true","true","false","false","noun","valid-alternative","PAPER — ورقة: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","540:2","ورقة","false",""
"540","3","PAPER","الورق","approved","msa","high","true","true","false","false","noun","valid-alternative","PAPER — الورق: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","540:3","ورقة","false",""
"541","0","SINGLE","عزباء","approved","msa","high","true","true","false","false","adjective","valid-alternative","SINGLE — عزباء (unmarried): Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","541:0","أعزب","false","unmarried"
"541","1","SINGLE","عازب","approved","msa","high","true","true","false","false","adjective","valid-alternative","SINGLE — عازب (unmarried): Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","541:1","أعزب","false","unmarried"
"541","2","SINGLE","أعزب","approved","msa","high","true","true","true","true","adjective","natural-preferred","SINGLE — أعزب (unmarried): Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","541:2","أعزب","false","unmarried"
"542","0","AGE","السن","approved","msa","high","true","true","false","false","noun","valid-alternative","AGE — السن: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","542:0","العمر","false",""
"542","1","AGE","العمر","approved","msa","high","true","true","false","false","noun","valid-alternative","AGE — العمر: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","542:1","العمر","false",""
"542","2","AGE","عمر","approved","msa","high","true","true","true","true","noun","natural-preferred","AGE — عمر: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","542:2","العمر","false",""
"543","0","ACTIVITIES","النشاطات","approved","msa","high","true","true","false","false","noun","valid-alternative","ACTIVITIES — النشاطات: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","543:0","الأنشطة","false",""
"543","1","ACTIVITIES","انشطة","review","msa","medium","","","","","noun","orthography-review","ACTIVITIES — انشطة: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","543:1","الأنشطة","false",""
"543","2","ACTIVITIES","الانشطة","review","msa","medium","","","","","noun","orthography-review","ACTIVITIES — الانشطة: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","543:2","الأنشطة","false",""
"543","3","ACTIVITIES","الأنشطة","approved","msa","high","true","true","true","true","noun","natural-preferred","ACTIVITIES — الأنشطة: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","543:3","الأنشطة","false",""
"544","0","CLUB","النادي","approved","msa","high","true","true","true","true","noun","natural-preferred","CLUB — النادي: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","544:0","النادي","false",""
"544","1","CLUB","ناد","approved","msa","high","true","true","false","false","noun","valid-alternative","CLUB — ناد: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","544:1","النادي","false",""
"544","2","CLUB","نادى","review","msa","medium","","","","","noun","orthography-review","CLUB — نادى: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","544:2","النادي","false",""
"544","3","CLUB","نادي","approved","msa","high","true","true","false","false","noun","valid-alternative","CLUB — نادي: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","544:3","النادي","false",""
"544","4","CLUB","كلوب","review","uncertain","medium","","","","","noun","register-review","CLUB — كلوب: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","544:4","النادي","false",""
"545","0","EXAMPLE","مثال","approved","msa","high","true","true","true","true","noun","natural-preferred","EXAMPLE — مثال: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","545:0","مثال","false",""
"545","1","EXAMPLE","المثال","approved","msa","high","true","true","false","false","noun","valid-alternative","EXAMPLE — المثال: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","545:1","مثال","false",""
"546","0","GIRLS","بنات","approved","msa","high","true","true","false","false","noun","valid-alternative","GIRLS — بنات: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","546:0","بنات","false",""
"546","1","GIRLS","البنات","approved","msa","high","true","true","false","false","noun","valid-alternative","GIRLS — البنات: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","546:1","بنات","false",""
"546","2","GIRLS","فتيات","approved","msa","high","true","true","true","true","noun","natural-preferred","GIRLS — فتيات: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","546:2","بنات","false",""
"546","3","GIRLS","لبنات","rejected","msa","high","false","false","false","false","noun","wrong-or-corrupt-relationship","GIRLS — لبنات: لبنات denotes bricks/building blocks or contains an intrusive ل; it is not a natural translation of girls.","AI-assisted linguistic review","[]","546:3","بنات","false",""
"546","4","GIRLS","الفتيات","approved","msa","high","true","true","false","false","noun","valid-alternative","GIRLS — الفتيات: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","546:4","بنات","false",""
"547","0","ADDITIONAL","إضافية","approved","msa","high","true","true","true","true","adjective","natural-preferred","ADDITIONAL — إضافية: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","547:0","إضافية","false",""
"548","0","PASSWORD","كلمة السر","approved","msa","high","true","true","true","true","noun","natural-preferred","PASSWORD — كلمة السر: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","548:0","كلمة السر","false",""
"549","0","LATEST","الاحدث","review","msa","medium","","","","","adjective/noun","orthography-review","LATEST — الاحدث: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","549:0","آخر الأخبار","false",""
"549","1","LATEST","آخر الأخبار","review","msa","medium","","","","","adjective/noun","construction-or-sense-review","LATEST — آخر الأخبار: آخر الأخبار means latest news, not every use of latest; retain for construction review rather than a synonym veto.","AI-assisted linguistic review","[]","549:1","آخر الأخبار","true",""
"550","0","SOMETHING","شيء","approved","msa","high","true","true","false","false","pronoun","valid-alternative","SOMETHING — شيء: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","550:0","شيء ما","false",""
"550","1","SOMETHING","شئ","review","msa","medium","","","","","pronoun","orthography-review","SOMETHING — شئ: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","550:1","شيء ما","false",""
"550","2","SOMETHING","حاجه","rejected","dialect","high","false","false","false","false","pronoun","dialect","SOMETHING — حاجه: حاجه used for an indefinite something is colloquial and also has spelling issues. Do not substitute a new MSA expression.","AI-assisted linguistic review","[]","550:2","شيء ما","false",""
"550","3","SOMETHING","شي","review","msa","medium","","","","","pronoun","orthography-review","SOMETHING — شي: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","550:3","شيء ما","false",""
"550","4","SOMETHING","شيء ما","approved","msa","high","true","true","true","true","pronoun","natural-preferred","SOMETHING — شيء ما: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","550:4","شيء ما","false",""
"551","0","ROAD","الطريق","approved","msa","high","true","true","false","false","noun","valid-alternative","ROAD — الطريق: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","551:0","الطريق","false",""
"551","1","ROAD","طريق","approved","msa","high","true","true","true","true","noun","natural-preferred","ROAD — طريق: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","551:1","الطريق","false",""
"552","0","GIFT","هدية","approved","msa","high","true","true","true","true","noun","natural-preferred","GIFT — هدية: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","552:0","هدية","false",""
"552","1","GIFT","الهدية","approved","msa","high","true","true","false","false","noun","valid-alternative","GIFT — الهدية: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","552:1","هدية","false",""
"552","2","GIFT","هديه","review","msa","medium","","","","","noun","orthography-review","GIFT — هديه: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","552:2","هدية","false",""
"553","0","QUESTION","سؤال","approved","msa","high","true","true","true","true","noun","natural-preferred","QUESTION — سؤال: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","553:0","سؤال","false",""
"553","1","QUESTION","السؤال","approved","msa","high","true","true","false","false","noun","valid-alternative","QUESTION — السؤال: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","553:1","سؤال","false",""
"554","0","CHANGES","تغيرات","approved","msa","high","true","true","false","false","noun","valid-alternative","CHANGES — تغيرات: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","554:0","التغييرات","false",""
"554","1","CHANGES","تغييرات","approved","msa","high","true","true","true","true","noun","natural-preferred","CHANGES — تغييرات: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","554:1","التغييرات","false",""
"554","2","CHANGES","التغييرات","approved","msa","high","true","true","false","false","noun","valid-alternative","CHANGES — التغييرات: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","554:2","التغييرات","false",""
"554","3","CHANGES","التغيرات","approved","msa","high","true","true","false","false","noun","valid-alternative","CHANGES — التغيرات: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","554:3","التغييرات","false",""
"555","0","NIGHT","ليلا","approved","msa","high","true","true","false","false","noun/adverb","valid-alternative","NIGHT — ليلا: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","555:0","ليلة","false",""
"555","1","NIGHT","الليل","approved","msa","high","true","true","false","false","noun/adverb","valid-alternative","NIGHT — الليل: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","555:1","ليلة","false",""
"555","2","NIGHT","ليلة","approved","msa","high","true","true","false","false","noun/adverb","valid-alternative","NIGHT — ليلة: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","555:2","ليلة","false",""
"555","3","NIGHT","ليل","approved","msa","high","true","true","true","true","noun/adverb","natural-preferred","NIGHT — ليل: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","555:3","ليلة","false",""
"556","0","HARD","بجد","approved","msa","high","true","true","false","false","adjective/adverb","valid-alternative","HARD — بجد (with effort): Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","556:0","بجد","false","with effort"
"556","1","HARD","صعب","approved","msa","high","true","true","true","true","adjective/adverb","natural-preferred","HARD — صعب (difficult): Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","556:1","بجد","false","difficult"
"556","2","HARD","صعبة","approved","msa","high","true","true","false","false","adjective/adverb","valid-alternative","HARD — صعبة (difficult): Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","556:2","بجد","false","difficult"
"558","0","PAY","الدفع","approved","msa","high","true","true","false","false","verb/noun","valid-alternative","PAY — الدفع: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","558:0","الدفع","false",""
"558","1","PAY","الاجر","review","msa","medium","","","","","verb/noun","orthography-review","PAY — الاجر: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","558:1","الدفع","false",""
"558","2","PAY","ادفع","approved","msa","high","true","true","false","false","verb/noun","valid-alternative","PAY — ادفع: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","558:2","الدفع","false",""
"558","3","PAY","دفع","approved","msa","high","true","true","true","true","verb/noun","natural-preferred","PAY — دفع: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","558:3","الدفع","false",""
"559","0","FOUR","اربع","review","msa","medium","","","","","numeral","orthography-review","FOUR — اربع: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","559:0","أربعة","false",""
"559","1","FOUR","اربعة","review","msa","medium","","","","","numeral","orthography-review","FOUR — اربعة: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","559:1","أربعة","false",""
"559","2","FOUR","اربعه","review","msa","medium","","","","","numeral","orthography-review","FOUR — اربعه: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","559:2","أربعة","false",""
"559","3","FOUR","أربعة","approved","msa","high","true","true","true","true","numeral","natural-preferred","FOUR — أربعة: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","559:3","أربعة","false",""
"560","0","POKER","بوكر","approved","msa","high","true","true","true","true","noun","natural-preferred","POKER — بوكر: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","560:0","بوكر","false",""
"560","1","POKER","البوكر","approved","msa","high","true","true","false","false","noun","valid-alternative","POKER — البوكر: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","560:1","بوكر","false",""
"561","0","STATUS","الوضع","approved","msa","high","true","true","false","false","noun","valid-alternative","STATUS — الوضع: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","561:0","الحالة","false",""
"561","1","STATUS","الحالة","approved","msa","high","true","true","false","false","noun","valid-alternative","STATUS — الحالة: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","561:1","الحالة","false",""
