"headwordIndex","translationIndex","english","original","status","register","confidence","allowedForEnToAr","allowedForArToEn","preferredForEnToAr","preferredForArToEn","partOfSpeech","reasonCode","reason","reviewer","sources","sourceId","referenceArabic","referenceConflict"
"821","4","INCLUDED","وشملت","review","msa","medium","","","","","verb/adjective","construction-or-sense-review","INCLUDED — وشملت: وشملت includes an added conjunction and finite construction; retain review rather than dropping characters.","AI-assisted linguistic review","[]","821:4","وشملت","true"
"825","1","RISK","المخاطر","review","msa","medium","","","","","noun","construction-or-sense-review","RISK — المخاطر: المخاطر is plural risks; a collective mapping may work in context but is not established here.","AI-assisted linguistic review","[]","825:1","المخاطر","true"
"836","2","TOWN","المدينة","review","msa","medium","","","","","noun","construction-or-sense-review","TOWN — المدينة: المدينة can cover an urban settlement, but the town/city distinction and intended scope need review.","AI-assisted linguistic review","[]","836:2","المدينة","true"
"848","2","CAMERA","كاميرا الكاميرا","rejected","msa","high","false","false","false","false","noun","wrong-or-corrupt-relationship","CAMERA — كاميرا الكاميرا: كاميرا الكاميرا is an unexplained duplicated phrase, not a natural vocabulary translation of camera.","AI-assisted linguistic review","[]","848:2","كاميرا الكاميرا","true"
"852","1","TOYS","لعب اطفال","review","msa","medium","","","","","noun","orthography-review","TOYS — لعب اطفال: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","852:1","لعب اطفال","true"
"878","2","ENGINEERING","الهندسة الهندسية","rejected","msa","high","false","false","false","false","noun","wrong-or-corrupt-relationship","ENGINEERING — الهندسة الهندسية: الهندسة الهندسية is redundant engineering engineering; do not silently remove the adjective.","AI-assisted linguistic review","[]","878:2","الهندسة الهندسية","true"
"884","4","LICENSE","ترخيص الترخيص","rejected","msa","high","false","false","false","false","noun/verb","wrong-or-corrupt-relationship","LICENSE — ترخيص الترخيص: ترخيص الترخيص is an unexplained repetition/possessive construction, not a natural license equivalent.","AI-assisted linguistic review","[]","884:4","ترخيص الترخيص","true"
"895","1","CORPORATE","الشركات","review","msa","medium","","","","","adjective","construction-or-sense-review","CORPORATE — الشركات: الشركات is companies; a corporate genitive construction may be natural but is not established by this bare record.","AI-assisted linguistic review","[]","895:1","الشركات","true"
"937","1","ENVIRONMENTAL","البيئة","review","msa","medium","","","","","adjective","construction-or-sense-review","ENVIRONMENTAL — البيئة: البيئة is environment; an Arabic genitive may translate an English adjective, but the standalone relationship remains contextual.","AI-assisted linguistic review","[]","937:1","البيئة","true"
"939","1","STUFF","الاشياء","review","msa","medium","","","","","noun","orthography-review","STUFF — الاشياء: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","939:1","الاشياء","true"
"943","0","DOING","القيام به","review","msa","medium","","","","","verb","construction-or-sense-review","DOING — القيام به: القيام به contains an object pronoun. Do not approve or reject solely on inflection; review the implicit object construction.","AI-assisted linguistic review","[]","943:0","القيام به","true"
"959","1","MONDAY","الأثنين","review","msa","medium","","","","","noun","orthography-review","MONDAY — الأثنين: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","959:1","الأثنين","true"
"964","1","DRUG","المخدرات","review","msa","medium","","","","","noun","construction-or-sense-review","DRUG — المخدرات: المخدرات denotes narcotics collectively; the singular headword may be generic, but the intended scope needs review.","AI-assisted linguistic review","[]","964:1","المخدرات","true"
"967","4","INCOME","الإيرادات","review","msa","medium","","","","","noun","orthography-review","INCOME — الإيرادات: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","967:4","الإيرادات","true"
"987","4","BAR","بار","review","uncertain","medium","","","","","noun","register-review","BAR — بار: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","987:4","بار","true"
"994","2","SCREEN","شاشة الشاشة","rejected","msa","high","false","false","false","false","noun","wrong-or-corrupt-relationship","SCREEN — شاشة الشاشة: شاشة الشاشة is an unexplained duplicated possessive phrase, not a natural screen equivalent.","AI-assisted linguistic review","[]","994:2","شاشة الشاشة","true"
"1016","1","ASKED","سؤل","review","msa","medium","","","","","verb","orthography-review","ASKED — سؤل: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1016:1","سؤل","true"
"1019","1","SUNDAY","الأحد:","review","msa","medium","","","","","noun","orthography-review","SUNDAY — الأحد:: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1019:1","الأحد:","true"
"1032","4","WISH","تمنياتي","review","msa","medium","","","","","verb/noun","construction-or-sense-review","WISH — تمنياتي: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1032:4","تمنياتي","true"
"1065","3","CAREER","مسيرته المهنية","review","msa","medium","","","","","noun","construction-or-sense-review","CAREER — مسيرته المهنية: مسيرته المهنية means his professional career. Review the added possessor in a supported construction, without deleting it.","AI-assisted linguistic review","[]","1065:3","مسيرته المهنية","true"
"1068","3","DECISION","مقرر","review","msa","medium","","","","","noun","construction-or-sense-review","DECISION — مقرر: مقرر can be decided/prescribed/course/rapporteur; the intended decision-noun reading is not clear enough to certify.","AI-assisted linguistic review","[]","1068:3","مقرر","true"
"1076","1","ZIP","الرمز البريدي","review","msa","medium","","","","","noun","construction-or-sense-review","ZIP — الرمز البريدي: الرمز البريدي can translate US ZIP code, but this is the bare general ZIP headword; preserve the possible postal sense for review.","AI-assisted linguistic review","[]","1076:1","الرمز البريدي","true"
