"headwordIndex","translationIndex","english","original","status","register","confidence","allowedForEnToAr","allowedForArToEn","preferredForEnToAr","preferredForArToEn","partOfSpeech","reasonCode","reason","reviewer","sources","sourceId","referenceArabic","referenceConflict","sense"
"4434","1","SOLO","فردي","approved","msa","high","true","true","false","false","adjective","valid-alternative","SOLO — فردي: Adjectival and adverbial uses are valid separately; Arabic gender agreement is not a reason for exclusion.","AI-assisted linguistic review","[]","4434:1","منفردا","false",""
"4434","2","SOLO","منفردة","approved","msa","high","true","true","false","false","adjective","valid-alternative","SOLO — منفردة: Adjectival and adverbial uses are valid separately; Arabic gender agreement is not a reason for exclusion.","AI-assisted linguistic review","[]","4434:2","منفردا","false",""
"4434","3","SOLO","منفرد","approved","msa","high","true","true","true","true","adjective","natural-preferred","SOLO — منفرد: Adjectival and adverbial uses are valid separately; Arabic gender agreement is not a reason for exclusion.","AI-assisted linguistic review","[]","4434:3","منفردا","false",""
"4434","4","SOLO","منفردا","approved","msa","high","true","true","true","true","adverb","natural-preferred","SOLO — منفردا: Adjectival and adverbial uses are valid separately; Arabic gender agreement is not a reason for exclusion.","AI-assisted linguistic review","[]","4434:4","منفردا","false",""
"4528","0","EASE","سهولة","approved","msa","high","true","true","true","true","noun","natural-preferred","EASE — سهولة: Natural MSA noun for ease or facility.","AI-assisted linguistic review","[]","4528:0","سهولة","false",""
"2847","0","EURO","يورو","approved","msa","high","true","true","true","true","noun","natural-preferred","EURO — يورو: Natural MSA currency borrowing; a prefixed preposition is reviewed separately.","AI-assisted linguistic review","[]","2847:0","اليورو","false",""
"2847","1","EURO","اليورو","approved","msa","high","true","true","false","false","noun","valid-alternative","EURO — اليورو: Natural MSA currency borrowing; a prefixed preposition is reviewed separately.","AI-assisted linguistic review","[]","2847:1","اليورو","false",""
"2847","2","EURO","باليورو","review","msa","medium","","","","","noun","construction-or-sense-review","EURO — باليورو: The prefixed preposition means in/with euros, not simply the currency noun. Keep this valid phrase unchanged for contextual review.","AI-assisted linguistic review","[]","2847:2","اليورو","false",""
"5672","0","AUTHENTIC","الاصيل","review","msa","medium","","","","","adjective","orthography-review","AUTHENTIC — الاصيل: Correct authenticity/genuineness sense; unmarked hamza spellings are preserved for orthographic review rather than silently repaired.","AI-assisted linguistic review","[]","5672:0","أصلي","false",""
"5672","1","AUTHENTIC","اصيلة","review","msa","medium","","","","","adjective","orthography-review","AUTHENTIC — اصيلة: Correct authenticity/genuineness sense; unmarked hamza spellings are preserved for orthographic review rather than silently repaired.","AI-assisted linguistic review","[]","5672:1","أصلي","false",""
"5672","2","AUTHENTIC","اصيل","review","msa","medium","","","","","adjective","orthography-review","AUTHENTIC — اصيل: Correct authenticity/genuineness sense; unmarked hamza spellings are preserved for orthographic review rather than silently repaired.","AI-assisted linguistic review","[]","5672:2","أصلي","false",""
"5672","3","AUTHENTIC","اصلية","review","msa","medium","","","","","adjective","orthography-review","AUTHENTIC — اصلية: Correct authenticity/genuineness sense; unmarked hamza spellings are preserved for orthographic review rather than silently repaired.","AI-assisted linguistic review","[]","5672:3","أصلي","false",""
"5672","4","AUTHENTIC","أصلي","approved","msa","high","true","true","true","true","adjective","natural-preferred","AUTHENTIC — أصلي: Correct authenticity/genuineness sense; unmarked hamza spellings are preserved for orthographic review rather than silently repaired.","AI-assisted linguistic review","[]","5672:4","أصلي","false",""
"4680","0","ODDS","الاحتمالات","approved","msa","high","true","true","false","false","noun","valid-alternative","ODDS — الاحتمالات: Natural expression for odds or chances; competing synonyms are allowed.","AI-assisted linguistic review","[]","4680:0","الاحتمالات","false",""
"4680","1","ODDS","احتمالات","approved","msa","high","true","true","true","true","noun","natural-preferred","ODDS — احتمالات: Natural expression for odds or chances; competing synonyms are allowed.","AI-assisted linguistic review","[]","4680:1","الاحتمالات","false",""
"4905","0","EARNED","كسبت","approved","msa","high","true","true","true","true","verb","natural-preferred","EARNED — كسبت: Arabic finite past expresses earning naturally; the separate noun for acquisitions needs contextual scrutiny.","AI-assisted linguistic review","[]","4905:0","المكتسبات","false",""
"4905","1","EARNED","المكتسبات","review","msa","medium","","","","","noun","construction-or-sense-review","EARNED — المكتسبات: Acquisitions/gains is a noun, while earned normally modifies or predicates earning; the isolated correspondence needs evidence.","AI-assisted linguistic review","[]","4905:1","المكتسبات","true",""
"7323","0","TRIO","الثلاثي","approved","msa","high","true","true","false","false","noun","valid-alternative","TRIO — الثلاثي: Natural noun for a group or ensemble of three, even though the Arabic form can also be adjectival.","AI-assisted linguistic review","[]","7323:0","الثلاثي","false",""
"7323","1","TRIO","ثلاثي","approved","msa","high","true","true","true","true","noun","natural-preferred","TRIO — ثلاثي: Natural noun for a group or ensemble of three, even though the Arabic form can also be adjectival.","AI-assisted linguistic review","[]","7323:1","الثلاثي","false",""
"8509","0","YEN","ين","approved","msa","high","true","true","true","true","noun","natural-preferred","YEN — ين: Established currency expression; questionable doubled-ya spelling is preserved for review.","AI-assisted linguistic review","[]","8509:0","الين","false",""
"8509","1","YEN","يين","review","msa","medium","","","","","noun","orthography-review","YEN — يين: The doubled-ya currency spelling needs orthographic confirmation; prefer the established shorter form without deleting this record.","AI-assisted linguistic review","[]","8509:1","الين","false",""
"8509","2","YEN","الين","approved","msa","high","true","true","false","false","noun","valid-alternative","YEN — الين: Established currency expression; questionable doubled-ya spelling is preserved for review.","AI-assisted linguistic review","[]","8509:2","الين","false",""
"6631","0","ADVISE","تقديم المشورة","approved","msa","high","true","true","true","true","verb","natural-preferred","ADVISE — تقديم المشورة: Giving advice is naturally expressed by this Arabic verbal-noun construction; identical surface morphology is not required.","AI-assisted linguistic review","[]","6631:0","تقديم المشورة","false",""
"4995","0","ATLAS","اطلس","review","msa","medium","","","","","noun","orthography-review","ATLAS — اطلس: Natural MSA borrowing for a collection of maps; the spelling lacking initial hamza is deferred.","AI-assisted linguistic review","[]","4995:0","الأطلس","false",""
"4995","1","ATLAS","الأطلس","approved","msa","high","true","true","true","true","noun","natural-preferred","ATLAS — الأطلس: Natural MSA borrowing for a collection of maps; the spelling lacking initial hamza is deferred.","AI-assisted linguistic review","[]","4995:1","الأطلس","false",""
"6735","0","INTAKE","المدخول","review","msa","medium","","","","","noun","construction-or-sense-review","INTAKE — المدخول: The Arabic can suggest income or nutritional intake; the isolated mapping needs clearer contextual support.","AI-assisted linguistic review","[]","6735:0","المدخول","true",""
"5583","0","ALIEN","اجنبي","review","msa","medium","","","","","adjective","orthography-review","ALIEN — اجنبي: Foreign and extraterrestrial are distinct legitimate English senses; unmarked hamza forms are retained for spelling review.","AI-assisted linguistic review","[]","5583:0","أجنبي","false",""
"5583","1","ALIEN","الاجنبي","review","msa","medium","","","","","noun","orthography-review","ALIEN — الاجنبي: Foreign and extraterrestrial are distinct legitimate English senses; unmarked hamza forms are retained for spelling review.","AI-assisted linguistic review","[]","5583:1","أجنبي","false",""
"5583","2","ALIEN","فضائي","approved","msa","high","true","true","true","true","noun","natural-preferred","ALIEN — فضائي (extraterrestrial): Foreign and extraterrestrial are distinct legitimate English senses; unmarked hamza forms are retained for spelling review.","AI-assisted linguistic review","[]","5583:2","أجنبي","false","extraterrestrial"
"5583","3","ALIEN","أجنبي","approved","msa","high","true","true","true","true","adjective","natural-preferred","ALIEN — أجنبي (foreign): Foreign and extraterrestrial are distinct legitimate English senses; unmarked hamza forms are retained for spelling review.","AI-assisted linguistic review","[]","5583:3","أجنبي","false","foreign"
"4100","0","DOSE","الجرعة","approved","msa","high","true","true","false","false","noun","valid-alternative","DOSE — الجرعة: Natural MSA noun for a measured dose.","AI-assisted linguistic review","[]","4100:0","الجرعة","false",""
"4100","1","DOSE","جرعة","approved","msa","high","true","true","true","true","noun","natural-preferred","DOSE — جرعة: Natural MSA noun for a measured dose.","AI-assisted linguistic review","[]","4100:1","الجرعة","false",""
"3949","0","EAGLE","النسر","review","msa","medium","","","","","noun","construction-or-sense-review","EAGLE — النسر: The common bird label needs evidence to resolve the eagle versus vulture distinction; do not approve from plausibility alone.","AI-assisted linguistic review","[]","3949:0","النسر","true",""
"3949","1","EAGLE","نسر","review","msa","medium","","","","","noun","construction-or-sense-review","EAGLE — نسر: The common bird label needs evidence to resolve the eagle versus vulture distinction; do not approve from plausibility alone.","AI-assisted linguistic review","[]","3949:1","النسر","false",""
"6190","0","RIPE","ناضج","approved","msa","high","true","true","true","true","adjective","natural-preferred","RIPE — ناضج: Natural adjective for ripe or mature.","AI-assisted linguistic review","[]","6190:0","ناضج","false",""
"2590","0","UTILITIES","المرافق","approved","msa","high","true","true","false","false","noun","valid-alternative","UTILITIES — المرافق: Public-service facilities are valid utilities; the broader benefits rendering needs contextual scrutiny.","AI-assisted linguistic review","[]","2590:0","المرافق العامة","false",""
"2590","1","UTILITIES","مرافق","approved","msa","high","true","true","false","false","noun","valid-alternative","UTILITIES — مرافق: Public-service facilities are valid utilities; the broader benefits rendering needs contextual scrutiny.","AI-assisted linguistic review","[]","2590:1","المرافق العامة","false",""
"2590","2","UTILITIES","المنافع","review","msa","medium","","","","","noun","construction-or-sense-review","UTILITIES — المنافع: Benefits/usefulness can be a valid technical utility sense, but plural utilities for this learner clue needs contextual confirmation.","AI-assisted linguistic review","[]","2590:2","المرافق العامة","false",""
"2590","3","UTILITIES","المرافق العامة","approved","msa","high","true","true","true","true","noun","natural-preferred","UTILITIES — المرافق العامة: Public-service facilities are valid utilities; the broader benefits rendering needs contextual scrutiny.","AI-assisted linguistic review","[]","2590:3","المرافق العامة","false",""
"2964","0","INSTITUTION","مؤسسة","approved","msa","high","true","true","true","true","noun","natural-preferred","INSTITUTION — مؤسسة: Natural noun for an institution or establishment.","AI-assisted linguistic review","[]","2964:0","مؤسسة","false",""
"2964","1","INSTITUTION","المؤسسة","approved","msa","high","true","true","false","false","noun","valid-alternative","INSTITUTION — المؤسسة: Natural noun for an institution or establishment.","AI-assisted linguistic review","[]","2964:1","مؤسسة","false",""
"8123","0","UNDO","تراجع","approved","msa","high","true","true","true","true","verb","natural-preferred","UNDO — تراجع: Natural command to undo or go back, especially an interface action.","AI-assisted linguistic review","[]","8123:0","تراجع","false",""
"5033","0","ANTENNA","الهوائي","approved","msa","high","true","true","false","false","noun","valid-alternative","ANTENNA — الهوائي: Natural noun for an antenna or aerial; adjectival uses elsewhere do not invalidate this nominal sense.","AI-assisted linguistic review","[]","5033:0","هوائي","false",""
"5033","1","ANTENNA","هوائي","approved","msa","high","true","true","true","true","noun","natural-preferred","ANTENNA — هوائي: Natural noun for an antenna or aerial; adjectival uses elsewhere do not invalidate this nominal sense.","AI-assisted linguistic review","[]","5033:1","هوائي","false",""
"5072","0","INVITE","دعوة","approved","msa","high","true","true","true","true","verb","natural-preferred","INVITE — دعوة: Invitation/inviting is a reasonable Arabic action-noun rendering of the English verb; an identical finite form is not required.","AI-assisted linguistic review","[]","5072:0","دعوة","false",""
"5072","1","INVITE","الدعوة","approved","msa","high","true","true","false","false","verb","valid-alternative","INVITE — الدعوة: Invitation/inviting is a reasonable Arabic action-noun rendering of the English verb; an identical finite form is not required.","AI-assisted linguistic review","[]","5072:1","دعوة","false",""
"7485","0","DIETARY","الغذائية","approved","msa","high","true","true","true","true","adjective","natural-preferred","DIETARY — الغذائية: Natural feminine relational adjective pertaining to diet or food.","AI-assisted linguistic review","[]","7485:0","الغذائية","false",""
"6358","0","PIXEL","بيكسل","approved","msa","high","true","true","false","false","noun","valid-alternative","PIXEL — بيكسل: Common Arabic orthographic variants of the technical unit used in everyday digital contexts; preference is not eligibility.","AI-assisted linguistic review","[]","6358:0","بكسل","false",""
"6358","1","PIXEL","بكسل","approved","msa","high","true","true","true","true","noun","natural-preferred","PIXEL — بكسل: Common Arabic orthographic variants of the technical unit used in everyday digital contexts; preference is not eligibility.","AI-assisted linguistic review","[]","6358:1","بكسل","false",""
"6575","0","KNEE","الركبة","approved","msa","high","true","true","false","false","noun","valid-alternative","KNEE — الركبة: Natural body-part noun; article variants remain valid.","AI-assisted linguistic review","[]","6575:0","الركبة","false",""
"6575","1","KNEE","ركبة","approved","msa","high","true","true","true","true","noun","natural-preferred","KNEE — ركبة: Natural body-part noun; article variants remain valid.","AI-assisted linguistic review","[]","6575:1","الركبة","false",""
"6980","0","ARRANGE","ترتيب","approved","msa","high","true","true","true","true","verb","natural-preferred","ARRANGE — ترتيب: Arranging or ordering is naturally expressed by this Arabic action noun.","AI-assisted linguistic review","[]","6980:0","ترتيب","false",""
"3719","0","OPERATE","تشغيل","approved","msa","high","true","true","true","true","verb","natural-preferred","OPERATE — تشغيل: Operating a machine is naturally expressed by this Arabic action noun; no speculative medical sense is added.","AI-assisted linguistic review","[]","3719:0","تشغيل","false",""
"8798","0","LANCE","لانس","review","uncertain","high","false","false","false","false","noun","unsuitable-unclassified","LANCE — لانس: The displayed form reads as a personal-name transliteration and does not establish the general spear or incise sense. Both directions remain withheld pending review.","AI-assisted linguistic review","[]","8798:0","لانس","true",""
"7636","0","MESA","ميسا","review","uncertain","medium","","","","","noun","register-review","MESA — ميسا: The transliteration alone does not establish an appropriate learner-facing landform meaning or MSA usage; preserve it unresolved.","AI-assisted linguistic review","[]","7636:0","ميسا","true",""
"2541","0","HELPS","يساعد","approved","msa","high","true","true","true","true","verb","natural-preferred","HELPS — يساعد: Natural finite Arabic verb meaning helps; number or gender agreement does not undermine the relationship.","AI-assisted linguistic review","[]","2541:0","يساعد","false",""
"2872","0","ANGEL","الملاك","approved","msa","high","true","true","false","false","noun","valid-alternative","ANGEL — الملاك: The angel noun is natural; gospel and name-like renderings must be considered separately.","AI-assisted linguistic review","[]","2872:0","ملاك","false",""
"2872","1","ANGEL","ملاك","approved","msa","high","true","true","true","true","noun","natural-preferred","ANGEL — ملاك: The angel noun is natural; gospel and name-like renderings must be considered separately.","AI-assisted linguistic review","[]","2872:1","ملاك","false",""
"2872","2","ANGEL","انجيل","rejected","msa","high","false","false","false","false","noun","wrong-or-corrupt-relationship","ANGEL — انجيل: This denotes the Gospel, not an angel. The semantic mismatch is clear and unrelated to harmless synonym ambiguity. Second pass: Second pass confirms the Arabic denotes the Gospel rather than an angel; it is not a secondary angel sense or grammatical variant.","AI-assisted linguistic review","[]","2872:2","ملاك","false",""
"2872","3","ANGEL","انجل","review","uncertain","high","false","false","false","false","noun","unsuitable-unclassified","ANGEL — انجل: Name-like transliteration does not supply the general angel meaning; register and intended identity remain unresolved.","AI-assisted linguistic review","[]","2872:3","ملاك","false",""
"2487","0","OFFICIALS","مسؤولين","approved","msa","high","true","true","false","false","noun","valid-alternative","OFFICIALS — مسؤولين: Natural human plural for officials; nominative and oblique variants are all valid.","AI-assisted linguistic review","[]","2487:0","المسؤولون","false",""
"2487","1","OFFICIALS","المسؤولين","approved","msa","high","true","true","false","false","noun","valid-alternative","OFFICIALS — المسؤولين: Natural human plural for officials; nominative and oblique variants are all valid.","AI-assisted linguistic review","[]","2487:1","المسؤولون","false",""
"2487","2","OFFICIALS","المسؤولون","approved","msa","high","true","true","true","true","noun","natural-preferred","OFFICIALS — المسؤولون: Natural human plural for officials; nominative and oblique variants are all valid.","AI-assisted linguistic review","[]","2487:2","المسؤولون","false",""
"5609","0","DISCS","الاقراص","review","msa","medium","","","","","noun","orthography-review","DISCS — الاقراص: Discs and compact discs are valid related senses; spelling of the generic form needs separate attention.","AI-assisted linguistic review","[]","5609:0","الأقراص المضغوطة","false",""
"5609","1","DISCS","الأقراص المضغوطة","approved","msa","high","true","true","false","false","noun","valid-alternative","DISCS — الأقراص المضغوطة (compact discs): Discs and compact discs are valid related senses; spelling of the generic form needs separate attention.","AI-assisted linguistic review","[]","5609:1","الأقراص المضغوطة","false","compact discs"
"4074","0","DONATE","تبرع","approved","msa","high","true","true","true","true","verb","natural-preferred","DONATE — تبرع: The bare form can express the verb; the article form is an action noun naturally expressing donating.","AI-assisted linguistic review","[]","4074:0","تبرع","false",""
"4074","1","DONATE","التبرع","approved","msa","high","true","true","false","false","verb","valid-alternative","DONATE — التبرع: The bare form can express the verb; the article form is an action noun naturally expressing donating.","AI-assisted linguistic review","[]","4074:1","تبرع","false",""
"9232","0","MUG","قدح","approved","msa","high","true","true","true","true","noun","natural-preferred","MUG — قدح: Natural noun for a drinking cup or mug.","AI-assisted linguistic review","[]","9232:0","القدح","false",""
"9232","1","MUG","القدح","approved","msa","high","true","true","false","false","noun","valid-alternative","MUG — القدح: Natural noun for a drinking cup or mug.","AI-assisted linguistic review","[]","9232:1","القدح","false",""
"6553","0","ANNEX","المرفق","approved","msa","high","true","true","false","false","noun","valid-alternative","ANNEX — المرفق: Natural noun for an annex or attachment, rather than an automatically assumed verbal use.","AI-assisted linguistic review","[]","6553:0","المرفق","false",""
"6553","1","ANNEX","مرفق","approved","msa","high","true","true","true","true","noun","natural-preferred","ANNEX — مرفق: Natural noun for an annex or attachment, rather than an automatically assumed verbal use.","AI-assisted linguistic review","[]","6553:1","المرفق","false",""
"5776","0","TONGUE","لسان","approved","msa","high","true","true","true","true","noun","natural-preferred","TONGUE — لسان: Natural body-part noun, with valid article variants.","AI-assisted linguistic review","[]","5776:0","اللسان","false",""
"5776","1","TONGUE","اللسان","approved","msa","high","true","true","false","false","noun","valid-alternative","TONGUE — اللسان: Natural body-part noun, with valid article variants.","AI-assisted linguistic review","[]","5776:1","اللسان","false",""
"2586","0","COLOUR","لون","approved","msa","high","true","true","true","true","noun","natural-preferred","COLOUR — لون: Natural noun for colour; British spelling remains legitimate English.","AI-assisted linguistic review","[]","2586:0","اللون","false",""
"2586","1","COLOUR","اللون","approved","msa","high","true","true","false","false","noun","valid-alternative","COLOUR — اللون: Natural noun for colour; British spelling remains legitimate English.","AI-assisted linguistic review","[]","2586:1","اللون","false",""
"4313","0","CLOSELY","عن كثب","approved","msa","high","true","true","true","true","adverb","natural-preferred","CLOSELY — عن كثب: Natural multiword MSA adverbial phrase meaning closely or at close quarters; retain its space.","AI-assisted linguistic review","[]","4313:0","عن كثب","false",""
"6077","0","DEMONSTRATION","مظاهرة","approved","msa","high","true","true","true","true","noun","natural-preferred","DEMONSTRATION — مظاهرة: Natural noun for a public protest or demonstration, a legitimate sense of the English word.","AI-assisted linguistic review","[]","6077:0","مظاهرة","false",""
"6077","1","DEMONSTRATION","المظاهرة","approved","msa","high","true","true","false","false","noun","valid-alternative","DEMONSTRATION — المظاهرة: Natural noun for a public protest or demonstration, a legitimate sense of the English word.","AI-assisted linguistic review","[]","6077:1","مظاهرة","false",""
"4112","0","SHAVED","حلقت","approved","msa","high","true","true","true","true","verb","natural-preferred","SHAVED — حلقت: The finite past and adjectival shaved state are separately valid uses; POS is relationship-specific.","AI-assisted linguistic review","[]","4112:0","حليق","false",""
"4112","1","SHAVED","حليق","approved","msa","high","true","true","true","true","adjective","natural-preferred","SHAVED — حليق: The finite past and adjectival shaved state are separately valid uses; POS is relationship-specific.","AI-assisted linguistic review","[]","4112:1","حليق","false",""
"6316","0","EASTER","الفصح","approved","msa","high","true","true","false","false","noun","valid-alternative","EASTER — الفصح: Natural name of the learner-relevant holiday; the shorter expression remains a valid alternative.","AI-assisted linguistic review","[]","6316:0","عيد الفصح","false",""
"6316","1","EASTER","عيد الفصح","approved","msa","high","true","true","true","true","noun","natural-preferred","EASTER — عيد الفصح: Natural name of the learner-relevant holiday; the shorter expression remains a valid alternative.","AI-assisted linguistic review","[]","6316:1","عيد الفصح","false",""
"7499","0","SPEEDS","السرعات","approved","msa","high","true","true","true","true","noun","natural-preferred","SPEEDS — السرعات: Natural plural for speeds; do not incorrectly label this relationship as a verb.","AI-assisted linguistic review","[]","7499:0","السرعات","false",""
"5312","0","TWELVE","اثنا عشر","approved","msa","high","true","true","true","true","determiner","natural-preferred","TWELVE — اثنا عشر: Natural compound numeral, preserved with its space and legitimate Arabic case form.","AI-assisted linguistic review","[]","5312:0","اثنا عشر","false",""
"5632","0","AFFORD","تحمل","review","msa","medium","","","","","verb","construction-or-sense-review","AFFORD — تحمل: Bearing costs can express afford, but the isolated Arabic also means endure; defer the contextual mapping rather than rejecting it.","AI-assisted linguistic review","[]","5632:0","تحمل","true",""
"5644","0","INCLUSION","الشمول","approved","msa","high","true","true","false","false","noun","valid-alternative","INCLUSION — الشمول: Including, incorporation and inclusion are valid nominal senses; hamza omission is flagged without changing source text.","AI-assisted linguistic review","[]","5644:0","إدراج","false",""
"5644","1","INCLUSION","تضمين","approved","msa","high","true","true","false","false","noun","valid-alternative","INCLUSION — تضمين: Including, incorporation and inclusion are valid nominal senses; hamza omission is flagged without changing source text.","AI-assisted linguistic review","[]","5644:1","إدراج","false",""
"5644","2","INCLUSION","ادراج","review","msa","medium","","","","","noun","orthography-review","INCLUSION — ادراج: Including, incorporation and inclusion are valid nominal senses; hamza omission is flagged without changing source text.","AI-assisted linguistic review","[]","5644:2","إدراج","false",""
"5644","3","INCLUSION","إدراج","approved","msa","high","true","true","true","true","noun","natural-preferred","INCLUSION — إدراج: Including, incorporation and inclusion are valid nominal senses; hamza omission is flagged without changing source text.","AI-assisted linguistic review","[]","5644:3","إدراج","false",""
"6319","0","PRAISE","الثناء","approved","msa","high","true","true","true","true","noun","natural-preferred","PRAISE — الثناء: Praise and commendation are valid; religious fragments and incomplete expressions need individual review.","AI-assisted linguistic review","[]","6319:0","الثناء","false",""
"6319","1","PRAISE","سبحان","review","msa","medium","","","","","noun","construction-or-sense-review","PRAISE — سبحان: The glorification formula has a religious constructional use; it is not automatically an interchangeable standalone praise noun.","AI-assisted linguistic review","[]","6319:1","الثناء","false",""
"6319","2","PRAISE","ماشاء","rejected","msa","high","false","false","false","false","noun","wrong-or-corrupt-relationship","PRAISE — ماشاء: The fragment is incomplete and does not form a usable equivalent for praise. Reject the relationship without silently completing the phrase. Second pass: Second pass confirms this incomplete fragment is not a usable praise expression; restoring missing words would invent a new phrase, so preserve but reject.","AI-assisted linguistic review","[]","6319:2","الثناء","false",""
"6319","3","PRAISE","الحمد","approved","msa","high","true","true","false","false","noun","valid-alternative","PRAISE — الحمد: Praise and commendation are valid; religious fragments and incomplete expressions need individual review.","AI-assisted linguistic review","[]","6319:3","الثناء","false",""
"2524","0","NOTED","لوحظ","approved","msa","high","true","true","true","true","verb","natural-preferred","NOTED — لوحظ: The Arabic passive past expresses was noted; the separate note/observation noun does not automatically express this participial headword.","AI-assisted linguistic review","[]","2524:0","ملاحظة","false",""
"2524","1","NOTED","ملاحظة","review","msa","medium","","","","","noun","construction-or-sense-review","NOTED — ملاحظة: A note/observation noun is not by itself a clear rendering of noted; context might justify a construction, so retain review.","AI-assisted linguistic review","[]","2524:1","ملاحظة","true",""
"5764","0","RESET","استرجع","review","msa","medium","","","","","verb","construction-or-sense-review","RESET — استرجع: Retrieve/recover/go back does not unambiguously express resetting; retain review rather than overwriting the Arabic.","AI-assisted linguistic review","[]","5764:0","إعادة تعيين","false",""
"5764","1","RESET","إعادة تعيين","approved","msa","high","true","true","true","true","verb","natural-preferred","RESET — إعادة تعيين: Resetting can be expressed naturally by the multiword action phrase; retrieve is not automatically an equivalent reset action.","AI-assisted linguistic review","[]","5764:1","إعادة تعيين","false",""
