seed,size,mode,policy,success,generationMs,entries,intersections,candidateCount,candidateLengths,solverAttempts,timeoutChecks,viableTemplates,totalTemplates,validationErrors,qualityErrors,failureReason
"4","9","en_to_ar","approved-only","true","63.059375000004366","42","57","2000","{""2"":79,""3"":309,""4"":308,""5"":308,""6"":308,""7"":308,""8"":259,""9"":121}","1","0","6","6","[]","[]",""
"4","9","ar_to_en","approved-only","true","870.0148330000011","32","64","2223","{""2"":15,""3"":180,""4"":381,""5"":386,""6"":395,""7"":450,""8"":220,""9"":196}","6","17","24","24","[]","[]",""
"4","11","en_to_ar","approved-only","true","29.19562500000029","59","85","2000","{""2"":79,""3"":282,""4"":282,""5"":282,""6"":282,""7"":282,""8"":282,""9"":150,""10"":46,""11"":33}","1","0","6","6","[]","[]",""
"4","11","ar_to_en","approved-only","true","2870.9998750000013","44","88","2373","{""2"":15,""3"":180,""4"":381,""5"":386,""6"":395,""7"":450,""8"":220,""9"":196,""10"":75,""11"":75}","38","36","24","24","[]","[]",""
"4","13","en_to_ar","approved-only","false","1807.9094590000022","0","0","2000","{""2"":79,""3"":274,""4"":275,""5"":275,""6"":275,""7"":275,""8"":275,""9"":160,""10"":48,""11"":34,""12"":24,""13"":6}","2","57","6","6","[]","[]","solver_deadline_observed_root_cause_unestablished"
"4","13","ar_to_en","approved-only","false","4514.980082999995","0","0","2417","{""2"":15,""3"":180,""4"":381,""5"":386,""6"":395,""7"":450,""8"":220,""9"":196,""10"":75,""11"":75,""12"":18,""13"":26}","171","39","24","24","[]","[]","solver_deadline_observed_root_cause_unestablished"
"5","7","en_to_ar","approved-only","true","3.0663749999948777","24","36","2000","{""2"":75,""3"":385,""4"":385,""5"":385,""6"":385,""7"":385}","1","0","6","6","[]","[]",""
"5","7","ar_to_en","approved-only","true","154.190125000001","22","41","1807","{""2"":15,""3"":180,""4"":381,""5"":386,""6"":395,""7"":450}","2","6","24","24","[]","[]",""
"5","9","en_to_ar","approved-only","true","13.51212499999383","44","57","2000","{""2"":79,""3"":309,""4"":308,""5"":308,""6"":308,""7"":308,""8"":259,""9"":121}","1","0","6","6","[]","[]",""
"5","9","ar_to_en","approved-only","true","733.297249999996","32","64","2223","{""2"":15,""3"":180,""4"":381,""5"":386,""6"":395,""7"":450,""8"":220,""9"":196}","5","11","24","24","[]","[]",""
"5","11","en_to_ar","approved-only","true","98.91095900000073","61","85","2000","{""2"":79,""3"":282,""4"":282,""5"":282,""6"":282,""7"":282,""8"":282,""9"":150,""10"":46,""11"":33}","1","0","6","6","[]","[]",""
"5","11","ar_to_en","approved-only","false","4504.311833999993","0","0","2373","{""2"":15,""3"":180,""4"":381,""5"":386,""6"":395,""7"":450,""8"":220,""9"":196,""10"":75,""11"":75}","49","59","24","24","[]","[]","solver_deadline_observed_root_cause_unestablished"
"5","13","en_to_ar","approved-only","true","66.20837500000198","82","119","2000","{""2"":79,""3"":274,""4"":275,""5"":275,""6"":275,""7"":275,""8"":275,""9"":160,""10"":48,""11"":34,""12"":24,""13"":6}","1","0","6","6","[]","[]",""
"5","13","ar_to_en","approved-only","false","4516.60504200001","0","0","2417","{""2"":15,""3"":180,""4"":381,""5"":386,""6"":395,""7"":450,""8"":220,""9"":196,""10"":75,""11"":75,""12"":18,""13"":26}","181","42","24","24","[]","[]","solver_deadline_observed_root_cause_unestablished"
"6","7","en_to_ar","approved-only","true","3.7869169999903534","26","36","2000","{""2"":75,""3"":385,""4"":385,""5"":385,""6"":385,""7"":385}","1","0","6","6","[]","[]",""
"6","7","ar_to_en","approved-only","true","41.69000000000233","22","41","1807","{""2"":15,""3"":180,""4"":381,""5"":386,""6"":395,""7"":450}","1","0","24","24","[]","[]",""
"6","9","en_to_ar","approved-only","true","11.705417000004672","42","59","2000","{""2"":79,""3"":309,""4"":308,""5"":308,""6"":308,""7"":308,""8"":259,""9"":121}","1","0","6","6","[]","[]",""
"6","9","ar_to_en","approved-only","false","3992.016208000001","0","0","2223","{""2"":15,""3"":180,""4"":381,""5"":386,""6"":395,""7"":450,""8"":220,""9"":196}","24","67","24","24","[]","[]","solver_deadline_observed_root_cause_unestablished"
"6","11","en_to_ar","approved-only","false","1804.6574999999866","0","0","2000","{""2"":79,""3"":282,""4"":282,""5"":282,""6"":282,""7"":282,""8"":282,""9"":150,""10"":46,""11"":33}","2","29","6","6","[]","[]","solver_deadline_observed_root_cause_unestablished"
"6","11","ar_to_en","approved-only","false","4504.335166000004","0","0","2373","{""2"":15,""3"":180,""4"":381,""5"":386,""6"":395,""7"":450,""8"":220,""9"":196,""10"":75,""11"":75}","64","48","24","24","[]","[]","solver_deadline_observed_root_cause_unestablished"
"6","13","en_to_ar","approved-only","true","950.747417000006","84","120","2000","{""2"":79,""3"":274,""4"":275,""5"":275,""6"":275,""7"":275,""8"":275,""9"":160,""10"":48,""11"":34,""12"":24,""13"":6}","1","0","6","6","[]","[]",""
"6","13","ar_to_en","approved-only","false","4514.823665999997","0","0","2417","{""2"":15,""3"":180,""4"":381,""5"":386,""6"":395,""7"":450,""8"":220,""9"":196,""10"":75,""11"":75,""12"":18,""13"":26}","137","43","24","24","[]","[]","solver_deadline_observed_root_cause_unestablished"
"7","7","en_to_ar","approved-only","true","3.7129580000037095","26","36","2000","{""2"":75,""3"":385,""4"":385,""5"":385,""6"":385,""7"":385}","1","0","6","6","[]","[]",""
"7","7","ar_to_en","approved-only","true","135.98975000000792","22","41","1807","{""2"":15,""3"":180,""4"":381,""5"":386,""6"":395,""7"":450}","2","9","24","24","[]","[]",""
"7","9","en_to_ar","approved-only","true","22.676040999998804","42","57","2000","{""2"":79,""3"":309,""4"":308,""5"":308,""6"":308,""7"":308,""8"":259,""9"":121}","1","0","6","6","[]","[]",""
"7","9","ar_to_en","approved-only","true","1521.464082999999","32","62","2223","{""2"":15,""3"":180,""4"":381,""5"":386,""6"":395,""7"":450,""8"":220,""9"":196}","10","33","24","24","[]","[]",""
"7","11","en_to_ar","approved-only","false","1804.4450829999987","0","0","2000","{""2"":79,""3"":282,""4"":282,""5"":282,""6"":282,""7"":282,""8"":282,""9"":150,""10"":46,""11"":33}","2","46","6","6","[]","[]","solver_deadline_observed_root_cause_unestablished"
"7","11","ar_to_en","approved-only","false","4503.597332999998","0","0","2373","{""2"":15,""3"":180,""4"":381,""5"":386,""6"":395,""7"":450,""8"":220,""9"":196,""10"":75,""11"":75}","51","55","24","24","[]","[]","solver_deadline_observed_root_cause_unestablished"
"7","13","en_to_ar","approved-only","true","60.68774999999732","80","120","2000","{""2"":79,""3"":274,""4"":275,""5"":275,""6"":275,""7"":275,""8"":275,""9"":160,""10"":48,""11"":34,""12"":24,""13"":6}","1","0","6","6","[]","[]",""
"7","13","ar_to_en","approved-only","false","4514.906375000006","0","0","2417","{""2"":15,""3"":180,""4"":381,""5"":386,""6"":395,""7"":450,""8"":220,""9"":196,""10"":75,""11"":75,""12"":18,""13"":26}","186","37","24","24","[]","[]","solver_deadline_observed_root_cause_unestablished"
"8","7","en_to_ar","approved-only","true","2.8768750000017462","25","35","2000","{""2"":75,""3"":385,""4"":385,""5"":385,""6"":385,""7"":385}","1","0","6","6","[]","[]",""
"8","7","ar_to_en","approved-only","true","5.544708000001265","22","41","1807","{""2"":15,""3"":180,""4"":381,""5"":386,""6"":395,""7"":450}","1","0","24","24","[]","[]",""
"8","9","en_to_ar","approved-only","false","1702.8180830000056","0","0","2000","{""2"":79,""3"":309,""4"":308,""5"":308,""6"":308,""7"":308,""8"":259,""9"":121}","2","45","6","6","[]","[]","solver_deadline_observed_root_cause_unestablished"
"8","9","ar_to_en","approved-only","true","356.804375000007","32","64","2223","{""2"":15,""3"":180,""4"":381,""5"":386,""6"":395,""7"":450,""8"":220,""9"":196}","3","4","24","24","[]","[]",""
"8","11","en_to_ar","approved-only","true","1008.8950829999958","58","86","2000","{""2"":79,""3"":282,""4"":282,""5"":282,""6"":282,""7"":282,""8"":282,""9"":150,""10"":46,""11"":33}","2","28","6","6","[]","[]",""
"8","11","ar_to_en","approved-only","true","3084.316292000003","44","88","2373","{""2"":15,""3"":180,""4"":381,""5"":386,""6"":395,""7"":450,""8"":220,""9"":196,""10"":75,""11"":75}","39","39","24","24","[]","[]",""
"8","13","en_to_ar","approved-only","false","1806.9571250000008","0","0","2000","{""2"":79,""3"":274,""4"":275,""5"":275,""6"":275,""7"":275,""8"":275,""9"":160,""10"":48,""11"":34,""12"":24,""13"":6}","2","54","6","6","[]","[]","solver_deadline_observed_root_cause_unestablished"
"8","13","ar_to_en","approved-only","false","4514.725375000009","0","0","2417","{""2"":15,""3"":180,""4"":381,""5"":386,""6"":395,""7"":450,""8"":220,""9"":196,""10"":75,""11"":75,""12"":18,""13"":26}","152","41","24","24","[]","[]","solver_deadline_observed_root_cause_unestablished"
"9","7","en_to_ar","approved-only","true","3.057249999998021","25","35","2000","{""2"":75,""3"":385,""4"":385,""5"":385,""6"":385,""7"":385}","1","0","6","6","[]","[]",""
"9","7","ar_to_en","approved-only","true","47.642290999996476","22","41","1807","{""2"":15,""3"":180,""4"":381,""5"":386,""6"":395,""7"":450}","1","0","24","24","[]","[]",""
"9","9","en_to_ar","approved-only","true","709.7222089999996","44","60","2000","{""2"":79,""3"":309,""4"":308,""5"":308,""6"":308,""7"":308,""8"":259,""9"":121}","1","0","6","6","[]","[]",""
"9","9","ar_to_en","approved-only","true","477.5138330000045","32","64","2223","{""2"":15,""3"":180,""4"":381,""5"":386,""6"":395,""7"":450,""8"":220,""9"":196}","3","6","24","24","[]","[]",""
"9","11","en_to_ar","approved-only","false","1804.244166999997","0","0","2000","{""2"":79,""3"":282,""4"":282,""5"":282,""6"":282,""7"":282,""8"":282,""9"":150,""10"":46,""11"":33}","2","29","6","6","[]","[]","solver_deadline_observed_root_cause_unestablished"
"9","11","ar_to_en","approved-only","false","4502.391292","0","0","2373","{""2"":15,""3"":180,""4"":381,""5"":386,""6"":395,""7"":450,""8"":220,""9"":196,""10"":75,""11"":75}","57","52","24","24","[]","[]","solver_deadline_observed_root_cause_unestablished"
"9","13","en_to_ar","approved-only","false","1805.3342090000078","0","0","2000","{""2"":79,""3"":274,""4"":275,""5"":275,""6"":275,""7"":275,""8"":275,""9"":160,""10"":48,""11"":34,""12"":24,""13"":6}","2","54","6","6","[]","[]","solver_deadline_observed_root_cause_unestablished"
"9","13","ar_to_en","approved-only","false","4517.823374999993","0","0","2417","{""2"":15,""3"":180,""4"":381,""5"":386,""6"":395,""7"":450,""8"":220,""9"":196,""10"":75,""11"":75,""12"":18,""13"":26}","171","38","24","24","[]","[]","solver_deadline_observed_root_cause_unestablished"
"10","7","en_to_ar","approved-only","true","3.1914169999945443","25","35","2000","{""2"":75,""3"":385,""4"":385,""5"":385,""6"":385,""7"":385}","1","0","6","6","[]","[]",""
"10","7","ar_to_en","approved-only","true","36.966499999994994","22","41","1807","{""2"":15,""3"":180,""4"":381,""5"":386,""6"":395,""7"":450}","1","0","24","24","[]","[]",""
"10","9","en_to_ar","approved-only","true","7.353499999997439","40","57","2000","{""2"":79,""3"":309,""4"":308,""5"":308,""6"":308,""7"":308,""8"":259,""9"":121}","1","0","6","6","[]","[]",""
"10","9","ar_to_en","approved-only","true","762.039042000004","32","64","2223","{""2"":15,""3"":180,""4"":381,""5"":386,""6"":395,""7"":450,""8"":220,""9"":196}","5","10","24","24","[]","[]",""
"10","11","en_to_ar","approved-only","true","14.420333000001847","62","85","2000","{""2"":79,""3"":282,""4"":282,""5"":282,""6"":282,""7"":282,""8"":282,""9"":150,""10"":46,""11"":33}","1","0","6","6","[]","[]",""
"10","11","ar_to_en","approved-only","true","3392.4164170000004","44","88","2373","{""2"":15,""3"":180,""4"":381,""5"":386,""6"":395,""7"":450,""8"":220,""9"":196,""10"":75,""11"":75}","38","43","24","24","[]","[]",""
"10","13","en_to_ar","approved-only","true","95.43945800000802","88","120","2000","{""2"":79,""3"":274,""4"":275,""5"":275,""6"":275,""7"":275,""8"":275,""9"":160,""10"":48,""11"":34,""12"":24,""13"":6}","1","0","6","6","[]","[]",""
"10","13","ar_to_en","approved-only","false","4515.293207999988","0","0","2417","{""2"":15,""3"":180,""4"":381,""5"":386,""6"":395,""7"":450,""8"":220,""9"":196,""10"":75,""11"":75,""12"":18,""13"":26}","156","44","24","24","[]","[]","solver_deadline_observed_root_cause_unestablished"
"11","7","en_to_ar","approved-only","true","10.261541999992914","26","36","2000","{""2"":75,""3"":385,""4"":385,""5"":385,""6"":385,""7"":385}","1","0","6","6","[]","[]",""
"11","7","ar_to_en","approved-only","true","78.18049999998766","22","41","1807","{""2"":15,""3"":180,""4"":381,""5"":386,""6"":395,""7"":450}","1","0","24","24","[]","[]",""
"11","9","en_to_ar","approved-only","true","6.502124999999069","40","57","2000","{""2"":79,""3"":309,""4"":308,""5"":308,""6"":308,""7"":308,""8"":259,""9"":121}","1","0","6","6","[]","[]",""
"11","9","ar_to_en","approved-only","true","556.3585829999938","32","64","2223","{""2"":15,""3"":180,""4"":381,""5"":386,""6"":395,""7"":450,""8"":220,""9"":196}","4","9","24","24","[]","[]",""
"11","11","en_to_ar","approved-only","false","1802.9180829999968","0","0","2000","{""2"":79,""3"":282,""4"":282,""5"":282,""6"":282,""7"":282,""8"":282,""9"":150,""10"":46,""11"":33}","2","47","6","6","[]","[]","solver_deadline_observed_root_cause_unestablished"
"11","11","ar_to_en","approved-only","false","4503.894499999995","0","0","2373","{""2"":15,""3"":180,""4"":381,""5"":386,""6"":395,""7"":450,""8"":220,""9"":196,""10"":75,""11"":75}","67","64","24","24","[]","[]","solver_deadline_observed_root_cause_unestablished"
"11","13","en_to_ar","approved-only","false","1806.575291999994","0","0","2000","{""2"":79,""3"":274,""4"":275,""5"":275,""6"":275,""7"":275,""8"":275,""9"":160,""10"":48,""11"":34,""12"":24,""13"":6}","2","61","6","6","[]","[]","solver_deadline_observed_root_cause_unestablished"
"11","13","ar_to_en","approved-only","false","4519.065624999988","0","0","2417","{""2"":15,""3"":180,""4"":381,""5"":386,""6"":395,""7"":450,""8"":220,""9"":196,""10"":75,""11"":75,""12"":18,""13"":26}","165","40","24","24","[]","[]","solver_deadline_observed_root_cause_unestablished"
"12","7","en_to_ar","approved-only","false","1101.848915999988","0","0","2000","{""2"":75,""3"":385,""4"":385,""5"":385,""6"":385,""7"":385}","3","42","6","6","[]","[]","solver_deadline_observed_root_cause_unestablished"
"12","7","ar_to_en","approved-only","true","4.7323340000002645","22","41","1807","{""2"":15,""3"":180,""4"":381,""5"":386,""6"":395,""7"":450}","1","0","24","24","[]","[]",""
"12","9","en_to_ar","approved-only","true","49.63308299999335","42","57","2000","{""2"":79,""3"":309,""4"":308,""5"":308,""6"":308,""7"":308,""8"":259,""9"":121}","1","0","6","6","[]","[]",""
"12","9","ar_to_en","approved-only","true","864.5120829999796","32","64","2223","{""2"":15,""3"":180,""4"":381,""5"":386,""6"":395,""7"":450,""8"":220,""9"":196}","6","13","24","24","[]","[]",""
"12","11","en_to_ar","approved-only","false","1805.0642499999958","0","0","2000","{""2"":79,""3"":282,""4"":282,""5"":282,""6"":282,""7"":282,""8"":282,""9"":150,""10"":46,""11"":33}","2","48","6","6","[]","[]","solver_deadline_observed_root_cause_unestablished"
"12","11","ar_to_en","approved-only","false","4501.432708999986","0","0","2373","{""2"":15,""3"":180,""4"":381,""5"":386,""6"":395,""7"":450,""8"":220,""9"":196,""10"":75,""11"":75}","44","50","24","24","[]","[]","solver_deadline_observed_root_cause_unestablished"
"12","13","en_to_ar","approved-only","true","84.1102499999979","82","119","2000","{""2"":79,""3"":274,""4"":275,""5"":275,""6"":275,""7"":275,""8"":275,""9"":160,""10"":48,""11"":34,""12"":24,""13"":6}","1","0","6","6","[]","[]",""
"12","13","ar_to_en","approved-only","false","4518.681332999986","0","0","2417","{""2"":15,""3"":180,""4"":381,""5"":386,""6"":395,""7"":450,""8"":220,""9"":196,""10"":75,""11"":75,""12"":18,""13"":26}","183","40","24","24","[]","[]","solver_deadline_observed_root_cause_unestablished"
"13","7","en_to_ar","approved-only","true","3.488083000003826","25","35","2000","{""2"":75,""3"":385,""4"":385,""5"":385,""6"":385,""7"":385}","1","0","6","6","[]","[]",""
"13","7","ar_to_en","approved-only","true","36.67304100000183","22","41","1807","{""2"":15,""3"":180,""4"":381,""5"":386,""6"":395,""7"":450}","1","0","24","24","[]","[]",""
"13","9","en_to_ar","approved-only","false","1703.0165839999972","0","0","2000","{""2"":79,""3"":309,""4"":308,""5"":308,""6"":308,""7"":308,""8"":259,""9"":121}","2","39","6","6","[]","[]","solver_deadline_observed_root_cause_unestablished"
"13","9","ar_to_en","approved-only","true","392.28583300000173","32","64","2223","{""2"":15,""3"":180,""4"":381,""5"":386,""6"":395,""7"":450,""8"":220,""9"":196}","3","5","24","24","[]","[]",""
"13","11","en_to_ar","approved-only","false","1805.5634170000267","0","0","2000","{""2"":79,""3"":282,""4"":282,""5"":282,""6"":282,""7"":282,""8"":282,""9"":150,""10"":46,""11"":33}","2","38","6","6","[]","[]","solver_deadline_observed_root_cause_unestablished"
"13","11","ar_to_en","approved-only","false","4504.552292000008","0","0","2373","{""2"":15,""3"":180,""4"":381,""5"":386,""6"":395,""7"":450,""8"":220,""9"":196,""10"":75,""11"":75}","46","58","24","24","[]","[]","solver_deadline_observed_root_cause_unestablished"
"13","13","en_to_ar","approved-only","true","212.2505419999943","80","119","2000","{""2"":79,""3"":274,""4"":275,""5"":275,""6"":275,""7"":275,""8"":275,""9"":160,""10"":48,""11"":34,""12"":24,""13"":6}","21","0","6","6","[]","[]",""
"13","13","ar_to_en","approved-only","false","4517.5411669999885","0","0","2417","{""2"":15,""3"":180,""4"":381,""5"":386,""6"":395,""7"":450,""8"":220,""9"":196,""10"":75,""11"":75,""12"":18,""13"":26}","197","41","24","24","[]","[]","solver_deadline_observed_root_cause_unestablished"
"14","7","en_to_ar","approved-only","true","21.835707999998704","24","36","2000","{""2"":75,""3"":385,""4"":385,""5"":385,""6"":385,""7"":385}","1","0","6","6","[]","[]",""
"14","7","ar_to_en","approved-only","true","6.847249999991618","22","41","1807","{""2"":15,""3"":180,""4"":381,""5"":386,""6"":395,""7"":450}","1","0","24","24","[]","[]",""
"14","9","en_to_ar","approved-only","true","5.604541999986395","43","57","2000","{""2"":79,""3"":309,""4"":308,""5"":308,""6"":308,""7"":308,""8"":259,""9"":121}","1","0","6","6","[]","[]",""
"14","9","ar_to_en","approved-only","true","295.97325000001","32","64","2223","{""2"":15,""3"":180,""4"":381,""5"":386,""6"":395,""7"":450,""8"":220,""9"":196}","2","3","24","24","[]","[]",""
"14","11","en_to_ar","approved-only","false","1804.0692500000005","0","0","2000","{""2"":79,""3"":282,""4"":282,""5"":282,""6"":282,""7"":282,""8"":282,""9"":150,""10"":46,""11"":33}","2","42","6","6","[]","[]","solver_deadline_observed_root_cause_unestablished"
"14","11","ar_to_en","approved-only","false","4502.8255839999765","0","0","2373","{""2"":15,""3"":180,""4"":381,""5"":386,""6"":395,""7"":450,""8"":220,""9"":196,""10"":75,""11"":75}","47","79","24","24","[]","[]","solver_deadline_observed_root_cause_unestablished"
"14","13","en_to_ar","approved-only","false","1807.4688749999914","0","0","2000","{""2"":79,""3"":274,""4"":275,""5"":275,""6"":275,""7"":275,""8"":275,""9"":160,""10"":48,""11"":34,""12"":24,""13"":6}","2","30","6","6","[]","[]","solver_deadline_observed_root_cause_unestablished"
"14","13","ar_to_en","approved-only","false","4515.317665999988","0","0","2417","{""2"":15,""3"":180,""4"":381,""5"":386,""6"":395,""7"":450,""8"":220,""9"":196,""10"":75,""11"":75,""12"":18,""13"":26}","171","41","24","24","[]","[]","solver_deadline_observed_root_cause_unestablished"
"15","7","en_to_ar","approved-only","true","3.624208999972325","25","37","2000","{""2"":75,""3"":385,""4"":385,""5"":385,""6"":385,""7"":385}","1","0","6","6","[]","[]",""
"15","7","ar_to_en","approved-only","true","18.989832999999635","22","41","1807","{""2"":15,""3"":180,""4"":381,""5"":386,""6"":395,""7"":450}","1","0","24","24","[]","[]",""
"15","9","en_to_ar","approved-only","true","874.941375000024","42","57","2000","{""2"":79,""3"":309,""4"":308,""5"":308,""6"":308,""7"":308,""8"":259,""9"":121}","2","18","6","6","[]","[]",""
"15","9","ar_to_en","approved-only","true","516.9838750000054","32","64","2223","{""2"":15,""3"":180,""4"":381,""5"":386,""6"":395,""7"":450,""8"":220,""9"":196}","4","6","24","24","[]","[]",""
"15","11","en_to_ar","approved-only","true","8.746167000004789","60","85","2000","{""2"":79,""3"":282,""4"":282,""5"":282,""6"":282,""7"":282,""8"":282,""9"":150,""10"":46,""11"":33}","1","0","6","6","[]","[]",""
"15","11","ar_to_en","approved-only","false","4503.143041000003","0","0","2373","{""2"":15,""3"":180,""4"":381,""5"":386,""6"":395,""7"":450,""8"":220,""9"":196,""10"":75,""11"":75}","53","49","24","24","[]","[]","solver_deadline_observed_root_cause_unestablished"
"15","13","en_to_ar","approved-only","false","1806.7535409999837","0","0","2000","{""2"":79,""3"":274,""4"":275,""5"":275,""6"":275,""7"":275,""8"":275,""9"":160,""10"":48,""11"":34,""12"":24,""13"":6}","2","31","6","6","[]","[]","solver_deadline_observed_root_cause_unestablished"
"15","13","ar_to_en","approved-only","false","4517.257417000015","0","0","2417","{""2"":15,""3"":180,""4"":381,""5"":386,""6"":395,""7"":450,""8"":220,""9"":196,""10"":75,""11"":75,""12"":18,""13"":26}","198","38","24","24","[]","[]","solver_deadline_observed_root_cause_unestablished"
"16","7","en_to_ar","approved-only","true","3.1172089999890886","25","37","2000","{""2"":75,""3"":385,""4"":385,""5"":385,""6"":385,""7"":385}","1","0","6","6","[]","[]",""
"16","7","ar_to_en","approved-only","true","9.20908299999428","22","41","1807","{""2"":15,""3"":180,""4"":381,""5"":386,""6"":395,""7"":450}","1","0","24","24","[]","[]",""
