"sourceId","english","original","categories","status","register","confidence","reasonCode","reason","proposedReplacement","applied","reviewer","sources","headwordIndex","translationIndex","beforeStatus","beforeRegister","finalArabic","beforeGrid","afterGrid","metadataChanged","repetitionAssessment"
"h942:t2","JAPAN","اليابان اليابان","[""repeated-word""]","rejected","uncertain","high","personal-or-geographic-name","This relationship renders an identified personal name, surname, month abbreviation/name or geographic proper noun, outside the standard general-vocabulary pool. No spelling rewrite is needed for exclusion.","","false","AI-assisted linguistic review","[]","942","2","review","uncertain","اليابان اليابان","الياباناليابان","الياباناليابان","true","uncertain"
"h988:t2","INSTITUTE","معهد معهد","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this INSTITUTE sense, doubling is accidental. The valid counterpart 'معهد' already exists under this headword, so reject the malformed duplicate without adding another relationship.","معهد","false","AI-assisted linguistic review","[]","988","2","review","uncertain","معهد معهد","معهدمعهد","معهدمعهد","true","accidental"
"h1112:t2","BAND","الفرقة الفرقة","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this BAND sense, doubling is accidental. The valid counterpart 'الفرقة' already exists under this headword, so reject the malformed duplicate without adding another relationship.","الفرقة","false","AI-assisted linguistic review","[]","1112","2","review","uncertain","الفرقة الفرقة","الفرقةالفرقة","الفرقةالفرقة","true","accidental"
"h1155:t3","ASIAN","الآسيوية الآسيوية","[""repeated-word""]","review","uncertain","medium","unresolved-sense","Removing repetition alone does not settle the word sense, grammatical form, or whether emphasis was intended; no confident correction applied.","","false","AI-assisted linguistic review","[]","1155","3","review","uncertain","الآسيوية الآسيوية","الآسيويةالآسيوية","الآسيويةالآسيوية","false","uncertain"
"h1159:t3","INDUSTRIAL","الصناعية الصناعية","[""repeated-word""]","review","uncertain","medium","unresolved-sense","Removing repetition alone does not settle the word sense, grammatical form, or whether emphasis was intended; no confident correction applied.","","false","AI-assisted linguistic review","[]","1159","3","review","uncertain","الصناعية الصناعية","الصناعيةالصناعية","الصناعيةالصناعية","false","uncertain"
"h1176:t2","THOMAS","توماس توماس","[""repeated-word""]","rejected","uncertain","high","personal-or-geographic-name","This relationship renders an identified personal name, surname, month abbreviation/name or geographic proper noun, outside the standard general-vocabulary pool. No spelling rewrite is needed for exclusion.","","false","AI-assisted linguistic review","[]","1176","2","review","uncertain","توماس توماس","توماستوماس","توماستوماس","true","uncertain"
"h1213:t1","SMITH","سميث سميث","[""repeated-word""]","rejected","uncertain","high","personal-or-geographic-name","This relationship renders an identified personal name, surname, month abbreviation/name or geographic proper noun, outside the standard general-vocabulary pool. No spelling rewrite is needed for exclusion.","","false","AI-assisted linguistic review","[]","1213","1","review","uncertain","سميث سميث","سميثسميث","سميثسميث","true","uncertain"
"h1237:t2","STATION","محطة محطة","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this STATION sense, doubling is accidental. The valid counterpart 'محطة' already exists under this headword, so reject the malformed duplicate without adding another relationship.","محطة","false","AI-assisted linguistic review","[]","1237","2","review","uncertain","محطة محطة","محطةمحطة","محطةمحطة","true","accidental"
"h1253:t4","BLOOD","الدم الدم","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this BLOOD sense, doubling is accidental. The valid counterpart 'الدم' already exists under this headword, so reject the malformed duplicate without adding another relationship.","الدم","false","AI-assisted linguistic review","[]","1253","4","review","uncertain","الدم الدم","الدمالدم","الدمالدم","true","accidental"
"h1259:t4","HALL","قاعة قاعة","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this HALL sense, doubling is accidental. The valid counterpart 'قاعة' already exists under this headword, so reject the malformed duplicate without adding another relationship.","قاعة","false","AI-assisted linguistic review","[]","1259","4","review","uncertain","قاعة قاعة","قاعةقاعة","قاعةقاعة","true","accidental"
"h1284:t1","ITALY","إيطاليا”","[""possibly-malformed""]","rejected","uncertain","high","geographic-name","The supplied Arabic denotes a geographic proper name, not a general lexical sense; exclude this relationship without rewriting it.","","false","AI-assisted linguistic review","[]","1284","1","review","uncertain","إيطاليا”","إيطاليا”","إيطاليا”","true",""
"h1299:t2","PETER","بيتر بيتر","[""repeated-word""]","rejected","uncertain","high","personal-or-geographic-name","This relationship renders an identified personal name, surname, month abbreviation/name or geographic proper noun, outside the standard general-vocabulary pool. No spelling rewrite is needed for exclusion.","","false","AI-assisted linguistic review","[]","1299","2","review","uncertain","بيتر بيتر","بيتربيتر","بيتربيتر","true","uncertain"
"h1368:t1","BIN","بن بن","[""repeated-word""]","rejected","uncertain","high","unusable-lexical-rendering","The doubled name-like/phonetic string does not provide a natural MSA translation of the ordinary English lexical sense. Exclude this relationship without inventing a replacement or rejecting unreviewed senses.","","false","AI-assisted linguistic review","[]","1368","1","review","uncertain","بن بن","بنبن","بنبن","true","wrong-or-incomplete"
"h1393:t4","CHINESE","الصينية الصينية","[""repeated-word""]","review","uncertain","medium","unresolved-sense","Removing repetition alone does not settle the word sense, grammatical form, or whether emphasis was intended; no confident correction applied.","","false","AI-assisted linguistic review","[]","1393","4","review","uncertain","الصينية الصينية","الصينيةالصينية","الصينيةالصينية","false","uncertain"
"h1395:t1","ASIA","آسيا آسيا","[""repeated-word""]","rejected","uncertain","high","personal-or-geographic-name","This relationship renders an identified personal name, surname, month abbreviation/name or geographic proper noun, outside the standard general-vocabulary pool. No spelling rewrite is needed for exclusion.","","false","AI-assisted linguistic review","[]","1395","1","review","uncertain","آسيا آسيا","آسياآسيا","آسياآسيا","true","uncertain"
"h1432:t4","INDIAN","هندي هندي","[""repeated-word""]","review","uncertain","medium","unresolved-sense","Removing repetition alone does not settle the word sense, grammatical form, or whether emphasis was intended; no confident correction applied.","","false","AI-assisted linguistic review","[]","1432","4","review","uncertain","هندي هندي","هنديهندي","هنديهندي","false","uncertain"
"h1435:t3","MARY","ماري ماري","[""repeated-word"",""proper-name""]","rejected","uncertain","high","personal-or-geographic-name","This relationship renders an identified personal name, surname, month abbreviation/name or geographic proper noun, outside the standard general-vocabulary pool. No spelling rewrite is needed for exclusion.","","false","AI-assisted linguistic review","[]","1435","3","review","uncertain","ماري ماري","ماريماري","ماريماري","true","uncertain"
"h1459:t2","IRAQ","العراق”","[""possibly-malformed""]","rejected","uncertain","high","geographic-name","The supplied Arabic denotes a geographic proper name, not a general lexical sense; exclude this relationship without rewriting it.","","false","AI-assisted linguistic review","[]","1459","2","review","uncertain","العراق”","العراق”","العراق”","true",""
"h1468:t5","PLANT","مصنع مصنع","[""repeated-word""]","approved","msa","high","accidental-repetition","The single form 'مصنع' is a natural MSA rendering of the identified PLANT sense. The second identical word adds no intended meaning here.","مصنع","true","AI-assisted linguistic review","[]","1468","5","review","uncertain","مصنع","مصنعمصنع","مصنع","true","accidental"
"h1474:t3","MINI","ميني ميني","[""repeated-word""]","review","uncertain","medium","unresolved-sense","Removing repetition alone does not settle the word sense, grammatical form, or whether emphasis was intended; no confident correction applied.","","false","AI-assisted linguistic review","[]","1474","3","review","uncertain","ميني ميني","مينيميني","مينيميني","false","uncertain"
"h1489:t1","PACK","حزمة حزمة","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this PACK sense, doubling is accidental. The valid counterpart 'حزمة' already exists under this headword, so reject the malformed duplicate without adding another relationship.","حزمة","false","AI-assisted linguistic review","[]","1489","1","review","uncertain","حزمة حزمة","حزمةحزمة","حزمةحزمة","true","accidental"
"h1492:t4","INTERNAL","داخلي داخلي","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this INTERNAL sense, doubling is accidental. The valid counterpart 'داخلي' already exists under this headword, so reject the malformed duplicate without adding another relationship.","داخلي","false","AI-assisted linguistic review","[]","1492","4","review","uncertain","داخلي داخلي","داخليداخلي","داخليداخلي","true","accidental"
"h1497:t1","RICHARD","ريتشارد ريتشارد","[""repeated-word""]","rejected","uncertain","high","personal-or-geographic-name","This relationship renders an identified personal name, surname, month abbreviation/name or geographic proper noun, outside the standard general-vocabulary pool. No spelling rewrite is needed for exclusion.","","false","AI-assisted linguistic review","[]","1497","1","review","uncertain","ريتشارد ريتشارد","ريتشاردريتشارد","ريتشاردريتشارد","true","uncertain"
"h1516:t1","SPAIN","إسبانيا”","[""possibly-malformed""]","rejected","uncertain","high","geographic-name","The supplied Arabic denotes a geographic proper name, not a general lexical sense; exclude this relationship without rewriting it.","","false","AI-assisted linguistic review","[]","1516","1","review","uncertain","إسبانيا”","إسبانيا”","إسبانيا”","true",""
"h1573:t2","MARTIN","مارتن مارتن","[""repeated-word""]","rejected","uncertain","high","personal-or-geographic-name","This relationship renders an identified personal name, surname, month abbreviation/name or geographic proper noun, outside the standard general-vocabulary pool. No spelling rewrite is needed for exclusion.","","false","AI-assisted linguistic review","[]","1573","2","review","uncertain","مارتن مارتن","مارتنمارتن","مارتنمارتن","true","uncertain"
"h1594:t1","PARIS","باريس باريس","[""repeated-word"",""place-name""]","rejected","uncertain","high","personal-or-geographic-name","This relationship renders an identified personal name, surname, month abbreviation/name or geographic proper noun, outside the standard general-vocabulary pool. No spelling rewrite is needed for exclusion.","","false","AI-assisted linguistic review","[]","1594","1","review","uncertain","باريس باريس","باريسباريس","باريسباريس","true","uncertain"
"h1600:t2","JERSEY","جيرسي جيرسي","[""repeated-word""]","review","uncertain","medium","unresolved-sense","Removing repetition alone does not settle the word sense, grammatical form, or whether emphasis was intended; no confident correction applied.","","false","AI-assisted linguistic review","[]","1600","2","review","uncertain","جيرسي جيرسي","جيرسيجيرسي","جيرسيجيرسي","false","uncertain"
"h1604:t2","ELECTRIC","كهربائي كهربائي","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this ELECTRIC sense, doubling is accidental. The valid counterpart 'كهربائي' already exists under this headword, so reject the malformed duplicate without adding another relationship.","كهربائي","false","AI-assisted linguistic review","[]","1604","2","review","uncertain","كهربائي كهربائي","كهربائيكهربائي","كهربائيكهربائي","true","accidental"
"h1616:t1","MIKE","مايك مايك","[""repeated-word""]","rejected","uncertain","high","personal-or-geographic-name","This relationship renders an identified personal name, surname, month abbreviation/name or geographic proper noun, outside the standard general-vocabulary pool. No spelling rewrite is needed for exclusion.","","false","AI-assisted linguistic review","[]","1616","1","review","uncertain","مايك مايك","مايكمايك","مايكمايك","true","uncertain"
"h1713:t2","ROYAL","الملكي الملكي","[""repeated-word""]","review","uncertain","medium","unresolved-sense","Removing repetition alone does not settle the word sense, grammatical form, or whether emphasis was intended; no confident correction applied.","","false","AI-assisted linguistic review","[]","1713","2","review","uncertain","الملكي الملكي","الملكيالملكي","الملكيالملكي","false","uncertain"
"h1736:t4","SQUARE","مربع مربع","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this SQUARE sense, doubling is accidental. The valid counterpart 'مربع' already exists under this headword, so reject the malformed duplicate without adding another relationship.","مربع","false","AI-assisted linguistic review","[]","1736","4","review","uncertain","مربع مربع","مربعمربع","مربعمربع","true","accidental"
"h1737:t2","CHRIS","كريس كريس","[""repeated-word""]","rejected","uncertain","high","personal-or-geographic-name","This relationship renders an identified personal name, surname, month abbreviation/name or geographic proper noun, outside the standard general-vocabulary pool. No spelling rewrite is needed for exclusion.","","false","AI-assisted linguistic review","[]","1737","2","review","uncertain","كريس كريس","كريسكريس","كريسكريس","true","uncertain"
"h1750:t4","CHARLES","تشارلز تشارلز","[""repeated-word""]","rejected","uncertain","high","personal-or-geographic-name","This relationship renders an identified personal name, surname, month abbreviation/name or geographic proper noun, outside the standard general-vocabulary pool. No spelling rewrite is needed for exclusion.","","false","AI-assisted linguistic review","[]","1750","4","review","uncertain","تشارلز تشارلز","تشارلزتشارلز","تشارلزتشارلز","true","uncertain"
"h1754:t2","PIECE","قطعة قطعة","[""repeated-word""]","review","msa","medium","meaningful-repetition","قطعة قطعة can mean piece by piece; do not blindly strip a meaningful distributive repetition.","قطعة","false","AI-assisted linguistic review","[]","1754","2","review","uncertain","قطعة قطعة","قطعةقطعة","قطعةقطعة","true","meaningful"
"h1757:t3","SEVEN","سبعة سبعة","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this SEVEN sense, doubling is accidental. The valid counterpart 'سبعة' already exists under this headword, so reject the malformed duplicate without adding another relationship.","سبعة","false","AI-assisted linguistic review","[]","1757","3","review","uncertain","سبعة سبعة","سبعةسبعة","سبعةسبعة","true","accidental"
"h1803:t1","CLINICAL","السريرية السريرية","[""repeated-word""]","review","uncertain","medium","unresolved-sense","Removing repetition alone does not settle the word sense, grammatical form, or whether emphasis was intended; no confident correction applied.","","false","AI-assisted linguistic review","[]","1803","1","review","uncertain","السريرية السريرية","السريريةالسريرية","السريريةالسريرية","false","uncertain"
"h1830:t2","SCIENTIFIC","العلمية العلمية","[""repeated-word""]","review","uncertain","medium","unresolved-sense","Removing repetition alone does not settle the word sense, grammatical form, or whether emphasis was intended; no confident correction applied.","","false","AI-assisted linguistic review","[]","1830","2","review","uncertain","العلمية العلمية","العلميةالعلمية","العلميةالعلمية","false","uncertain"
"h1848:t1","STEVE","ستيف ستيف","[""repeated-word""]","rejected","uncertain","high","personal-or-geographic-name","This relationship renders an identified personal name, surname, month abbreviation/name or geographic proper noun, outside the standard general-vocabulary pool. No spelling rewrite is needed for exclusion.","","false","AI-assisted linguistic review","[]","1848","1","review","uncertain","ستيف ستيف","ستيفستيف","ستيفستيف","true","uncertain"
"h1870:t1","SCOTT","سكوت سكوت","[""repeated-word""]","rejected","uncertain","high","personal-or-geographic-name","This relationship renders an identified personal name, surname, month abbreviation/name or geographic proper noun, outside the standard general-vocabulary pool. No spelling rewrite is needed for exclusion.","","false","AI-assisted linguistic review","[]","1870","1","review","uncertain","سكوت سكوت","سكوتسكوت","سكوتسكوت","true","uncertain"
"h1890:t5","BAG","حقيبة حقيبة","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this BAG sense, doubling is accidental. The valid counterpart 'حقيبة' already exists under this headword, so reject the malformed duplicate without adding another relationship.","حقيبة","false","AI-assisted linguistic review","[]","1890","5","review","uncertain","حقيبة حقيبة","حقيبةحقيبة","حقيبةحقيبة","true","accidental"
"h1918:t3","WILD","البرية البرية","[""repeated-word""]","review","uncertain","medium","unresolved-sense","Removing repetition alone does not settle the word sense, grammatical form, or whether emphasis was intended; no confident correction applied.","","false","AI-assisted linguistic review","[]","1918","3","review","uncertain","البرية البرية","البريةالبرية","البريةالبرية","false","uncertain"
"h1939:t1","ISRAEL","إسرائيل”","[""possibly-malformed""]","rejected","uncertain","high","geographic-name","The supplied Arabic denotes a geographic proper name, not a general lexical sense; exclude this relationship without rewriting it.","","false","AI-assisted linguistic review","[]","1939","1","review","uncertain","إسرائيل”","إسرائيل”","إسرائيل”","true",""
"h1962:t3","POCKET","جيب جيب","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this POCKET sense, doubling is accidental. The valid counterpart 'جيب' already exists under this headword, so reject the malformed duplicate without adding another relationship.","جيب","false","AI-assisted linguistic review","[]","1962","3","review","uncertain","جيب جيب","جيبجيب","جيبجيب","true","accidental"
"h1999:t0","LOUIS","لويس لويس","[""repeated-word""]","rejected","uncertain","high","personal-or-geographic-name","This relationship renders an identified personal name, surname, month abbreviation/name or geographic proper noun, outside the standard general-vocabulary pool. No spelling rewrite is needed for exclusion.","","false","AI-assisted linguistic review","[]","1999","0","review","uncertain","لويس لويس","لويسلويس","لويسلويس","true","uncertain"
"h2043:t4","SOLID","الصلبة الصلبة","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this SOLID sense, doubling is accidental. The valid counterpart 'الصلبة' already exists under this headword, so reject the malformed duplicate without adding another relationship.","الصلبة","false","AI-assisted linguistic review","[]","2043","4","review","uncertain","الصلبة الصلبة","الصلبةالصلبة","الصلبةالصلبة","true","accidental"
"h2084:t2","MOUNT","جبل جبل","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this MOUNT sense, doubling is accidental. The valid counterpart 'جبل' already exists under this headword, so reject the malformed duplicate without adding another relationship.","جبل","false","AI-assisted linguistic review","[]","2084","2","review","uncertain","جبل جبل","جبلجبل","جبلجبل","true","accidental"
"h2089:t2","LATIN","اللاتينية اللاتينية","[""repeated-word""]","review","uncertain","medium","unresolved-sense","Removing repetition alone does not settle the word sense, grammatical form, or whether emphasis was intended; no confident correction applied.","","false","AI-assisted linguistic review","[]","2089","2","review","uncertain","اللاتينية اللاتينية","اللاتينيةاللاتينية","اللاتينيةاللاتينية","false","uncertain"
"h2115:t2","KONG","كونغ كونغ","[""repeated-word""]","rejected","uncertain","high","personal-or-geographic-name","This relationship renders an identified personal name, surname, month abbreviation/name or geographic proper noun, outside the standard general-vocabulary pool. No spelling rewrite is needed for exclusion.","","false","AI-assisted linguistic review","[]","2115","2","review","uncertain","كونغ كونغ","كونغكونغ","كونغكونغ","true","uncertain"
"h2202:t1","RUSSIA","روسيا روسيا","[""repeated-word""]","rejected","uncertain","high","personal-or-geographic-name","This relationship renders an identified personal name, surname, month abbreviation/name or geographic proper noun, outside the standard general-vocabulary pool. No spelling rewrite is needed for exclusion.","","false","AI-assisted linguistic review","[]","2202","1","review","uncertain","روسيا روسيا","روسياروسيا","روسياروسيا","true","uncertain"
"h2222:t2","ELECTRICAL","الكهربائية الكهربائية","[""repeated-word""]","review","uncertain","medium","unresolved-sense","Removing repetition alone does not settle the word sense, grammatical form, or whether emphasis was intended; no confident correction applied.","","false","AI-assisted linguistic review","[]","2222","2","review","uncertain","الكهربائية الكهربائية","الكهربائيةالكهربائية","الكهربائيةالكهربائية","false","uncertain"
"h2226:t2","PATTERN","نمط نمط","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this PATTERN sense, doubling is accidental. The valid counterpart 'نمط' already exists under this headword, so reject the malformed duplicate without adding another relationship.","نمط","false","AI-assisted linguistic review","[]","2226","2","review","uncertain","نمط نمط","نمطنمط","نمطنمط","true","accidental"
"h2240:t2","HARRY","هاري هاري","[""repeated-word""]","rejected","uncertain","high","personal-or-geographic-name","This relationship renders an identified personal name, surname, month abbreviation/name or geographic proper noun, outside the standard general-vocabulary pool. No spelling rewrite is needed for exclusion.","","false","AI-assisted linguistic review","[]","2240","2","review","uncertain","هاري هاري","هاريهاري","هاريهاري","true","uncertain"
