"sourceId","english","original","categories","status","register","confidence","reasonCode","reason","proposedReplacement","applied","reviewer","sources","headwordIndex","translationIndex","beforeStatus","beforeRegister","finalArabic","beforeGrid","afterGrid","metadataChanged","repetitionAssessment"
"h1213:t1","SMITH","سميث سميث","[""repeated-word""]","rejected","uncertain","high","personal-or-geographic-name","This relationship renders an identified personal name, surname, month abbreviation/name or geographic proper noun, outside the standard general-vocabulary pool. No spelling rewrite is needed for exclusion.","","false","AI-assisted linguistic review","[]","1213","1","review","uncertain","سميث سميث","سميثسميث","سميثسميث","true","uncertain"
"h1237:t2","STATION","محطة محطة","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this STATION sense, doubling is accidental. The valid counterpart 'محطة' already exists under this headword, so reject the malformed duplicate without adding another relationship.","محطة","false","AI-assisted linguistic review","[]","1237","2","review","uncertain","محطة محطة","محطةمحطة","محطةمحطة","true","accidental"
"h1253:t4","BLOOD","الدم الدم","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this BLOOD sense, doubling is accidental. The valid counterpart 'الدم' already exists under this headword, so reject the malformed duplicate without adding another relationship.","الدم","false","AI-assisted linguistic review","[]","1253","4","review","uncertain","الدم الدم","الدمالدم","الدمالدم","true","accidental"
"h1259:t4","HALL","قاعة قاعة","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this HALL sense, doubling is accidental. The valid counterpart 'قاعة' already exists under this headword, so reject the malformed duplicate without adding another relationship.","قاعة","false","AI-assisted linguistic review","[]","1259","4","review","uncertain","قاعة قاعة","قاعةقاعة","قاعةقاعة","true","accidental"
"h1284:t1","ITALY","إيطاليا”","[""possibly-malformed""]","rejected","uncertain","high","geographic-name","The supplied Arabic denotes a geographic proper name, not a general lexical sense; exclude this relationship without rewriting it.","","false","AI-assisted linguistic review","[]","1284","1","review","uncertain","إيطاليا”","إيطاليا”","إيطاليا”","true",""
"h1299:t2","PETER","بيتر بيتر","[""repeated-word""]","rejected","uncertain","high","personal-or-geographic-name","This relationship renders an identified personal name, surname, month abbreviation/name or geographic proper noun, outside the standard general-vocabulary pool. No spelling rewrite is needed for exclusion.","","false","AI-assisted linguistic review","[]","1299","2","review","uncertain","بيتر بيتر","بيتربيتر","بيتربيتر","true","uncertain"
"h1368:t1","BIN","بن بن","[""repeated-word""]","rejected","uncertain","high","unusable-lexical-rendering","The doubled name-like/phonetic string does not provide a natural MSA translation of the ordinary English lexical sense. Exclude this relationship without inventing a replacement or rejecting unreviewed senses.","","false","AI-assisted linguistic review","[]","1368","1","review","uncertain","بن بن","بنبن","بنبن","true","wrong-or-incomplete"
"h1395:t1","ASIA","آسيا آسيا","[""repeated-word""]","rejected","uncertain","high","personal-or-geographic-name","This relationship renders an identified personal name, surname, month abbreviation/name or geographic proper noun, outside the standard general-vocabulary pool. No spelling rewrite is needed for exclusion.","","false","AI-assisted linguistic review","[]","1395","1","review","uncertain","آسيا آسيا","آسياآسيا","آسياآسيا","true","uncertain"
"h1435:t3","MARY","ماري ماري","[""repeated-word"",""proper-name""]","rejected","uncertain","high","personal-or-geographic-name","This relationship renders an identified personal name, surname, month abbreviation/name or geographic proper noun, outside the standard general-vocabulary pool. No spelling rewrite is needed for exclusion.","","false","AI-assisted linguistic review","[]","1435","3","review","uncertain","ماري ماري","ماريماري","ماريماري","true","uncertain"
"h1459:t2","IRAQ","العراق”","[""possibly-malformed""]","rejected","uncertain","high","geographic-name","The supplied Arabic denotes a geographic proper name, not a general lexical sense; exclude this relationship without rewriting it.","","false","AI-assisted linguistic review","[]","1459","2","review","uncertain","العراق”","العراق”","العراق”","true",""
"h1489:t1","PACK","حزمة حزمة","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this PACK sense, doubling is accidental. The valid counterpart 'حزمة' already exists under this headword, so reject the malformed duplicate without adding another relationship.","حزمة","false","AI-assisted linguistic review","[]","1489","1","review","uncertain","حزمة حزمة","حزمةحزمة","حزمةحزمة","true","accidental"
"h1492:t4","INTERNAL","داخلي داخلي","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this INTERNAL sense, doubling is accidental. The valid counterpart 'داخلي' already exists under this headword, so reject the malformed duplicate without adding another relationship.","داخلي","false","AI-assisted linguistic review","[]","1492","4","review","uncertain","داخلي داخلي","داخليداخلي","داخليداخلي","true","accidental"
"h1497:t1","RICHARD","ريتشارد ريتشارد","[""repeated-word""]","rejected","uncertain","high","personal-or-geographic-name","This relationship renders an identified personal name, surname, month abbreviation/name or geographic proper noun, outside the standard general-vocabulary pool. No spelling rewrite is needed for exclusion.","","false","AI-assisted linguistic review","[]","1497","1","review","uncertain","ريتشارد ريتشارد","ريتشاردريتشارد","ريتشاردريتشارد","true","uncertain"
"h1516:t1","SPAIN","إسبانيا”","[""possibly-malformed""]","rejected","uncertain","high","geographic-name","The supplied Arabic denotes a geographic proper name, not a general lexical sense; exclude this relationship without rewriting it.","","false","AI-assisted linguistic review","[]","1516","1","review","uncertain","إسبانيا”","إسبانيا”","إسبانيا”","true",""
"h1573:t2","MARTIN","مارتن مارتن","[""repeated-word""]","rejected","uncertain","high","personal-or-geographic-name","This relationship renders an identified personal name, surname, month abbreviation/name or geographic proper noun, outside the standard general-vocabulary pool. No spelling rewrite is needed for exclusion.","","false","AI-assisted linguistic review","[]","1573","2","review","uncertain","مارتن مارتن","مارتنمارتن","مارتنمارتن","true","uncertain"
"h1594:t1","PARIS","باريس باريس","[""repeated-word"",""place-name""]","rejected","uncertain","high","personal-or-geographic-name","This relationship renders an identified personal name, surname, month abbreviation/name or geographic proper noun, outside the standard general-vocabulary pool. No spelling rewrite is needed for exclusion.","","false","AI-assisted linguistic review","[]","1594","1","review","uncertain","باريس باريس","باريسباريس","باريسباريس","true","uncertain"
"h1604:t2","ELECTRIC","كهربائي كهربائي","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this ELECTRIC sense, doubling is accidental. The valid counterpart 'كهربائي' already exists under this headword, so reject the malformed duplicate without adding another relationship.","كهربائي","false","AI-assisted linguistic review","[]","1604","2","review","uncertain","كهربائي كهربائي","كهربائيكهربائي","كهربائيكهربائي","true","accidental"
"h1616:t1","MIKE","مايك مايك","[""repeated-word""]","rejected","uncertain","high","personal-or-geographic-name","This relationship renders an identified personal name, surname, month abbreviation/name or geographic proper noun, outside the standard general-vocabulary pool. No spelling rewrite is needed for exclusion.","","false","AI-assisted linguistic review","[]","1616","1","review","uncertain","مايك مايك","مايكمايك","مايكمايك","true","uncertain"
"h1736:t4","SQUARE","مربع مربع","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this SQUARE sense, doubling is accidental. The valid counterpart 'مربع' already exists under this headword, so reject the malformed duplicate without adding another relationship.","مربع","false","AI-assisted linguistic review","[]","1736","4","review","uncertain","مربع مربع","مربعمربع","مربعمربع","true","accidental"
"h1737:t2","CHRIS","كريس كريس","[""repeated-word""]","rejected","uncertain","high","personal-or-geographic-name","This relationship renders an identified personal name, surname, month abbreviation/name or geographic proper noun, outside the standard general-vocabulary pool. No spelling rewrite is needed for exclusion.","","false","AI-assisted linguistic review","[]","1737","2","review","uncertain","كريس كريس","كريسكريس","كريسكريس","true","uncertain"
"h1750:t4","CHARLES","تشارلز تشارلز","[""repeated-word""]","rejected","uncertain","high","personal-or-geographic-name","This relationship renders an identified personal name, surname, month abbreviation/name or geographic proper noun, outside the standard general-vocabulary pool. No spelling rewrite is needed for exclusion.","","false","AI-assisted linguistic review","[]","1750","4","review","uncertain","تشارلز تشارلز","تشارلزتشارلز","تشارلزتشارلز","true","uncertain"
"h1757:t3","SEVEN","سبعة سبعة","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this SEVEN sense, doubling is accidental. The valid counterpart 'سبعة' already exists under this headword, so reject the malformed duplicate without adding another relationship.","سبعة","false","AI-assisted linguistic review","[]","1757","3","review","uncertain","سبعة سبعة","سبعةسبعة","سبعةسبعة","true","accidental"
"h1848:t1","STEVE","ستيف ستيف","[""repeated-word""]","rejected","uncertain","high","personal-or-geographic-name","This relationship renders an identified personal name, surname, month abbreviation/name or geographic proper noun, outside the standard general-vocabulary pool. No spelling rewrite is needed for exclusion.","","false","AI-assisted linguistic review","[]","1848","1","review","uncertain","ستيف ستيف","ستيفستيف","ستيفستيف","true","uncertain"
"h1870:t1","SCOTT","سكوت سكوت","[""repeated-word""]","rejected","uncertain","high","personal-or-geographic-name","This relationship renders an identified personal name, surname, month abbreviation/name or geographic proper noun, outside the standard general-vocabulary pool. No spelling rewrite is needed for exclusion.","","false","AI-assisted linguistic review","[]","1870","1","review","uncertain","سكوت سكوت","سكوتسكوت","سكوتسكوت","true","uncertain"
"h1890:t5","BAG","حقيبة حقيبة","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this BAG sense, doubling is accidental. The valid counterpart 'حقيبة' already exists under this headword, so reject the malformed duplicate without adding another relationship.","حقيبة","false","AI-assisted linguistic review","[]","1890","5","review","uncertain","حقيبة حقيبة","حقيبةحقيبة","حقيبةحقيبة","true","accidental"
"h1939:t1","ISRAEL","إسرائيل”","[""possibly-malformed""]","rejected","uncertain","high","geographic-name","The supplied Arabic denotes a geographic proper name, not a general lexical sense; exclude this relationship without rewriting it.","","false","AI-assisted linguistic review","[]","1939","1","review","uncertain","إسرائيل”","إسرائيل”","إسرائيل”","true",""
"h1962:t3","POCKET","جيب جيب","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this POCKET sense, doubling is accidental. The valid counterpart 'جيب' already exists under this headword, so reject the malformed duplicate without adding another relationship.","جيب","false","AI-assisted linguistic review","[]","1962","3","review","uncertain","جيب جيب","جيبجيب","جيبجيب","true","accidental"
"h1999:t0","LOUIS","لويس لويس","[""repeated-word""]","rejected","uncertain","high","personal-or-geographic-name","This relationship renders an identified personal name, surname, month abbreviation/name or geographic proper noun, outside the standard general-vocabulary pool. No spelling rewrite is needed for exclusion.","","false","AI-assisted linguistic review","[]","1999","0","review","uncertain","لويس لويس","لويسلويس","لويسلويس","true","uncertain"
"h2043:t4","SOLID","الصلبة الصلبة","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this SOLID sense, doubling is accidental. The valid counterpart 'الصلبة' already exists under this headword, so reject the malformed duplicate without adding another relationship.","الصلبة","false","AI-assisted linguistic review","[]","2043","4","review","uncertain","الصلبة الصلبة","الصلبةالصلبة","الصلبةالصلبة","true","accidental"
"h2084:t2","MOUNT","جبل جبل","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this MOUNT sense, doubling is accidental. The valid counterpart 'جبل' already exists under this headword, so reject the malformed duplicate without adding another relationship.","جبل","false","AI-assisted linguistic review","[]","2084","2","review","uncertain","جبل جبل","جبلجبل","جبلجبل","true","accidental"
"h2115:t2","KONG","كونغ كونغ","[""repeated-word""]","rejected","uncertain","high","personal-or-geographic-name","This relationship renders an identified personal name, surname, month abbreviation/name or geographic proper noun, outside the standard general-vocabulary pool. No spelling rewrite is needed for exclusion.","","false","AI-assisted linguistic review","[]","2115","2","review","uncertain","كونغ كونغ","كونغكونغ","كونغكونغ","true","uncertain"
"h2202:t1","RUSSIA","روسيا روسيا","[""repeated-word""]","rejected","uncertain","high","personal-or-geographic-name","This relationship renders an identified personal name, surname, month abbreviation/name or geographic proper noun, outside the standard general-vocabulary pool. No spelling rewrite is needed for exclusion.","","false","AI-assisted linguistic review","[]","2202","1","review","uncertain","روسيا روسيا","روسياروسيا","روسياروسيا","true","uncertain"
"h2226:t2","PATTERN","نمط نمط","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this PATTERN sense, doubling is accidental. The valid counterpart 'نمط' already exists under this headword, so reject the malformed duplicate without adding another relationship.","نمط","false","AI-assisted linguistic review","[]","2226","2","review","uncertain","نمط نمط","نمطنمط","نمطنمط","true","accidental"
"h2240:t2","HARRY","هاري هاري","[""repeated-word""]","rejected","uncertain","high","personal-or-geographic-name","This relationship renders an identified personal name, surname, month abbreviation/name or geographic proper noun, outside the standard general-vocabulary pool. No spelling rewrite is needed for exclusion.","","false","AI-assisted linguistic review","[]","2240","2","review","uncertain","هاري هاري","هاريهاري","هاريهاري","true","uncertain"
"h2303:t2","STRAIGHT","مستقيم مستقيم","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this STRAIGHT sense, doubling is accidental. The valid counterpart 'مستقيم' already exists under this headword, so reject the malformed duplicate without adding another relationship.","مستقيم","false","AI-assisted linguistic review","[]","2303","2","review","uncertain","مستقيم مستقيم","مستقيممستقيم","مستقيممستقيم","true","accidental"
"h2311:t2","ALERT","تنبيه تنبيه","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this ALERT sense, doubling is accidental. The valid counterpart 'تنبيه' already exists under this headword, so reject the malformed duplicate without adding another relationship.","تنبيه","false","AI-assisted linguistic review","[]","2311","2","review","uncertain","تنبيه تنبيه","تنبيهتنبيه","تنبيهتنبيه","true","accidental"
"h2365:t3","DRY","جاف جاف","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this DRY sense, doubling is accidental. The valid counterpart 'جاف' already exists under this headword, so reject the malformed duplicate without adding another relationship.","جاف","false","AI-assisted linguistic review","[]","2365","3","review","uncertain","جاف جاف","جافجاف","جافجاف","true","accidental"
"h2434:t3","ZERO","صفر صفر","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this ZERO sense, doubling is accidental. The valid counterpart 'صفر' already exists under this headword, so reject the malformed duplicate without adding another relationship.","صفر","false","AI-assisted linguistic review","[]","2434","3","review","uncertain","صفر صفر","صفرصفر","صفرصفر","true","accidental"
"h2437:t2","NETHERLANDS","هولندا”","[""possibly-malformed""]","rejected","uncertain","high","geographic-name","The supplied Arabic denotes a geographic proper name, not a general lexical sense; exclude this relationship without rewriting it.","","false","AI-assisted linguistic review","[]","2437","2","review","uncertain","هولندا”","هولندا”","هولندا”","true",""
"h2447:t2","ROLL","لفة لفة","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this ROLL sense, doubling is accidental. The valid counterpart 'لفة' already exists under this headword, so reject the malformed duplicate without adding another relationship.","لفة","false","AI-assisted linguistic review","[]","2447","2","review","uncertain","لفة لفة","لفةلفة","لفةلفة","true","accidental"
"h2453:t1","KELLY","كيلي كيلي","[""repeated-word""]","rejected","uncertain","high","personal-or-geographic-name","This relationship renders an identified personal name, surname, month abbreviation/name or geographic proper noun, outside the standard general-vocabulary pool. No spelling rewrite is needed for exclusion.","","false","AI-assisted linguistic review","[]","2453","1","review","uncertain","كيلي كيلي","كيليكيلي","كيليكيلي","true","uncertain"
"h2575:t1","DELL","ديل ديل","[""repeated-word""]","rejected","uncertain","high","brand-product","The Arabic is a company/product-name rendering; exclude from the standard vocabulary pool.","","false","AI-assisted linguistic review","[]","2575","1","review","uncertain","ديل ديل","ديلديل","ديلديل","true","uncertain"
"h2583:t4","EXCLUSIVE","حصري حصري","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this EXCLUSIVE sense, doubling is accidental. The valid counterpart 'حصري' already exists under this headword, so reject the malformed duplicate without adding another relationship.","حصري","false","AI-assisted linguistic review","[]","2583","4","review","uncertain","حصري حصري","حصريحصري","حصريحصري","true","accidental"
"h2737:t3","SLOW","بطيئة بطيئة","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this SLOW sense, doubling is accidental. The valid counterpart 'بطيئة' already exists under this headword, so reject the malformed duplicate without adding another relationship.","بطيئة","false","AI-assisted linguistic review","[]","2737","3","review","uncertain","بطيئة بطيئة","بطيئةبطيئة","بطيئةبطيئة","true","accidental"
"h2745:t2","NINE","تسعة تسعة","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this NINE sense, doubling is accidental. The valid counterpart 'تسعة' already exists under this headword, so reject the malformed duplicate without adding another relationship.","تسعة","false","AI-assisted linguistic review","[]","2745","2","review","uncertain","تسعة تسعة","تسعةتسعة","تسعةتسعة","true","accidental"
"h2755:t2","FACTORY","مصنع مصنع","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this FACTORY sense, doubling is accidental. The valid counterpart 'مصنع' already exists under this headword, so reject the malformed duplicate without adding another relationship.","مصنع","false","AI-assisted linguistic review","[]","2755","2","review","uncertain","مصنع مصنع","مصنعمصنع","مصنعمصنع","true","accidental"
"h2796:t4","HOLE","ثقب ثقب","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this HOLE sense, doubling is accidental. The valid counterpart 'ثقب' already exists under this headword, so reject the malformed duplicate without adding another relationship.","ثقب","false","AI-assisted linguistic review","[]","2796","4","review","uncertain","ثقب ثقب","ثقبثقب","ثقبثقب","true","accidental"
"h2809:t2","SPECS","المواصفات المواصفات","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this SPECS sense, doubling is accidental. The valid counterpart 'المواصفات' already exists under this headword, so reject the malformed duplicate without adding another relationship.","المواصفات","false","AI-assisted linguistic review","[]","2809","2","review","uncertain","المواصفات المواصفات","المواصفاتالمواصفات","المواصفاتالمواصفات","true","accidental"
"h2840:t2","STATIONS","محطات محطات","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this STATIONS sense, doubling is accidental. The valid counterpart 'محطات' already exists under this headword, so reject the malformed duplicate without adding another relationship.","محطات","false","AI-assisted linguistic review","[]","2840","2","review","uncertain","محطات محطات","محطاتمحطات","محطاتمحطات","true","accidental"
"h2861:t3","COMPETITIVE","تنافسية تنافسية","[""repeated-word""]","rejected","msa","high","redundant-repetition","In this COMPETITIVE sense, doubling is accidental. The valid counterpart 'تنافسية' already exists under this headword, so reject the malformed duplicate without adding another relationship.","تنافسية","false","AI-assisted linguistic review","[]","2861","3","review","uncertain","تنافسية تنافسية","تنافسيةتنافسية","تنافسيةتنافسية","true","accidental"
