"sourceId","english","original","categories","status","register","confidence","reasonCode","reason","proposedReplacement","applied","reviewer","sources","headwordIndex","translationIndex","beforeStatus","beforeRegister","finalArabic","beforeGrid","afterGrid","metadataChanged","repetitionAssessment"
"h6182:t2","STRAIN","سلالة سلالة","[""repeated-word""]","approved","msa","high","accidental-repetition","The single form 'سلالة' is a natural MSA rendering of the identified STRAIN sense. The second identical word adds no intended meaning here.","سلالة","true","AI-assisted linguistic review","[]","6182","2","review","uncertain","سلالة","سلالةسلالة","سلالة","true","accidental"
"h6768:t2","BRICK","الطوب الطوب","[""repeated-word""]","approved","msa","high","accidental-repetition","The single form 'الطوب' is a natural MSA rendering of the identified BRICK sense. The second identical word adds no intended meaning here.","الطوب","true","AI-assisted linguistic review","[]","6768","2","review","uncertain","الطوب","الطوبالطوب","الطوب","true","accidental"
"h6841:t0","BIZARRE","غريب غريب","[""repeated-word""]","approved","msa","high","accidental-repetition","The single form 'غريب' is a natural MSA rendering of the identified BIZARRE sense. The second identical word adds no intended meaning here.","غريب","true","AI-assisted linguistic review","[]","6841","0","review","uncertain","غريب","غريبغريب","غريب","true","accidental"
"h7528:t1","DEEPER","أعمق أعمق","[""repeated-word""]","approved","msa","high","accidental-repetition","The single form 'أعمق' is a natural MSA rendering of the identified DEEPER sense. The second identical word adds no intended meaning here.","أعمق","true","AI-assisted linguistic review","[]","7528","1","review","uncertain","أعمق","أعمقأعمق","أعمق","true","accidental"
"h7716:t1","BIND","ربط ربط","[""repeated-word""]","approved","msa","high","accidental-repetition","The single form 'ربط' is a natural MSA rendering of the identified BIND sense. The second identical word adds no intended meaning here.","ربط","true","AI-assisted linguistic review","[]","7716","1","review","uncertain","ربط","ربطربط","ربط","true","accidental"
"h8201:t0","COATING","طلاء طلاء","[""repeated-word""]","approved","msa","high","accidental-repetition","The single form 'طلاء' is a natural MSA rendering of the identified COATING sense. The second identical word adds no intended meaning here.","طلاء","true","AI-assisted linguistic review","[]","8201","0","review","uncertain","طلاء","طلاءطلاء","طلاء","true","accidental"
"h8267:t0","ADAPTOR","محول محول","[""repeated-word""]","approved","msa","high","accidental-repetition","The single form 'محول' is a natural MSA rendering of the identified ADAPTOR sense. The second identical word adds no intended meaning here.","محول","true","AI-assisted linguistic review","[]","8267","0","review","uncertain","محول","محولمحول","محول","true","accidental"
"h8589:t2","NEEDLE","إبرة إبرة","[""repeated-word""]","approved","msa","high","accidental-repetition","The single form 'إبرة' is a natural MSA rendering of the identified NEEDLE sense. The second identical word adds no intended meaning here.","إبرة","true","AI-assisted linguistic review","[]","8589","2","review","uncertain","إبرة","إبرةإبرة","إبرة","true","accidental"
"h8853:t0","LOCKING","قفل قفل","[""repeated-word""]","approved","msa","high","accidental-repetition","The single form 'قفل' is a natural MSA rendering of the identified LOCKING sense. The second identical word adds no intended meaning here.","قفل","true","AI-assisted linguistic review","[]","8853","0","review","uncertain","قفل","قفلقفل","قفل","true","accidental"
"h214:t1","DID","فعل (ماضي)","[""editorial-note""]","approved","msa","high","editorial-note","The parenthetical text is an editorial label. 'فعل' correctly expresses this English past-tense/interjection/preposition sense without that label.","فعل","true","AI-assisted linguistic review","[]","214","1","review","uncertain","فعل","فعلماضي","فعل","true",""
"h1434:t0","ADS","الاعلانات","[""abbreviation""]","approved","msa","high","orthography","Restore the missing hamza in this established MSA word; the intended lexical meaning is clear.","الإعلانات","true","AI-assisted linguistic review","[]","1434","0","review","uncertain","الإعلانات","الاعلانات","الإعلانات","true",""
"h1434:t1","ADS","اعلانات","[""abbreviation""]","approved","msa","high","orthography","Restore the missing hamza in this established MSA word; the intended lexical meaning is clear.","إعلانات","true","AI-assisted linguistic review","[]","1434","1","review","uncertain","إعلانات","اعلانات","إعلانات","true",""
"h1605:t0","SAW","راى","[""abbreviation""]","approved","msa","high","orthography","Restore the missing hamza in this established MSA word; the intended lexical meaning is clear.","رأى","true","AI-assisted linguistic review","[]","1605","0","review","uncertain","رأى","راى","رأى","true",""
"h1727:t2","CUP","كاس","[""abbreviation""]","approved","msa","high","orthography","Restore the missing hamza in this established MSA word; the intended lexical meaning is clear.","كأس","true","AI-assisted linguistic review","[]","1727","2","review","uncertain","كأس","كاس","كأس","true",""
"h1727:t3","CUP","الكاس","[""abbreviation""]","approved","msa","high","orthography","Restore the missing hamza in this established MSA word; the intended lexical meaning is clear.","الكأس","true","AI-assisted linguistic review","[]","1727","3","review","uncertain","الكأس","الكاس","الكأس","true",""
"h7162:t0","AYE","نعم (رسمي)","[""abbreviation"",""editorial-note""]","approved","msa","high","editorial-note","The parenthetical text is an editorial label. 'نعم' correctly expresses this English past-tense/interjection/preposition sense without that label.","نعم","true","AI-assisted linguistic review","[]","7162","0","review","uncertain","نعم","نعمرسمي","نعم","true",""
"h8375:t0","ATE","أكل (ماضي)","[""abbreviation"",""editorial-note""]","approved","msa","high","editorial-note","The parenthetical text is an editorial label. 'أكل' correctly expresses this English past-tense/interjection/preposition sense without that label.","أكل","true","AI-assisted linguistic review","[]","8375","0","review","uncertain","أكل","أكلماضي","أكل","true",""
"h12829:t1","DUG","حفر (ماضي)","[""editorial-note""]","approved","msa","high","editorial-note","The parenthetical text is an editorial label. 'حفر' correctly expresses this English past-tense/interjection/preposition sense without that label.","حفر","true","AI-assisted linguistic review","[]","12829","1","review","uncertain","حفر","حفرماضي","حفر","true",""
"h15210:t0","ERE","قبل (شاعري)","[""editorial-note""]","approved","msa","high","editorial-note","The parenthetical text is an editorial label. 'قبل' correctly expresses this English past-tense/interjection/preposition sense without that label.","قبل","true","AI-assisted linguistic review","[]","15210","0","review","uncertain","قبل","قبلشاعري","قبل","true",""
