seed,size,mode,policy,reason,solverAttempts,timeoutChecks,viableTemplates,validationErrors,qualityErrors
"14","11","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","45","6","[]","[]"
"14","11","en_to_ar","compatibility","solver_deadline_observed_root_cause_unestablished","2","68","6","[]","[]"
"14","13","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","44","6","[]","[]"
"14","13","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","151","42","24","[]","[]"
"15","13","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","123","43","24","[]","[]"
"16","9","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","24","70","24","[]","[]"
"16","11","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","67","6","[]","[]"
"16","13","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","127","40","24","[]","[]"
"17","11","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","40","67","24","[]","[]"
"17","13","en_to_ar","compatibility","solver_deadline_observed_root_cause_unestablished","2","7","6","[]","[]"
"17","13","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","61","6","[]","[]"
"17","13","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","127","49","24","[]","[]"
"18","11","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","48","6","[]","[]"
"18","11","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","41","64","24","[]","[]"
"18","13","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","112","44","24","[]","[]"
"19","11","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","47","54","24","[]","[]"
"19","13","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","135","41","24","[]","[]"
"20","9","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","31","6","[]","[]"
"20","9","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","24","69","24","[]","[]"
"20","11","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","53","69","24","[]","[]"
"20","13","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","31","6","[]","[]"
"20","13","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","142","43","24","[]","[]"
"21","11","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","53","6","[]","[]"
"21","11","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","50","62","24","[]","[]"
"21","13","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","115","42","24","[]","[]"
"22","11","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","39","67","24","[]","[]"
"22","13","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","63","6","[]","[]"
"22","13","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","129","41","24","[]","[]"
"23","11","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","45","65","24","[]","[]"
"23","13","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","148","39","24","[]","[]"
"24","13","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","35","6","[]","[]"
"24","13","en_to_ar","compatibility","solver_deadline_observed_root_cause_unestablished","2","54","6","[]","[]"
"24","13","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","147","44","24","[]","[]"
"25","9","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","24","65","24","[]","[]"
"25","11","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","59","43","24","[]","[]"
"25","13","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","129","40","24","[]","[]"
"26","11","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","48","6","[]","[]"
"26","11","en_to_ar","compatibility","solver_deadline_observed_root_cause_unestablished","2","64","6","[]","[]"
"26","11","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","40","66","24","[]","[]"
"26","13","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","132","44","24","[]","[]"
"27","11","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","52","61","24","[]","[]"
"27","13","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","143","43","24","[]","[]"
"28","7","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","24","134","24","[]","[]"
"28","9","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","44","6","[]","[]"
"28","11","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","34","53","24","[]","[]"
"28","13","en_to_ar","approved-only","solver_deadline_observed_root_cause_unestablished","2","69","6","[]","[]"
"28","13","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","162","44","24","[]","[]"
"29","11","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","46","54","24","[]","[]"
"29","13","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","135","42","24","[]","[]"
"30","9","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","24","72","24","[]","[]"
"30","11","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","57","52","24","[]","[]"
"30","13","ar_to_en","approved-only","solver_deadline_observed_root_cause_unestablished","153","39","24","[]","[]"
