seed,size,mode,policy,success,generationMs,entries,intersections,candidateCount,candidateLengths,solverAttempts,timeoutChecks,viableTemplates,totalTemplates,validationErrors,qualityErrors,failureReason
"1","13","ar_to_en","compatibility","true","639.5930410000001","60","133","6000","{""2"":47,""3"":599,""4"":600,""5"":600,""6"":600,""7"":600,""8"":600,""9"":600,""10"":600,""11"":599,""12"":363,""13"":192}","4","18","24","24","[]","[]",""
"1","13","ar_to_en","approved-only","false","4514.641834000002","0","0","2477","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201,""10"":75,""11"":79,""12"":18,""13"":33}","146","38","24","24","[]","[]","solver_deadline_observed_root_cause_unestablished"
"2","7","en_to_ar","approved-only","true","3.92108300000109","26","35","2000","{""2"":76,""3"":385,""4"":385,""5"":385,""6"":385,""7"":384}","1","0","6","6","[]","[]",""
"2","7","en_to_ar","compatibility","true","4.149124999999913","26","35","2000","{""2"":204,""3"":360,""4"":359,""5"":359,""6"":359,""7"":359}","1","0","6","6","[]","[]",""
"2","7","ar_to_en","approved-only","true","5.903542000000016","22","41","1851","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456}","1","0","24","24","[]","[]",""
"2","7","ar_to_en","compatibility","true","101.2970000000023","21","42","2000","{""2"":47,""3"":391,""4"":391,""5"":391,""6"":390,""7"":390}","1","0","24","24","[]","[]",""
"2","9","en_to_ar","approved-only","true","1449.2701250000027","42","60","2000","{""2"":80,""3"":307,""4"":307,""5"":307,""6"":307,""7"":306,""8"":262,""9"":124}","2","23","6","6","[]","[]",""
"2","9","en_to_ar","compatibility","true","5.048458000004757","42","60","2000","{""2"":217,""3"":255,""4"":255,""5"":255,""6"":255,""7"":255,""8"":254,""9"":254}","1","0","6","6","[]","[]",""
"2","9","ar_to_en","approved-only","true","1528.7688329999946","32","62","2272","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201}","10","32","24","24","[]","[]",""
"2","9","ar_to_en","compatibility","true","1027.1157919999969","32","64","4000","{""2"":47,""3"":565,""4"":565,""5"":565,""6"":565,""7"":565,""8"":564,""9"":564}","7","22","24","24","[]","[]",""
"2","11","en_to_ar","approved-only","false","1803.909332999996","0","0","2000","{""2"":80,""3"":280,""4"":281,""5"":281,""6"":281,""7"":281,""8"":280,""9"":154,""10"":49,""11"":33}","2","60","6","6","[]","[]","solver_deadline_observed_root_cause_unestablished"
"2","11","en_to_ar","compatibility","true","1010.9535420000029","61","85","2000","{""2"":200,""3"":200,""4"":200,""5"":200,""6"":200,""7"":200,""8"":200,""9"":200,""10"":200,""11"":200}","2","33","6","6","[]","[]",""
"2","11","ar_to_en","approved-only","false","4500.900291000005","0","0","2426","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201,""10"":75,""11"":79}","64","51","24","24","[]","[]","solver_deadline_observed_root_cause_unestablished"
"2","11","ar_to_en","compatibility","true","87.53354200000467","48","99","6000","{""2"":47,""3"":629,""4"":666,""5"":666,""6"":666,""7"":666,""8"":665,""9"":665,""10"":665,""11"":665}","1","0","24","24","[]","[]",""
"2","13","en_to_ar","approved-only","false","1805.1400829999984","0","0","2000","{""2"":80,""3"":272,""4"":273,""5"":273,""6"":273,""7"":273,""8"":272,""9"":167,""10"":51,""11"":34,""12"":25,""13"":7}","2","57","6","6","[]","[]","solver_deadline_observed_root_cause_unestablished"
"2","13","en_to_ar","compatibility","true","58.25208399999974","82","120","2000","{""2"":172,""3"":172,""4"":173,""5"":173,""6"":173,""7"":173,""8"":173,""9"":173,""10"":173,""11"":172,""12"":171,""13"":102}","1","0","6","6","[]","[]",""
"2","13","ar_to_en","approved-only","false","4511.343708","0","0","2477","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201,""10"":75,""11"":79,""12"":18,""13"":33}","151","44","24","24","[]","[]","solver_deadline_observed_root_cause_unestablished"
"2","13","ar_to_en","compatibility","true","284.93704199999775","63","130","6000","{""2"":47,""3"":599,""4"":600,""5"":600,""6"":600,""7"":600,""8"":600,""9"":600,""10"":600,""11"":599,""12"":363,""13"":192}","2","5","24","24","[]","[]",""
"3","7","en_to_ar","compatibility","true","4.277208999999857","26","35","2000","{""2"":204,""3"":360,""4"":359,""5"":359,""6"":359,""7"":359}","1","0","6","6","[]","[]",""
"3","7","en_to_ar","approved-only","true","3.155624999999418","26","35","2000","{""2"":76,""3"":385,""4"":385,""5"":385,""6"":385,""7"":384}","1","0","6","6","[]","[]",""
"3","7","ar_to_en","compatibility","true","4.594916000001831","22","41","2000","{""2"":47,""3"":391,""4"":391,""5"":391,""6"":390,""7"":390}","1","0","24","24","[]","[]",""
"3","7","ar_to_en","approved-only","true","143.37387500000477","22","41","1851","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456}","2","4","24","24","[]","[]",""
"3","9","en_to_ar","compatibility","true","9.340499999998428","40","59","2000","{""2"":217,""3"":255,""4"":255,""5"":255,""6"":255,""7"":255,""8"":254,""9"":254}","1","0","6","6","[]","[]",""
"3","9","en_to_ar","approved-only","true","14.301916999997047","40","59","2000","{""2"":80,""3"":307,""4"":307,""5"":307,""6"":307,""7"":306,""8"":262,""9"":124}","1","0","6","6","[]","[]",""
"3","9","ar_to_en","compatibility","true","575.2042500000025","30","66","4000","{""2"":47,""3"":565,""4"":565,""5"":565,""6"":565,""7"":565,""8"":564,""9"":564}","4","15","24","24","[]","[]",""
"3","9","ar_to_en","approved-only","true","1270.1032500000001","32","64","2272","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201}","8","29","24","24","[]","[]",""
"3","11","en_to_ar","compatibility","true","1018.7187919999997","62","87","2000","{""2"":200,""3"":200,""4"":200,""5"":200,""6"":200,""7"":200,""8"":200,""9"":200,""10"":200,""11"":200}","2","40","6","6","[]","[]",""
"3","11","en_to_ar","approved-only","true","90.61554199999955","62","87","2000","{""2"":80,""3"":280,""4"":281,""5"":281,""6"":281,""7"":281,""8"":280,""9"":154,""10"":49,""11"":33}","1","0","6","6","[]","[]",""
"3","11","ar_to_en","compatibility","true","1000.7308340000018","43","96","6000","{""2"":47,""3"":629,""4"":666,""5"":666,""6"":666,""7"":666,""8"":665,""9"":665,""10"":665,""11"":665}","6","43","24","24","[]","[]",""
"3","11","ar_to_en","approved-only","false","4502.243333999999","0","0","2426","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201,""10"":75,""11"":79}","52","57","24","24","[]","[]","solver_deadline_observed_root_cause_unestablished"
"3","13","en_to_ar","compatibility","true","44.670415999993565","78","119","2000","{""2"":172,""3"":172,""4"":173,""5"":173,""6"":173,""7"":173,""8"":173,""9"":173,""10"":173,""11"":172,""12"":171,""13"":102}","1","0","6","6","[]","[]",""
"3","13","en_to_ar","approved-only","false","1806.202458000007","0","0","2000","{""2"":80,""3"":272,""4"":273,""5"":273,""6"":273,""7"":273,""8"":272,""9"":167,""10"":51,""11"":34,""12"":25,""13"":7}","2","34","6","6","[]","[]","solver_deadline_observed_root_cause_unestablished"
"3","13","ar_to_en","compatibility","true","77.25104200000351","64","134","6000","{""2"":47,""3"":599,""4"":600,""5"":600,""6"":600,""7"":600,""8"":600,""9"":600,""10"":600,""11"":599,""12"":363,""13"":192}","1","0","24","24","[]","[]",""
"3","13","ar_to_en","approved-only","false","4517.1294999999955","0","0","2477","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201,""10"":75,""11"":79,""12"":18,""13"":33}","142","43","24","24","[]","[]","solver_deadline_observed_root_cause_unestablished"
"4","7","en_to_ar","approved-only","true","3.787624999997206","26","37","2000","{""2"":76,""3"":385,""4"":385,""5"":385,""6"":385,""7"":384}","1","0","6","6","[]","[]",""
"4","7","en_to_ar","compatibility","true","4.021542000002228","26","37","2000","{""2"":204,""3"":360,""4"":359,""5"":359,""6"":359,""7"":359}","1","0","6","6","[]","[]",""
"4","7","ar_to_en","approved-only","true","4.7302500000078","22","41","1851","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456}","1","0","24","24","[]","[]",""
"4","7","ar_to_en","compatibility","true","4.919666000001598","22","41","2000","{""2"":47,""3"":391,""4"":391,""5"":391,""6"":390,""7"":390}","1","0","24","24","[]","[]",""
"4","9","en_to_ar","approved-only","true","874.6457080000109","42","57","2000","{""2"":80,""3"":307,""4"":307,""5"":307,""6"":307,""7"":306,""8"":262,""9"":124}","2","17","6","6","[]","[]",""
"4","9","en_to_ar","compatibility","true","5.8020830000023125","42","57","2000","{""2"":217,""3"":255,""4"":255,""5"":255,""6"":255,""7"":255,""8"":254,""9"":254}","1","0","6","6","[]","[]",""
"4","9","ar_to_en","approved-only","true","579.7330829999992","32","64","2272","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201}","4","8","24","24","[]","[]",""
"4","9","ar_to_en","compatibility","true","326.8911669999943","30","66","4000","{""2"":47,""3"":565,""4"":565,""5"":565,""6"":565,""7"":565,""8"":564,""9"":564}","2","3","24","24","[]","[]",""
"4","11","en_to_ar","approved-only","true","1038.0132920000033","59","85","2000","{""2"":80,""3"":280,""4"":281,""5"":281,""6"":281,""7"":281,""8"":280,""9"":154,""10"":49,""11"":33}","2","17","6","6","[]","[]",""
"4","11","en_to_ar","compatibility","true","40.1739579999994","59","85","2000","{""2"":200,""3"":200,""4"":200,""5"":200,""6"":200,""7"":200,""8"":200,""9"":200,""10"":200,""11"":200}","1","0","6","6","[]","[]",""
"4","11","ar_to_en","approved-only","true","3065.6717910000007","44","88","2426","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201,""10"":75,""11"":79}","34","42","24","24","[]","[]",""
"4","11","ar_to_en","compatibility","true","112.44937499999651","46","99","6000","{""2"":47,""3"":629,""4"":666,""5"":666,""6"":666,""7"":666,""8"":665,""9"":665,""10"":665,""11"":665}","1","0","24","24","[]","[]",""
"4","13","en_to_ar","approved-only","true","1089.2692090000055","82","119","2000","{""2"":80,""3"":272,""4"":273,""5"":273,""6"":273,""7"":273,""8"":272,""9"":167,""10"":51,""11"":34,""12"":25,""13"":7}","2","20","6","6","[]","[]",""
"4","13","en_to_ar","compatibility","true","147.0660829999979","82","119","2000","{""2"":172,""3"":172,""4"":173,""5"":173,""6"":173,""7"":173,""8"":173,""9"":173,""10"":173,""11"":172,""12"":171,""13"":102}","1","0","6","6","[]","[]",""
"4","13","ar_to_en","approved-only","false","4514.382666999998","0","0","2477","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201,""10"":75,""11"":79,""12"":18,""13"":33}","149","41","24","24","[]","[]","solver_deadline_observed_root_cause_unestablished"
"4","13","ar_to_en","compatibility","true","2554.0261249999894","61","127","6000","{""2"":47,""3"":599,""4"":600,""5"":600,""6"":600,""7"":600,""8"":600,""9"":600,""10"":600,""11"":599,""12"":363,""13"":192}","14","52","24","24","[]","[]",""
"5","7","en_to_ar","compatibility","true","3.4628329999977723","24","36","2000","{""2"":204,""3"":360,""4"":359,""5"":359,""6"":359,""7"":359}","1","0","6","6","[]","[]",""
"5","7","en_to_ar","approved-only","true","2.7976249999919673","24","36","2000","{""2"":76,""3"":385,""4"":385,""5"":385,""6"":385,""7"":384}","1","0","6","6","[]","[]",""
"5","7","ar_to_en","compatibility","true","6.067749999987427","22","41","2000","{""2"":47,""3"":391,""4"":391,""5"":391,""6"":390,""7"":390}","1","0","24","24","[]","[]",""
"5","7","ar_to_en","approved-only","true","5.615790999989258","22","41","1851","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456}","1","0","24","24","[]","[]",""
"5","9","en_to_ar","compatibility","true","9.13191700000607","44","57","2000","{""2"":217,""3"":255,""4"":255,""5"":255,""6"":255,""7"":255,""8"":254,""9"":254}","1","0","6","6","[]","[]",""
"5","9","en_to_ar","approved-only","true","5.4394999999931315","44","57","2000","{""2"":80,""3"":307,""4"":307,""5"":307,""6"":307,""7"":306,""8"":262,""9"":124}","1","0","6","6","[]","[]",""
"5","9","ar_to_en","compatibility","true","369.0951669999922","32","64","4000","{""2"":47,""3"":565,""4"":565,""5"":565,""6"":565,""7"":565,""8"":564,""9"":564}","3","6","24","24","[]","[]",""
"5","9","ar_to_en","approved-only","true","623.3554999999906","32","64","2272","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201}","4","9","24","24","[]","[]",""
"5","11","en_to_ar","compatibility","true","1507.6111249999958","61","85","2000","{""2"":200,""3"":200,""4"":200,""5"":200,""6"":200,""7"":200,""8"":200,""9"":200,""10"":200,""11"":200}","2","23","6","6","[]","[]",""
"5","11","en_to_ar","approved-only","false","1803.6671250000072","0","0","2000","{""2"":80,""3"":280,""4"":281,""5"":281,""6"":281,""7"":281,""8"":280,""9"":154,""10"":49,""11"":33}","2","19","6","6","[]","[]","solver_deadline_observed_root_cause_unestablished"
"5","11","ar_to_en","compatibility","true","1219.866000000009","43","93","6000","{""2"":47,""3"":629,""4"":666,""5"":666,""6"":666,""7"":666,""8"":665,""9"":665,""10"":665,""11"":665}","7","26","24","24","[]","[]",""
"5","11","ar_to_en","approved-only","false","4503.724083000008","0","0","2426","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201,""10"":75,""11"":79}","56","63","24","24","[]","[]","solver_deadline_observed_root_cause_unestablished"
"5","13","en_to_ar","compatibility","true","1049.677708000003","82","119","2000","{""2"":172,""3"":172,""4"":173,""5"":173,""6"":173,""7"":173,""8"":173,""9"":173,""10"":173,""11"":172,""12"":171,""13"":102}","2","42","6","6","[]","[]",""
"5","13","en_to_ar","approved-only","false","1806.6253339999967","0","0","2000","{""2"":80,""3"":272,""4"":273,""5"":273,""6"":273,""7"":273,""8"":272,""9"":167,""10"":51,""11"":34,""12"":25,""13"":7}","2","74","6","6","[]","[]","solver_deadline_observed_root_cause_unestablished"
"5","13","ar_to_en","compatibility","true","468.19587499999034","63","131","6000","{""2"":47,""3"":599,""4"":600,""5"":600,""6"":600,""7"":600,""8"":600,""9"":600,""10"":600,""11"":599,""12"":363,""13"":192}","3","6","24","24","[]","[]",""
"5","13","ar_to_en","approved-only","false","4511.7070419999945","0","0","2477","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201,""10"":75,""11"":79,""12"":18,""13"":33}","165","41","24","24","[]","[]","solver_deadline_observed_root_cause_unestablished"
"6","7","en_to_ar","approved-only","true","4.188500000003842","26","36","2000","{""2"":76,""3"":385,""4"":385,""5"":385,""6"":385,""7"":384}","1","0","6","6","[]","[]",""
"6","7","en_to_ar","compatibility","true","3.6937919999909354","26","36","2000","{""2"":204,""3"":360,""4"":359,""5"":359,""6"":359,""7"":359}","1","0","6","6","[]","[]",""
"6","7","ar_to_en","approved-only","true","4.977624999999534","22","41","1851","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456}","1","0","24","24","[]","[]",""
"6","7","ar_to_en","compatibility","true","4.784249999996973","22","41","2000","{""2"":47,""3"":391,""4"":391,""5"":391,""6"":390,""7"":390}","1","0","24","24","[]","[]",""
"6","9","en_to_ar","approved-only","true","10.37645799999882","42","59","2000","{""2"":80,""3"":307,""4"":307,""5"":307,""6"":307,""7"":306,""8"":262,""9"":124}","1","0","6","6","[]","[]",""
"6","9","en_to_ar","compatibility","true","7.425124999994296","42","59","2000","{""2"":217,""3"":255,""4"":255,""5"":255,""6"":255,""7"":255,""8"":254,""9"":254}","1","0","6","6","[]","[]",""
"6","9","ar_to_en","approved-only","true","414.36029099998996","32","64","2272","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201}","3","6","24","24","[]","[]",""
"6","9","ar_to_en","compatibility","true","209.64016700000502","32","64","4000","{""2"":47,""3"":565,""4"":565,""5"":565,""6"":565,""7"":565,""8"":564,""9"":564}","2","3","24","24","[]","[]",""
"6","11","en_to_ar","approved-only","false","1803.7040830000042","0","0","2000","{""2"":80,""3"":280,""4"":281,""5"":281,""6"":281,""7"":281,""8"":280,""9"":154,""10"":49,""11"":33}","2","49","6","6","[]","[]","solver_deadline_observed_root_cause_unestablished"
"6","11","en_to_ar","compatibility","true","14.21629200001189","60","85","2000","{""2"":200,""3"":200,""4"":200,""5"":200,""6"":200,""7"":200,""8"":200,""9"":200,""10"":200,""11"":200}","1","0","6","6","[]","[]",""
"6","11","ar_to_en","approved-only","false","4501.555791000006","0","0","2426","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201,""10"":75,""11"":79}","46","61","24","24","[]","[]","solver_deadline_observed_root_cause_unestablished"
"6","11","ar_to_en","compatibility","true","2700.090458000006","42","90","6000","{""2"":47,""3"":629,""4"":666,""5"":666,""6"":666,""7"":666,""8"":665,""9"":665,""10"":665,""11"":665}","15","95","24","24","[]","[]",""
"6","13","en_to_ar","approved-only","false","1806.7062089999963","0","0","2000","{""2"":80,""3"":272,""4"":273,""5"":273,""6"":273,""7"":273,""8"":272,""9"":167,""10"":51,""11"":34,""12"":25,""13"":7}","2","65","6","6","[]","[]","solver_deadline_observed_root_cause_unestablished"
"6","13","en_to_ar","compatibility","true","51.33795800000371","84","120","2000","{""2"":172,""3"":172,""4"":173,""5"":173,""6"":173,""7"":173,""8"":173,""9"":173,""10"":173,""11"":172,""12"":171,""13"":102}","1","0","6","6","[]","[]",""
"6","13","ar_to_en","approved-only","false","4516.155541","0","0","2477","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201,""10"":75,""11"":79,""12"":18,""13"":33}","150","38","24","24","[]","[]","solver_deadline_observed_root_cause_unestablished"
"6","13","ar_to_en","compatibility","true","1027.5744590000104","62","131","6000","{""2"":47,""3"":599,""4"":600,""5"":600,""6"":600,""7"":600,""8"":600,""9"":600,""10"":600,""11"":599,""12"":363,""13"":192}","6","36","24","24","[]","[]",""
"7","7","en_to_ar","compatibility","true","4.420749999990221","26","36","2000","{""2"":204,""3"":360,""4"":359,""5"":359,""6"":359,""7"":359}","1","0","6","6","[]","[]",""
"7","7","en_to_ar","approved-only","true","3.169917000006535","26","36","2000","{""2"":76,""3"":385,""4"":385,""5"":385,""6"":385,""7"":384}","1","0","6","6","[]","[]",""
"7","7","ar_to_en","compatibility","true","5.165708999993512","22","41","2000","{""2"":47,""3"":391,""4"":391,""5"":391,""6"":390,""7"":390}","1","0","24","24","[]","[]",""
"7","7","ar_to_en","approved-only","true","4.700708000003942","22","41","1851","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456}","1","0","24","24","[]","[]",""
"7","9","en_to_ar","compatibility","true","8.871041999998852","42","57","2000","{""2"":217,""3"":255,""4"":255,""5"":255,""6"":255,""7"":255,""8"":254,""9"":254}","1","0","6","6","[]","[]",""
"7","9","en_to_ar","approved-only","true","16.830125000007683","42","57","2000","{""2"":80,""3"":307,""4"":307,""5"":307,""6"":307,""7"":306,""8"":262,""9"":124}","1","0","6","6","[]","[]",""
"7","9","ar_to_en","compatibility","true","1025.7505000000092","32","64","4000","{""2"":47,""3"":565,""4"":565,""5"":565,""6"":565,""7"":565,""8"":564,""9"":564}","7","23","24","24","[]","[]",""
"7","9","ar_to_en","approved-only","true","378.072874999998","32","64","2272","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201}","3","5","24","24","[]","[]",""
"7","11","en_to_ar","compatibility","true","10.650166999999783","60","85","2000","{""2"":200,""3"":200,""4"":200,""5"":200,""6"":200,""7"":200,""8"":200,""9"":200,""10"":200,""11"":200}","1","0","6","6","[]","[]",""
"7","11","en_to_ar","approved-only","true","1030.4619579999999","60","85","2000","{""2"":80,""3"":280,""4"":281,""5"":281,""6"":281,""7"":281,""8"":280,""9"":154,""10"":49,""11"":33}","2","18","6","6","[]","[]",""
"7","11","ar_to_en","compatibility","true","1740.0657079999946","42","91","6000","{""2"":47,""3"":629,""4"":666,""5"":666,""6"":666,""7"":666,""8"":665,""9"":665,""10"":665,""11"":665}","10","47","24","24","[]","[]",""
"7","11","ar_to_en","approved-only","false","4502.805957999997","0","0","2426","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201,""10"":75,""11"":79}","49","50","24","24","[]","[]","solver_deadline_observed_root_cause_unestablished"
"7","13","en_to_ar","compatibility","true","52.9606669999921","80","120","2000","{""2"":172,""3"":172,""4"":173,""5"":173,""6"":173,""7"":173,""8"":173,""9"":173,""10"":173,""11"":172,""12"":171,""13"":102}","1","0","6","6","[]","[]",""
"7","13","en_to_ar","approved-only","true","63.90700000000652","80","120","2000","{""2"":80,""3"":272,""4"":273,""5"":273,""6"":273,""7"":273,""8"":272,""9"":167,""10"":51,""11"":34,""12"":25,""13"":7}","1","0","6","6","[]","[]",""
"7","13","ar_to_en","compatibility","true","2326.800749999995","61","127","6000","{""2"":47,""3"":599,""4"":600,""5"":600,""6"":600,""7"":600,""8"":600,""9"":600,""10"":600,""11"":599,""12"":363,""13"":192}","13","64","24","24","[]","[]",""
"7","13","ar_to_en","approved-only","false","4512.859375","0","0","2477","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201,""10"":75,""11"":79,""12"":18,""13"":33}","110","43","24","24","[]","[]","solver_deadline_observed_root_cause_unestablished"
"8","7","en_to_ar","approved-only","true","576.2164590000175","25","35","2000","{""2"":76,""3"":385,""4"":385,""5"":385,""6"":385,""7"":384}","2","12","6","6","[]","[]",""
"8","7","en_to_ar","compatibility","true","2.8152919999847654","25","35","2000","{""2"":204,""3"":360,""4"":359,""5"":359,""6"":359,""7"":359}","1","0","6","6","[]","[]",""
"8","7","ar_to_en","approved-only","true","9.229292000003625","22","41","1851","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456}","1","0","24","24","[]","[]",""
"8","7","ar_to_en","compatibility","true","130.70537499999045","22","41","2000","{""2"":47,""3"":391,""4"":391,""5"":391,""6"":390,""7"":390}","2","8","24","24","[]","[]",""
"8","9","en_to_ar","approved-only","true","4.778875000018161","42","60","2000","{""2"":80,""3"":307,""4"":307,""5"":307,""6"":307,""7"":306,""8"":262,""9"":124}","1","0","6","6","[]","[]",""
"8","9","en_to_ar","compatibility","true","7.089125000027707","42","60","2000","{""2"":217,""3"":255,""4"":255,""5"":255,""6"":255,""7"":255,""8"":254,""9"":254}","1","0","6","6","[]","[]",""
"8","9","ar_to_en","approved-only","true","633.3122919999878","32","64","2272","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201}","4","6","24","24","[]","[]",""
"8","9","ar_to_en","compatibility","true","702.1662910000014","32","64","4000","{""2"":47,""3"":565,""4"":565,""5"":565,""6"":565,""7"":565,""8"":564,""9"":564}","5","16","24","24","[]","[]",""
"8","11","en_to_ar","approved-only","true","69.80716700002085","58","86","2000","{""2"":80,""3"":280,""4"":281,""5"":281,""6"":281,""7"":281,""8"":280,""9"":154,""10"":49,""11"":33}","1","0","6","6","[]","[]",""
"8","11","en_to_ar","compatibility","true","13.778458999993745","58","86","2000","{""2"":200,""3"":200,""4"":200,""5"":200,""6"":200,""7"":200,""8"":200,""9"":200,""10"":200,""11"":200}","1","0","6","6","[]","[]",""
"8","11","ar_to_en","approved-only","true","3410.7378750000207","44","88","2426","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201,""10"":75,""11"":79}","46","35","24","24","[]","[]",""
"8","11","ar_to_en","compatibility","true","1766.5542920000153","46","92","6000","{""2"":47,""3"":629,""4"":666,""5"":666,""6"":666,""7"":666,""8"":665,""9"":665,""10"":665,""11"":665}","10","37","24","24","[]","[]",""
"8","13","en_to_ar","approved-only","false","1808.4435419999936","0","0","2000","{""2"":80,""3"":272,""4"":273,""5"":273,""6"":273,""7"":273,""8"":272,""9"":167,""10"":51,""11"":34,""12"":25,""13"":7}","2","63","6","6","[]","[]","solver_deadline_observed_root_cause_unestablished"
"8","13","en_to_ar","compatibility","true","1061.0819590000028","83","119","2000","{""2"":172,""3"":172,""4"":173,""5"":173,""6"":173,""7"":173,""8"":173,""9"":173,""10"":173,""11"":172,""12"":171,""13"":102}","2","46","6","6","[]","[]",""
