experiment,seed,size,mode,policy,discoveryIndex,rank,slots,lengths,quality,score,viable,attempts,solverMs,signature
"baseline","1","7","ar_to_en","approved-only","14","18","16","{""3"":{""slots"":6,""candidates"":120},""4"":{""slots"":4,""candidates"":269},""5"":{""slots"":2,""candidates"":266},""7"":{""slots"":4,""candidates"":219}}","104","874","true","1","125.04054099999985","0011100/0011111/1111111/1110111/1111111/1111100/0011100"
"baseline","1","7","ar_to_en","approved-only","20","19","16","{""3"":{""slots"":6,""candidates"":120},""4"":{""slots"":4,""candidates"":269},""5"":{""slots"":2,""candidates"":266},""7"":{""slots"":4,""candidates"":219}}","104","874","true","1","125.11141700000007","0011110/0011110/1111111/1110111/1111111/0111100/0111100"
"baseline","1","7","ar_to_en","approved-only","3","20","16","{""3"":{""slots"":7,""candidates"":120},""4"":{""slots"":4,""candidates"":269},""5"":{""slots"":1,""candidates"":266},""7"":{""slots"":4,""candidates"":219}}","102","874","true","1","125.02575000000024","0011100/1111100/1111111/1110111/1111111/0011110/0011100"
"baseline","1","7","ar_to_en","approved-only","7","21","16","{""3"":{""slots"":8,""candidates"":120},""4"":{""slots"":2,""candidates"":269},""5"":{""slots"":2,""candidates"":266},""7"":{""slots"":4,""candidates"":219}}","102","874","true","1","125.04224999999997","0011100/0111110/1111111/1110111/1111111/0011110/0011100"
"baseline","1","7","ar_to_en","approved-only","8","22","16","{""3"":{""slots"":7,""candidates"":120},""4"":{""slots"":4,""candidates"":269},""5"":{""slots"":1,""candidates"":266},""7"":{""slots"":4,""candidates"":219}}","102","874","true","1","125.02095800000006","0011100/0011110/1111111/1110111/1111111/1111100/0011100"
"baseline","1","7","ar_to_en","approved-only","19","23","16","{""3"":{""slots"":8,""candidates"":120},""4"":{""slots"":3,""candidates"":269},""6"":{""slots"":1,""candidates"":239},""7"":{""slots"":4,""candidates"":219}}","102","847","true","1","123.398459","0111100/0111100/1111111/1110111/1111111/0111100/0011100"
"baseline","1","9","ar_to_en","compatibility","1","0","28","{""3"":{""slots"":12,""candidates"":279},""4"":{""slots"":4,""candidates"":279},""5"":{""slots"":4,""candidates"":279},""7"":{""slots"":4,""candidates"":279},""9"":{""slots"":4,""candidates"":279}}","192","1395","true","1","166.14075000000048","111100111/111110111/111111111/001111111/011101110/111111100/111111111/111011111/111001111"
"baseline","1","9","ar_to_en","compatibility","15","1","28","{""3"":{""slots"":12,""candidates"":279},""4"":{""slots"":4,""candidates"":279},""5"":{""slots"":4,""candidates"":279},""7"":{""slots"":4,""candidates"":279},""9"":{""slots"":4,""candidates"":279}}","192","1395","true","1","166.2787499999995","111100111/111110111/111111111/001111111/011101110/111111100/111111111/111011111/111001111"
"baseline","1","9","ar_to_en","compatibility","13","2","32","{""3"":{""slots"":22,""candidates"":279},""4"":{""slots"":4,""candidates"":279},""5"":{""slots"":2,""candidates"":279},""9"":{""slots"":4,""candidates"":279}}","192","1116","true","1","166.02129100000002","111011100/111011111/111111111/001110111/011101110/111011100/111111111/111110111/001110111"
"baseline","1","9","ar_to_en","compatibility","11","3","32","{""3"":{""slots"":24,""candidates"":279},""5"":{""slots"":4,""candidates"":279},""9"":{""slots"":4,""candidates"":279}}","192","837","true","1","166.03345799999988","111001110/111011111/111111111/001110111/011101110/111011100/111111111/111110111/011100111"
"baseline","1","9","ar_to_en","compatibility","21","4","32","{""3"":{""slots"":24,""candidates"":279},""5"":{""slots"":4,""candidates"":279},""9"":{""slots"":4,""candidates"":279}}","192","837","true","1","166.01979200000005","111001110/111011111/111111111/001110111/011101110/111011100/111111111/111110111/011100111"
"baseline","1","9","ar_to_en","compatibility","4","5","30","{""3"":{""slots"":15,""candidates"":279},""4"":{""slots"":6,""candidates"":279},""5"":{""slots"":5,""candidates"":279},""9"":{""slots"":4,""candidates"":279}}","190","1116","true","1","166.13958299999922","001110111/111110111/111111111/111101110/001111100/111011111/111111111/111100111/011100111"
"baseline","1","9","ar_to_en","compatibility","8","6","31","{""3"":{""slots"":23,""candidates"":279},""4"":{""slots"":1,""candidates"":279},""5"":{""slots"":2,""candidates"":279},""9"":{""slots"":5,""candidates"":279}}","190","1116","true","1","166.0802080000003","011100111/111110111/111111111/111011100/011101110/011100111/111111111/111011111/111011100"
"baseline","1","9","ar_to_en","compatibility","9","7","31","{""3"":{""slots"":23,""candidates"":279},""4"":{""slots"":1,""candidates"":279},""5"":{""slots"":2,""candidates"":279},""9"":{""slots"":5,""candidates"":279}}","190","1116","true","1","147.56666700000005","111011100/111011111/111111111/011100111/011101110/111011100/111111111/111110111/011100111"
"baseline","1","9","ar_to_en","compatibility","12","8","26","{""3"":{""slots"":10,""candidates"":279},""4"":{""slots"":2,""candidates"":279},""5"":{""slots"":6,""candidates"":279},""7"":{""slots"":2,""candidates"":279},""9"":{""slots"":6,""candidates"":279}}","188","1395","true","0","0","001111100/111111111/111111111/111011111/011101110/111110111/111111111/111111111/001111100"
"baseline","1","9","ar_to_en","compatibility","16","9","26","{""3"":{""slots"":10,""candidates"":279},""4"":{""slots"":2,""candidates"":279},""5"":{""slots"":6,""candidates"":279},""7"":{""slots"":2,""candidates"":279},""9"":{""slots"":6,""candidates"":279}}","188","1395","true","0","0","011101110/011111110/111111111/111011111/111101111/111110111/111111111/011111110/011101110"
"baseline","1","9","ar_to_en","compatibility","2","10","30","{""3"":{""slots"":21,""candidates"":279},""4"":{""slots"":3,""candidates"":279},""8"":{""slots"":1,""candidates"":279},""9"":{""slots"":5,""candidates"":279}}","188","1116","true","0","0","011100111/011110111/111111111/111011100/111001111/011100111/111111111/111111110/111011100"
"baseline","1","9","ar_to_en","compatibility","17","11","31","{""3"":{""slots"":24,""candidates"":279},""4"":{""slots"":1,""candidates"":279},""5"":{""slots"":1,""candidates"":279},""9"":{""slots"":5,""candidates"":279}}","188","1116","true","0","0","001110111/001110111/111111111/111001110/111011111/001110111/111111111/111101110/111001110"
"baseline","1","9","ar_to_en","compatibility","19","12","30","{""3"":{""slots"":16,""candidates"":279},""4"":{""slots"":6,""candidates"":279},""5"":{""slots"":4,""candidates"":279},""9"":{""slots"":4,""candidates"":279}}","188","1116","true","0","0","111001111/111001111/111111111/001111100/001110111/111011111/111111111/111101110/011101110"
"baseline","1","9","ar_to_en","compatibility","6","13","31","{""3"":{""slots"":22,""candidates"":279},""4"":{""slots"":3,""candidates"":279},""5"":{""slots"":2,""candidates"":279},""9"":{""slots"":4,""candidates"":279}}","186","1116","true","0","0","011100111/111101111/111111111/111011100/001110111/001110111/111111111/111001110/111001110"
"baseline","1","9","ar_to_en","compatibility","18","14","30","{""3"":{""slots"":23,""candidates"":279},""4"":{""slots"":1,""candidates"":279},""8"":{""slots"":1,""candidates"":279},""9"":{""slots"":5,""candidates"":279}}","186","1116","true","0","0","111011100/111011100/111111111/011100111/111100111/111011100/111111111/011111111/011100111"
"baseline","1","9","ar_to_en","compatibility","10","15","30","{""3"":{""slots"":22,""candidates"":279},""5"":{""slots"":3,""candidates"":279},""9"":{""slots"":5,""candidates"":279}}","186","837","true","0","0","011100111/011100111/111111111/111011100/111111111/001110111/111111111/111001110/111001110"
"baseline","1","9","ar_to_en","compatibility","23","16","30","{""3"":{""slots"":22,""candidates"":279},""5"":{""slots"":3,""candidates"":279},""9"":{""slots"":5,""candidates"":279}}","186","837","true","0","0","011100111/011100111/111111111/111011100/111111111/001110111/111111111/111001110/111001110"
"baseline","1","9","ar_to_en","compatibility","7","17","29","{""3"":{""slots"":15,""candidates"":279},""4"":{""slots"":5,""candidates"":279},""5"":{""slots"":5,""candidates"":279},""9"":{""slots"":4,""candidates"":279}}","184","1116","true","0","0","111100111/111100111/111111111/001111100/001111100/111001111/111111111/111110111/001110111"
"baseline","1","9","ar_to_en","compatibility","3","18","26","{""3"":{""slots"":8,""candidates"":279},""4"":{""slots"":8,""candidates"":279},""5"":{""slots"":2,""candidates"":279},""7"":{""slots"":4,""candidates"":279},""9"":{""slots"":4,""candidates"":279}}","182","1395","true","0","0","111001111/111001111/111111111/111111100/001111100/001111111/111111111/111100111/111100111"
"baseline","1","9","ar_to_en","compatibility","14","19","28","{""3"":{""slots"":15,""candidates"":279},""4"":{""slots"":4,""candidates"":279},""5"":{""slots"":3,""candidates"":279},""7"":{""slots"":2,""candidates"":279},""9"":{""slots"":4,""candidates"":279}}","182","1395","true","0","0","111011100/111011100/111111111/111100111/011100111/001111111/111111111/111011110/111001110"
"baseline","1","9","ar_to_en","compatibility","0","20","30","{""3"":{""slots"":20,""candidates"":279},""4"":{""slots"":4,""candidates"":279},""5"":{""slots"":2,""candidates"":279},""9"":{""slots"":4,""candidates"":279}}","182","1116","true","0","0","011100111/111100111/111111111/111011100/001111100/001110111/111111111/111001111/111001110"
"baseline","1","9","ar_to_en","compatibility","5","21","30","{""3"":{""slots"":20,""candidates"":279},""4"":{""slots"":4,""candidates"":279},""5"":{""slots"":2,""candidates"":279},""9"":{""slots"":4,""candidates"":279}}","182","1116","true","0","0","111001110/111001111/111111111/001110111/001111100/111011100/111111111/111100111/011100111"
"baseline","1","9","ar_to_en","compatibility","20","22","30","{""3"":{""slots"":20,""candidates"":279},""4"":{""slots"":4,""candidates"":279},""5"":{""slots"":2,""candidates"":279},""9"":{""slots"":4,""candidates"":279}}","182","1116","true","0","0","111001110/111001111/111111111/001110111/001111100/111011100/111111111/111100111/011100111"
"baseline","1","9","ar_to_en","compatibility","22","23","30","{""3"":{""slots"":20,""candidates"":279},""4"":{""slots"":4,""candidates"":279},""5"":{""slots"":2,""candidates"":279},""9"":{""slots"":4,""candidates"":279}}","182","1116","true","0","0","111001110/111001111/111111111/001110111/001111100/111011100/111111111/111100111/011100111"
"baseline","1","9","ar_to_en","approved-only","5","0","28","{""3"":{""slots"":16,""candidates"":120},""5"":{""slots"":4,""candidates"":266},""9"":{""slots"":8,""candidates"":78}}","196","464","true","4","166.10450000000037","011101110/111111111/111111111/111011111/011101110/111110111/111111111/111111111/011101110"
"baseline","1","9","ar_to_en","approved-only","15","1","29","{""3"":{""slots"":17,""candidates"":120},""4"":{""slots"":1,""candidates"":269},""5"":{""slots"":4,""candidates"":266},""7"":{""slots"":1,""candidates"":219},""9"":{""slots"":6,""candidates"":78}}","194","952","true","4","166.10833400000047","111100111/111111111/111111111/001111111/011100111/111011100/111111111/111111111/011100111"
"baseline","1","9","ar_to_en","approved-only","21","2","30","{""3"":{""slots"":16,""candidates"":120},""4"":{""slots"":3,""candidates"":269},""5"":{""slots"":6,""candidates"":266},""8"":{""slots"":1,""candidates"":167},""9"":{""slots"":4,""candidates"":78}}","194","900","true","1","166.0192909999996","111011100/111011111/111111111/001110111/011101110/111101110/111111111/111011111/111011111"
"baseline","1","9","ar_to_en","approved-only","17","3","30","{""3"":{""slots"":12,""candidates"":120},""4"":{""slots"":8,""candidates"":269},""5"":{""slots"":6,""candidates"":266},""9"":{""slots"":4,""candidates"":78}}","194","733","true","1","166.01879200000076","011101110/111101111/111111111/111011111/001111100/111110111/111111111/111101111/011101110"
"baseline","1","9","ar_to_en","approved-only","0","4","28","{""3"":{""slots"":12,""candidates"":120},""4"":{""slots"":4,""candidates"":269},""5"":{""slots"":4,""candidates"":266},""7"":{""slots"":4,""candidates"":219},""9"":{""slots"":4,""candidates"":78}}","192","952","true","2","166.07849999999962","111001111/111011111/111111111/111111100/011101110/001111111/111111111/111110111/111100111"
"baseline","1","9","ar_to_en","approved-only","7","5","28","{""3"":{""slots"":12,""candidates"":120},""4"":{""slots"":4,""candidates"":269},""5"":{""slots"":4,""candidates"":266},""7"":{""slots"":4,""candidates"":219},""9"":{""slots"":4,""candidates"":78}}","192","952","true","1","166.0457919999999","111100111/111110111/111111111/001111111/011101110/111111100/111111111/111011111/111001111"
"baseline","1","9","ar_to_en","approved-only","11","6","32","{""3"":{""slots"":24,""candidates"":120},""5"":{""slots"":4,""candidates"":266},""9"":{""slots"":4,""candidates"":78}}","192","464","true","1","166.02899999999954","011100111/111110111/111111111/111011100/011101110/001110111/111111111/111011111/111001110"
"baseline","1","9","ar_to_en","approved-only","20","7","32","{""3"":{""slots"":24,""candidates"":120},""5"":{""slots"":4,""candidates"":266},""9"":{""slots"":4,""candidates"":78}}","192","464","true","1","166.02387499999986","111001110/111011111/111111111/001110111/011101110/111011100/111111111/111110111/011100111"
"baseline","1","9","ar_to_en","approved-only","13","8","30","{""3"":{""slots"":15,""candidates"":120},""4"":{""slots"":6,""candidates"":269},""5"":{""slots"":5,""candidates"":266},""9"":{""slots"":4,""candidates"":78}}","190","733","true","1","166.06445900000017","011100111/111100111/111111111/111011100/001111100/011101111/111111111/111110111/111110111"
"baseline","1","9","ar_to_en","approved-only","10","9","31","{""3"":{""slots"":24,""candidates"":120},""4"":{""slots"":1,""candidates"":269},""5"":{""slots"":1,""candidates"":266},""9"":{""slots"":5,""candidates"":78}}","188","733","true","1","166.17962499999976","011100111/011101111/111111111/111011100/111110111/011100111/111111111/111011100/111011100"
"baseline","1","9","ar_to_en","approved-only","6","10","29","{""3"":{""slots"":18,""candidates"":120},""4"":{""slots"":2,""candidates"":269},""5"":{""slots"":3,""candidates"":266},""7"":{""slots"":1,""candidates"":219},""8"":{""slots"":1,""candidates"":167},""9"":{""slots"":4,""candidates"":78}}","186","1119","true","1","166.03520799999933","001111100/001111111/111111111/111001111/111101110/001110111/111111111/111011111/111001110"
"baseline","1","9","ar_to_en","approved-only","14","11","31","{""3"":{""slots"":22,""candidates"":120},""4"":{""slots"":3,""candidates"":269},""5"":{""slots"":2,""candidates"":266},""9"":{""slots"":4,""candidates"":78}}","186","733","true","1","166.2288749999998","011100111/011100111/111111111/111011100/111011100/001110111/111111111/111101111/111001110"
"baseline","1","9","ar_to_en","approved-only","18","12","30","{""3"":{""slots"":18,""candidates"":120},""4"":{""slots"":4,""candidates"":269},""5"":{""slots"":4,""candidates"":266},""9"":{""slots"":4,""candidates"":78}}","186","733","true","1","166.0369580000006","001110111/001110111/111111111/111001111/111001110/001111100/111111111/111110111/111100111"
"baseline","1","9","ar_to_en","approved-only","23","13","31","{""3"":{""slots"":23,""candidates"":120},""4"":{""slots"":3,""candidates"":269},""7"":{""slots"":1,""candidates"":219},""9"":{""slots"":4,""candidates"":78}}","186","686","true","1","166.03354200000012","011100111/111100111/111111111/111011100/001111111/011100111/111111111/111011100/111011100"
"baseline","1","9","ar_to_en","approved-only","2","14","30","{""3"":{""slots"":22,""candidates"":120},""5"":{""slots"":3,""candidates"":266},""9"":{""slots"":5,""candidates"":78}}","186","464","true","1","166.02637500000037","111001110/111001110/111111111/001110111/111111111/111011100/111111111/011100111/011100111"
"baseline","1","9","ar_to_en","approved-only","4","15","30","{""3"":{""slots"":22,""candidates"":120},""5"":{""slots"":3,""candidates"":266},""9"":{""slots"":5,""candidates"":78}}","186","464","true","1","166.12004200000047","001110111/111110111/111111111/111011100/001111100/001110111/111111111/111011111/111011100"
"baseline","1","9","ar_to_en","approved-only","12","16","26","{""3"":{""slots"":8,""candidates"":120},""4"":{""slots"":8,""candidates"":269},""5"":{""slots"":2,""candidates"":266},""7"":{""slots"":4,""candidates"":219},""9"":{""slots"":4,""candidates"":78}}","182","952","true","2","166.01441700000214","111001111/111001111/111111111/111111100/001111100/001111111/111111111/111100111/111100111"
"baseline","1","9","ar_to_en","approved-only","1","17","30","{""3"":{""slots"":20,""candidates"":120},""4"":{""slots"":4,""candidates"":269},""5"":{""slots"":2,""candidates"":266},""9"":{""slots"":4,""candidates"":78}}","182","733","true","1","166.03479100000004","011100111/111100111/111111111/111011100/001111100/001110111/111111111/111001111/111001110"
"baseline","1","9","ar_to_en","approved-only","3","18","30","{""3"":{""slots"":20,""candidates"":120},""4"":{""slots"":4,""candidates"":269},""5"":{""slots"":2,""candidates"":266},""9"":{""slots"":4,""candidates"":78}}","182","733","true","1","166.015625","111001110/111001111/111111111/001110111/001111100/111011100/111111111/111100111/011100111"
"baseline","1","9","ar_to_en","approved-only","19","19","30","{""3"":{""slots"":20,""candidates"":120},""4"":{""slots"":4,""candidates"":269},""5"":{""slots"":2,""candidates"":266},""9"":{""slots"":4,""candidates"":78}}","182","733","true","1","166.02179199999955","111001110/111001111/111111111/001110111/001111100/111011100/111111111/111100111/011100111"
"baseline","1","9","ar_to_en","approved-only","22","20","30","{""3"":{""slots"":20,""candidates"":120},""4"":{""slots"":4,""candidates"":269},""5"":{""slots"":2,""candidates"":266},""9"":{""slots"":4,""candidates"":78}}","182","733","true","1","166.07554100000016","011100111/111100111/111111111/111011100/001111100/001110111/111111111/111001111/111001110"
"baseline","1","9","ar_to_en","approved-only","9","21","27","{""3"":{""slots"":14,""candidates"":120},""4"":{""slots"":3,""candidates"":269},""5"":{""slots"":4,""candidates"":266},""7"":{""slots"":1,""candidates"":219},""9"":{""slots"":5,""candidates"":78}}","180","952","true","4","166.10454199999913","001111100/111111111/111111111/111100111/001111100/001111100/111111111/111001111/111001111"
